,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmycWT_1,CPM.LPmycWT_2,CPM.LPmycWT_3,CPM.LPmycWT_4,CPM.LPmycpho2_1,CPM.LPmycpho2_2,CPM.LPmycpho2_3,CPM.LPmycpho2_4
28097,AGIS_Os06g005340,-8.984769e-01, 2.614621e+00, 1.444359e+01,2.240114e-03,3.377280e-02,Not_significant,6.164063e+00,1.273706e+01,6.976699e+00,6.188008e+00,3.212650e+00,4.617200e+00,5.197988e+00,3.638585e+00
28098,AGIS_Os06g005350, 4.628827e-01, 4.517899e-01, 8.862248e-01,3.638245e-01,6.141997e-01,Not_significant,6.892723e-01,1.165483e+00,4.983357e-01,2.461401e+00,8.597233e-01,1.969343e+00,1.214855e+00,1.769036e+00
28099,AGIS_Os06g005360,-5.258654e-01, 3.628183e+00, 5.856761e+00,3.159213e-02,1.532123e-01,Not_significant,1.274169e+01,2.114519e+01,1.410290e+01,1.014465e+01,1.499991e+01,9.979110e+00,7.647615e+00,7.880250e+00
28103,AGIS_Os06g005400, 5.136504e-01, 2.318955e+00, 3.215094e+00,9.646420e-02,2.959850e-01,Not_significant,3.328200e+00,3.080205e+00,5.564748e+00,4.301701e+00,5.407207e+00,8.125610e+00,5.098410e+00,4.643719e+00
28104,AGIS_Os06g005410,-6.496725e-01, 1.291800e+00, 2.928143e+00,1.110060e-01,3.209054e-01,Not_significant,2.973717e+00,3.052455e+00,2.524901e+00,2.921476e+00,2.217181e+00,1.108790e+00,3.047097e+00,1.447393e+00
28105,AGIS_Os06g005420, 4.525409e-01,-2.116782e-01, 4.705450e-01,5.048974e-01,7.262592e-01,Not_significant,9.846747e-01,8.602374e-01,3.986685e-01,5.520900e-01,1.357458e+00,4.964731e-01,8.364579e-01,1.125750e+00
28109,AGIS_Os06g005460, 4.363649e-01,-2.091629e+00, 6.408060e-02,8.041543e-01,9.106196e-01,Not_significant,3.938699e-01,5.549919e-02,3.322238e-01,0.000000e+00,1.357458e-01,2.647857e-01,7.966265e-02,2.412321e-01
28115,AGIS_Os06g005520, 3.485609e-02, 3.760552e+00, 4.383660e-02,8.374331e-01,9.271690e-01,Not_significant,1.217058e+01,1.501253e+01,1.227567e+01,1.387126e+01,1.619900e+01,1.393435e+01,1.228796e+01,1.236315e+01
28116,AGIS_Os06g005530, 5.415926e-01, 1.061815e+00, 1.724261e+00,2.120588e-01,4.605265e-01,Not_significant,7.089658e-01,2.386465e+00,1.179394e+00,2.898472e+00,1.990938e+00,2.929191e+00,2.130976e+00,2.171089e+00
28119,AGIS_Os06g005560, 3.698513e-01, 3.609833e+00, 3.464214e+00,8.568398e-02,2.755551e-01,Not_significant,1.325372e+01,1.115534e+01,9.983324e+00,8.212338e+00,1.124428e+01,1.489419e+01,1.282569e+01,1.576050e+01
28120,AGIS_Os06g005570,-1.996003e-01, 3.729842e+00, 1.505704e+00,2.417527e-01,4.939144e-01,Not_significant,1.624713e+01,1.623351e+01,1.338862e+01,1.088077e+01,1.156102e+01,1.444737e+01,1.234771e+01,1.071473e+01
28121,AGIS_Os06g005580,-2.850195e-01, 5.521733e+00, 3.769601e+00,7.438996e-02,2.541118e-01,Not_significant,6.057719e+01,4.487109e+01,4.514921e+01,5.067726e+01,3.775995e+01,4.059495e+01,3.495199e+01,5.262881e+01
28122,AGIS_Os06g005590, 1.805401e-01, 3.494765e+00, 9.303544e-01,3.525322e-01,6.026352e-01,Not_significant,1.264322e+01,8.408127e+00,9.269043e+00,1.200796e+01,1.289585e+01,1.234563e+01,1.230788e+01,9.970928e+00
28123,AGIS_Os06g005600,-1.036899e-01, 3.781644e-01, 4.800759e-02,8.300011e-01,9.235332e-01,Not_significant,9.059007e-01,1.553977e+00,1.245839e+00,1.495244e+00,1.176463e+00,1.721107e+00,8.962049e-01,1.085545e+00
28124,AGIS_Os06g005610, 1.443709e-01, 2.862946e+00, 5.200675e-01,4.836982e-01,7.123598e-01,Not_significant,5.514178e+00,7.409141e+00,7.491646e+00,7.154166e+00,7.533891e+00,7.910472e+00,7.966265e+00,6.895219e+00
28125,AGIS_Os06g005620,-6.871944e-02, 4.126074e+00, 1.939136e-01,6.669788e-01,8.305111e-01,Not_significant,2.050093e+01,1.873098e+01,1.478396e+01,1.736783e+01,1.798632e+01,1.818747e+01,1.792410e+01,1.389095e+01
28127,AGIS_Os06g005640, 4.044988e-01, 2.697557e+00, 2.930352e+00,1.108842e-01,3.206736e-01,Not_significant,2.658622e+00,5.522169e+00,7.707592e+00,6.763102e+00,5.701323e+00,5.312262e+00,9.997663e+00,7.900352e+00
28128,AGIS_Os06g005650, 2.674986e-01, 5.799205e-01, 3.681903e-01,5.545380e-01,7.606314e-01,Not_significant,1.142223e+00,8.047382e-01,1.262450e+00,2.116345e+00,1.312209e+00,1.555616e+00,1.115277e+00,2.311808e+00
28129,AGIS_Os06g005660, 3.196646e-01, 3.084207e+00, 2.848599e+00,1.155037e-01,3.276291e-01,Not_significant,7.365366e+00,6.104910e+00,7.624536e+00,8.856443e+00,8.981846e+00,7.281606e+00,1.163075e+01,9.669388e+00
28130,AGIS_Os06g005670,-2.010393e-01, 4.426599e+00, 1.935506e+00,1.877219e-01,4.310374e-01,Not_significant,2.406545e+01,2.244942e+01,2.254138e+01,2.235964e+01,2.468311e+01,1.714487e+01,2.073221e+01,1.775066e+01
28132,AGIS_Os06g005690, 3.938785e-01, 8.811928e-01, 7.234142e-01,4.105594e-01,6.537598e-01,Not_significant,1.595173e+00,7.769886e-01,2.126232e+00,1.702277e+00,1.628949e+00,3.045035e+00,1.891988e+00,1.588112e+00
28133,AGIS_Os06g005700,-3.887479e-01, 2.693093e+00, 2.818492e+00,1.172644e-01,3.302453e-01,Not_significant,9.590731e+00,6.715401e+00,6.129529e+00,6.832113e+00,4.592732e+00,5.841834e+00,5.277651e+00,6.432857e+00
28134,AGIS_Os06g005710, 4.113307e-01, 1.213107e+00, 1.414657e+00,2.557494e-01,5.086644e-01,Not_significant,1.536092e+00,2.691710e+00,2.093010e+00,1.495244e+00,2.285054e+00,3.706999e+00,1.971651e+00,2.432424e+00
28135,AGIS_Os06g005720, 1.226284e-02, 2.107544e-01, 5.688668e-04,9.813371e-01,9.928405e-01,Not_significant,6.695788e-01,1.137733e+00,2.009954e+00,7.821274e-01,1.063342e+00,7.943570e-01,1.354265e+00,1.105647e+00
28139,AGIS_Os06g005760,-5.259802e-01, 4.167772e+00, 1.317249e+01,3.098542e-03,4.038184e-02,Not_significant,2.526675e+01,2.181118e+01,1.936865e+01,1.842600e+01,1.572389e+01,1.522518e+01,1.382147e+01,1.383064e+01
28141,AGIS_Os06g005780,-1.211715e-01, 3.030753e+00, 3.473885e-01,5.657906e-01,7.665159e-01,Not_significant,7.266899e+00,8.768871e+00,7.906926e+00,9.960623e+00,8.416238e+00,8.804123e+00,7.548036e+00,6.392652e+00
28142,AGIS_Os06g005790, 3.967659e-01, 2.826185e+00, 3.169646e+00,9.860507e-02,2.993280e-01,Not_significant,4.312875e+00,6.826400e+00,6.710920e+00,6.625080e+00,8.506736e+00,6.917525e+00,7.309048e+00,9.207027e+00
28143,AGIS_Os06g005800, 2.077749e-01, 2.234868e+00, 7.447402e-01,4.039298e-01,6.489136e-01,Not_significant,4.982454e+00,4.661932e+00,4.053130e+00,3.657596e+00,5.610826e+00,4.368963e+00,5.178072e+00,4.824643e+00
28144,AGIS_Os06g005810,-3.629170e-01, 3.849372e+00, 4.303428e+00,5.865087e-02,2.196458e-01,Not_significant,1.372636e+01,1.584502e+01,1.779058e+01,1.713779e+01,1.246599e+01,1.517553e+01,9.818422e+00,1.302654e+01
28145,AGIS_Os06g005820,-1.800726e-02,-4.471603e-02, 1.033042e-03,9.748524e-01,9.901628e-01,Not_significant,1.496705e+00,8.879870e-01,8.305594e-01,5.290862e-01,1.538452e+00,7.943570e-01,7.567952e-01,6.030803e-01
28147,AGIS_Os06g005840,-3.153647e-01, 3.810023e+00, 3.594097e+00,8.064384e-02,2.667552e-01,Not_significant,1.731058e+01,1.825923e+01,1.375406e+01,1.299712e+01,1.208137e+01,1.224634e+01,1.248712e+01,1.276520e+01
28148,AGIS_Os06g005850, 1.855180e-01, 6.174379e+00, 1.657103e+00,2.206468e-01,4.700793e-01,Not_significant,5.512209e+01,6.912424e+01,7.204273e+01,7.450914e+01,8.382302e+01,7.288225e+01,7.175614e+01,7.819942e+01
28149,AGIS_Os06g005860, 2.722627e-01, 4.859998e+00, 3.575345e+00,8.134893e-02,2.679231e-01,Not_significant,2.103265e+01,2.891508e+01,2.516595e+01,3.036495e+01,3.282785e+01,3.443869e+01,2.830016e+01,3.095812e+01
28150,AGIS_Os06g005870,-5.208326e-01, 2.253569e+00, 3.902957e+00,7.002593e-02,2.445714e-01,Not_significant,7.227512e+00,3.163454e+00,5.681027e+00,6.487057e+00,3.257899e+00,3.111232e+00,4.660265e+00,4.221562e+00
28152,AGIS_Os06g005890,-3.745035e-01, 3.371360e+00, 4.139187e+00,6.302607e-02,2.297380e-01,Not_significant,1.232813e+01,1.146058e+01,1.136205e+01,1.108781e+01,1.052030e+01,6.603093e+00,1.063496e+01,8.483330e+00
28153,AGIS_Os06g005900, 1.292270e+00, 2.873723e+00, 2.352611e+01,3.441360e-04,1.349772e-02,UP,2.284445e+00,3.912693e+00,6.162751e+00,4.853791e+00,8.257868e+00,1.489419e+01,8.663314e+00,9.227129e+00
28154,AGIS_Os06g005910,-9.729567e-02, 5.637338e+00, 5.208773e-01,4.833646e-01,7.121234e-01,Not_significant,5.701266e+01,4.872828e+01,4.898640e+01,5.005616e+01,5.497704e+01,3.683831e+01,5.082477e+01,5.045772e+01
28156,AGIS_Os06g005930,-3.588682e-01, 3.029038e+00, 3.483243e+00,8.492219e-02,2.738807e-01,Not_significant,8.724218e+00,7.908634e+00,9.368710e+00,1.032868e+01,6.266930e+00,5.643244e+00,9.061627e+00,7.679223e+00
28159,AGIS_Os06g005960, 1.929518e-01, 1.257141e+00, 2.567915e-01,6.208966e-01,8.028263e-01,Not_significant,2.166284e+00,2.858208e+00,2.740846e+00,1.127184e+00,1.900441e+00,2.002442e+00,3.405578e+00,2.593245e+00
28160,AGIS_Os06g005970,-2.430935e-01, 3.953369e+00, 1.936304e+00,1.876370e-01,4.309697e-01,Not_significant,1.784230e+01,1.995196e+01,1.604641e+01,1.325016e+01,1.536190e+01,1.153473e+01,1.647025e+01,1.316725e+01
28161,AGIS_Os06g005980, 4.373796e-01, 4.363006e+00, 9.544483e+00,8.703226e-03,7.241209e-02,Not_significant,1.947686e+01,1.578952e+01,1.631219e+01,1.833399e+01,2.456999e+01,2.336733e+01,2.363989e+01,2.279644e+01
28162,AGIS_Os06g005990,-2.220060e+00,-6.542441e-01, 3.449676e+00,8.655019e-02,2.773303e-01,Not_significant,1.378545e+00,3.884943e-01,1.029894e+00,6.901125e-01,7.239775e-01,4.468258e-01,7.966265e-02,0.000000e+00
28163,AGIS_Os06g006000,-2.394916e-01, 3.862200e+00, 1.990868e+00,1.819453e-01,4.234679e-01,Not_significant,1.748782e+01,1.856448e+01,1.559791e+01,1.154788e+01,1.452480e+01,1.209740e+01,1.326383e+01,1.294612e+01
28164,AGIS_Os06g006010,-5.991010e-01, 1.979074e-01, 1.272388e+00,2.798932e-01,5.347327e-01,Not_significant,1.811801e+00,9.434862e-01,9.136154e-01,1.771289e+00,8.370990e-01,8.440043e-01,9.758675e-01,7.639018e-01
28165,AGIS_Os06g006020,-1.323859e+00, 5.414884e+00, 7.237895e+01,1.210394e-06,6.604116e-04,DOWN,8.978264e+01,4.406635e+01,7.440151e+01,3.855428e+01,3.047493e+01,2.037195e+01,2.300259e+01,2.030370e+01
28170,AGIS_Os06g006070, 2.642689e-01, 5.810837e-01, 5.334349e-02,8.232668e-01,9.201253e-01,Not_significant,7.286593e-01,2.969206e+00,1.827231e-01,8.511387e-01,2.941159e-01,6.950624e-01,4.401362e+00,1.588112e+00
28174,AGIS_Os06g006110,-3.987091e-01, 5.572234e+00, 7.098686e+00,1.960079e-02,1.163578e-01,Not_significant,4.982454e+01,6.357432e+01,4.986679e+01,5.304664e+01,4.490923e+01,3.491861e+01,4.479033e+01,3.940125e+01
28186,AGIS_Os06g006230,-2.620587e-01,-2.041004e+00, 2.408827e-02,8.790664e-01,9.476749e-01,Not_significant,3.347894e-01,0.000000e+00,2.657790e-01,1.150187e-01,4.524859e-02,5.295713e-01,2.190723e-01,4.020536e-02
28187,AGIS_Os06g006240, 1.321304e-01, 1.324950e+00, 7.056918e-02,7.950322e-01,9.053109e-01,Not_significant,2.717702e+00,8.602374e-01,2.707624e+00,2.990487e+00,2.398175e+00,4.203472e+00,1.394096e+00,2.392219e+00
28188,AGIS_Os06g006250,-3.662381e-01, 6.083649e-01, 7.166171e-01,4.127082e-01,6.553240e-01,Not_significant,2.087510e+00,2.275467e+00,1.345506e+00,1.104180e+00,1.334833e+00,1.290830e+00,1.374181e+00,1.085545e+00
28189,AGIS_Os06g006260, 7.748494e-01, 2.546318e+00, 9.334293e+00,9.293034e-03,7.518937e-02,Not_significant,3.150959e+00,4.106940e+00,5.747471e+00,4.186682e+00,7.194526e+00,9.317146e+00,5.934868e+00,6.734397e+00
28196,AGIS_Os06g006330,-1.937221e-02, 5.375527e+00, 2.203083e-02,8.843037e-01,9.503153e-01,Not_significant,4.626002e+01,3.854418e+01,4.425221e+01,3.820923e+01,3.961514e+01,4.158790e+01,4.232078e+01,4.098936e+01
28197,AGIS_Os06g006340, 2.183244e-01, 1.089371e+00, 3.626989e-01,5.574651e-01,7.619687e-01,Not_significant,2.776783e+00,1.581727e+00,1.777397e+00,1.610262e+00,2.624418e+00,2.647857e+00,1.732663e+00,1.929857e+00
28198,AGIS_Os06g006350,-1.091308e-01, 5.748562e+00, 5.588716e-01,4.681450e-01,7.005822e-01,Not_significant,4.358170e+01,6.268633e+01,5.460098e+01,6.213312e+01,5.133453e+01,6.445876e+01,4.564670e+01,4.535164e+01
28199,AGIS_Os06g006360, 2.606518e-01,-4.876908e-01, 7.934237e-02,7.826653e-01,8.990146e-01,Not_significant,1.181610e+00,1.109984e-01,5.149469e-01,8.511387e-01,2.488673e-01,7.116115e-01,7.567952e-01,9.649285e-01
28200,AGIS_Os06g006370,-6.481652e-01, 5.828949e+00, 1.728635e+01,1.146641e-03,2.423468e-02,Not_significant,8.702555e+01,7.051172e+01,5.820561e+01,6.273122e+01,3.830293e+01,4.572517e+01,4.554712e+01,4.639698e+01
28202,AGIS_Os06g006390, 6.963024e-01, 6.998750e+00, 2.085361e+01,5.413712e-04,1.669633e-02,Not_significant,8.285053e+01,1.113036e+02,1.097003e+02,8.789732e+01,1.614244e+02,1.562401e+02,1.412021e+02,1.721593e+02
28203,AGIS_Os06g006400, 1.783100e+00,-6.091576e-01, 3.171290e+00,9.852662e-02,2.993008e-01,Not_significant,7.877397e-02,1.109984e-01,6.976699e-01,4.600750e-01,9.954691e-01,1.125339e+00,5.178072e-01,8.845178e-01
28204,AGIS_Os06g006410,-4.116463e-01, 4.554357e+00, 8.756242e+00,1.117175e-02,8.352063e-02,Not_significant,2.932361e+01,2.719460e+01,2.446828e+01,2.620127e+01,1.902703e+01,2.015681e+01,1.987583e+01,2.140935e+01
28216,AGIS_Os06g006530, 2.042140e-01,-1.688384e-01, 1.038137e-01,7.524700e-01,8.815962e-01,Not_significant,1.673947e+00,7.214894e-01,4.152797e-01,5.060825e-01,9.275962e-01,1.290830e+00,5.178072e-01,7.236964e-01
28217,AGIS_Os06g006540, 5.470506e-01, 7.370621e-01, 1.878348e+00,1.939350e-01,4.382915e-01,Not_significant,2.284445e+00,1.415229e+00,8.305594e-01,8.281349e-01,3.009031e+00,2.085187e+00,1.394096e+00,1.165955e+00
28218,AGIS_Os06g006550,-4.791885e-01, 5.857230e+00, 1.148418e+01,4.903491e-03,5.217850e-02,Not_significant,7.530792e+01,6.729276e+01,5.965078e+01,6.746999e+01,4.780514e+01,4.352414e+01,5.604268e+01,4.635678e+01
28222,AGIS_Os06g006590,-1.764596e-01, 3.679621e+00, 1.248763e+00,2.842002e-01,5.394807e-01,Not_significant,1.278108e+01,1.323656e+01,1.358795e+01,1.458438e+01,1.214925e+01,1.105480e+01,1.155108e+01,1.324766e+01
28223,AGIS_Os06g006600,-7.397631e-02, 6.145818e+00, 3.151468e-01,5.841747e-01,7.782337e-01,Not_significant,6.108922e+01,7.572864e+01,6.868727e+01,8.566596e+01,6.239781e+01,6.814921e+01,7.227394e+01,7.214851e+01
28226,AGIS_Os06g006630, 3.777824e-01, 6.970387e-01, 7.682316e-01,3.968177e-01,6.428958e-01,Not_significant,2.166284e+00,9.712357e-01,1.196006e+00,1.288210e+00,1.561076e+00,1.737656e+00,1.732663e+00,1.970062e+00
28246,AGIS_Os06g006830,-3.280502e-01, 2.978574e+00, 2.738502e+00,1.221053e-01,3.382882e-01,Not_significant,1.035878e+01,9.379362e+00,8.587985e+00,6.648083e+00,8.393614e+00,6.884427e+00,5.735711e+00,6.754500e+00
28248,AGIS_Os06g006850,-1.628788e-01, 7.842772e+00, 9.683535e-01,3.432159e-01,5.939096e-01,Not_significant,2.543021e+02,1.648326e+02,1.848327e+02,3.805970e+02,1.718542e+02,1.742952e+02,2.181562e+02,2.873477e+02
28249,AGIS_Os06g006860, 1.803893e-01, 5.981083e+00, 1.659968e+00,2.202712e-01,4.696856e-01,Not_significant,5.589013e+01,5.455570e+01,5.873716e+01,6.641182e+01,6.877786e+01,5.246066e+01,8.159447e+01,6.658007e+01
28250,AGIS_Os06g006870,-4.121924e-01, 1.699365e-01, 1.955135e-01,6.666496e-01,8.303212e-01,Not_significant,1.122529e+00,9.989853e-01,2.823902e-01,2.277371e+00,9.049719e-02,1.340477e+00,1.712747e+00,8.644152e-01
28251,AGIS_Os06g006880,-4.275369e-01, 4.413024e+00, 8.738296e+00,1.123683e-02,8.374167e-02,Not_significant,2.652714e+01,2.353165e+01,2.044837e+01,2.707541e+01,2.176457e+01,1.696283e+01,1.692831e+01,1.688625e+01
28252,AGIS_Os06g006890,-1.055595e-01, 2.359182e+00, 1.235236e-01,7.309943e-01,8.686076e-01,Not_significant,4.627971e+00,5.827414e+00,3.222571e+00,6.809110e+00,2.285054e+00,4.170374e+00,5.337398e+00,8.463227e+00
28254,AGIS_Os06g006910, 3.414877e-02, 3.441633e+00, 3.588813e-02,8.526994e-01,9.344439e-01,Not_significant,1.108744e+01,1.010085e+01,1.205972e+01,9.454541e+00,1.309947e+01,1.087276e+01,9.141290e+00,1.077504e+01
28255,AGIS_Os06g006920, 1.111537e+00, 5.675768e-01, 5.723899e+00,3.270076e-02,1.563640e-01,Not_significant,7.680462e-01,1.276481e+00,9.136154e-01,4.370712e-01,2.081435e+00,3.988334e+00,1.075446e+00,9.448259e-01
28256,AGIS_Os06g006930,-5.470672e-01, 2.212549e+00, 3.064979e+00,1.039859e-01,3.095587e-01,Not_significant,5.770194e+00,4.911678e+00,4.252464e+00,6.234016e+00,2.420800e+00,2.283776e+00,5.934868e+00,4.965361e+00
28257,AGIS_Os06g006940, 3.134772e-01, 2.711454e+00, 1.966228e+00,1.844878e-01,4.267042e-01,Not_significant,7.010884e+00,6.465655e+00,5.049801e+00,4.807783e+00,6.266930e+00,7.165762e+00,8.006097e+00,7.297272e+00
28258,AGIS_Os06g006950, 4.746604e-01,-3.836828e-02, 5.808046e-01,4.597260e-01,6.935200e-01,Not_significant,9.452877e-01,7.492390e-01,5.980028e-01,6.901125e-01,7.466018e-01,5.957677e-01,1.772494e+00,1.366982e+00
28260,AGIS_Os06g006970,-8.768506e-01,-1.704403e+00, 3.463633e-01,5.672001e-01,7.671803e-01,Not_significant,5.120308e-01,0.000000e+00,2.657790e-01,4.600750e-01,2.262430e-01,0.000000e+00,5.974699e-01,6.030803e-02
28264,AGIS_Os06g007010,-7.971776e-01, 2.683858e+00, 8.486422e+00,1.238636e-02,8.900092e-02,Not_significant,1.092989e+01,1.032285e+01,5.963417e+00,5.658922e+00,4.072373e+00,3.905589e+00,4.899253e+00,5.367415e+00
28266,AGIS_Os06g007030, 5.363580e-01, 3.274470e+00, 6.831896e+00,2.157106e-02,1.227993e-01,Not_significant,8.153106e+00,4.772930e+00,7.740814e+00,1.136385e+01,1.160626e+01,1.083966e+01,9.061627e+00,1.352910e+01
28267,AGIS_Os06g007040,-5.308112e-01, 6.041805e-01, 1.420772e+00,2.547758e-01,5.073294e-01,Not_significant,9.452877e-01,2.108969e+00,2.142843e+00,1.886307e+00,1.018093e+00,9.929462e-01,1.135193e+00,1.628317e+00
28268,AGIS_Os06g007050, 5.635239e-01, 1.291750e+00, 2.683941e+00,1.255491e-01,3.436835e-01,Not_significant,1.457319e+00,2.192218e+00,1.926898e+00,2.139349e+00,3.031656e+00,3.839392e+00,2.210639e+00,2.452527e+00
28270,AGIS_Os06g007070,-4.729644e-01, 4.368442e+00, 7.503709e+00,1.699861e-02,1.074344e-01,Not_significant,3.363649e+01,2.045145e+01,1.880387e+01,2.399291e+01,1.644786e+01,1.754205e+01,1.774486e+01,1.630327e+01
28272,AGIS_Os06g007090,-5.381071e-01, 1.615646e+00, 2.388630e+00,1.464294e-01,3.745076e-01,Not_significant,3.052491e+00,3.274452e+00,3.172737e+00,4.416720e+00,2.533921e+00,4.236571e+00,1.354265e+00,2.150987e+00
28273,AGIS_Os06g007100, 1.448214e-01, 1.940326e+00, 2.101427e-01,6.542944e-01,8.228228e-01,Not_significant,2.205671e+00,5.577668e+00,4.202631e+00,2.737446e+00,4.705854e+00,4.683396e+00,2.927603e+00,3.357147e+00
28276,AGIS_Os06g007130, 2.520715e-01, 2.491905e+00, 1.102094e+00,3.131063e-01,5.671409e-01,Not_significant,5.986822e+00,6.326907e+00,4.003296e+00,4.255693e+00,6.628919e+00,5.229517e+00,6.512422e+00,5.749366e+00
28277,AGIS_Os06g007140, 3.004881e-01, 4.109786e+00, 3.773765e+00,7.424881e-02,2.538242e-01,Not_significant,1.486859e+01,1.617801e+01,1.822247e+01,1.269807e+01,1.766958e+01,1.836951e+01,1.983600e+01,1.994186e+01
28280,AGIS_Os06g007170,-1.409599e-01, 3.627767e+00, 6.763380e-01,4.258140e-01,6.663051e-01,Not_significant,1.217058e+01,1.429104e+01,1.353812e+01,1.168590e+01,1.251124e+01,1.093896e+01,1.059513e+01,1.284561e+01
28282,AGIS_Os06g007190,-1.258065e-01, 1.203214e+00, 1.049074e-01,7.512174e-01,8.808363e-01,Not_significant,1.181610e+00,3.135704e+00,2.508290e+00,2.300375e+00,1.108591e+00,1.803852e+00,1.772494e+00,4.301973e+00
28283,AGIS_Os06g007200, 9.928370e-02, 2.376184e+00, 1.381820e-01,7.161387e-01,8.597150e-01,Not_significant,6.538240e+00,5.577668e+00,3.089681e+00,5.014817e+00,4.818975e+00,5.080575e+00,5.815374e+00,5.287004e+00
28284,AGIS_Os06g007210, 5.915132e-01, 5.325159e+00, 1.513531e+01,1.890514e-03,3.126864e-02,Not_significant,2.424269e+01,3.679596e+01,3.335527e+01,3.349346e+01,5.031644e+01,5.820320e+01,3.995082e+01,4.402486e+01
28285,AGIS_Os06g007220,-3.290980e-01, 4.667159e+00, 4.125321e+00,6.341303e-02,2.306968e-01,Not_significant,2.664530e+01,3.124604e+01,2.674401e+01,2.783454e+01,2.721703e+01,1.701248e+01,2.322166e+01,2.303767e+01
28286,AGIS_Os06g007230, 1.633324e+00, 1.035478e-01, 3.443625e+00,8.876918e-02,2.819521e-01,Not_significant,9.846747e-01,0.000000e+00,2.823902e-01,1.449236e+00,1.832568e+00,1.340477e+00,8.762892e-01,1.487598e+00
28287,AGIS_Os06g007240,-5.183419e-01,-6.640928e-02, 4.246512e-01,5.260828e-01,7.409063e-01,Not_significant,2.678315e+00,1.276481e+00,8.305594e-02,8.051312e-01,8.597233e-01,9.267498e-01,4.779759e-01,2.412321e-01
28289,AGIS_Os06g007260, 5.986478e-03, 7.229022e+00, 1.566185e-03,9.690388e-01,9.885824e-01,Not_significant,1.252900e+02,1.844793e+02,1.627730e+02,1.297181e+02,1.580760e+02,1.428850e+02,1.540875e+02,1.425481e+02
28290,AGIS_Os06g007270, 4.987679e-01, 3.111936e+00, 6.634302e+00,2.318115e-02,1.282835e-01,Not_significant,7.759236e+00,5.716416e+00,8.504929e+00,6.694091e+00,9.637950e+00,1.031009e+01,1.013707e+01,1.005134e+01
28291,AGIS_Os06g007280,-1.071244e-01, 5.109962e-01, 5.777120e-02,8.138372e-01,9.152894e-01,Not_significant,2.146591e+00,7.769886e-01,1.096338e+00,1.748285e+00,1.425331e+00,7.943570e-01,1.015699e+00,2.070576e+00
28292,AGIS_Os06g007290, 1.391418e+00, 2.883513e+00, 2.481584e+01,2.934842e-04,1.286652e-02,UP,3.190346e+00,3.662946e+00,4.318909e+00,3.841626e+00,8.846100e+00,2.025610e+01,7.727277e+00,6.794705e+00
28293,AGIS_Os06g007300,-3.230667e-01, 3.969026e+00, 4.047908e+00,6.562658e-02,2.354594e-01,Not_significant,2.142652e+01,1.298681e+01,1.875403e+01,1.665471e+01,1.393657e+01,1.300760e+01,1.563380e+01,1.254407e+01
28294,AGIS_Os06g007310, 2.081809e-01, 2.103333e+00, 2.335743e-01,6.387597e-01,8.137923e-01,Not_significant,1.614866e+00,5.327922e+00,5.166080e+00,3.910637e+00,5.995439e+00,3.342919e+00,2.867856e+00,5.849879e+00
28295,AGIS_Os06g007320, 6.414166e-02,-6.258253e-01, 4.789875e-03,9.458863e-01,9.778284e-01,Not_significant,1.378545e-01,3.607447e-01,7.475035e-01,1.012165e+00,5.882317e-01,2.316875e-01,2.190723e-01,1.568009e+00
28297,AGIS_Os06g007340,-4.456899e-01, 2.120756e-02, 5.482427e-01,4.723192e-01,7.034788e-01,Not_significant,3.544829e-01,6.104910e-01,8.803930e-01,2.668435e+00,2.036187e-01,3.971785e-01,1.513590e+00,1.186058e+00
28298,AGIS_Os06g007350,-1.359180e-01,-7.015647e-01, 1.001544e-02,9.218543e-01,9.671501e-01,Not_significant,2.363219e-01,0.000000e+00,1.893676e+00,8.971462e-01,2.714916e-01,1.985892e-01,1.394096e-01,8.845178e-01
28301,AGIS_Os06g007380,-2.078479e+00, 3.966311e+00, 1.000501e+01,3.027152e-02,1.491694e-01,Not_significant,4.104124e+01,1.775974e+01,1.526568e+01,2.670735e+01,1.923065e+00,5.130222e+00,7.428542e+00,9.488464e+00
28302,AGIS_Os06g007390,-3.271612e-01, 9.118818e-01, 6.477846e-01,4.355116e-01,6.738734e-01,Not_significant,1.949656e+00,2.386465e+00,1.710952e+00,2.070337e+00,1.945690e+00,1.257732e+00,2.230554e+00,1.206161e+00
28303,AGIS_Os06g007400, 8.785717e-01, 1.469344e-01, 2.857969e+00,1.149624e-01,3.268610e-01,Not_significant,6.695788e-01,7.492390e-01,6.976699e-01,8.741424e-01,1.289585e+00,1.224634e+00,1.752578e+00,1.266469e+00
28304,AGIS_Os06g007410,-1.985080e-01, 1.113400e+00, 3.192398e-01,5.817729e-01,7.765096e-01,Not_significant,2.954024e+00,2.358715e+00,1.378729e+00,2.461401e+00,2.217181e+00,2.366522e+00,1.394096e+00,1.869549e+00
28306,AGIS_Os06g007430, 7.553040e-01, 1.350734e+00, 4.052428e+00,6.549481e-02,2.352990e-01,Not_significant,1.378545e+00,9.989853e-01,2.159455e+00,3.220525e+00,3.212650e+00,2.995388e+00,2.111060e+00,3.980330e+00
28308,AGIS_Os06g007450, 9.972694e-01, 7.653087e-01, 3.597830e+00,8.050436e-02,2.663993e-01,Not_significant,4.529503e-01,1.331980e+00,8.970042e-01,1.725281e+00,3.529390e+00,2.366522e+00,1.135193e+00,1.849446e+00
