,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmycWT_1,CPM.LPmycWT_2,CPM.LPmycWT_3,CPM.LPmycWT_4,CPM.LPmycpho2_1,CPM.LPmycpho2_2,CPM.LPmycpho2_3,CPM.LPmycpho2_4
7086,AGIS_Os02g004980, 5.557906e-01, 2.554232e+00, 5.756425e+00,3.228923e-02,1.550703e-01,Not_significant,3.347894e+00,6.770901e+00,4.684355e+00,4.370712e+00,6.176433e+00,7.364351e+00,6.114109e+00,7.840044e+00
7087,AGIS_Os02g004990, 2.280908e-01, 2.082900e+00, 8.076388e-01,3.853118e-01,6.327184e-01,Not_significant,2.973717e+00,4.828429e+00,3.853796e+00,3.795618e+00,4.275992e+00,5.742539e+00,4.600518e+00,3.497866e+00
7088,AGIS_Os02g005000, 3.050745e-01, 3.881316e+00, 2.701898e+00,1.244026e-01,3.417576e-01,Not_significant,1.020123e+01,1.664976e+01,1.501651e+01,1.106480e+01,1.934377e+01,1.555616e+01,1.597236e+01,1.377033e+01
7089,AGIS_Os02g005010, 2.166756e-01, 9.520055e-01, 3.371282e-01,5.715112e-01,7.696906e-01,Not_significant,8.468202e-01,2.636211e+00,1.744175e+00,1.863304e+00,1.040718e+00,2.449267e+00,2.469542e+00,2.110781e+00
7090,AGIS_Os02g005020, 7.881973e-01,-6.054613e-01, 9.540686e-01,3.466756e-01,5.973740e-01,Not_significant,3.544829e-01,5.549919e-01,2.823902e-01,4.140675e-01,2.714916e-01,1.340477e+00,4.182289e-01,1.266469e+00
7091,AGIS_Os02g005030, 4.418674e-02, 3.894865e+00, 6.183957e-02,8.075328e-01,9.121470e-01,Not_significant,1.077234e+01,1.864773e+01,1.669424e+01,1.292811e+01,1.522615e+01,1.534102e+01,1.374181e+01,1.533834e+01
7094,AGIS_Os02g005060, 2.228536e-01, 2.775806e+00, 1.171566e+00,2.989279e-01,5.524710e-01,Not_significant,5.967128e+00,7.298143e+00,5.631193e+00,6.234016e+00,6.674167e+00,7.744981e+00,8.364579e+00,6.553473e+00
7095,AGIS_Os02g005070, 9.342653e-01,-7.325731e-01, 1.040585e+00,3.264644e-01,5.795084e-01,Not_significant,7.877397e-02,5.549919e-01,3.322238e-01,5.060825e-01,2.714916e-01,6.288660e-01,1.752578e+00,3.618482e-01
7099,AGIS_Os02g005110, 5.580074e-01,-8.104686e-01, 4.497531e-01,5.142984e-01,7.333699e-01,Not_significant,3.150959e-01,4.717431e-01,4.651133e-01,3.910637e-01,3.393644e-01,6.950624e-01,5.377229e-01,1.005134e+00
7101,AGIS_Os02g005130, 1.085774e+00, 1.288918e+00, 6.852867e+00,2.140802e-02,1.223027e-01,Not_significant,1.220997e+00,2.996956e+00,1.561452e+00,7.131162e-01,1.877817e+00,3.227075e+00,4.022964e+00,3.598379e+00
7104,AGIS_Os02g005160,-6.803620e-02, 8.300267e-01, 2.776491e-02,8.702501e-01,9.431704e-01,Not_significant,1.792108e+00,1.415229e+00,2.026565e+00,1.794292e+00,2.171932e+00,1.985892e+00,1.593253e+00,1.105647e+00
7105,AGIS_Os02g005170, 1.111059e+00,-1.243013e+00, 5.819208e-01,4.593043e-01,6.930978e-01,Not_significant,3.544829e-01,2.774959e-02,5.647804e-01,1.380225e-01,6.334803e-01,4.468258e-01,3.983133e-02,8.041071e-01
7109,AGIS_Os02g005210, 4.515937e-01, 3.072978e+00, 4.236739e+00,6.038212e-02,2.232616e-01,Not_significant,7.641075e+00,6.299158e+00,7.956759e+00,6.211012e+00,8.868724e+00,1.062452e+01,7.388711e+00,1.198120e+01
7110,AGIS_Os02g005220, 1.124278e+00, 1.081939e+00, 8.661657e+00,1.151977e-02,8.500745e-02,Not_significant,1.043755e+00,1.637226e+00,1.179394e+00,1.311214e+00,3.009031e+00,2.945741e+00,3.624651e+00,1.849446e+00
7111,AGIS_Os02g005230,-1.532996e-01, 2.290239e+00, 3.910610e-01,5.426638e-01,7.513078e-01,Not_significant,4.175021e+00,6.215909e+00,5.597971e+00,4.554742e+00,4.728478e+00,4.402062e+00,4.301783e+00,4.844745e+00
7112,AGIS_Os02g005240, 5.380708e-01, 4.256902e-01, 1.275230e+00,2.793813e-01,5.345230e-01,Not_significant,5.514178e-01,1.054485e+00,9.468378e-01,1.909311e+00,1.334833e+00,1.505968e+00,1.354265e+00,1.769036e+00
7114,AGIS_Os02g005260, 4.323145e-01,-1.581580e+00, 1.523674e-01,7.026622e-01,8.515412e-01,Not_significant,1.181610e-01,1.387480e-01,2.657790e-01,5.060825e-01,1.357458e-01,3.309821e-01,5.178072e-01,3.216428e-01
7117,AGIS_Os02g005290, 1.080204e+00, 9.985514e-02, 1.115904e+00,3.157517e-01,5.696854e-01,Not_significant,0.000000e+00,1.165483e+00,1.162783e+00,7.821274e-01,1.628949e+00,1.489419e+00,1.015699e+00,1.005134e+00
7119,AGIS_Os02g005310, 2.555384e+00,-1.475732e+00, 2.771178e+00,1.200986e-01,3.346442e-01,Not_significant,0.000000e+00,1.387480e-01,6.644476e-01,0.000000e+00,3.167402e-01,7.943570e-01,3.983133e-01,1.608214e-01
7120,AGIS_Os02g005320, 2.129907e+00,-1.138154e+00, 3.209080e+00,9.674421e-02,2.963396e-01,Not_significant,0.000000e+00,1.109984e-01,4.152797e-01,2.990487e-01,4.072373e-01,7.116115e-01,5.576386e-01,7.639018e-01
7122,AGIS_Os02g005340,-8.019029e-01,-1.890961e+00, 2.721003e-01,6.107793e-01,7.962538e-01,Not_significant,6.301918e-01,1.109984e-01,2.159455e-01,2.300375e-01,0.000000e+00,1.820401e-01,2.788193e-01,1.608214e-01
7123,AGIS_Os02g005350,-1.479719e-01, 3.694336e+00, 7.860598e-01,3.915481e-01,6.384320e-01,Not_significant,1.683794e+01,1.209882e+01,1.416934e+01,1.097279e+01,1.669673e+01,1.176641e+01,9.957832e+00,1.073483e+01
7124,AGIS_Os02g005360,-1.823891e-02, 3.392326e+00, 1.070627e-02,9.191828e-01,9.656837e-01,Not_significant,1.085111e+01,1.062809e+01,1.088033e+01,9.569559e+00,1.303159e+01,9.548833e+00,9.161205e+00,1.001113e+01
7127,AGIS_Os02g005390,-5.160191e-01, 2.915781e+00, 6.474782e+00,2.458474e-02,1.326535e-01,Not_significant,8.468202e+00,8.130631e+00,9.551434e+00,9.040473e+00,7.669637e+00,5.378459e+00,6.631916e+00,5.186491e+00
7128,AGIS_Os02g005400, 3.253740e-01, 2.265450e+00, 1.321678e+00,2.711910e-01,5.248158e-01,Not_significant,4.608277e+00,4.134689e+00,3.073070e+00,4.968810e+00,4.321241e+00,7.364351e+00,5.755627e+00,3.899920e+00
7130,AGIS_Os02g005420,-1.224982e-01, 1.501431e+00, 1.527273e-01,7.023300e-01,8.513500e-01,Not_significant,2.264752e+00,2.469714e+00,2.591345e+00,4.508735e+00,2.375551e+00,2.383071e+00,2.788193e+00,2.955094e+00
7131,AGIS_Os02g005430,-3.415940e-01, 3.426806e+00, 2.445093e+00,1.424086e-01,3.683506e-01,Not_significant,1.522307e+01,1.204332e+01,9.185987e+00,1.134085e+01,8.597233e+00,9.085458e+00,1.278586e+01,7.458094e+00
7132,AGIS_Os02g005440,-3.272459e-01, 3.315079e+00, 1.304144e+00,2.780401e-01,5.329982e-01,Not_significant,1.205242e+01,8.852120e+00,4.418576e+00,1.861003e+01,4.683229e+00,5.990776e+00,7.129808e+00,1.758984e+01
7133,AGIS_Os02g005450,-5.232093e-01, 2.985030e+00, 7.343161e+00,1.797847e-02,1.106281e-01,Not_significant,1.096928e+01,9.212865e+00,7.873703e+00,9.155492e+00,7.171902e+00,5.543950e+00,6.333181e+00,6.774603e+00
7134,AGIS_Os02g005460,-6.937298e-02, 2.060064e+00, 6.006193e-02,8.102594e-01,9.135484e-01,Not_significant,3.269120e+00,2.552963e+00,4.152797e+00,7.499222e+00,2.986407e+00,3.922138e+00,4.062795e+00,4.583411e+00
7137,AGIS_Os02g005490, 1.744980e-01, 3.526491e+00, 1.048982e+00,3.245935e-01,5.776705e-01,Not_significant,1.128437e+01,1.098884e+01,7.574702e+00,1.361822e+01,1.138002e+01,1.161747e+01,1.065488e+01,1.475537e+01
7138,AGIS_Os02g005500, 4.328644e-02, 3.849494e+00, 2.116432e-02,8.875469e-01,9.515188e-01,Not_significant,1.242659e+01,1.781524e+01,1.825570e+01,7.706256e+00,2.314466e+01,8.241454e+00,1.641051e+01,1.101627e+01
7140,AGIS_Os02g005520, 1.122514e+00,-2.475595e-01, 2.587459e+00,1.319381e-01,3.532510e-01,Not_significant,4.726438e-01,7.769886e-01,2.657790e-01,5.290862e-01,1.221712e+00,9.432989e-01,1.513590e+00,7.035937e-01
7141,AGIS_Os02g005530, 2.591409e-01, 2.084026e+00, 1.006965e+00,3.341114e-01,5.853522e-01,Not_significant,2.973717e+00,5.660917e+00,3.139515e+00,3.611588e+00,4.683229e+00,5.692892e+00,3.106843e+00,4.744232e+00
7142,AGIS_Os02g005540, 3.514353e-01, 3.349172e+00, 3.396171e+00,8.847647e-02,2.812937e-01,Not_significant,6.223144e+00,9.490361e+00,9.401933e+00,1.083477e+01,1.076917e+01,1.332203e+01,1.017690e+01,1.097606e+01
7143,AGIS_Os02g005550, 8.756147e-01, 1.574794e+00, 3.837245e+00,7.352718e-02,2.524986e-01,Not_significant,8.468202e-01,2.969206e+00,2.242510e+00,2.185356e+00,5.475080e+00,4.203472e+00,3.823807e+00,1.769036e+00
7144,AGIS_Os02g005560, 5.379953e-01, 3.391094e+00, 5.011690e+00,4.450929e-02,1.869684e-01,Not_significant,5.415711e+00,7.964133e+00,1.063116e+01,1.048971e+01,1.432118e+01,1.348752e+01,1.151125e+01,9.769902e+00
7146,AGIS_Os02g005580,-1.875338e-01, 3.430134e+00, 9.112649e-01,3.573527e-01,6.075548e-01,Not_significant,1.110713e+01,1.237632e+01,1.149494e+01,1.019066e+01,1.391394e+01,7.811177e+00,1.121252e+01,7.819942e+00
7147,AGIS_Os02g005590, 6.521056e-01,-8.002065e-01, 2.862617e-01,6.018489e-01,7.900242e-01,Not_significant,3.150959e-01,0.000000e+00,5.315580e-01,8.511387e-01,6.787289e-02,5.957677e-01,7.567952e-01,1.105647e+00
7148,AGIS_Os02g005600, 3.099346e-01,-1.172148e+00, 7.833751e-02,7.840076e-01,8.997563e-01,Not_significant,3.544829e-01,1.109984e-01,2.325566e-01,6.901125e-01,6.334803e-01,6.123168e-01,7.966265e-02,5.025670e-01
7151,AGIS_Os02g005630, 4.499135e-01, 3.560028e+00, 5.820401e+00,3.149751e-02,1.529888e-01,Not_significant,7.148738e+00,1.112759e+01,1.161122e+01,1.014465e+01,1.436643e+01,1.449702e+01,1.284560e+01,1.228274e+01
7152,AGIS_Os02g005640, 1.680233e+00, 1.542329e-01, 7.371509e+00,1.780074e-02,1.101170e-01,Not_significant,1.575479e-01,6.659902e-01,4.983357e-01,8.971462e-01,1.764695e+00,1.174986e+00,1.752578e+00,1.668522e+00
7153,AGIS_Os02g005650, 5.353222e-01, 3.502166e+00, 4.877768e+00,4.746671e-02,1.943260e-01,Not_significant,1.028000e+01,8.657873e+00,6.843810e+00,9.408533e+00,1.126690e+01,2.454232e+01,1.031631e+01,8.965794e+00
7154,AGIS_Os02g005660, 1.269955e+00, 2.693057e+00, 3.446420e+01,5.705146e-05,5.612379e-03,UP,2.481380e+00,4.828429e+00,3.571406e+00,4.324705e+00,7.805382e+00,1.105480e+01,7.309048e+00,1.001113e+01
7155,AGIS_Os02g005670, 6.733537e-01, 3.915454e+00, 1.631011e+01,1.431657e-03,2.751740e-02,Not_significant,1.053602e+01,1.196007e+01,9.584656e+00,1.391727e+01,1.590488e+01,2.553527e+01,1.475751e+01,1.817282e+01
7159,AGIS_Os02g005710, 8.368110e-01,-1.490484e+00, 3.990663e-01,5.386228e-01,7.488192e-01,Not_significant,2.166284e-01,0.000000e+00,5.149469e-01,3.220525e-01,3.167402e-01,3.640803e-01,2.190723e-01,5.226696e-01
7160,AGIS_Os02g005720,-2.176778e-01, 1.026420e+01, 1.732972e+00,2.109772e-01,4.591823e-01,Not_significant,1.149312e+03,1.491013e+03,1.285739e+03,1.368769e+03,1.224427e+03,1.054261e+03,1.068216e+03,1.196270e+03
7161,AGIS_Os02g005730,-2.316632e-01, 4.225934e+00, 2.706279e+00,1.241248e-01,3.413704e-01,Not_significant,2.128867e+01,1.984096e+01,1.999987e+01,1.955319e+01,1.785057e+01,1.673114e+01,1.686857e+01,1.724810e+01
7163,AGIS_Os02g005750,-1.294285e+00,-1.225276e+00, 6.407267e-01,4.381852e-01,6.756775e-01,Not_significant,1.024062e+00,1.109984e-01,7.641147e-01,2.530412e-01,0.000000e+00,3.971785e-01,1.194940e-01,3.618482e-01
7164,AGIS_Os02g005760,-4.359847e-01,-8.493561e-01, 1.891095e-01,6.708561e-01,8.326632e-01,Not_significant,7.483527e-01,1.109984e-01,6.312252e-01,9.201499e-01,2.262430e-01,5.626695e-01,2.788193e-01,6.030803e-01
7165,AGIS_Os02g005770,-6.002956e-01, 6.124802e+00, 1.579847e+01,1.613486e-03,2.907826e-02,Not_significant,1.041983e+02,7.406366e+01,7.872042e+01,7.956997e+01,5.009019e+01,4.915084e+01,6.562211e+01,5.652873e+01
7166,AGIS_Os02g005780, 1.461160e+00, 4.365817e+00, 2.193051e+01,1.673733e-03,2.956521e-02,UP,9.078700e+00,8.102881e+00,9.534822e+00,1.430833e+01,1.981888e+01,5.673033e+01,2.079195e+01,2.617369e+01
7167,AGIS_Os02g005790, 1.870083e+00, 1.786253e+00, 3.802764e+01,3.536901e-05,4.143554e-03,UP,1.024062e+00,1.470728e+00,1.710952e+00,1.656270e+00,4.841599e+00,6.189365e+00,4.242036e+00,6.091111e+00
7175,AGIS_Os02g005870, 1.886778e-01, 2.139637e+00, 4.524573e-01,5.130578e-01,7.324078e-01,Not_significant,7.266899e+00,2.691710e+00,3.272404e+00,3.703603e+00,4.615357e+00,3.756647e+00,4.700097e+00,4.905053e+00
7178,AGIS_Os02g005900, 2.835125e+00, 7.270919e-01, 1.431148e+01,3.041291e-03,4.000172e-02,UP,1.772414e-01,5.549919e-02,4.983357e-01,1.058172e+00,2.398175e+00,4.286218e+00,1.075446e+00,3.296839e+00
7179,AGIS_Os02g005910, 2.670998e-01, 4.190275e+00, 2.991717e+00,1.075649e-01,3.155197e-01,Not_significant,1.859066e+01,1.492928e+01,1.564774e+01,1.690776e+01,1.742071e+01,2.035540e+01,1.893980e+01,2.291705e+01
7180,AGIS_Os02g005920, 4.226048e-01,-8.215751e-01, 2.135658e-01,6.516959e-01,8.216652e-01,Not_significant,9.649812e-01,2.219967e-01,1.661119e-01,5.750937e-01,4.072373e-01,2.813348e-01,5.576386e-01,1.025237e+00
7182,AGIS_Os02g005940, 1.854467e+00,-4.277742e-03, 3.900386e+00,7.217229e-02,2.492606e-01,Not_significant,0.000000e+00,1.054485e+00,1.295673e+00,1.840300e-01,9.049719e-01,1.307379e+00,1.712747e+00,1.165955e+00
7183,AGIS_Os02g005950, 2.293648e-01, 1.348266e+00, 3.506717e-01,5.639844e-01,7.656146e-01,Not_significant,1.496705e+00,2.275467e+00,3.355460e+00,1.955319e+00,4.117622e+00,2.581660e+00,2.788193e+00,1.467495e+00
7184,AGIS_Os02g005960, 3.274663e-01, 2.052323e+00, 7.828940e-01,3.934899e-01,6.402545e-01,Not_significant,3.722070e+00,3.329951e+00,2.076399e+00,5.566907e+00,4.027125e+00,4.335865e+00,6.711579e+00,3.095812e+00
7185,AGIS_Os02g005970, 1.196922e-01, 3.808580e+00, 4.639130e-01,5.078620e-01,7.284413e-01,Not_significant,1.026031e+01,1.442979e+01,1.501651e+01,1.400928e+01,1.554289e+01,1.613538e+01,1.272611e+01,1.364972e+01
7186,AGIS_Os02g005980, 4.257032e-01, 3.487117e+00, 5.991661e+00,2.948830e-02,1.468650e-01,Not_significant,8.271267e+00,9.629109e+00,9.601267e+00,1.053572e+01,1.235287e+01,1.535757e+01,1.079429e+01,1.282551e+01
7187,AGIS_Os02g005990, 4.644406e-01, 2.951163e+00, 3.875379e+00,7.090259e-02,2.462814e-01,Not_significant,5.494485e+00,6.493405e+00,8.322206e+00,5.267858e+00,8.710354e+00,1.317309e+01,6.711579e+00,7.337477e+00
7189,AGIS_Os02g006010,-4.314399e-01,-1.063409e+00, 9.644056e-02,7.611118e-01,8.868004e-01,Not_significant,6.301918e-01,1.775974e+00,8.305594e-02,9.201499e-02,4.524859e-01,4.964731e-02,1.194940e-01,4.422589e-01
7190,AGIS_Os02g006020, 1.056965e-01, 1.847369e+00, 9.675846e-02,7.607318e-01,8.865494e-01,Not_significant,3.406974e+00,1.276481e+00,6.013250e+00,3.772615e+00,3.778258e+00,3.127781e+00,4.062795e+00,2.975196e+00
7191,AGIS_Os02g006030,-6.885031e-01,-1.338881e+00, 2.202747e-01,6.466764e-01,8.187048e-01,Not_significant,1.969349e-01,4.162439e-01,1.229228e+00,0.000000e+00,2.262430e-02,2.151384e-01,3.783976e-01,3.216428e-01
7192,AGIS_Os02g006040,-1.057042e+00,-1.651143e+00, 8.895268e-01,3.629612e-01,6.135984e-01,Not_significant,2.757089e-01,1.109984e-01,5.315580e-01,5.520900e-01,9.049719e-02,6.619642e-02,3.783976e-01,2.010268e-01
7194,AGIS_Os02g006060, 1.500672e+00,-6.836636e-01, 2.987902e+00,1.077677e-01,3.157550e-01,Not_significant,6.695788e-01,5.272423e-01,6.644476e-02,1.840300e-01,7.692261e-01,1.125339e+00,4.580603e-01,8.443125e-01
7196,AGIS_Os02g006080,-1.657963e+00, 5.733260e-01, 8.199685e+00,1.341290e-02,9.289876e-02,Not_significant,2.638928e+00,1.720475e+00,2.275733e+00,1.725281e+00,2.941159e-01,6.950624e-01,4.580603e-01,1.769036e+00
7197,AGIS_Os02g006090,-1.358615e-01, 3.749100e+00, 6.632064e-01,4.302303e-01,6.696463e-01,Not_significant,1.349004e+01,1.409679e+01,1.631219e+01,1.230701e+01,1.402706e+01,1.163402e+01,1.210872e+01,1.326777e+01
7198,AGIS_Os02g006100, 2.447998e-01, 2.810196e+00, 1.280172e+00,2.784939e-01,5.335723e-01,Not_significant,8.054639e+00,5.216923e+00,6.312252e+00,6.072990e+00,6.696792e+00,8.026315e+00,7.846771e+00,7.538504e+00
7199,AGIS_Os02g006110, 7.271449e-01, 4.758213e-01, 1.915681e+00,1.898475e-01,4.331803e-01,Not_significant,1.555786e+00,8.879870e-01,1.146172e+00,5.060825e-01,1.900441e+00,1.770754e+00,8.962049e-01,2.110781e+00
7200,AGIS_Os02g006120,-1.422795e-01, 6.274956e+00, 1.061320e+00,3.218724e-01,5.757492e-01,Not_significant,9.366225e+01,6.754251e+01,7.199289e+01,9.309617e+01,7.400407e+01,6.702387e+01,7.729269e+01,7.456083e+01
7201,AGIS_Os02g006130, 4.628095e-01, 4.086359e+00, 7.748788e+00,1.562086e-02,1.020516e-01,Not_significant,1.130407e+01,1.440204e+01,1.523246e+01,1.561955e+01,1.651574e+01,2.690884e+01,1.678890e+01,1.877590e+01
7205,AGIS_Os02g006170, 4.960580e-01,-1.340311e-01, 6.713991e-01,4.274665e-01,6.674854e-01,Not_significant,2.954024e-01,8.324878e-01,7.142811e-01,1.150187e+00,6.334803e-01,1.390125e+00,9.161205e-01,1.025237e+00
7206,AGIS_Os02g006180, 3.360488e-01, 5.500865e+00, 6.161064e+00,2.764794e-02,1.410966e-01,Not_significant,3.446361e+01,3.746195e+01,4.387015e+01,4.458126e+01,4.877798e+01,5.456240e+01,4.935101e+01,4.884951e+01
7209,AGIS_Os02g006210, 1.487155e-01, 2.785247e+00, 4.622579e-01,5.086068e-01,7.291584e-01,Not_significant,5.730807e+00,6.687652e+00,8.338817e+00,5.336870e+00,7.963752e+00,5.775637e+00,7.508205e+00,7.478196e+00
7210,AGIS_Os02g006220,-6.621871e-02, 2.302155e+00, 6.176738e-02,8.076427e-01,9.121717e-01,Not_significant,3.919005e+00,5.605418e+00,5.913583e+00,4.554742e+00,6.153809e+00,3.872490e+00,4.401362e+00,4.724129e+00
7211,AGIS_Os02g006230, 9.657801e-01,-1.114307e+00, 1.030075e+00,3.288277e-01,5.819076e-01,Not_significant,3.544829e-01,2.774959e-01,1.661119e-01,3.450562e-01,7.239775e-01,4.302767e-01,6.771326e-01,4.020536e-01
7212,AGIS_Os02g006240,-2.051567e-01, 5.352345e-01, 1.510829e-01,7.038518e-01,8.523426e-01,Not_significant,1.536092e+00,8.047382e-01,1.345506e+00,2.208360e+00,7.918504e-01,2.267227e+00,9.758675e-01,1.306674e+00
7213,AGIS_Os02g006250, 2.601190e-02, 3.778902e+00, 1.209528e-02,9.142846e-01,9.634944e-01,Not_significant,8.862072e+00,1.817598e+01,1.199328e+01,1.548152e+01,1.567864e+01,1.572165e+01,1.483717e+01,8.764768e+00
7214,AGIS_Os02g006260,-1.895212e-02, 4.277240e+00, 1.377962e-02,9.083644e-01,9.609381e-01,Not_significant,1.989043e+01,2.208868e+01,2.089688e+01,1.522848e+01,2.015825e+01,1.616847e+01,2.083178e+01,1.953980e+01
7215,AGIS_Os02g006270, 2.619711e-01, 2.184262e+00, 6.597147e-01,4.317057e-01,6.706001e-01,Not_significant,4.411342e+00,6.160410e+00,2.026565e+00,4.324705e+00,4.479611e+00,4.269669e+00,5.675964e+00,4.724129e+00
7216,AGIS_Os02g006280, 2.644227e-01, 1.423838e+00, 6.432351e-01,4.370896e-01,6.751065e-01,Not_significant,2.914637e+00,3.218953e+00,1.694341e+00,1.886307e+00,3.574639e+00,2.714053e+00,3.027181e+00,2.130884e+00
7217,AGIS_Os02g006290, 7.120510e-02, 4.145830e+00, 2.436005e-01,6.299265e-01,8.084546e-01,Not_significant,1.857096e+01,1.578952e+01,1.950154e+01,1.511346e+01,2.004513e+01,1.623467e+01,1.888005e+01,1.714758e+01
7218,AGIS_Os02g006300,-1.736725e-01, 1.605280e+00, 2.719380e-01,6.108846e-01,7.962624e-01,Not_significant,4.234101e+00,3.912693e+00,2.225899e+00,2.507409e+00,3.076904e+00,2.167933e+00,3.365747e+00,2.553040e+00
7219,AGIS_Os02g006310,-2.163864e-01, 1.985007e+00, 6.451143e-01,4.364366e-01,6.746377e-01,Not_significant,1.831495e+00,5.494419e+00,5.215913e+00,4.623753e+00,2.081435e+00,3.508410e+00,4.321699e+00,4.281870e+00
7220,AGIS_Os02g006320,-2.901506e-01, 7.866282e+00, 3.599448e+00,8.044401e-02,2.663126e-01,Not_significant,2.547550e+02,2.216915e+02,2.373074e+02,3.118388e+02,2.424646e+02,1.644650e+02,2.311611e+02,2.027154e+02
7229,AGIS_Os02g006410, 2.924101e+00, 1.352001e+00, 2.776741e+01,2.131844e-04,1.090987e-02,UP,7.877397e-02,4.994927e-01,8.637818e-01,8.741424e-01,2.013562e+00,9.879815e+00,2.549205e+00,3.216428e+00
7230,AGIS_Os02g006420,-2.226427e-01, 3.056659e+00, 1.314650e+00,2.724090e-01,5.262051e-01,Not_significant,8.940846e+00,9.629109e+00,8.305594e+00,8.695417e+00,7.850631e+00,7.596039e+00,9.001880e+00,6.231830e+00
7231,AGIS_Os02g006430,-7.433780e-01,-2.538715e-01, 1.360455e+00,2.646017e-01,5.190793e-01,Not_significant,1.733027e+00,7.214894e-01,8.139483e-01,7.361199e-01,9.502205e-01,6.288660e-01,3.584819e-01,4.422589e-01
7236,AGIS_Os02g006480,-2.087193e-01, 5.454963e+00, 1.902072e+00,1.913246e-01,4.347878e-01,Not_significant,5.827305e+01,4.104165e+01,3.955124e+01,4.957308e+01,3.531653e+01,3.721893e+01,4.104618e+01,4.856807e+01
7237,AGIS_Os02g006490,-3.815147e-01, 1.563585e+00, 1.540628e+00,2.366551e-01,4.878311e-01,Not_significant,4.352262e+00,3.135704e+00,3.770740e+00,2.070337e+00,2.443424e+00,2.581660e+00,2.987350e+00,1.970062e+00
7239,AGIS_Os02g006510,-2.541474e-01, 4.565097e+00, 3.093310e+00,1.023328e-01,3.066142e-01,Not_significant,2.345495e+01,2.877633e+01,2.534867e+01,2.523511e+01,2.318990e+01,2.032230e+01,2.340090e+01,1.933878e+01
7240,AGIS_Os02g006520,-2.866321e+00,-1.637806e+00, 4.290561e+00,5.898023e-02,2.203337e-01,Not_significant,2.363219e-01,3.052455e-01,1.661119e-01,1.081176e+00,0.000000e+00,6.619642e-02,0.000000e+00,4.422589e-01
7241,AGIS_Os02g006530, 5.157228e-01, 1.455193e+00, 2.451335e+00,1.416543e-01,3.671843e-01,Not_significant,1.358851e+00,1.997971e+00,2.657790e+00,2.668435e+00,1.561076e+00,4.253120e+00,4.222121e+00,2.854580e+00
7242,AGIS_Os02g006540,-9.528615e-02, 5.712923e+00, 5.624459e-01,4.667553e-01,6.997571e-01,Not_significant,6.471282e+01,4.725756e+01,5.358770e+01,5.033220e+01,6.395889e+01,4.031362e+01,5.084469e+01,4.828663e+01
7259,AGIS_Os02g006710, 7.953617e-02, 5.186492e+00, 2.728519e-01,6.102921e-01,7.958759e-01,Not_significant,3.479840e+01,4.068090e+01,3.362105e+01,3.204422e+01,4.495448e+01,3.041725e+01,3.618676e+01,3.831570e+01
7263,AGIS_Os02g006750, 3.838184e-01, 1.733929e+00, 1.747064e+00,2.092423e-01,4.572157e-01,Not_significant,2.934330e+00,2.636211e+00,2.956792e+00,2.783454e+00,3.981876e+00,4.418611e+00,3.803892e+00,2.754067e+00
7264,AGIS_Os02g006760, 2.907564e-01, 2.446889e+00, 1.583125e+00,2.306422e-01,4.808771e-01,Not_significant,4.155327e+00,6.326907e+00,3.770740e+00,4.738772e+00,4.705854e+00,1.026044e+01,4.461109e+00,4.864848e+00
7265,AGIS_Os02g006770, 3.066538e-02, 4.844209e+00, 3.842524e-02,8.476506e-01,9.316110e-01,Not_significant,3.084001e+01,3.169003e+01,3.008286e+01,2.137048e+01,2.581432e+01,2.978839e+01,2.830016e+01,3.158131e+01
7268,AGIS_Os02g006800,-2.045253e-01, 5.105316e+00, 2.565885e+00,1.334215e-01,3.555947e-01,Not_significant,4.310906e+01,3.640747e+01,3.279049e+01,3.503471e+01,3.701335e+01,3.109577e+01,3.033156e+01,2.928960e+01
7269,AGIS_Os02g006810, 6.756194e-01, 4.925993e+00, 1.382506e+01,2.812294e-03,3.840717e-02,Not_significant,2.132805e+01,2.120069e+01,3.006625e+01,1.999026e+01,5.416257e+01,2.998698e+01,3.284093e+01,3.329003e+01
7270,AGIS_Os02g006820, 4.197871e-01, 1.022381e+00, 9.386861e-01,3.504582e-01,6.004310e-01,Not_significant,1.614866e+00,1.220982e+00,1.461785e+00,2.392390e+00,1.402706e+00,3.028486e+00,3.106843e+00,1.668522e+00
7271,AGIS_Os02g006830, 4.461675e-01, 5.731670e+00, 1.080769e+01,5.953367e-03,5.830493e-02,Not_significant,3.836292e+01,5.108700e+01,5.367075e+01,3.784117e+01,6.190008e+01,6.257216e+01,6.365046e+01,5.568442e+01
7272,AGIS_Os02g006840, 1.863303e-02, 4.745750e+00, 1.751585e-02,8.967546e-01,9.560958e-01,Not_significant,2.676346e+01,3.107954e+01,2.483373e+01,2.399291e+01,2.794101e+01,2.520429e+01,2.879805e+01,2.571133e+01
7273,AGIS_Os02g006850, 8.477832e-01, 9.530519e-02, 1.608382e+00,2.271639e-01,4.773677e-01,Not_significant,1.969349e-01,3.329951e-01,1.063116e+00,1.518247e+00,5.203588e-01,2.068638e+00,6.771326e-01,1.789138e+00
