,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTHPmock_1,CPM.WTHPmock_2,CPM.WTHPmock_3,CPM.WTHPmock_4,CPM.WTHPmyc_1,CPM.WTHPmyc_2,CPM.WTHPmyc_3,CPM.WTHPmyc_4
56861,AGIS_Os12g035990, 4.863094e-01, 6.1825678708, 9.074878e+00,1.573825e-02,0.460459435,Not_significant,3.379762e+01,7.193782e+01,6.198439e+01,7.895843e+01,6.106074e+01,8.606482e+01,9.259995e+01,9.437155e+01
56862,AGIS_Os12g036000, 4.823888e-02, 1.7480437491, 2.039561e-02,8.897855e-01,0.972407861,Not_significant,3.555389e+00,2.451485e+00,3.300256e+00,3.750418e+00,2.655453e+00,4.194272e+00,3.305513e+00,3.375705e+00
56863,AGIS_Os12g036010, 1.191923e-01, 5.7680845802, 3.685673e-01,5.597463e-01,0.864845915,Not_significant,3.988033e+01,5.770927e+01,5.440775e+01,5.604237e+01,6.386291e+01,6.163936e+01,3.966615e+01,6.245878e+01
56870,AGIS_Os12g036080,-7.823638e-01,-1.0267134003, 1.556452e-01,7.029715e-01,0.916810116,Not_significant,4.069422e-01,1.490768e-01,6.042723e-01,1.711217e-01,1.584469e+00,6.784852e-01,2.279664e-02,0.000000e+00
56871,AGIS_Os12g036090,-2.536891e-01, 1.3079505131, 4.661816e-01,5.130342e-01,0.848133115,Not_significant,5.547264e+00,1.822049e+00,1.673369e+00,1.768258e+00,3.726436e+00,1.480331e+00,1.139832e+00,2.354760e+00
56872,AGIS_Os12g036100,-3.432302e-01, 4.7858560183, 3.735641e+00,8.740581e-02,0.598803088,Not_significant,4.559894e+01,2.746325e+01,2.486813e+01,2.606755e+01,2.890189e+01,2.010784e+01,1.908079e+01,2.830652e+01
56873,AGIS_Os12g036110, 2.910373e-01, 3.7712191473, 1.511201e+00,2.520934e-01,0.716770643,Not_significant,8.181679e+00,1.634875e+01,1.071421e+01,1.330472e+01,8.875961e+00,1.344634e+01,2.081333e+01,1.725726e+01
56874,AGIS_Os12g036120, 1.592107e+00, 3.3939357783, 3.774369e+01,2.208815e-04,0.094046133,UP,8.267351e+00,2.981535e+00,3.300256e+00,5.989261e+00,2.595302e+01,6.867093e+00,1.675553e+01,1.366749e+01
56875,AGIS_Os12g036130, 3.548409e-01, 2.4513444851, 1.670334e+00,2.304420e-01,0.704635708,Not_significant,3.084193e+00,6.145275e+00,4.090459e+00,6.146123e+00,5.501629e+00,6.394209e+00,5.881533e+00,6.208004e+00
56878,AGIS_Os12g036160, 1.702024e-02, 2.9588100245, 6.215902e-03,9.389948e-01,0.985609998,Not_significant,4.926142e+00,8.795529e+00,8.552777e+00,8.484787e+00,4.944130e+00,8.738067e+00,8.594334e+00,8.875635e+00
56879,AGIS_Os12g036170,-3.109165e-01, 4.4264816878, 3.408223e+00,1.001103e-01,0.610245121,Not_significant,2.366690e+01,2.048977e+01,2.749439e+01,2.362906e+01,2.036336e+01,1.951159e+01,1.819172e+01,1.839348e+01
56880,AGIS_Os12g036180, 1.513977e-01, 0.9743809099, 1.326743e-01,7.246243e-01,0.922335354,Not_significant,2.120383e+00,1.971126e+00,2.021988e+00,1.040991e+00,3.344990e+00,1.377531e+00,2.302461e+00,1.251481e+00
56882,AGIS_Os12g036200,-2.443763e-01, 5.3427053700, 2.907724e+00,1.245476e-01,0.628608406,Not_significant,4.272893e+01,4.184088e+01,4.618035e+01,4.477686e+01,3.440352e+01,3.334858e+01,4.315404e+01,3.792317e+01
56884,AGIS_Os12g036220, 6.438155e-02, 2.6684885621, 7.563672e-02,7.899069e-01,0.944854217,Not_significant,6.789509e+00,4.936097e+00,6.623754e+00,6.288724e+00,7.394189e+00,4.831637e+00,7.386112e+00,6.323272e+00
56891,AGIS_Os12g036290, 1.384956e-01, 2.0733457851, 2.490166e-01,6.305026e-01,0.892628070,Not_significant,5.097486e+00,2.699946e+00,4.462319e+00,3.622077e+00,5.663010e+00,2.878422e+00,4.262972e+00,4.693054e+00
56901,AGIS_Os12g036390, 3.765198e-01, 5.6789043038, 4.565449e+00,6.331338e-02,0.565676176,Not_significant,6.161961e+01,4.102924e+01,3.765081e+01,3.932948e+01,5.997509e+01,4.794629e+01,6.540356e+01,5.659658e+01
56902,AGIS_Os12g036400, 1.260486e+00, 5.4174387151, 3.749886e+01,2.260016e-04,0.094046133,UP,3.026365e+01,2.343818e+01,2.191649e+01,2.459875e+01,4.445316e+01,6.131039e+01,7.016806e+01,6.547222e+01
56903,AGIS_Os12g036410,-1.393568e-01, 2.3712071095, 2.072155e-01,6.604306e-01,0.903092038,Not_significant,6.596747e+00,2.964971e+00,5.508175e+00,6.816350e+00,6.191166e+00,4.440994e+00,4.627718e+00,3.952045e+00
56904,AGIS_Os12g036420, 7.266032e-01, 2.4988600791, 3.885761e+00,8.227327e-02,0.595757319,Not_significant,3.512553e+00,4.720764e+00,2.300883e+00,6.987471e+00,6.088469e+00,6.106367e+00,8.845097e+00,6.356206e+00
56905,AGIS_Os12g036430, 3.142784e-01, 5.9294949766, 4.106257e+00,7.541292e-02,0.585899465,Not_significant,2.799334e+01,6.817777e+01,5.554657e+01,6.640950e+01,3.638410e+01,7.078863e+01,8.548740e+01,7.650501e+01
56910,AGIS_Os12g036480,-1.600240e-01, 2.1659719916, 3.046029e-01,5.953062e-01,0.878939707,Not_significant,4.776216e+00,5.134866e+00,4.903902e+00,3.878760e+00,3.315648e+00,3.762509e+00,5.471194e+00,4.380183e+00
56921,AGIS_Os12g036590,-2.638660e-01, 3.3378037367, 1.320131e+00,2.820577e-01,0.735691315,Not_significant,1.477843e+01,8.977734e+00,1.208545e+01,8.413486e+00,1.103260e+01,9.786636e+00,7.180942e+00,8.348696e+00
56922,AGIS_Os12g036600, 3.695884e-01, 2.8802501855, 5.043008e-01,4.990003e-01,0.840601696,Not_significant,5.697190e+00,7.967325e+00,1.789576e+00,1.125125e+01,4.107883e+00,8.840868e+00,1.064603e+01,8.299295e+00
56924,AGIS_Os12g036620,-6.608427e-02, 5.7242238874, 1.352860e-01,7.220586e-01,0.921728190,Not_significant,4.703395e+01,5.106707e+01,6.265839e+01,5.463062e+01,5.168597e+01,6.583363e+01,4.575286e+01,4.396650e+01
56935,AGIS_Os12g036730, 2.939688e-02, 3.2172570034, 9.448477e-03,9.248317e-01,0.980822642,Not_significant,4.840470e+00,1.073353e+01,6.716719e+00,1.588580e+01,6.543270e+00,1.110249e+01,1.041806e+01,7.854690e+00
56936,AGIS_Os12g036740,-3.218919e-01, 0.2997496730, 1.566869e-01,7.020351e-01,0.916700568,Not_significant,1.435007e+00,8.116402e-01,8.831672e-01,1.739738e+00,4.988143e-01,1.850414e+00,1.983308e+00,3.787377e-01
56939,AGIS_Os12g036770, 1.204766e-01, 4.3134620736, 3.985065e-01,5.445602e-01,0.860123080,Not_significant,1.632052e+01,1.913152e+01,2.128898e+01,1.875209e+01,1.669561e+01,2.364418e+01,1.682392e+01,2.611643e+01
56948,AGIS_Os12g036860, 1.355008e+00,-2.4292415638, 4.308771e-01,5.313099e-01,0.854450019,Not_significant,1.285081e-01,0.000000e+00,3.718599e-01,0.000000e+00,2.347362e-01,0.000000e+00,2.735597e-01,2.140691e-01
56949,AGIS_Os12g036870,-3.313428e-02, 3.5959287003, 2.397167e-02,8.805926e-01,0.969251062,Not_significant,1.424298e+01,9.888759e+00,1.357289e+01,1.086623e+01,1.599140e+01,1.213049e+01,9.392216e+00,1.035765e+01
56952,AGIS_Os12g036900,-1.113665e-01, 0.7421374846, 6.601410e-02,8.033787e-01,0.948404646,Not_significant,3.298373e+00,1.407947e+00,1.533922e+00,7.985682e-01,2.406046e+00,1.274730e+00,1.413392e+00,9.715445e-01
56953,AGIS_Os12g036910, 3.019928e+00,-1.6388154140, 2.501325e+00,1.504068e-01,0.649627197,Not_significant,0.000000e+00,4.306662e-01,1.394475e-01,0.000000e+00,4.548013e-01,3.906430e-01,4.103395e-01,4.446051e-01
56956,AGIS_Os12g036940, 6.868159e-02,-0.5231350437, 5.693353e-03,9.416096e-01,0.985721311,Not_significant,1.070900e+00,2.484613e-01,1.022615e+00,4.135442e-01,4.401303e-01,8.635267e-01,5.243227e-01,7.245416e-01
56957,AGIS_Os12g036950, 1.922623e-01, 5.3186257710, 1.637542e+00,2.346861e-01,0.707355193,Not_significant,3.373336e+01,4.213903e+01,3.611689e+01,3.709064e+01,4.322079e+01,4.031847e+01,4.158107e+01,4.477338e+01
56964,AGIS_Os12g037020, 2.030932e-01, 3.0111664046, 3.899030e-01,5.488392e-01,0.861449946,Not_significant,1.486410e+01,6.493121e+00,5.810311e+00,3.593557e+00,1.318924e+01,4.399874e+00,7.112552e+00,8.743900e+00
56965,AGIS_Os12g037030,-5.949074e-01,-1.9890495199, 2.002604e-01,6.657637e-01,0.904919040,Not_significant,4.283602e-02,4.306662e-01,2.091712e-01,3.707638e-01,8.802606e-02,3.495227e-01,6.838992e-02,1.482017e-01
56966,AGIS_Os12g037040, 2.873637e-01, 4.1487938257, 4.199739e-01,5.369004e-01,0.857564783,Not_significant,7.389213e+00,2.082105e+01,7.135062e+00,2.575382e+01,4.430645e+00,2.208161e+01,3.098063e+01,2.302066e+01
56968,AGIS_Os12g037060, 7.976110e-01, 0.1076717344, 9.708386e-01,3.518468e-01,0.771554899,Not_significant,1.777695e+00,1.358255e+00,9.296497e-02,4.848450e-01,1.012300e+00,1.727053e+00,1.025849e+00,8.562765e-01
56971,AGIS_Os12g037090,-2.576641e+00, 1.8713351426, 2.961394e+01,5.100242e-04,0.129902114,DOWN,1.297931e+01,5.151430e+00,4.322871e+00,2.909070e+00,7.335505e-01,1.274730e+00,7.066959e-01,9.386107e-01
56972,AGIS_Os12g037100, 1.276318e-01, 3.5071127823, 2.476355e-01,6.314388e-01,0.892932516,Not_significant,6.104132e+00,8.381427e+00,1.217841e+01,1.721200e+01,6.411231e+00,1.393979e+01,1.529655e+01,1.114806e+01
56976,AGIS_Os12g037140,-3.809285e-01, 3.2710893611, 1.551832e+00,2.463044e-01,0.714109288,Not_significant,2.516616e+01,6.990044e+00,9.017602e+00,5.532937e+00,9.976287e+00,7.360537e+00,5.904330e+00,7.014880e+00
56979,AGIS_Os12g037170,-1.671361e-01, 5.0317674769, 1.300843e+00,2.853598e-01,0.735891475,Not_significant,5.986333e+01,2.484613e+01,2.744791e+01,2.730818e+01,4.883979e+01,2.220497e+01,2.466597e+01,2.623170e+01
56980,AGIS_Os12g037180, 9.817776e-01, 2.4796548634, 6.814825e+00,2.973116e-02,0.520918176,Not_significant,7.710483e-01,5.250815e+00,2.417089e+00,8.071242e+00,1.980586e+00,8.696947e+00,9.597386e+00,7.541820e+00
56981,AGIS_Os12g037190, 1.223704e+00, 1.3419348425, 5.908061e+00,3.961721e-02,0.538754350,UP,2.998521e-01,3.213432e+00,1.162062e+00,2.181802e+00,1.408417e+00,2.878422e+00,4.992464e+00,3.853244e+00
56982,AGIS_Os12g037200,-6.480729e-01, 1.2494583649, 1.766809e+00,2.185530e-01,0.695257560,Not_significant,2.934267e+00,2.169895e+00,3.067844e+00,2.609607e+00,2.112625e+00,3.721389e+00,1.253815e+00,8.727433e-01
56983,AGIS_Os12g037210,-5.467971e-01, 2.2789948264, 4.192668e+00,7.292436e-02,0.582095083,Not_significant,7.988917e+00,4.820149e+00,4.485560e+00,5.333294e+00,6.147153e+00,3.536347e+00,2.462037e+00,3.754443e+00
56984,AGIS_Os12g037220, 3.246859e-01, 3.5021410797, 2.234504e+00,1.713432e-01,0.665163201,Not_significant,3.962332e+00,1.242306e+01,1.213193e+01,1.296247e+01,7.203466e+00,1.445379e+01,1.363239e+01,1.358516e+01
56985,AGIS_Os12g037230,-1.205650e-01, 2.9634599150, 6.568501e-02,8.044035e-01,0.948410131,Not_significant,2.505907e+00,8.679580e+00,4.485560e+00,1.447405e+01,9.682866e-01,1.075296e+01,1.251536e+01,7.722955e+00
56986,AGIS_Os12g037240, 3.928200e-01, 2.1883702247, 1.863877e+00,2.074238e-01,0.687455061,Not_significant,2.741505e+00,3.478458e+00,6.019482e+00,3.721898e+00,4.063870e+00,5.592363e+00,5.448397e+00,5.121192e+00
56987,AGIS_Os12g037250,-8.875224e-02, 3.1053699729, 1.202892e-01,7.372029e-01,0.926950380,Not_significant,4.026586e+00,1.131327e+01,7.948505e+00,1.319063e+01,5.354919e+00,9.416553e+00,9.095860e+00,8.200494e+00
56988,AGIS_Os12g037260, 7.491568e-01, 3.5289210730, 4.625572e+00,6.297832e-02,0.565676176,Not_significant,3.469717e+00,8.944606e+00,5.554657e+00,1.761128e+01,5.266892e+00,1.515284e+01,2.172520e+01,1.432616e+01
56989,AGIS_Os12g037270, 1.435229e-01, 5.0402465045, 8.961960e-01,3.700921e-01,0.781906864,Not_significant,3.533971e+01,2.906997e+01,3.244477e+01,2.787858e+01,4.119620e+01,2.948327e+01,3.234843e+01,3.518967e+01
56990,AGIS_Os12g037280, 8.172473e-01,-0.2791166531, 4.820338e-01,5.061439e-01,0.844450983,Not_significant,0.000000e+00,8.282042e-01,9.296497e-01,9.982102e-01,6.161824e-01,4.112032e-01,1.276612e+00,1.235014e+00
56991,AGIS_Os12g037290, 1.905846e-01, 4.4025025096, 7.068086e-01,4.236608e-01,0.811284431,Not_significant,1.375036e+01,2.318972e+01,1.496736e+01,2.685185e+01,1.343864e+01,2.461051e+01,2.961284e+01,2.247726e+01
56992,AGIS_Os12g037300, 7.598021e-02, 4.0878628185, 2.021468e-01,6.643062e-01,0.904548332,Not_significant,2.047562e+01,1.499050e+01,1.554839e+01,1.470221e+01,2.344427e+01,1.426875e+01,1.764460e+01,1.467197e+01
56993,AGIS_Os12g037310, 4.911852e-02, 5.6992119673, 9.011801e-02,7.712822e-01,0.938847067,Not_significant,5.339510e+01,5.161369e+01,4.641276e+01,5.137931e+01,6.538869e+01,4.031847e+01,5.457516e+01,5.226580e+01
57009,AGIS_Os12g037470,-1.392761e+00,-0.4116420642, 7.935788e-01,3.983120e-01,0.796915140,Not_significant,1.456425e+00,7.950761e-01,1.301510e+00,2.994631e-01,0.000000e+00,5.962446e-01,3.419496e-01,9.715445e-01
57010,AGIS_Os12g037480, 4.619403e-01, 0.0752450393, 5.885333e-01,4.638857e-01,0.825507174,Not_significant,1.863367e+00,5.963071e-01,5.113073e-01,6.559667e-01,1.584469e+00,1.192489e+00,1.048645e+00,6.916079e-01
57014,AGIS_Os12g037520, 2.672229e-01, 3.4788637396, 1.544526e+00,2.473315e-01,0.715090429,Not_significant,4.754798e+00,1.073353e+01,1.173683e+01,1.407476e+01,7.423531e+00,1.391923e+01,1.374637e+01,1.251481e+01
57018,AGIS_Os12g037560, 2.714253e-01, 3.7295312582, 1.033608e+00,3.375428e-01,0.764262297,Not_significant,4.968978e+00,1.381445e+01,1.327075e+01,1.791074e+01,1.046043e+01,1.418651e+01,1.823731e+01,1.297588e+01
57019,AGIS_Os12g037570, 2.309612e-01, 6.0909817732, 1.221461e+00,2.995536e-01,0.744953686,Not_significant,2.109674e+01,8.669642e+01,7.325640e+01,8.232382e+01,4.276599e+01,8.546858e+01,6.850391e+01,8.491957e+01
57021,AGIS_Os12g037590, 2.989541e-01, 2.0543692122, 1.183121e+00,3.067778e-01,0.750321303,Not_significant,3.576807e+00,4.290098e+00,3.858046e+00,3.023151e+00,4.738736e+00,5.037239e+00,4.946871e+00,3.474506e+00
57022,AGIS_Os12g037600, 4.893233e-01, 1.4901155513, 1.109453e+00,3.213929e-01,0.756298652,Not_significant,3.426881e-01,3.461894e+00,2.068471e+00,4.577507e+00,1.144339e+00,4.009231e+00,3.852632e+00,2.717031e+00
57023,AGIS_Os12g037610,-3.484572e-01, 5.4146843337, 2.345709e+00,1.621749e-01,0.660964701,Not_significant,3.865951e+01,4.409359e+01,5.624381e+01,5.102280e+01,4.342619e+01,4.558187e+01,2.578300e+01,3.614475e+01
57024,AGIS_Os12g037620,-3.576100e-01, 5.5860132619, 1.981399e+00,1.961684e-01,0.680005980,Not_significant,4.506349e+01,5.335292e+01,5.840524e+01,5.460210e+01,5.426806e+01,5.610867e+01,2.432402e+01,3.785730e+01
57026,AGIS_Os12g037640, 7.629330e-02, 0.3259571313, 2.094134e-02,8.883320e-01,0.971665329,Not_significant,4.069422e-01,1.109794e+00,1.626887e+00,1.839559e+00,7.335505e-01,1.151369e+00,1.367798e+00,1.498484e+00
57027,AGIS_Os12g037650,-1.374491e+00,-1.0942807924, 1.512328e+00,2.519303e-01,0.716770643,Not_significant,8.138843e-01,4.803585e-01,3.253774e-01,6.274464e-01,4.401303e-01,5.551243e-01,2.279664e-02,1.811354e-01
57039,AGIS_Os12g037770,-9.534248e-01, 1.3890260410, 4.368073e+00,6.818638e-02,0.572073968,Not_significant,5.483010e+00,2.898715e+00,3.091085e+00,2.139022e+00,1.643153e+00,1.603692e+00,1.048645e+00,2.766432e+00
57042,AGIS_Os12g037800,-4.148312e-01, 7.1255034968, 5.425253e+00,4.658445e-02,0.555086008,Not_significant,2.974105e+02,1.171743e+02,1.215517e+02,1.160063e+02,1.670588e+02,8.468729e+01,8.870173e+01,1.241930e+02
57043,AGIS_Os12g037810,-6.231401e-02, 2.6246500789, 3.383003e-02,8.584074e-01,0.965152960,Not_significant,5.675772e+00,6.211532e+00,8.785190e+00,4.477686e+00,5.545642e+00,7.072695e+00,3.943819e+00,7.344217e+00
57045,AGIS_Os12g037830, 4.118351e-01,-0.0269148755, 2.310337e-01,6.429601e-01,0.897277903,Not_significant,5.568682e-01,1.225742e+00,1.394475e-01,1.383234e+00,2.640782e-01,1.480331e+00,1.299409e+00,1.202080e+00
57047,AGIS_Os12g037850, 1.536286e-01, 0.4321841405, 8.164191e-02,7.819661e-01,0.942144288,Not_significant,2.355981e+00,1.126358e+00,1.301510e+00,5.276254e-01,1.393746e+00,1.418651e+00,1.299409e+00,1.103279e+00
57051,AGIS_Os12g037890,-1.024655e-01, 2.1830192595, 1.224271e-01,7.349806e-01,0.926007631,Not_significant,3.084193e+00,5.582097e+00,3.741840e+00,6.374285e+00,2.802163e+00,4.831637e+00,5.152041e+00,4.462518e+00
57052,AGIS_Os12g037900, 1.111361e-01, 3.5988872340, 2.339302e-01,6.409133e-01,0.896775084,Not_significant,6.853763e+00,1.194271e+01,1.566460e+01,1.280561e+01,1.122332e+01,1.391923e+01,1.381476e+01,1.042352e+01
57053,AGIS_Os12g037910, 6.380853e-02, 5.2876917636, 9.473473e-02,7.656945e-01,0.937271348,Not_significant,2.576586e+01,4.152616e+01,2.633233e+01,5.956463e+01,2.068612e+01,4.387538e+01,4.509176e+01,4.935116e+01
57054,AGIS_Os12g037920, 1.579967e-01, 3.5426512418, 6.192666e-01,4.528292e-01,0.821871576,Not_significant,1.075184e+01,1.346660e+01,9.784563e+00,1.006766e+01,1.109128e+01,1.219217e+01,1.253815e+01,1.304175e+01
57055,AGIS_Os12g037930,-1.589389e-01, 6.1142478641, 8.187022e-01,3.906336e-01,0.792251239,Not_significant,8.115283e+01,7.091085e+01,7.862512e+01,5.999243e+01,8.336068e+01,6.830085e+01,4.814651e+01,6.341386e+01
57056,AGIS_Os12g037940, 2.126961e-01, 3.9770752268, 1.155599e+00,3.121213e-01,0.751575549,Not_significant,6.061296e+00,1.560337e+01,1.766334e+01,1.963622e+01,8.230436e+00,2.012840e+01,2.245469e+01,1.592345e+01
57058,AGIS_Os12g037960, 4.253151e-01, 2.6906028122, 1.258312e+00,2.928406e-01,0.741522438,Not_significant,1.927621e+00,7.453838e+00,5.299003e+00,8.356445e+00,5.281563e+00,6.394209e+00,1.082840e+01,5.812800e+00
57061,AGIS_Os12g037990, 7.557709e-01, 2.1294075395, 3.063330e+00,1.161929e-01,0.623375028,Not_significant,6.425403e-01,3.528150e+00,3.741840e+00,6.830610e+00,2.846176e+00,5.366201e+00,6.861789e+00,4.890656e+00
57066,AGIS_Os12g038040,-1.692347e-01, 0.3557351748, 7.931062e-02,7.850098e-01,0.943114932,Not_significant,7.282123e-01,1.209178e+00,5.577898e-01,2.823509e+00,3.521042e-01,1.028008e+00,1.390595e+00,1.827821e+00
57069,AGIS_Os12g038070, 5.229079e-01, 1.5373820982, 3.460083e-01,5.740711e-01,0.869732466,Not_significant,1.349335e+00,2.749638e+00,3.718599e-01,3.893020e+00,6.455244e-01,3.865310e+00,7.454502e+00,2.618230e+00
57070,AGIS_Os12g038080, 4.459101e-01, 5.9232503268, 1.010271e+01,1.214669e-02,0.442656753,Not_significant,5.311666e+01,4.306662e+01,5.768476e+01,5.149339e+01,7.809378e+01,6.096087e+01,7.666510e+01,6.410547e+01
57071,AGIS_Os12g038090, 9.570124e-02, 4.7956189203, 3.290486e-01,5.811662e-01,0.872610629,Not_significant,2.141801e+01,2.613813e+01,3.430407e+01,2.578234e+01,2.975281e+01,2.401427e+01,3.341988e+01,2.707151e+01
57074,AGIS_Os12g038120,-1.115290e-01, 2.4912456106, 1.033057e-01,7.557069e-01,0.934196894,Not_significant,7.282123e+00,4.952661e+00,3.486186e+00,7.700479e+00,4.386632e+00,4.502675e+00,7.158145e+00,5.219993e+00
57075,AGIS_Os12g038130,-5.056279e-02, 2.2124986450, 2.868195e-02,8.695009e-01,0.967475868,Not_significant,7.924663e+00,4.505431e+00,2.649502e+00,4.135442e+00,5.692352e+00,3.454107e+00,3.693056e+00,4.725987e+00
57079,AGIS_Os12g038170,-4.373003e-01, 4.0618051057, 5.974392e+00,3.876548e-02,0.538754350,Not_significant,2.066838e+01,1.692849e+01,2.396172e+01,1.557208e+01,1.468568e+01,1.408371e+01,1.438468e+01,1.304175e+01
57080,AGIS_Os12g038180,-7.330923e-02, 5.4071602903, 2.392441e-01,6.371993e-01,0.895771846,Not_significant,4.448520e+01,4.116175e+01,4.876013e+01,3.917262e+01,4.941196e+01,3.550739e+01,4.151268e+01,3.917465e+01
57081,AGIS_Os12g038190,-9.047009e-02, 1.5757375834, 2.562121e-02,8.765903e-01,0.968400545,Not_significant,2.634415e+00,1.888306e+00,4.067217e+00,2.880549e+00,5.193537e+00,2.220497e+00,7.978824e-01,3.853244e+00
57084,AGIS_Os12g038220,-2.389354e+00,-1.6577235238, 9.781728e-01,3.501286e-01,0.771247911,Not_significant,4.926142e-01,4.969225e-01,0.000000e+00,6.131863e-01,0.000000e+00,2.056016e-02,4.103395e-01,1.976023e-01
57085,AGIS_Os12g038230, 5.153680e-01,-1.7320584209, 7.530560e-02,7.903546e-01,0.945011083,Not_significant,8.567203e-02,4.637944e-01,0.000000e+00,5.704058e-01,3.521042e-01,2.672821e-01,2.735597e-01,6.586742e-02
57086,AGIS_Os12g038240, 2.288581e+00,-0.6284021912, 2.768500e+00,1.326986e-01,0.635374538,Not_significant,0.000000e+00,3.975380e-01,9.296497e-02,7.843080e-01,3.227622e-01,9.252071e-01,1.869325e+00,5.104725e-01
57087,AGIS_Os12g038250, 1.564552e+00,-0.4086514526, 2.170005e+00,1.769795e-01,0.669968380,Not_significant,4.283602e-02,3.644099e-01,9.528910e-01,2.566826e-01,1.804534e+00,5.345641e-01,1.048645e+00,7.245416e-01
57088,AGIS_Os12g038260, 1.752047e+00,-1.7119242877, 4.728469e-01,5.101160e-01,0.846414223,Not_significant,0.000000e+00,0.000000e+00,5.113073e-01,3.707638e-01,4.988143e-01,4.523235e-01,1.139832e-01,1.976023e-01
57089,AGIS_Os12g038270, 1.153362e+00,-0.3741653710, 7.378622e-01,4.140546e-01,0.806187628,Not_significant,0.000000e+00,6.791275e-01,5.113073e-01,1.069511e+00,5.281563e-01,1.932655e+00,9.346623e-01,2.305360e-01
57091,AGIS_Os12g038290, 9.324915e-01, 3.4149647078, 1.000355e+01,1.244525e-02,0.443584141,Not_significant,2.955685e+00,7.884504e+00,7.460439e+00,1.264875e+01,9.712208e+00,1.180153e+01,1.880723e+01,1.376629e+01
57092,AGIS_Os12g038300,-5.938163e-02, 0.5896458358, 1.645826e-02,9.009214e-01,0.974634135,Not_significant,2.505907e+00,1.142922e+00,1.022615e+00,1.226373e+00,2.655453e+00,1.151369e+00,1.231019e+00,8.068759e-01
57095,AGIS_Os12g038330, 2.001231e-02, 2.4449968420, 4.856006e-03,9.460658e-01,0.987460709,Not_significant,6.939435e+00,5.283943e+00,4.090459e+00,5.261994e+00,5.032156e+00,5.407322e+00,6.519839e+00,4.742454e+00
57096,AGIS_Os12g038340, 2.647131e-01, 1.5655179900, 1.931593e-01,6.715596e-01,0.906798246,Not_significant,3.598225e+00,1.258870e+00,4.392595e+00,1.540096e+00,2.846176e+00,2.611140e+00,1.436188e+00,5.713999e+00
57097,AGIS_Os12g038350, 6.468179e-01, 1.4385296251, 1.953977e+00,1.977731e-01,0.680262952,Not_significant,7.496303e-01,2.434920e+00,2.300883e+00,3.180012e+00,2.552756e+00,2.940103e+00,5.083651e+00,2.157158e+00
57098,AGIS_Os12g038360, 4.350989e-01, 4.4610851860, 7.486373e+00,2.434580e-02,0.509286299,Not_significant,1.824814e+01,2.186459e+01,1.399123e+01,2.109076e+01,2.495539e+01,2.646092e+01,2.136045e+01,2.792779e+01
57099,AGIS_Os12g038370,-1.104898e-01, 1.9640644078, 1.106611e-01,7.474980e-01,0.931077386,Not_significant,5.097486e+00,3.395637e+00,3.811564e+00,3.707638e+00,2.772821e+00,4.728837e+00,3.351106e+00,4.067313e+00
57100,AGIS_Os12g038380, 2.971233e-01, 3.4342853265, 2.074169e+00,1.858220e-01,0.674394223,Not_significant,7.003689e+00,1.282060e+01,1.041208e+01,8.798510e+00,1.070984e+01,1.422763e+01,1.062323e+01,1.159267e+01
57101,AGIS_Os12g038390, 5.261100e-01, 3.3458189324, 4.119134e+00,7.503526e-02,0.585413901,Not_significant,6.725255e+00,1.048507e+01,5.856793e+00,1.043843e+01,9.330762e+00,1.241834e+01,1.477222e+01,1.101633e+01
57102,AGIS_Os12g038400, 2.136280e-01, 5.8093892295, 2.082057e+00,1.850721e-01,0.674204477,Not_significant,3.801697e+01,5.411486e+01,6.189143e+01,5.423133e+01,5.149524e+01,5.355921e+01,7.304044e+01,6.199771e+01
57103,AGIS_Os12g038410,-2.451584e-01, 3.5944792709, 9.603081e-01,3.543363e-01,0.773146255,Not_significant,1.826956e+01,1.089917e+01,1.280592e+01,1.022452e+01,1.292516e+01,1.192489e+01,6.816196e+00,1.248188e+01
57107,AGIS_Os12g038450,-2.364105e-01, 3.9797967672, 9.101949e-01,3.665611e-01,0.780591527,Not_significant,1.449999e+01,1.427824e+01,2.479841e+01,1.451683e+01,2.099421e+01,1.219217e+01,1.306248e+01,1.159267e+01
57109,AGIS_Os12g038470, 4.049890e-01, 1.7226165320, 6.617123e-01,4.382802e-01,0.814674061,Not_significant,7.496303e-01,2.849023e+00,4.927143e+00,3.707638e+00,3.697094e+00,2.981223e+00,3.259920e+00,3.935578e+00
57111,AGIS_Os12g038490, 1.574423e-01, 5.2847237501, 1.191296e+00,3.052162e-01,0.749418072,Not_significant,3.493277e+01,4.051575e+01,3.651199e+01,3.505144e+01,4.055067e+01,4.831637e+01,3.636064e+01,3.932285e+01
57112,AGIS_Os12g038500, 8.207932e-01, 0.5255219883, 9.071650e-01,3.673209e-01,0.780938804,Not_significant,2.141801e-01,1.590152e+00,2.324124e-01,3.593557e+00,7.922345e-01,2.241057e+00,1.618561e+00,9.056770e-01
57113,AGIS_Os12g038510,-8.655620e-02, 3.5745806135, 5.211837e-02,8.252448e-01,0.954490365,Not_significant,4.562036e+00,1.527209e+01,7.320991e+00,1.969326e+01,2.479401e+00,1.496780e+01,1.908079e+01,1.164207e+01
57114,AGIS_Os12g038520, 3.298828e-01, 1.1387471461, 7.708051e-01,4.042451e-01,0.801188621,Not_significant,2.013293e+00,1.689537e+00,2.881914e+00,1.169332e+00,3.080912e+00,1.747613e+00,2.963563e+00,1.794887e+00
