,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTHPmock_1,CPM.WTHPmock_2,CPM.WTHPmock_3,CPM.WTHPmock_4,CPM.WTHPmyc_1,CPM.WTHPmyc_2,CPM.WTHPmyc_3,CPM.WTHPmyc_4
197,AGIS_Os01g001970, 2.452621e-01, 0.3224346276, 9.199147e-02,7.689961e-01,0.938123271,Not_significant,7.496303e-01,6.625634e-01,6.507548e-01,1.597136e+00,2.053941e-01,1.110249e+00,3.533479e+00,1.235014e+00
198,AGIS_Os01g001980, 5.194405e-01, 3.0962654898, 3.799193e+00,8.518431e-02,0.598111071,Not_significant,4.711962e+00,8.116402e+00,6.228653e+00,9.169274e+00,9.037342e+00,1.291178e+01,1.037247e+01,7.574753e+00
199,AGIS_Os01g001990,-3.649057e-01, 1.1640968423, 8.447242e-01,3.835407e-01,0.789273723,Not_significant,3.384045e+00,2.583997e+00,1.580405e+00,2.424225e+00,2.435388e+00,1.500892e+00,2.142884e+00,1.580818e+00
200,AGIS_Os01g002000, 2.888210e-01, 2.5045448224, 1.350452e+00,2.769761e-01,0.732419292,Not_significant,5.483010e+00,4.687636e+00,4.648249e+00,5.390335e+00,6.147153e+00,5.756844e+00,5.197634e+00,7.788823e+00
201,AGIS_Os01g002010, 7.219677e-01, 4.6686361899, 9.594714e+00,1.377721e-02,0.449364325,Not_significant,5.247412e+00,2.913623e+01,1.991775e+01,2.844899e+01,1.605008e+01,3.752229e+01,2.943046e+01,3.741269e+01
202,AGIS_Os01g002020, 4.484644e-01, 6.2092398383, 3.854842e+00,8.329816e-02,0.596769170,Not_significant,2.887148e+01,8.119714e+01,4.948061e+01,9.374620e+01,4.043330e+01,8.530410e+01,1.211641e+02,9.142398e+01
203,AGIS_Os01g002030,-9.284055e-01, 1.3065206289, 6.666888e+00,3.111263e-02,0.522934111,Not_significant,6.553911e+00,2.020818e+00,2.254401e+00,2.124762e+00,2.992886e+00,1.356970e+00,9.346623e-01,1.267948e+00
204,AGIS_Os01g002040,-1.761331e-01, 4.6963529210, 1.103955e+00,3.225245e-01,0.756658991,Not_significant,2.996379e+01,2.383572e+01,2.795921e+01,2.779302e+01,2.925399e+01,2.582356e+01,2.208994e+01,2.040243e+01
205,AGIS_Os01g002050,-1.758453e-01, 3.7811263410, 7.706864e-01,4.042798e-01,0.801188621,Not_significant,1.546380e+01,1.310219e+01,1.427012e+01,1.501593e+01,1.527252e+01,1.498836e+01,1.087400e+01,1.070346e+01
206,AGIS_Os01g002060, 2.384175e-01, 4.5543071681, 1.303853e+00,2.848410e-01,0.735891475,Not_significant,1.777695e+01,2.370321e+01,1.784927e+01,2.663795e+01,2.078882e+01,2.399371e+01,3.355666e+01,2.336647e+01
207,AGIS_Os01g002070, 5.337771e-02, 1.3475208632, 1.997016e-02,8.909325e-01,0.972518647,Not_significant,3.898078e+00,1.689537e+00,2.742467e+00,1.782518e+00,2.787492e+00,2.775621e+00,2.234071e+00,2.173625e+00
208,AGIS_Os01g002080,-1.840534e-01, 3.4389770595, 6.033731e-01,4.584897e-01,0.824000841,Not_significant,8.588621e+00,1.121389e+01,1.482791e+01,1.153646e+01,1.205957e+01,9.498793e+00,1.034967e+01,8.398096e+00
209,AGIS_Os01g002090, 9.893902e-03, 3.6790403863, 1.669594e-03,9.683563e-01,0.992508330,Not_significant,1.300073e+01,1.083291e+01,1.506033e+01,1.172184e+01,1.518450e+01,1.274730e+01,8.708317e+00,1.491897e+01
227,AGIS_Os01g002270, 2.342947e-01, 2.4853983205, 3.257166e-01,5.830510e-01,0.873629318,Not_significant,9.766612e+00,3.196868e+00,4.322871e+00,3.351134e+00,4.533342e+00,5.201720e+00,1.085120e+01,3.326305e+00
228,AGIS_Os01g002280, 1.730474e-01, 6.4570883733, 8.642309e-01,3.783556e-01,0.786243137,Not_significant,7.710483e+01,6.691890e+01,9.463834e+01,8.252346e+01,1.001150e+02,6.414770e+01,1.491584e+02,6.797518e+01
229,AGIS_Os01g002290, 5.399827e-01, 5.8800405993, 3.141517e+00,1.164234e-01,0.623375028,Not_significant,3.863809e+01,4.288442e+01,3.876639e+01,6.720807e+01,9.536156e+01,3.729613e+01,9.109538e+01,5.959355e+01
232,AGIS_Os01g002320, 2.796662e-01, 4.1253889398, 1.133942e+00,3.164229e-01,0.754358431,Not_significant,1.779837e+01,1.204209e+01,1.952264e+01,6.901911e+00,1.659291e+01,1.215105e+01,4.775896e+01,6.619676e+00
241,AGIS_Os01g002410,-1.429264e-01, 3.6948163795, 5.399044e-01,4.823687e-01,0.832784403,Not_significant,1.006646e+01,1.454327e+01,1.480467e+01,1.510149e+01,1.181016e+01,1.188377e+01,1.208222e+01,1.300882e+01
242,AGIS_Os01g002420, 4.617917e-01, 1.7075887926, 1.247098e+00,2.948602e-01,0.742121438,Not_significant,2.013293e+00,4.472303e+00,1.836058e+00,2.852029e+00,4.489329e+00,2.713941e+00,4.035005e+00,3.408639e+00
243,AGIS_Os01g002430,-1.447055e-01, 5.2892617775, 6.315265e-01,4.485439e-01,0.819988480,Not_significant,5.013956e+01,3.596063e+01,5.024757e+01,2.950424e+01,4.104949e+01,3.630924e+01,3.316911e+01,3.617768e+01
244,AGIS_Os01g002440, 4.803199e-01, 4.6143635957, 5.652920e+00,4.312150e-02,0.553000946,Not_significant,9.959374e+00,2.804300e+01,1.666397e+01,2.777876e+01,1.357068e+01,3.176545e+01,3.642903e+01,3.145169e+01
245,AGIS_Os01g002450,-8.569420e-01, 0.7764605199, 2.825633e+00,1.292718e-01,0.632034583,Not_significant,2.848595e+00,1.126358e+00,1.719852e+00,2.937590e+00,7.042085e-01,1.213049e+00,8.662723e-01,1.992489e+00
248,AGIS_Os01g002480, 5.053505e-01,-1.2617245224, 1.831769e-01,6.807623e-01,0.910067585,Not_significant,0.000000e+00,4.472303e-01,2.788949e-01,5.418855e-01,0.000000e+00,5.140040e-01,6.383059e-01,6.257405e-01
253,AGIS_Os01g002530,-1.903452e-01, 6.0682091288, 4.019688e-01,5.447575e-01,0.860123080,Not_significant,9.321117e+01,5.058671e+01,9.926335e+01,4.548986e+01,6.472849e+01,9.019742e+01,4.575286e+01,4.729281e+01
254,AGIS_Os01g002540,-3.469865e-01, 5.3787651010, 4.298546e+00,7.001610e-02,0.575723831,Not_significant,4.643424e+01,5.018918e+01,6.481983e+01,2.404261e+01,3.623739e+01,5.228448e+01,4.050963e+01,1.808061e+01
255,AGIS_Os01g002550,-5.432902e-01, 4.4908213955, 1.904295e+00,2.085984e-01,0.688132569,Not_significant,2.722229e+01,1.921434e+01,3.616337e+01,1.889469e+01,2.680393e+01,3.162152e+01,1.162629e+01,8.052292e+00
256,AGIS_Os01g002560, 2.880065e-01, 3.3394359440, 1.317322e+00,2.825351e-01,0.735691315,Not_significant,5.375920e+00,9.872195e+00,9.133808e+00,1.242059e+01,9.066684e+00,9.827756e+00,1.479502e+01,1.019298e+01
257,AGIS_Os01g002570, 1.290183e+00,-0.3915285149, 1.047237e+00,3.345526e-01,0.762149063,Not_significant,0.000000e+00,5.797430e-01,4.648249e-01,1.140812e+00,9.096026e-01,1.274730e+00,7.750858e-01,6.422074e-01
259,AGIS_Os01g002590,-1.049826e-01, 6.3433156827, 1.986676e-01,6.670375e-01,0.905209574,Not_significant,6.834487e+01,5.098425e+01,1.350316e+02,9.240574e+01,7.869530e+01,7.769684e+01,7.714383e+01,6.897966e+01
260,AGIS_Os01g002600,-2.304731e-01, 2.8499452119, 8.107500e-01,3.928425e-01,0.793553603,Not_significant,7.753319e+00,7.255069e+00,8.297124e+00,7.201374e+00,7.394189e+00,4.009231e+00,8.548740e+00,6.932546e+00
261,AGIS_Os01g002610, 4.405705e-01, 1.5491889942, 1.489176e+00,2.553114e-01,0.718078606,Not_significant,1.692023e+00,2.335536e+00,2.277642e+00,3.080191e+00,1.628482e+00,5.366201e+00,2.576020e+00,4.166114e+00
262,AGIS_Os01g002620,-6.833329e-02, 2.4795211965, 4.104574e-02,8.442443e-01,0.961573921,Not_significant,8.802802e+00,5.764301e+00,3.137568e+00,5.376075e+00,6.073798e+00,4.194272e+00,6.565433e+00,4.413117e+00
263,AGIS_Os01g002630, 9.858738e-01, 0.9573193065, 4.654987e+00,6.124883e-02,0.563036319,Not_significant,1.370753e+00,8.282042e-01,1.138821e+00,1.768258e+00,1.452430e+00,2.816742e+00,2.895173e+00,2.980501e+00
264,AGIS_Os01g002640, 9.589680e-01, 2.5241555940, 8.550516e-01,3.857802e-01,0.790326564,Not_significant,0.000000e+00,5.250815e+00,5.159556e+00,1.117995e+01,2.860847e+00,7.607259e+00,7.728061e+00,5.928068e+00
265,AGIS_Os01g002650, 1.034130e-01, 1.8402816540, 1.170859e-01,7.405747e-01,0.928182800,Not_significant,3.962332e+00,3.163740e+00,3.369980e+00,2.951850e+00,5.296234e+00,3.289625e+00,3.852632e+00,2.470028e+00
266,AGIS_Os01g002660,-9.319698e-03, 5.8577617129, 4.217117e-03,9.497329e-01,0.988174512,Not_significant,5.397338e+01,5.264066e+01,6.600513e+01,6.030616e+01,5.686483e+01,5.826749e+01,6.145974e+01,5.412655e+01
271,AGIS_Os01g002710, 8.267602e-01, 0.4769697401, 1.000422e+00,3.449933e-01,0.768464095,Not_significant,4.069422e-01,1.672973e+00,1.626887e-01,1.796778e+00,4.694723e-01,2.097136e+00,2.940767e+00,1.300882e+00
272,AGIS_Os01g002720, 9.015767e-01, 4.1128375816, 2.527845e+00,1.557129e-01,0.654069039,Not_significant,3.962332e+00,1.606716e+01,3.555910e+00,2.660943e+01,5.002814e+00,2.224609e+01,3.663420e+01,2.404161e+01
276,AGIS_Os01g002760,-1.957819e-01, 1.7880107901, 4.025728e-01,5.425607e-01,0.859770531,Not_significant,5.033232e+00,2.964971e+00,4.160182e+00,2.253103e+00,5.310906e+00,3.001783e+00,2.826783e+00,1.794887e+00
278,AGIS_Os01g002780,-3.535940e-01, 3.2849731716, 2.766457e+00,1.328234e-01,0.635550742,Not_significant,1.366469e+01,1.311876e+01,9.250015e+00,7.828820e+00,1.065115e+01,8.388545e+00,7.044162e+00,7.739422e+00
279,AGIS_Os01g002790, 1.438187e+00,-1.0557515817, 1.223140e+00,2.992429e-01,0.744929397,Not_significant,2.141801e-02,4.306662e-01,5.113073e-01,1.711217e-01,8.509186e-01,5.345641e-01,3.647463e-01,6.586742e-01
280,AGIS_Os01g002800,-3.671157e-01, 6.6766307760, 6.018764e+00,3.820856e-02,0.538511516,Not_significant,1.627769e+02,9.782748e+01,1.049342e+02,9.704029e+01,1.143605e+02,8.530410e+01,6.971213e+01,8.613812e+01
282,AGIS_Os01g002820,-4.349905e-01, 2.7854489016, 2.785435e+00,1.316706e-01,0.633897996,Not_significant,1.338626e+01,7.619479e+00,6.275136e+00,4.891230e+00,7.599583e+00,4.440994e+00,6.086703e+00,4.577786e+00
283,AGIS_Os01g002830,-4.318458e-01, 3.6358412546, 2.449883e+00,1.541681e-01,0.653400807,Not_significant,2.019718e+01,1.472547e+01,1.301510e+01,8.613128e+00,1.528719e+01,1.017728e+01,5.562380e+00,1.157620e+01
286,AGIS_Os01g002860,-5.981963e-01, 1.1378741421, 1.339077e+00,2.788669e-01,0.733890351,Not_significant,3.983750e+00,1.689537e+00,1.347992e+00,2.039201e+00,5.340248e+00,4.112032e-01,1.504578e+00,9.715445e-01
290,AGIS_Os01g002900,-4.819251e-01, 4.9630170705, 7.285983e+00,2.581462e-02,0.509849145,Not_significant,4.234340e+01,3.233309e+01,3.874315e+01,3.053097e+01,3.796857e+01,2.226665e+01,2.012943e+01,2.491435e+01
291,AGIS_Os01g002910,-1.721536e-01, 7.9481609446, 1.313382e+00,2.832069e-01,0.735808345,Not_significant,4.657132e+02,1.856171e+02,2.301580e+02,1.866083e+02,3.318729e+02,1.684494e+02,2.186198e+02,1.883973e+02
292,AGIS_Os01g002920, 1.069816e-01, 1.9014259484, 6.199467e-02,8.093177e-01,0.949321451,Not_significant,2.334563e+00,3.561278e+00,3.858046e+00,3.835979e+00,6.719322e+00,2.467219e+00,4.468142e+00,2.338293e+00
294,AGIS_Os01g002940, 9.106162e-03, 3.9817898338, 4.100969e-04,9.843887e-01,0.997277442,Not_significant,5.311666e+00,2.153331e+01,2.052202e+01,1.180740e+01,1.163411e+01,1.858638e+01,3.305513e+01,3.688576e+00
296,AGIS_Os01g002960, 7.556487e-01,-1.3926542720, 2.114538e-01,6.572343e-01,0.902073850,Not_significant,2.570161e-01,2.981535e-01,8.831672e-01,0.000000e+00,5.868404e-01,3.700829e-01,1.367798e-01,2.470028e-01
298,AGIS_Os01g002980,-1.738913e-01, 2.6387087799, 4.967487e-01,4.998994e-01,0.840971242,Not_significant,8.502949e+00,5.598661e+00,6.368101e+00,5.547197e+00,8.597212e+00,4.420434e+00,4.696108e+00,5.796333e+00
299,AGIS_Os01g002990, 1.187338e-01, 1.8783421781, 1.403797e-01,7.171352e-01,0.921447937,Not_significant,2.548743e+00,4.654508e+00,3.091085e+00,3.750418e+00,3.653081e+00,4.276513e+00,4.262972e+00,2.881700e+00
300,AGIS_Os01g003000,-3.069319e-01, 6.3621489003, 3.952542e+00,8.011417e-02,0.592624127,Not_significant,1.360044e+02,6.966854e+01,7.288454e+01,8.079799e+01,1.183070e+02,5.201720e+01,4.869362e+01,7.941964e+01
301,AGIS_Os01g003010, 5.184236e-01,-0.0197104353, 4.987630e-01,4.990556e-01,0.840601696,Not_significant,4.283602e-01,7.453838e-01,8.366847e-01,9.696899e-01,1.584469e+00,8.429665e-01,1.732545e+00,4.610719e-01
304,AGIS_Os01g003040, 2.510268e-01, 1.5694885999, 4.064604e-01,5.406625e-01,0.859224563,Not_significant,1.177990e+00,4.074765e+00,1.464198e+00,4.648808e+00,1.789863e+00,2.693381e+00,3.145936e+00,4.429584e+00
305,AGIS_Os01g003050,-6.105445e-01, 1.5526178724, 3.018115e+00,1.185434e-01,0.624593100,Not_significant,3.833824e+00,3.114048e+00,4.741214e+00,2.196062e+00,3.036899e+00,2.919543e+00,2.188478e+00,1.169147e+00
307,AGIS_Os01g003070,-2.355335e-02, 5.5347585361, 2.729993e-02,8.726511e-01,0.967475868,Not_significant,5.785004e+01,3.871027e+01,4.994543e+01,4.068420e+01,5.217011e+01,4.122312e+01,5.152041e+01,3.848304e+01
308,AGIS_Os01g003080,-6.824710e-02, 3.0351585764, 1.019033e-01,7.573088e-01,0.934606330,Not_significant,6.061296e+00,7.371018e+00,1.052828e+01,9.611338e+00,6.015114e+00,7.668939e+00,9.460606e+00,8.579232e+00
309,AGIS_Os01g003090,-6.487504e-01,-1.0586417523, 2.977471e-01,5.994071e-01,0.880104759,Not_significant,2.141801e-01,4.472303e-01,2.324124e-01,7.985682e-01,2.053941e-01,1.398091e+00,4.559328e-02,1.976023e-01
311,AGIS_Os01g003110,-8.426979e-01, 1.7056831393, 6.217180e+00,3.583789e-02,0.533067171,Not_significant,5.590100e+00,3.693791e+00,3.997494e+00,3.308354e+00,2.376704e+00,2.878422e+00,1.664155e+00,2.305360e+00
312,AGIS_Os01g003120, 1.980647e+00, 0.3700453389, 6.720354e+00,3.060424e-02,0.522194202,UP,4.283602e-02,7.950761e-01,8.366847e-01,7.700479e-01,1.511114e+00,1.439211e+00,2.279664e+00,2.371227e+00
313,AGIS_Os01g003130,-1.585255e-01, 4.8124137094, 6.613099e-01,4.384144e-01,0.814694122,Not_significant,2.992096e+01,2.564120e+01,3.695358e+01,2.621015e+01,2.721472e+01,2.672821e+01,2.174800e+01,3.008494e+01
315,AGIS_Os01g003150,-2.857333e-02, 4.1112552547, 1.889648e-02,8.938838e-01,0.973399174,Not_significant,2.574445e+01,1.822049e+01,1.413068e+01,1.257745e+01,1.720909e+01,1.774342e+01,1.921757e+01,1.314055e+01
316,AGIS_Os01g003160,-1.305854e+00,-0.9852606316, 1.289477e+00,2.873319e-01,0.738121157,Not_significant,7.067943e-01,4.637944e-01,3.253774e-01,1.112291e+00,8.802606e-02,4.112032e-01,4.559328e-01,1.811354e-01
317,AGIS_Os01g003170,-3.959431e-01, 4.7931515128, 3.407499e+00,1.001409e-01,0.610245121,Not_significant,4.208639e+01,2.385228e+01,3.258422e+01,2.621015e+01,3.537180e+01,2.520675e+01,1.486341e+01,2.134104e+01
321,AGIS_Os01g003210,-1.112005e-01,-0.1823999242, 1.624016e-02,9.015761e-01,0.974735735,Not_significant,1.841949e+00,1.987690e-01,1.069097e+00,7.700479e-01,4.988143e-01,7.812860e-01,6.383059e-01,9.880113e-01
322,AGIS_Os01g003220,-2.696704e-01, 2.9919502007, 1.006048e+00,3.437129e-01,0.767380525,Not_significant,1.497119e+01,7.321325e+00,7.344233e+00,4.848450e+00,1.054846e+01,9.930557e+00,4.217379e+00,4.182581e+00
324,AGIS_Os01g003240,-4.795012e-01, 5.1353661986, 7.840553e+00,2.199654e-02,0.497536929,Not_significant,5.590100e+01,3.433735e+01,3.660496e+01,3.550776e+01,4.125488e+01,2.327410e+01,2.044859e+01,3.355945e+01
326,AGIS_Os01g003260,-6.417018e-01,-0.7949203702, 5.281974e-01,4.870138e-01,0.835178451,Not_significant,1.285081e+00,2.981535e-01,3.253774e-01,7.985682e-01,6.161824e-01,1.644813e-01,4.331362e-01,3.952045e-01
328,AGIS_Os01g003280, 2.353249e-01, 1.3383177422, 1.587192e-01,7.002187e-01,0.916004876,Not_significant,1.627769e+00,1.192614e+00,3.207291e+00,2.538306e+00,5.985772e+00,2.467219e+00,1.481782e+00,1.416150e+00
329,AGIS_Os01g003290, 5.635647e-02, 4.5448687930, 9.993416e-02,7.595787e-01,0.934750839,Not_significant,1.979024e+01,2.784423e+01,1.984802e+01,2.361480e+01,1.706238e+01,2.438435e+01,2.683165e+01,2.707151e+01
330,AGIS_Os01g003300,-4.241593e-01, 4.3814169705, 3.067891e+00,1.159591e-01,0.623375028,Not_significant,3.975182e+01,1.585183e+01,2.651826e+01,1.458813e+01,2.742012e+01,1.552292e+01,1.119315e+01,1.561058e+01
332,AGIS_Os01g003320,-9.825075e-02, 3.8874232236, 2.256424e-01,6.468130e-01,0.898830091,Not_significant,2.660117e+01,9.723118e+00,1.092338e+01,1.562912e+01,1.803067e+01,1.256226e+01,1.071442e+01,1.391449e+01
333,AGIS_Os01g003330, 2.517088e-01,-0.3662166107, 1.266550e-01,7.306500e-01,0.924371951,Not_significant,4.283602e-01,6.128711e-01,8.831672e-01,7.700479e-01,7.042085e-01,7.401657e-01,1.231019e+00,5.598731e-01
335,AGIS_Os01g003350, 3.327581e-01,-1.0790027762, 3.993155e-02,8.463412e-01,0.962024128,Not_significant,5.568682e-01,3.644099e-01,0.000000e+00,7.415276e-01,9.682866e-01,3.084024e-01,4.559328e-01,6.586742e-02
336,AGIS_Os01g003360,-3.544211e+00,-1.1713505975, 4.718308e+00,5.984020e-02,0.562198565,Not_significant,5.568682e-01,2.981535e-01,1.417716e+00,5.133652e-01,0.000000e+00,1.233610e-01,4.103395e-01,0.000000e+00
337,AGIS_Os01g003370,-8.004532e-01,-0.3637767791, 9.040567e-01,3.681029e-01,0.781261864,Not_significant,1.520679e+00,3.312817e-01,6.972373e-01,1.240633e+00,2.053941e-01,2.878422e-01,7.294925e-01,9.221439e-01
344,AGIS_Os01g003440, 9.963786e-01,-0.3544243072, 6.417540e-01,4.450213e-01,0.818220320,Not_significant,4.283602e-02,1.507332e+00,4.648249e-01,4.278044e-01,1.349733e+00,3.289625e-01,1.162629e+00,6.586742e-01
345,AGIS_Os01g003450,-4.921264e-01, 4.1029362578, 5.134635e+00,5.153204e-02,0.559493765,Not_significant,3.298373e+01,1.545429e+01,1.552515e+01,1.798204e+01,1.442160e+01,1.309682e+01,1.313087e+01,1.458963e+01
346,AGIS_Os01g003460,-2.293475e+00, 0.2824240710, 1.377904e+01,5.395079e-03,0.339113335,DOWN,1.028064e+00,1.722665e+00,1.952264e+00,2.994631e+00,1.173681e-01,6.579251e-01,5.927127e-01,3.622708e-01
347,AGIS_Os01g003470, 5.588796e-01,-0.4887540385, 3.941258e-01,5.467307e-01,0.860602863,Not_significant,1.242244e+00,1.822049e-01,3.021362e-01,6.559667e-01,1.026971e+00,1.028008e+00,5.471194e-01,4.281382e-01
349,AGIS_Os01g003490,-7.740815e-02, 1.1488467355, 2.795496e-02,8.711480e-01,0.967475868,Not_significant,2.998521e+00,1.341691e+00,1.719852e+00,2.538306e+00,4.049199e+00,1.521452e+00,2.348054e+00,9.221439e-01
350,AGIS_Os01g003500,-1.574743e-01, 5.1402098143, 8.056689e-01,3.942643e-01,0.794031029,Not_significant,3.225552e+01,2.706571e+01,4.694731e+01,4.078402e+01,3.543049e+01,2.278066e+01,4.969668e+01,2.689037e+01
351,AGIS_Os01g003510,-8.397880e-01, 0.0756650448, 5.501952e-01,4.783503e-01,0.831007280,Not_significant,8.567203e-02,1.474204e+00,1.812817e+00,2.024941e+00,1.026971e+00,8.840868e-01,2.279664e-01,5.763399e-01
352,AGIS_Os01g003520,-1.037570e-01, 7.6105008255, 3.734332e-01,5.572205e-01,0.863816717,Not_significant,2.916490e+02,1.902385e+02,1.688941e+02,1.655746e+02,2.178058e+02,1.499041e+02,1.736192e+02,2.054570e+02
353,AGIS_Os01g003530, 4.610011e-01,-1.3206667200, 1.468793e-01,7.122412e-01,0.919967753,Not_significant,0.000000e+00,3.644099e-01,3.253774e-01,4.848450e-01,0.000000e+00,3.289625e-01,5.471194e-01,8.562765e-01
354,AGIS_Os01g003540, 8.090060e-01, 1.3271197497, 4.704269e+00,6.014892e-02,0.562198565,Not_significant,3.127029e+00,1.772357e+00,1.347992e+00,1.169332e+00,3.902489e+00,2.590580e+00,3.556276e+00,2.321827e+00
356,AGIS_Os01g003560, 9.043964e-02, 0.4902676095, 1.498793e-02,9.054248e-01,0.975689786,Not_significant,6.425403e-01,1.822049e+00,1.975506e+00,7.985682e-01,2.552756e+00,9.046470e-01,6.838992e-01,1.547884e+00
358,AGIS_Os01g003580,-5.300030e-01, 3.4750968078, 7.714277e+00,2.280017e-02,0.502232006,Not_significant,2.028285e+01,8.911478e+00,1.189952e+01,1.095179e+01,1.518450e+01,5.921326e+00,7.978824e+00,7.541820e+00
359,AGIS_Os01g003590,-3.340734e-01, 2.0542024446, 9.594964e-01,3.545293e-01,0.773216636,Not_significant,4.155094e+00,3.942252e+00,4.764455e+00,5.019571e+00,1.936573e+00,5.304521e+00,4.468142e+00,3.359238e+00
360,AGIS_Os01g003600,-2.502919e-01, 6.7727286402, 3.053778e+00,1.166844e-01,0.623375028,Not_significant,1.566513e+02,9.381898e+01,1.258048e+02,9.872299e+01,1.367632e+02,9.001237e+01,9.330665e+01,7.938671e+01
362,AGIS_Os01g003620, 1.008031e+00,-1.0325419035, 6.042721e-01,4.581663e-01,0.823843458,Not_significant,1.199408e+00,4.306662e-01,0.000000e+00,1.283413e-01,7.482215e-01,5.345641e-01,3.191530e-01,2.634697e-01
369,AGIS_Os01g003690,-1.020909e-01, 2.0776472355, 6.712172e-02,8.017764e-01,0.948081262,Not_significant,6.425403e+00,3.445330e+00,3.718599e+00,3.251313e+00,2.919531e+00,2.734501e+00,7.705265e+00,3.309838e+00
370,AGIS_Os01g003700, 1.559910e-01, 5.9777789822, 8.855305e-01,3.728179e-01,0.783066228,Not_significant,3.536113e+01,7.084459e+01,7.014207e+01,6.578205e+01,5.382793e+01,7.196056e+01,6.481085e+01,7.115328e+01
372,AGIS_Os01g003720,-3.769099e-01,-0.2838452636, 1.082913e-01,7.501085e-01,0.931550344,Not_significant,1.713441e-01,1.358255e+00,1.859299e-01,1.397494e+00,0.000000e+00,1.028008e+00,1.048645e+00,1.070346e+00
374,AGIS_Os01g003740, 8.509076e-01,-0.6185800925, 2.997034e-01,5.982306e-01,0.879656709,Not_significant,0.000000e+00,1.822049e-01,9.296497e-01,1.269153e+00,9.389446e-01,5.756844e-01,6.611026e-01,3.458040e-01
375,AGIS_Os01g003750, 1.561865e+00, 1.6258131026, 8.416096e+00,1.875198e-02,0.474896022,UP,2.570161e-01,2.832458e+00,1.394475e+00,2.937590e+00,3.212951e+00,5.427882e+00,4.308565e+00,4.017913e+00
376,AGIS_Os01g003760,-3.868472e-03, 3.6546181211, 3.815739e-04,9.848687e-01,0.997277442,Not_significant,1.317208e+01,1.217460e+01,1.129524e+01,1.321916e+01,1.493509e+01,9.293192e+00,1.130713e+01,1.505071e+01
377,AGIS_Os01g003770, 7.822139e-02, 2.2043625772, 8.745784e-02,7.745736e-01,0.939679680,Not_significant,5.504428e+00,3.842868e+00,3.788323e+00,4.720108e+00,5.296234e+00,4.173712e+00,4.308565e+00,4.940057e+00
378,AGIS_Os01g003780,-3.216106e-01, 2.4388616466, 1.064929e+00,3.307299e-01,0.760097514,Not_significant,5.375920e+00,5.797430e+00,4.717972e+00,7.928641e+00,5.971101e+00,6.044687e+00,3.761446e+00,3.474506e+00
379,AGIS_Os01g003790,-1.479483e-01, 4.6644183955, 3.862310e-01,5.506859e-01,0.862183793,Not_significant,2.439511e+01,1.928059e+01,3.658172e+01,2.603903e+01,3.309780e+01,2.401427e+01,2.272825e+01,1.645039e+01
380,AGIS_Os01g003800,-2.955983e-01, 5.5287658829, 3.694246e+00,8.889288e-02,0.600890412,Not_significant,5.943497e+01,5.076892e+01,4.796992e+01,4.489094e+01,4.603763e+01,4.391650e+01,3.253081e+01,4.348896e+01
381,AGIS_Os01g003810,-8.421288e-02, 5.8692753322, 2.316628e-01,6.425143e-01,0.897277903,Not_significant,8.622890e+01,5.597004e+01,5.257169e+01,4.567525e+01,7.722819e+01,4.301185e+01,4.463582e+01,6.203064e+01
385,AGIS_Os01g003850,-6.215950e-02, 2.3047022883, 5.373561e-02,8.222030e-01,0.953516407,Not_significant,4.669126e+00,4.869841e+00,4.764455e+00,5.704058e+00,4.283935e+00,4.872758e+00,5.676364e+00,4.396650e+00
387,AGIS_Os01g003870, 8.590261e-02, 3.8089317196, 1.646485e-01,6.949961e-01,0.914407596,Not_significant,1.145863e+01,1.197583e+01,1.994099e+01,1.165054e+01,1.525785e+01,1.465939e+01,1.427070e+01,1.263008e+01
391,AGIS_Os01g003910,-1.086694e+00,-1.5490688147, 1.910564e-01,6.729977e-01,0.907587359,Not_significant,0.000000e+00,3.975380e-01,6.042723e-01,3.137232e-01,6.748664e-01,4.112032e-02,0.000000e+00,3.787377e-01
