,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mockLP_1,CPM.pho2mockLP_2,CPM.pho2mockLP_3,CPM.pho2mockLP_4,CPM.pho2mockHP_1,CPM.pho2mockHP_2,CPM.pho2mockHP_3,CPM.pho2mockHP_4
197,AGIS_Os01g001970,-3.259651e-01, 1.1026423377, 1.237402e-01,7.368363e-01,0.9999110,Not_significant,1.278875e-01,3.303520e+00,4.137043e+00,2.954136e+00,1.240212e+00,2.821622e+00,8.997839e-01,1.362266e+00
198,AGIS_Os01g001980,-3.728080e-01, 3.0229830995, 2.505470e+00,1.633428e-01,0.9999110,Not_significant,8.568459e+00,1.143799e+01,8.480002e+00,7.917888e+00,6.527430e+00,6.815302e+00,9.284133e+00,5.673000e+00
199,AGIS_Os01g001990,-1.829319e-01, 0.8970101288, 2.202808e-01,6.550063e-01,0.9999110,Not_significant,1.641222e+00,1.385347e+00,1.628610e+00,3.235482e+00,1.218454e+00,2.083659e+00,1.595071e+00,1.791474e+00
200,AGIS_Os01g002000, 1.917402e-01, 2.1449335975, 5.067823e-01,5.026363e-01,0.9999110,Not_significant,4.348173e+00,4.582301e+00,3.051303e+00,4.380963e+00,3.546570e+00,4.992100e+00,4.580718e+00,5.579694e+00
201,AGIS_Os01g002010,-3.217427e-02, 4.2525652182, 3.400356e-02,8.596306e-01,0.9999110,Not_significant,1.798950e+01,2.017633e+01,2.006747e+01,1.866933e+01,2.006097e+01,1.873123e+01,1.697320e+01,1.950094e+01
202,AGIS_Os01g002020, 7.342501e-02, 6.2995802642, 7.481990e-02,7.934627e-01,0.9999110,Not_significant,4.972690e+01,8.963905e+01,8.704638e+01,8.153013e+01,8.513945e+01,9.248408e+01,5.531626e+01,8.895786e+01
203,AGIS_Os01g002030,-4.905085e-01, 1.5495441441, 5.039791e-01,5.039566e-01,0.9999110,Not_significant,3.389017e+00,2.006977e+00,3.070023e+00,3.496732e+00,3.698877e-01,1.606154e+00,4.355772e+00,4.795924e+00
204,AGIS_Os01g002040, 1.290832e-01, 4.3971028719, 5.989376e-01,4.676843e-01,0.9999110,Not_significant,2.289185e+01,1.864890e+01,2.094729e+01,1.756405e+01,2.806795e+01,2.055443e+01,2.120627e+01,1.836260e+01
205,AGIS_Os01g002050,-1.625016e-01, 3.6783987204, 8.523707e-01,3.906695e-01,0.9999110,Not_significant,1.562358e+01,1.225499e+01,1.295400e+01,1.316299e+01,1.307662e+01,1.156865e+01,1.139045e+01,1.207379e+01
206,AGIS_Os01g002060, 1.040219e-01, 4.6503663804, 1.708548e-01,6.934799e-01,0.9999110,Not_significant,1.911917e+01,2.601966e+01,2.733069e+01,2.343212e+01,3.583559e+01,2.528607e+01,2.143122e+01,2.213216e+01
207,AGIS_Os01g002070,-6.612628e-01, 1.9845635994, 1.263952e+00,3.031550e-01,0.9999110,Not_significant,3.026670e+00,5.168410e+00,4.062164e+00,3.335963e+00,1.066147e+00,1.671268e+00,1.104280e+01,1.959424e+00
208,AGIS_Os01g002080,-9.171110e-02, 3.8268686673, 1.307793e-01,7.298122e-01,0.9999110,Not_significant,1.304452e+01,1.399556e+01,1.458261e+01,1.503193e+01,1.040037e+01,1.198104e+01,2.347618e+01,1.069286e+01
209,AGIS_Os01g002090, 6.116672e-02, 3.4924559016, 9.822433e-02,7.643299e-01,0.9999110,Not_significant,1.065729e+01,8.169995e+00,1.138155e+01,1.390654e+01,1.085729e+01,1.052682e+01,1.020437e+01,1.401455e+01
227,AGIS_Os01g002270, 2.574550e+00, 3.2649127982, 4.805300e+01,4.139722e-04,0.4792419,Not_significant,2.365918e+00,1.705042e+00,3.706491e+00,1.989520e+00,3.313759e+01,9.072600e+00,1.703454e+01,7.595101e+00
228,AGIS_Os01g002280, 9.125992e-01, 7.1729108228, 1.018977e+01,1.834163e-02,0.9999110,Not_significant,1.320225e+02,8.551853e+01,6.400249e+01,1.113126e+02,3.117936e+02,1.460298e+02,1.829833e+02,1.204206e+02
229,AGIS_Os01g002290, 1.179357e+00, 6.3329149584, 6.109662e+00,4.765629e-02,0.9999110,Not_significant,6.916580e+01,4.031715e+01,2.162120e+01,7.409455e+01,1.176461e+02,1.625037e+02,1.008167e+02,5.842816e+01
230,AGIS_Os01g002300, 3.420608e+00,-1.4212043999, 3.903242e+00,9.477094e-02,0.9999110,Not_significant,0.000000e+00,3.552172e-02,4.492716e-01,0.000000e+00,1.305486e+00,4.558005e-01,3.680934e-01,7.464473e-02
232,AGIS_Os01g002320, 1.369147e+00, 4.1713335626, 3.343297e+01,1.100970e-03,0.6327449,Not_significant,1.336424e+01,9.395494e+00,1.430181e+01,2.773270e+00,2.909058e+01,3.891668e+01,2.926343e+01,6.736687e+00
241,AGIS_Os01g002410, 2.993698e-01, 3.7255960903, 1.839464e+00,2.228219e-01,0.9999110,Not_significant,1.487757e+01,1.056771e+01,9.640621e+00,1.233904e+01,1.307662e+01,1.215468e+01,1.593026e+01,1.692569e+01
242,AGIS_Os01g002420, 6.095100e-01, 1.3548048415, 1.786589e+00,2.289963e-01,0.9999110,Not_significant,6.394373e-01,2.806216e+00,2.134040e+00,2.934040e+00,2.828553e+00,3.168898e+00,2.249460e+00,3.377674e+00
243,AGIS_Os01g002430, 1.735462e-01, 4.8370833274, 4.326354e-01,5.346978e-01,0.9999110,Not_significant,3.557403e+01,2.303583e+01,2.229511e+01,2.622549e+01,2.297655e+01,2.480857e+01,3.689114e+01,3.653860e+01
244,AGIS_Os01g002440, 7.550687e-02, 4.8062038243, 1.189873e-01,7.417090e-01,0.9999110,Not_significant,1.809607e+01,2.770694e+01,3.174853e+01,3.225434e+01,2.817674e+01,2.791235e+01,2.406922e+01,3.353415e+01
245,AGIS_Os01g002450, 1.088357e-01, 2.5659677768, 7.100815e-02,7.986464e-01,0.9999110,Not_significant,8.504516e+00,5.239453e+00,2.396115e+00,6.651830e+00,4.634476e+00,3.711518e+00,5.276005e+00,1.063687e+01
248,AGIS_Os01g002480, 1.001249e-03,-0.3848990343, 1.905100e-07,9.996656e-01,0.9999465,Not_significant,1.023100e+00,8.702820e-01,4.305520e-01,4.823079e-01,6.527430e-01,1.237173e+00,8.588846e-01,2.612566e-01
253,AGIS_Os01g002530, 2.767138e-01, 5.6003772257, 1.777839e-01,6.877282e-01,0.9999110,Not_significant,8.470412e+01,2.026514e+01,2.620751e+01,5.116483e+01,1.597045e+01,4.668699e+01,4.965171e+01,9.315662e+01
254,AGIS_Os01g002540,-1.785740e-01, 5.1581439699, 6.668728e-02,8.047080e-01,0.9999110,Not_significant,7.178749e+01,2.516714e+01,3.171109e+01,2.200530e+01,1.057444e+01,2.252957e+01,4.190130e+01,5.965980e+01
255,AGIS_Os01g002550,-1.134924e+00, 6.7961642168, 6.864080e+00,3.895563e-02,0.9999110,Not_significant,2.388724e+02,1.146819e+02,8.423843e+01,1.650900e+02,5.095747e+01,3.223160e+01,8.433429e+01,1.183492e+02
256,AGIS_Os01g002560,-2.157024e-01, 3.4796117408, 7.262262e-01,4.262692e-01,0.9999110,Not_significant,6.181227e+00,1.275230e+01,1.428309e+01,1.553433e+01,8.115772e+00,1.189422e+01,1.130865e+01,8.845401e+00
257,AGIS_Os01g002570,-1.369163e+00,-0.7608666884, 1.057594e+00,3.427725e-01,0.9999110,Not_significant,2.344603e-01,7.814778e-01,9.547022e-01,1.024904e+00,3.046134e-01,7.379627e-01,0.000000e+00,3.545625e-01
259,AGIS_Os01g002590, 1.248876e-01, 7.0031841565, 1.284568e-01,7.321052e-01,0.9999110,Not_significant,1.937282e+02,1.352845e+02,5.567224e+01,1.262843e+02,1.323110e+02,1.289047e+02,1.417978e+02,1.119671e+02
260,AGIS_Os01g002600,-2.686774e-01, 3.4277436023, 1.425166e+00,2.765999e-01,0.9999110,Not_significant,9.442357e+00,1.392451e+01,1.181210e+01,1.111318e+01,7.789400e+00,1.052682e+01,1.402845e+01,7.128572e+00
261,AGIS_Os01g002610,-1.625217e-01, 2.0524450542, 1.263870e-01,7.341690e-01,0.9999110,Not_significant,3.005355e+00,5.008562e+00,4.979427e+00,3.858463e+00,4.786782e+00,4.558005e+00,1.513273e+00,5.150486e+00
262,AGIS_Os01g002620, 7.969099e-01, 2.5971237007, 7.640712e+00,3.208909e-02,0.9999110,Not_significant,5.520475e+00,3.925150e+00,4.548875e+00,2.773270e+00,1.244563e+01,3.950271e+00,9.877173e+00,5.057181e+00
263,AGIS_Os01g002630,-5.889539e-01, 2.9375774223, 2.635774e+00,1.547550e-01,0.9999110,Not_significant,7.651933e+00,6.305105e+00,1.136283e+01,1.028923e+01,2.458665e+00,8.399751e+00,7.239170e+00,7.259200e+00
264,AGIS_Os01g002640,-7.718950e-01, 5.3838601578, 7.444463e+00,3.366017e-02,0.9999110,Not_significant,3.906962e+01,5.035203e+01,6.965582e+01,4.646233e+01,1.547001e+01,5.063726e+01,2.895668e+01,3.310494e+01
265,AGIS_Os01g002650, 9.278358e-03, 2.3428431276, 1.585281e-03,9.695014e-01,0.9999110,Not_significant,5.030240e+00,5.772279e+00,2.864107e+00,6.531253e+00,4.590959e+00,5.230853e+00,3.394639e+00,6.848654e+00
266,AGIS_Os01g002660, 2.101762e-01, 5.7503757086, 1.469655e+00,2.699105e-01,0.9999110,Not_significant,4.482455e+01,5.223468e+01,5.028098e+01,5.220983e+01,5.907324e+01,5.220001e+01,5.891539e+01,6.059286e+01
271,AGIS_Os01g002710,-7.582793e-01, 1.0823357739, 1.516252e+00,2.635022e-01,0.9999110,Not_significant,1.278875e+00,2.326672e+00,4.118323e+00,2.672790e+00,1.327244e+00,2.582869e+00,5.316905e-01,1.772812e+00
272,AGIS_Os01g002720,-3.758029e-01, 4.6515570096, 4.995519e-01,5.057647e-01,0.9999110,Not_significant,1.031625e+01,3.294639e+01,4.488972e+01,2.827530e+01,2.478248e+01,2.956192e+01,1.067471e+01,1.929566e+01
276,AGIS_Os01g002760,-3.154849e-01, 1.6532079647, 5.257767e-01,4.952294e-01,0.9999110,Not_significant,5.733621e+00,2.788455e+00,2.639471e+00,2.853655e+00,1.718890e+00,2.756508e+00,3.537787e+00,2.817839e+00
278,AGIS_Os01g002780, 5.976337e-01, 2.2523033032, 1.003022e+00,3.546076e-01,0.9999110,Not_significant,8.504516e+00,2.504281e+00,4.773511e+00,1.266058e+00,3.067892e+00,5.491310e+00,7.157372e+00,5.038519e+00
279,AGIS_Os01g002790, 5.978565e-01,-1.5668854015, 3.435614e-01,5.786922e-01,0.9999110,Not_significant,2.344603e-01,1.420869e-01,7.487861e-02,6.028849e-01,1.740648e-01,3.689813e-01,4.907912e-01,2.985789e-01
280,AGIS_Os01g002800, 6.995087e-01, 5.8820241291, 1.277902e+01,1.123934e-02,0.9999110,Not_significant,6.515866e+01,3.676498e+01,4.159507e+01,3.514819e+01,1.039167e+02,4.566687e+01,7.204406e+01,7.119241e+01
282,AGIS_Os01g002820,-3.290962e-01, 3.0246116475, 1.922841e+00,2.137232e-01,0.9999110,Not_significant,1.101964e+01,1.088741e+01,7.076028e+00,7.415484e+00,7.245448e+00,6.706778e+00,7.300519e+00,7.128572e+00
283,AGIS_Os01g002830, 3.239768e-01, 3.3029538476, 5.402297e-01,4.895972e-01,0.9999110,Not_significant,8.760290e+00,1.007041e+01,3.987286e+00,1.195722e+01,7.441271e+00,6.880416e+00,1.509183e+01,1.444376e+01
286,AGIS_Os01g002860, 7.239027e-01, 0.6636137316, 2.130531e+00,1.938509e-01,0.9999110,Not_significant,1.321504e+00,8.880429e-01,9.921415e-01,1.185674e+00,2.893827e+00,1.801497e+00,2.576654e+00,7.091249e-01
290,AGIS_Os01g002900, 6.587585e-02, 4.4903714017, 1.021848e-01,7.598424e-01,0.9999110,Not_significant,3.173740e+01,1.903964e+01,2.014235e+01,1.678030e+01,2.713235e+01,1.664757e+01,2.973377e+01,1.828796e+01
291,AGIS_Os01g002910,-2.980053e-01, 7.3246238152, 1.822613e+00,2.245746e-01,0.9999110,Not_significant,2.324568e+02,1.559936e+02,1.680650e+02,1.535749e+02,1.333989e+02,1.413633e+02,1.690776e+02,1.281463e+02
292,AGIS_Os01g002920, 1.027332e-01, 1.6603801248, 1.177369e-01,7.429291e-01,0.9999110,Not_significant,3.218501e+00,2.859498e+00,2.770508e+00,3.034520e+00,3.459538e+00,2.539460e+00,4.458020e+00,2.631227e+00
294,AGIS_Os01g002940, 9.458185e-01, 5.0252723150, 1.821833e+01,5.068486e-03,0.8994159,Not_significant,3.685290e+01,1.287662e+01,1.662305e+01,2.505991e+01,6.372948e+01,3.338196e+01,3.819991e+01,3.349682e+01
298,AGIS_Os01g002980,-2.467471e-02, 1.9233333190, 5.182013e-03,9.449133e-01,0.9999110,Not_significant,5.072869e+00,3.640976e+00,4.642474e+00,2.029712e+00,4.743266e+00,2.865031e+00,3.149244e+00,3.881526e+00
299,AGIS_Os01g002990, 1.502061e-01, 1.5669212195, 1.531576e-01,7.088302e-01,0.9999110,Not_significant,2.856153e+00,3.587693e+00,2.040442e+00,2.471828e+00,2.415149e+00,2.452641e+00,4.682966e+00,2.873822e+00
300,AGIS_Os01g003000,-3.531319e-01, 5.7206670477, 2.208572e+00,1.869601e-01,0.9999110,Not_significant,8.775211e+01,4.862923e+01,4.666809e+01,5.612858e+01,4.201489e+01,4.015385e+01,4.372132e+01,5.648740e+01
301,AGIS_Os01g003010,-3.129296e-01,-0.3281238966, 1.406947e-01,7.202772e-01,0.9999110,Not_significant,1.769110e+00,3.552172e-01,1.179338e+00,2.612501e-01,2.175810e-01,6.511435e-01,1.308777e+00,3.172401e-01
304,AGIS_Os01g003040, 8.644161e-02, 2.0129413790, 9.457368e-02,7.685912e-01,0.9999110,Not_significant,3.047984e+00,3.836345e+00,3.088743e+00,5.687214e+00,3.872942e+00,3.125489e+00,4.437570e+00,4.870569e+00
305,AGIS_Os01g003050, 6.746514e-02, 1.5135268729, 1.519276e-02,9.058599e-01,0.9999110,Not_significant,4.753150e+00,2.415477e+00,1.235497e+00,2.733078e+00,1.414277e+00,2.300707e+00,2.535755e+00,5.131825e+00
307,AGIS_Os01g003070,-9.210660e-02, 6.0802537787, 2.481291e-01,6.357074e-01,0.9999110,Not_significant,6.170570e+01,6.704724e+01,7.092876e+01,7.795301e+01,5.424295e+01,5.849439e+01,8.427294e+01,6.632184e+01
308,AGIS_Os01g003080,-2.474963e-01, 3.1773202264, 1.320033e+00,2.933044e-01,0.9999110,Not_significant,7.097754e+00,9.910559e+00,9.902696e+00,1.251991e+01,7.593577e+00,7.965656e+00,8.752443e+00,8.304226e+00
309,AGIS_Os01g003090,-8.809583e-01,-1.1207385054, 1.448394e+00,2.730609e-01,0.9999110,Not_significant,3.836624e-01,4.084997e-01,5.990289e-01,6.631733e-01,2.175810e-01,8.681914e-02,4.498919e-01,5.411743e-01
311,AGIS_Os01g003110, 5.375345e-01, 1.3484659176, 2.467224e+00,1.661034e-01,0.9999110,Not_significant,3.175872e+00,1.633999e+00,1.085740e+00,2.532116e+00,2.654488e+00,3.016965e+00,1.983614e+00,3.974832e+00
312,AGIS_Os01g003120,-2.456788e-01, 0.2554308721, 2.789785e-01,6.158821e-01,0.9999110,Not_significant,6.394373e-01,1.296543e+00,9.921415e-01,2.110097e+00,9.573564e-01,1.302287e+00,4.907912e-01,1.436911e+00
313,AGIS_Os01g003130, 1.623956e-01, 4.9456623415, 4.316938e-01,5.351281e-01,0.9999110,Not_significant,3.830229e+01,2.573548e+01,2.349316e+01,2.903895e+01,2.558753e+01,2.923634e+01,3.727968e+01,3.754630e+01
315,AGIS_Os01g003150,-1.947595e-01, 4.7253105278, 4.458096e-01,5.287492e-01,0.9999110,Not_significant,3.060773e+01,3.077957e+01,2.218279e+01,2.512020e+01,4.334214e+01,1.428175e+01,1.826152e+01,2.672281e+01
316,AGIS_Os01g003160,-1.360166e-01, 0.0920466707, 8.432352e-02,7.810663e-01,0.9999110,Not_significant,1.257560e+00,8.525212e-01,7.113468e-01,1.406731e+00,9.573564e-01,1.454221e+00,4.907912e-01,1.082349e+00
317,AGIS_Os01g003170, 1.493595e-02, 5.0826869137, 2.071140e-03,9.651531e-01,0.9999110,Not_significant,3.719393e+01,2.644592e+01,3.006376e+01,3.687646e+01,1.653616e+01,3.049522e+01,4.621617e+01,4.695154e+01
321,AGIS_Os01g003210,-1.880981e+00,-1.1141471608, 1.894190e+00,2.170781e-01,0.9999110,Not_significant,2.984041e-01,4.262606e-01,6.926271e-01,9.445196e-01,1.305486e-01,6.945531e-01,0.000000e+00,1.866118e-01
322,AGIS_Os01g003220,-4.054368e-01, 3.4872451586, 6.313380e-01,4.566322e-01,0.9999110,Not_significant,1.892734e+01,7.992386e+00,8.723358e+00,1.183664e+01,6.375124e+00,6.185863e+00,2.331258e+01,6.046223e+00
324,AGIS_Os01g003240,-1.666356e-01, 4.4377879401, 3.242119e-01,5.894078e-01,0.9999110,Not_significant,3.570191e+01,1.745892e+01,1.926252e+01,1.800616e+01,2.104008e+01,1.187252e+01,3.296481e+01,1.675774e+01
326,AGIS_Os01g003260,-1.078495e+00,-0.8033871341, 4.745856e-01,5.161972e-01,0.9999110,Not_significant,1.896997e+00,2.308912e-01,2.246358e-01,7.234618e-01,2.175810e-02,5.426196e-01,4.907912e-01,1.492895e-01
328,AGIS_Os01g003280,-8.926038e-01, 1.3175027103, 1.558110e+00,2.576789e-01,0.9999110,Not_significant,3.069299e+00,2.770694e+00,2.377396e+00,2.552213e+00,3.916458e-01,1.497630e+00,5.725897e+00,1.231638e+00
329,AGIS_Os01g003290,-8.073597e-03, 4.4627152269, 1.376553e-03,9.715872e-01,0.9999110,Not_significant,2.255082e+01,2.125975e+01,2.572080e+01,1.844828e+01,2.776334e+01,2.142262e+01,1.695275e+01,2.196421e+01
330,AGIS_Os01g003300, 2.752039e-01, 3.6147910741, 8.508565e-01,3.913055e-01,0.9999110,Not_significant,1.777636e+01,8.702820e+00,7.880973e+00,1.095241e+01,1.159707e+01,1.172058e+01,1.586892e+01,1.319346e+01
332,AGIS_Os01g003320, 7.060809e-01, 3.4887720368, 8.860813e+00,2.418543e-02,0.9999110,Not_significant,9.143953e+00,9.431016e+00,7.281944e+00,7.877696e+00,1.718890e+01,1.004931e+01,1.543947e+01,1.308149e+01
333,AGIS_Os01g003330, 3.596036e-01,-0.8148572087, 7.465277e-02,7.936869e-01,0.9999110,Not_significant,0.000000e+00,8.347603e-01,5.054306e-01,7.636542e-01,6.527430e-01,5.426196e-01,2.862949e-01,6.344802e-01
335,AGIS_Os01g003350,-5.252520e-01,-1.3246557949, 3.314582e-01,5.852396e-01,0.9999110,Not_significant,5.115498e-01,7.814778e-01,4.118323e-01,8.038465e-02,4.134039e-01,3.038670e-01,1.226978e-01,2.425954e-01
336,AGIS_Os01g003360, 3.115061e-01,-0.6582948899, 6.053883e-02,8.137100e-01,0.9999110,Not_significant,4.262915e-02,6.926735e-01,9.734219e-01,4.622117e-01,1.000873e+00,1.041830e+00,1.635971e-01,3.732237e-01
337,AGIS_Os01g003370,-1.220534e+00,-0.2535536476, 1.989526e+00,2.072522e-01,0.9999110,Not_significant,1.896997e+00,1.030130e+00,3.556734e-01,1.205770e+00,2.393391e-01,6.294387e-01,7.770861e-01,2.612566e-01
344,AGIS_Os01g003440,-2.800851e-01,-0.0816649366, 1.534722e-01,7.085485e-01,0.9999110,Not_significant,8.525830e-01,8.347603e-01,1.160618e+00,8.239426e-01,1.283728e+00,1.432516e+00,2.044963e-01,6.531414e-01
345,AGIS_Os01g003450, 9.064224e-02, 4.5878002621, 1.476814e-01,7.137904e-01,0.9999110,Not_significant,3.039458e+01,2.060260e+01,2.287541e+01,1.796597e+01,2.830729e+01,1.443368e+01,3.312841e+01,2.435284e+01
346,AGIS_Os01g003460,-2.237198e-01, 0.5015342389, 1.991564e-01,6.707952e-01,0.9999110,Not_significant,9.804705e-01,1.491912e+00,6.739075e-01,2.692886e+00,7.180173e-01,2.713098e+00,6.952875e-01,1.045026e+00
347,AGIS_Os01g003470, 3.040945e-01,-0.5612410441, 1.914671e-01,6.766731e-01,0.9999110,Not_significant,5.115498e-01,4.084997e-01,3.182341e-01,1.105289e+00,3.916458e-01,6.728483e-01,1.063381e+00,6.344802e-01
349,AGIS_Os01g003490,-8.382219e-02, 4.3363652889, 6.307784e-02,8.099357e-01,0.9999110,Not_significant,2.781552e+01,1.824040e+01,2.218279e+01,8.460484e+00,4.967374e+01,1.000591e+01,1.419205e+01,1.073018e+01
350,AGIS_Os01g003500,-5.188273e-01, 6.8137923575, 6.452668e+00,4.313666e-02,0.9999110,Not_significant,1.278022e+02,1.156942e+02,1.497759e+02,1.337400e+02,1.070499e+02,8.391069e+01,1.119208e+02,6.979282e+01
351,AGIS_Os01g003510,-2.089226e-02, 0.5043677619, 1.008156e-03,9.756829e-01,0.9999110,Not_significant,1.811739e+00,1.047891e+00,1.403974e+00,9.847119e-01,3.481296e-01,1.931726e+00,2.290359e+00,1.212977e+00
352,AGIS_Os01g003520, 2.743412e-01, 7.1353015189, 1.521672e+00,2.624449e-01,0.9999110,Not_significant,1.501612e+02,1.054995e+02,1.169229e+02,1.328155e+02,1.304833e+02,1.183128e+02,1.703250e+02,1.998426e+02
353,AGIS_Os01g003530, 1.537068e-01, 0.1086593169, 1.250410e-01,7.354386e-01,0.9999110,Not_significant,7.886393e-01,9.768472e-01,1.179338e+00,9.847119e-01,1.174937e+00,9.116009e-01,9.815824e-01,1.306283e+00
354,AGIS_Os01g003540, 2.145075e-01, 1.5910670491, 1.689650e-01,6.950727e-01,0.9999110,Not_significant,4.944981e+00,3.108150e+00,1.310376e+00,1.828751e+00,2.632730e+00,3.060375e+00,5.132858e+00,1.772812e+00
356,AGIS_Os01g003560,-4.947008e-01, 0.1769902456, 1.306431e+00,2.955810e-01,0.9999110,Not_significant,2.259345e+00,1.367586e+00,8.985433e-01,7.234618e-01,1.022631e+00,1.128649e+00,6.952875e-01,6.344802e-01
358,AGIS_Os01g003580, 2.173713e-01, 3.4649860299, 9.270924e-01,3.719960e-01,0.9999110,Not_significant,1.229851e+01,8.596255e+00,6.533158e+00,1.350462e+01,1.224981e+01,8.009065e+00,1.104280e+01,1.578736e+01
359,AGIS_Os01g003590,-3.639743e-01, 2.5326911115, 1.829048e+00,2.239055e-01,0.9999110,Not_significant,6.032025e+00,6.518235e+00,5.709494e+00,6.973368e+00,4.765024e+00,4.449481e+00,3.251492e+00,8.266904e+00
360,AGIS_Os01g003600, 3.454123e-01, 6.3062029186, 1.414323e+00,2.785274e-01,0.9999110,Not_significant,9.770601e+01,7.612304e+01,4.951348e+01,5.825877e+01,7.519600e+01,8.347660e+01,1.135364e+02,7.893680e+01
369,AGIS_Os01g003690, 1.196046e+00, 2.6778406656, 4.864079e+00,6.880640e-02,0.9999110,Not_significant,3.495590e+00,2.823976e+00,6.364682e+00,1.085193e+00,2.354227e+01,3.385946e+00,6.257588e+00,3.937510e+00
370,AGIS_Os01g003700, 1.867490e-01, 5.8572175968, 1.199298e+00,3.144898e-01,0.9999110,Not_significant,5.407508e+01,4.875356e+01,5.325741e+01,6.077079e+01,6.647100e+01,5.565107e+01,6.345521e+01,6.100341e+01
372,AGIS_Os01g003720, 9.824584e-01,-1.2977532309, 4.192279e-01,5.408901e-01,0.9999110,Not_significant,8.525830e-02,3.196954e-01,1.123179e-01,1.406731e-01,1.392518e+00,4.123909e-01,0.000000e+00,4.851908e-01
374,AGIS_Os01g003740, 2.083909e-02, 1.2278718601, 1.951350e-03,9.661751e-01,0.9999110,Not_significant,1.193616e+00,2.966063e+00,2.714349e+00,1.909135e+00,2.349875e+00,3.082079e+00,3.476438e+00,7.277861e-01
375,AGIS_Os01g003750,-1.528395e-01, 1.1630254579, 9.490605e-02,7.682708e-01,0.9999110,Not_significant,1.705166e+00,2.060260e+00,2.901546e+00,2.190482e+00,2.545698e+00,3.733223e+00,1.063381e+00,1.399589e+00
376,AGIS_Os01g003760,-1.775545e-01, 3.4641687743, 9.011377e-01,3.782765e-01,0.9999110,Not_significant,9.250526e+00,1.134919e+01,1.314120e+01,1.300222e+01,9.268951e+00,8.942371e+00,1.175854e+01,1.125269e+01
377,AGIS_Os01g003770,-3.531934e-01, 2.0822160851, 1.762359e+00,2.314853e-01,0.9999110,Not_significant,2.728266e+00,4.671106e+00,6.196205e+00,5.265194e+00,2.328117e+00,4.861872e+00,4.253524e+00,3.247046e+00
378,AGIS_Os01g003780, 5.618723e-01, 1.9497384316, 2.099418e+00,1.966991e-01,0.9999110,Not_significant,4.262915e+00,3.587693e+00,2.003003e+00,2.552213e+00,3.611845e+00,4.167319e+00,6.523433e+00,3.881526e+00
379,AGIS_Os01g003790,-7.029771e-01, 8.0055819857, 5.493257e+00,5.681888e-02,0.9999110,Not_significant,3.606639e+02,2.994658e+02,3.281742e+02,2.673392e+02,1.137078e+02,2.146603e+02,2.739637e+02,1.976406e+02
380,AGIS_Os01g003800, 3.555609e-01, 5.1804429363, 2.329093e+00,1.769838e-01,0.9999110,Not_significant,4.913010e+01,2.474088e+01,2.976425e+01,2.540155e+01,4.047007e+01,2.951851e+01,4.779079e+01,4.297670e+01
381,AGIS_Os01g003810,-1.572212e-03, 4.9213587340, 1.381632e-05,9.971527e-01,0.9999110,Not_significant,4.708390e+01,2.014081e+01,2.476610e+01,2.747145e+01,1.544825e+01,2.035909e+01,4.159455e+01,4.523471e+01
385,AGIS_Os01g003850, 1.407845e-02, 2.2145517942, 2.391082e-03,9.625514e-01,0.9999110,Not_significant,3.559534e+00,4.511258e+00,5.129185e+00,5.064233e+00,5.026121e+00,5.078919e+00,3.271941e+00,5.169148e+00
387,AGIS_Os01g003870, 1.846971e-01, 3.8819931307, 5.947510e-01,4.693739e-01,0.9999110,Not_significant,1.645485e+01,1.465271e+01,1.068892e+01,1.332376e+01,1.185817e+01,1.647393e+01,1.672780e+01,1.744821e+01
392,AGIS_Os01g003920,-2.343500e-01, 3.0669701482, 4.747542e-01,5.161254e-01,0.9999110,Not_significant,1.159513e+01,8.400886e+00,7.880973e+00,7.536061e+00,4.852057e+00,8.139294e+00,1.208573e+01,6.232835e+00
393,AGIS_Os01g003930, 1.383844e-01, 6.0122667319, 1.611250e-01,7.017962e-01,0.9999110,Not_significant,1.060613e+02,5.040532e+01,4.852134e+01,4.374934e+01,5.822468e+01,4.518936e+01,1.022686e+02,6.163789e+01
394,AGIS_Os01g003940, 1.070893e-01, 4.3843049925, 2.609022e-01,6.273981e-01,0.9999110,Not_significant,2.067514e+01,1.996320e+01,1.770879e+01,2.138232e+01,2.245436e+01,1.705996e+01,2.748431e+01,2.002345e+01
