,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mockLP_1,CPM.pho2mockLP_2,CPM.pho2mockLP_3,CPM.pho2mockLP_4,CPM.pho2mockHP_1,CPM.pho2mockHP_2,CPM.pho2mockHP_3,CPM.pho2mockHP_4
40428,AGIS_Os08g036210, 1.608626e-01, 3.4721361473, 5.969799e-01,4.683804e-01,0.9999110,Not_significant,1.168039e+01,9.111320e+00,9.565742e+00,1.125385e+01,9.682355e+00,1.061364e+01,1.169719e+01,1.485430e+01
40429,AGIS_Os08g036220, 3.497842e-01, 2.7667754421, 2.164440e+00,1.904721e-01,0.9999110,Not_significant,4.582634e+00,5.505866e+00,7.076028e+00,6.571445e+00,7.854674e+00,5.339377e+00,8.854691e+00,8.341549e+00
40430,AGIS_Os08g036230,-6.652169e-01,-1.4056945080, 4.897721e-01,5.096650e-01,0.9999110,Not_significant,2.984041e-01,4.084997e-01,2.246358e-01,5.225002e-01,6.527430e-01,3.906861e-01,4.089927e-02,1.679506e-01
40431,AGIS_Os08g036240,-3.622714e-01, 5.8528013665, 2.086877e+00,1.978641e-01,0.9999110,Not_significant,8.967042e+01,4.823849e+01,4.543259e+01,8.106792e+01,4.338565e+01,4.553664e+01,5.106273e+01,5.762573e+01
40432,AGIS_Os08g036250,-5.125226e-01, 3.5218265604, 4.854076e+00,6.891652e-02,0.9999110,Not_significant,1.125410e+01,1.328512e+01,1.428309e+01,1.483097e+01,1.137949e+01,9.745448e+00,7.177821e+00,9.610509e+00
40433,AGIS_Os08g036260, 3.690828e-01, 1.5835848464, 1.402995e+00,2.799744e-01,0.9999110,Not_significant,3.325074e+00,1.989216e+00,2.695630e+00,2.290962e+00,2.741521e+00,2.821622e+00,4.662516e+00,3.135079e+00
40437,AGIS_Os08g036300, 7.459395e-01,-0.7775094009, 1.053480e+00,3.433757e-01,0.9999110,Not_significant,6.181227e-01,1.420869e-01,4.118323e-01,3.818271e-01,1.087905e+00,4.123909e-01,1.104280e+00,2.052730e-01
40439,AGIS_Os08g036320,-8.050553e-02, 2.1345324479, 3.011320e-02,8.678446e-01,0.9999110,Not_significant,1.833053e+00,4.564541e+00,5.615895e+00,6.290099e+00,5.265460e+00,3.733223e+00,2.760700e+00,4.739940e+00
40440,AGIS_Os08g036330,-4.764078e-01, 0.1988682114, 2.185142e-01,6.563939e-01,0.9999110,Not_significant,8.525830e-02,5.328257e-01,1.890685e+00,1.467020e+00,0.000000e+00,1.475925e+00,3.149244e+00,2.612566e-01
40442,AGIS_Os08g036350, 1.261156e+00,-1.6152458719, 1.668873e+00,2.428347e-01,0.9999110,Not_significant,8.525830e-02,2.131303e-01,1.497572e-01,1.607693e-01,6.527430e-01,5.426196e-01,4.089927e-01,9.330591e-02
40445,AGIS_Os08g036380, 1.879269e-02, 4.1146736770, 3.132879e-03,9.571509e-01,0.9999110,Not_significant,2.824181e+01,1.571836e+01,7.656338e+00,1.993539e+01,1.416452e+01,1.456391e+01,1.513273e+01,2.285995e+01
40448,AGIS_Os08g036410, 1.354228e-01, 0.6444272264, 1.052766e-01,7.563411e-01,0.9999110,Not_significant,1.193616e+00,2.113542e+00,2.021722e+00,5.827887e-01,1.501309e+00,1.193763e+00,2.678902e+00,8.957368e-01
40449,AGIS_Os08g036420,-6.512979e-02, 4.2040692040, 8.480306e-02,7.805318e-01,0.9999110,Not_significant,1.617776e+01,1.996320e+01,2.126552e+01,1.760424e+01,2.027855e+01,1.775451e+01,1.374215e+01,2.034069e+01
40451,AGIS_Os08g036440, 4.155850e-01, 4.4029506814, 7.949745e-01,4.063654e-01,0.9999110,Not_significant,3.465750e+01,1.491912e+01,8.161768e+00,1.800616e+01,1.657967e+01,1.549722e+01,2.633913e+01,3.476578e+01
40453,AGIS_Os08g036460,-1.226143e-01, 5.9662427767, 4.893162e-01,5.098144e-01,0.9999110,Not_significant,5.286015e+01,6.205644e+01,7.547764e+01,6.923128e+01,4.390785e+01,6.081680e+01,6.320982e+01,7.227476e+01
40455,AGIS_Os08g036480, 6.565840e-02, 0.0930414090, 1.220922e-02,9.155596e-01,0.9999110,Not_significant,8.525830e-01,8.525212e-01,1.628610e+00,7.033657e-01,1.305486e+00,9.550105e-01,5.316905e-01,1.380928e+00
40456,AGIS_Os08g036490, 1.473856e-01, 2.7394596217, 4.373099e-01,5.324048e-01,0.9999110,Not_significant,6.650147e+00,5.665714e+00,6.795234e+00,6.069041e+00,7.615335e+00,7.271103e+00,5.950843e+00,7.091249e+00
40457,AGIS_Os08g036500, 1.992891e-01,-1.2139530612, 3.072115e-02,8.665328e-01,0.9999110,Not_significant,6.394373e-02,6.749126e-01,1.497572e-01,4.823079e-01,5.439525e-01,3.038670e-01,4.089927e-02,8.584144e-01
40460,AGIS_Os08g036530,-2.216401e-01, 2.0846440258, 8.697727e-01,3.861720e-01,0.9999110,Not_significant,3.900567e+00,5.044084e+00,3.781370e+00,5.365675e+00,3.459538e+00,4.471185e+00,3.128794e+00,4.460023e+00
40461,AGIS_Os08g036540, 3.681436e-01,-2.3673640534, 4.445018e-02,8.398795e-01,0.9999110,Not_significant,1.278875e-01,0.000000e+00,1.871965e-01,2.411539e-01,3.263715e-01,1.302287e-01,0.000000e+00,2.239342e-01
40462,AGIS_Os08g036550,-1.830129e-01, 4.1662321022, 9.774876e-02,7.649525e-01,0.9999110,Not_significant,6.820664e+00,2.285822e+01,2.617007e+01,2.087991e+01,2.167107e+01,1.962112e+01,6.380286e+00,1.890378e+01
40463,AGIS_Os08g036560, 1.091581e-01, 6.2849632792, 1.125635e-01,7.484737e-01,0.9999110,Not_significant,9.753550e+01,6.004946e+01,6.372169e+01,6.712118e+01,6.653627e+01,5.002953e+01,1.478304e+02,7.066990e+01
40464,AGIS_Os08g036570, 3.665318e-01, 2.2621744421, 8.428335e-01,3.934104e-01,0.9999110,Not_significant,6.415687e+00,4.298128e+00,2.358676e+00,3.838367e+00,3.764151e+00,4.471185e+00,5.316905e+00,7.595101e+00
40466,AGIS_Os08g036590,-3.586608e-01, 1.8007566435, 1.024737e+00,3.498220e-01,0.9999110,Not_significant,5.307329e+00,3.321280e+00,3.088743e+00,3.757982e+00,2.306359e+00,3.125489e+00,4.110376e+00,2.537921e+00
40467,AGIS_Os08g036600,-2.730119e-01, 5.4804611117, 1.785913e+00,2.288470e-01,0.9999110,Not_significant,3.339994e+01,4.887788e+01,4.968196e+01,6.342349e+01,3.211496e+01,5.252558e+01,3.171738e+01,4.510408e+01
40468,AGIS_Os08g036610, 1.952691e-01, 3.6351293917, 7.441725e-01,4.208053e-01,0.9999110,Not_significant,1.632696e+01,1.172217e+01,9.247508e+00,9.384908e+00,1.344651e+01,1.313139e+01,1.511228e+01,1.071152e+01
40473,AGIS_Os08g036660,-8.282192e-01, 0.3947320892, 4.906419e-01,5.094412e-01,0.9999110,Not_significant,1.193616e+00,1.367586e+00,8.423843e-01,2.351251e+00,0.000000e+00,1.389106e+00,1.349676e+00,1.698168e+00
40474,AGIS_Os08g036670,-2.640253e+00,-1.0986528775, 3.571870e+00,1.068210e-01,0.9999110,Not_significant,1.705166e-01,8.525212e-01,4.867109e-01,8.239426e-01,0.000000e+00,8.681914e-01,0.000000e+00,2.052730e-01
40475,AGIS_Os08g036680, 4.592070e-02, 0.0981520735, 5.693857e-03,9.422626e-01,0.9999110,Not_significant,6.181227e-01,1.367586e+00,1.310376e+00,5.225002e-01,2.828553e-01,8.681914e-01,1.881366e+00,1.380928e+00
40477,AGIS_Os08g036700, 4.516007e-01, 3.1305784530, 3.427045e+00,1.125126e-01,0.9999110,Not_significant,9.207897e+00,7.388517e+00,5.746933e+00,7.053753e+00,1.172762e+01,7.292807e+00,1.153359e+01,9.797121e+00
40478,AGIS_Os08g036710,-2.549585e-01, 0.6449874254, 3.113032e-01,5.966856e-01,0.9999110,Not_significant,1.513335e+00,2.006977e+00,1.104459e+00,1.889039e+00,8.920821e-01,1.671268e+00,2.085863e+00,1.026365e+00
40481,AGIS_Os08g036740, 5.960017e-02, 5.0664900874, 9.995237e-02,7.623436e-01,0.9999110,Not_significant,3.768417e+01,2.779574e+01,3.674668e+01,2.903895e+01,3.733690e+01,2.990919e+01,3.042905e+01,3.881526e+01
40484,AGIS_Os08g036770, 2.576547e+00,-1.0223526637, 3.514941e+00,1.090998e-01,0.9999110,Not_significant,6.394373e-01,3.552172e-02,1.123179e-01,0.000000e+00,6.745011e-01,8.681914e-02,1.390575e+00,6.904638e-01
40487,AGIS_Os08g036800,-1.462663e-01, 1.8027071662, 6.070207e-02,8.134648e-01,0.9999110,Not_significant,7.076439e+00,1.882651e+00,1.703488e+00,4.481444e+00,2.110536e+00,2.213888e+00,5.276005e+00,2.855161e+00
40490,AGIS_Os08g036830, 1.535275e+00, 2.0432439397, 1.223289e+01,1.250575e-02,0.9999110,Not_significant,3.730051e+00,8.347603e-01,4.118323e+00,7.234618e-01,5.722381e+00,6.337797e+00,9.059187e+00,2.146036e+00
40491,AGIS_Os08g036840,-4.265965e-01, 2.5355288755, 2.580880e+00,1.580852e-01,0.9999110,Not_significant,7.801135e+00,6.251822e+00,3.987286e+00,8.460484e+00,3.894700e+00,4.471185e+00,4.028578e+00,7.165894e+00
40498,AGIS_Os08g036910, 3.663719e-01,-1.9901810777, 4.962815e-02,8.309781e-01,0.9999110,Not_significant,1.705166e-01,5.683475e-01,1.871965e-01,0.000000e+00,2.610972e-01,2.170478e-02,2.862949e-01,1.866118e-01
40499,AGIS_Os08g036920, 3.760435e-01, 2.8125319874, 2.851905e+00,1.410249e-01,0.9999110,Not_significant,5.136813e+00,6.571517e+00,5.952849e+00,6.631733e+00,7.267206e+00,8.768733e+00,8.875141e+00,6.680703e+00
40500,AGIS_Os08g036930, 4.495203e-01,-0.5984011440, 6.474684e-01,4.510001e-01,0.9999110,Not_significant,2.770895e-01,5.328257e-01,8.798236e-01,4.019232e-01,3.481296e-01,1.020125e+00,9.815824e-01,5.225131e-01
40501,AGIS_Os08g036940, 1.227678e+00, 2.2031860868, 2.417272e+00,1.701552e-01,0.9999110,Not_significant,1.875683e+00,3.481128e+00,6.214924e+00,5.827887e-01,9.812904e+00,1.953431e+00,6.871077e+00,5.728983e+00
40503,AGIS_Os08g036960, 7.437314e-01, 3.2413362480, 7.100129e-01,4.312056e-01,0.9999110,Not_significant,2.685636e+00,1.339169e+01,1.557475e+01,1.346443e+00,2.069195e+01,4.384366e+00,1.145179e+01,5.803628e+00
40504,AGIS_Os08g036970,-5.409391e-01, 3.6428986552, 6.769444e+00,3.966179e-02,0.9999110,Not_significant,1.809607e+01,8.347603e+00,1.495700e+01,1.846837e+01,1.109663e+01,7.965656e+00,9.263684e+00,1.142064e+01
40505,AGIS_Os08g036980,-1.945965e-01, 3.7827191069, 2.446683e-01,6.381488e-01,0.9999110,Not_significant,2.039805e+01,8.507451e+00,8.798236e+00,2.158328e+01,6.875560e+00,9.246238e+00,1.474419e+01,1.963156e+01
40506,AGIS_Os08g036990, 1.386869e-01, 1.1386620632, 1.427539e-01,7.182572e-01,0.9999110,Not_significant,2.067514e+00,2.095781e+00,2.564592e+00,1.346443e+00,2.045261e+00,1.345697e+00,3.680934e+00,2.146036e+00
40507,AGIS_Os08g037000, 3.690263e-01, 2.0306347719, 5.805814e-01,4.744815e-01,0.9999110,Not_significant,1.129672e+00,3.729780e+00,5.335101e+00,4.863271e+00,4.590959e+00,5.100624e+00,4.089927e+00,3.526964e+00
40511,AGIS_Os08g037040,-8.805613e-01,-0.5158048962, 1.605354e+00,2.510875e-01,0.9999110,Not_significant,7.673247e-01,7.992386e-01,9.734219e-01,5.425964e-01,2.610972e-01,1.367401e+00,2.862949e-01,2.799177e-01
40514,AGIS_Os08g037070,-1.843325e-01, 2.4476180331, 5.496804e-01,4.857881e-01,0.9999110,Not_significant,6.778035e+00,5.417062e+00,6.196205e+00,4.662310e+00,4.329862e+00,4.753348e+00,6.257588e+00,4.926552e+00
40515,AGIS_Os08g037080,-1.527691e-01, 3.1332652028, 6.319545e-01,4.562172e-01,0.9999110,Not_significant,8.973436e+00,8.702820e+00,9.022872e+00,1.006818e+01,7.941707e+00,7.553265e+00,8.466148e+00,9.143980e+00
40516,AGIS_Os08g037090,-1.993418e-01, 3.9958126201, 1.009726e+00,3.528573e-01,0.9999110,Not_significant,2.046199e+01,1.506121e+01,1.411462e+01,1.852866e+01,1.547001e+01,1.215468e+01,1.687095e+01,1.464903e+01
40517,AGIS_Os08g037100, 4.381664e-01, 0.7703243303, 7.846860e-01,4.092434e-01,0.9999110,Not_significant,1.492020e+00,1.758325e+00,1.085740e+00,8.842311e-01,3.959974e+00,1.475925e+00,7.361868e-01,1.940763e+00
40520,AGIS_Os08g037130,-8.588872e-01,-0.8192851826, 1.594959e+00,2.523930e-01,0.9999110,Not_significant,5.968081e-01,6.038692e-01,9.921415e-01,4.823079e-01,2.393391e-01,6.728483e-01,2.862949e-01,3.359013e-01
40524,AGIS_Os08g037170, 7.865937e-02, 1.6490495808, 2.259478e-02,8.853591e-01,0.9999110,Not_significant,5.627048e+00,1.491912e+00,1.441413e+00,4.401059e+00,1.784164e+00,3.190603e+00,2.474406e+00,4.366717e+00
40525,AGIS_Os08g037180,-8.173514e-02, 1.1130699137, 6.930153e-02,8.009558e-01,0.9999110,Not_significant,2.472491e+00,2.166825e+00,1.871965e+00,2.170386e+00,2.197568e+00,2.561164e+00,1.513273e+00,2.034069e+00
40527,AGIS_Os08g037200, 5.737768e-02, 3.2768418252, 9.444141e-02,7.687473e-01,0.9999110,Not_significant,8.461886e+00,8.258799e+00,9.790378e+00,1.127395e+01,8.507417e+00,8.638504e+00,1.008167e+01,1.220441e+01
40528,AGIS_Os08g037210, 7.069613e-01, 1.0163288021, 1.093987e+00,3.352219e-01,0.9999110,Not_significant,2.238030e+00,2.006977e+00,4.305520e-01,1.487116e+00,1.675374e+00,2.105364e+00,3.946779e+00,1.978085e+00
40529,AGIS_Os08g037220,-1.270668e-02, 5.5376114342, 4.321461e-03,9.496718e-01,0.9999110,Not_significant,5.092052e+01,4.125847e+01,4.818438e+01,4.505560e+01,3.820723e+01,4.180341e+01,5.981518e+01,4.603714e+01
40530,AGIS_Os08g037230, 1.885713e-01,-0.2375435450, 8.614763e-02,7.788408e-01,0.9999110,Not_significant,5.115498e-01,6.749126e-01,1.010861e+00,7.033657e-01,1.066147e+00,1.497630e+00,4.294423e-01,5.784967e-01
40532,AGIS_Os08g037250, 2.863944e-02, 3.2778076890, 1.555840e-02,9.047127e-01,0.9999110,Not_significant,6.927237e+00,1.083412e+01,9.827817e+00,1.085193e+01,1.040037e+01,1.039659e+01,8.159404e+00,9.871766e+00
40533,AGIS_Os08g037260, 8.935417e-02, 4.7969356614, 2.899580e-01,6.091722e-01,0.9999110,Not_significant,2.843364e+01,2.877259e+01,2.588928e+01,2.447713e+01,3.222375e+01,2.680541e+01,2.717756e+01,2.829035e+01
40534,AGIS_Os08g037270,-6.626136e-01,-0.1581845690, 1.471488e+00,2.696415e-01,0.9999110,Not_significant,7.246956e-01,1.562956e+00,1.123179e+00,6.631733e-01,1.000873e+00,9.984201e-01,5.112408e-01,2.612566e-01
40535,AGIS_Os08g037280, 4.435091e-01, 3.7984280245, 3.751615e+00,1.000298e-01,0.9999110,Not_significant,1.189353e+01,1.296543e+01,8.648479e+00,1.364529e+01,1.684077e+01,1.228491e+01,1.689140e+01,1.782143e+01
40536,AGIS_Os08g037290,-4.093216e-01, 6.4223052235, 1.173087e+00,3.196782e-01,0.9999110,Not_significant,1.551488e+02,7.512843e+01,6.974942e+01,9.312561e+01,4.695398e+01,5.480458e+01,8.875141e+01,1.021327e+02
40537,AGIS_Os08g037300, 1.616760e-01, 2.0417009800, 3.208780e-01,5.911400e-01,0.9999110,Not_significant,4.603948e+00,4.031715e+00,3.350818e+00,3.396251e+00,3.394264e+00,4.644824e+00,5.112408e+00,4.086799e+00
40538,AGIS_Os08g037310, 1.845269e-01, 4.4910210822, 1.072818e+00,3.393125e-01,0.9999110,Not_significant,2.167692e+01,1.848905e+01,2.334341e+01,2.051818e+01,2.056141e+01,2.548142e+01,2.603238e+01,2.347577e+01
40539,AGIS_Os08g037320,-4.776982e-01,-1.1705275782, 4.077322e-01,5.461546e-01,0.9999110,Not_significant,3.623478e-01,2.486520e-01,3.743930e-01,9.244235e-01,2.610972e-01,1.736383e-01,5.725897e-01,3.172401e-01
40541,AGIS_Os08g037340,-1.221246e-01, 4.2756698700, 4.151480e-01,5.426407e-01,0.9999110,Not_significant,1.788293e+01,2.205899e+01,2.036698e+01,2.001578e+01,2.051789e+01,2.096682e+01,1.468284e+01,1.813867e+01
40542,AGIS_Os08g037350,-2.506901e-01, 1.1088858826, 2.970200e-01,6.050788e-01,0.9999110,Not_significant,2.941411e+00,1.509673e+00,2.265078e+00,2.311059e+00,1.109663e+00,2.279002e+00,3.067445e+00,1.455572e+00
40543,AGIS_Os08g037360,-4.140257e-01, 5.4270690466, 3.914682e-01,5.541828e-01,0.9999110,Not_significant,1.677457e+01,5.191499e+01,6.832673e+01,5.932387e+01,4.466938e+01,4.690404e+01,1.028617e+01,4.566391e+01
40544,AGIS_Os08g037370, 3.473557e-03, 6.4898594683, 2.341237e-04,9.882794e-01,0.9999110,Not_significant,7.003969e+01,8.409766e+01,1.052793e+02,9.971716e+01,9.216732e+01,8.992292e+01,6.946740e+01,1.079923e+02
40545,AGIS_Os08g037380, 3.655515e-01, 2.4602787325, 6.116886e-01,4.633972e-01,0.9999110,Not_significant,3.751365e+00,5.754518e+00,3.818809e+00,4.602021e+00,1.105312e+01,2.626279e+00,4.580718e+00,7.520457e+00
40546,AGIS_Os08g037390,-3.019894e-03, 3.1845618699, 2.446068e-04,9.880168e-01,0.9999110,Not_significant,1.127541e+01,6.802409e+00,6.140046e+00,1.215818e+01,1.020455e+01,7.249398e+00,6.196239e+00,1.239103e+01
40554,AGIS_Os08g037470, 3.169953e-01, 1.3886678514, 9.615345e-02,7.668080e-01,0.9999110,Not_significant,5.712306e+00,1.261021e+00,9.734219e-01,1.688078e+00,5.221944e-01,1.367401e+00,4.907912e+00,4.198766e+00
40557,AGIS_Os08g037500,-2.735029e-01, 4.8328858852, 5.779562e-01,4.754389e-01,0.9999110,Not_significant,2.374444e+01,2.845289e+01,3.828169e+01,3.038540e+01,2.045261e+01,3.305639e+01,1.284237e+01,4.045744e+01
40558,AGIS_Os08g037510,-2.536197e-01, 3.5531199966, 7.337425e-01,4.240134e-01,0.9999110,Not_significant,1.020968e+01,1.342721e+01,1.480724e+01,1.163568e+01,9.443016e+00,1.445539e+01,6.278037e+00,1.332408e+01
40559,AGIS_Os08g037520,-2.393618e-01,-2.1732984952, 4.764030e-02,8.356088e-01,0.9999110,Not_significant,1.705166e-01,4.262606e-01,0.000000e+00,2.009616e-01,1.305486e-01,2.387526e-01,0.000000e+00,2.799177e-01
40560,AGIS_Os08g037530, 9.575731e-02, 3.7285894087, 1.253919e-01,7.351680e-01,0.9999110,Not_significant,7.438787e+00,1.435077e+01,1.548115e+01,1.458981e+01,1.364233e+01,1.571426e+01,1.075651e+01,1.375329e+01
40565,AGIS_Os08g037580, 1.673808e-01, 4.5201820083, 6.894619e-01,4.374389e-01,0.9999110,Not_significant,2.956332e+01,2.014081e+01,1.666049e+01,2.041770e+01,2.663192e+01,1.860100e+01,2.318988e+01,2.804776e+01
40566,AGIS_Os08g037590, 8.994922e-02, 4.9966219360, 2.002439e-01,6.698860e-01,0.9999110,Not_significant,4.115844e+01,3.150776e+01,2.495330e+01,2.630588e+01,3.992612e+01,2.541630e+01,3.541876e+01,3.039907e+01
40568,AGIS_Os08g037610,-4.050697e-01, 4.0761729563, 2.270907e-01,6.502665e-01,0.9999110,Not_significant,4.028455e+00,2.198794e+01,3.206676e+01,2.013635e+01,1.921240e+01,2.196524e+01,4.130826e+00,1.108474e+01
40569,AGIS_Os08g037620,-3.319693e-01,-0.0421760800, 8.236532e-02,7.836091e-01,0.9999110,Not_significant,2.131458e-02,1.420869e+00,1.535011e+00,1.688078e+00,5.221944e-01,1.302287e+00,6.339386e-01,3.172401e-01
40570,AGIS_Os08g037630,-7.555124e-02,-1.5841466439, 3.259254e-03,9.562963e-01,0.9999110,Not_significant,8.525830e-02,3.374563e-01,3.182341e-01,3.014424e-01,1.958229e-01,3.906861e-01,0.000000e+00,7.091249e-01
40572,AGIS_Os08g037650,-8.821658e-02, 4.3929919295, 2.081777e-01,6.638713e-01,0.9999110,Not_significant,1.801082e+01,2.326672e+01,2.345572e+01,2.160337e+01,2.027855e+01,2.315900e+01,1.629836e+01,2.168429e+01
40573,AGIS_Os08g037660, 2.149028e-01, 4.0638815150, 7.628312e-01,4.154716e-01,0.9999110,Not_significant,1.050809e+01,1.694386e+01,1.808318e+01,1.655924e+01,2.014800e+01,1.944749e+01,1.779118e+01,1.399589e+01
40574,AGIS_Os08g037670,-2.056149e-01, 1.9252024757, 4.640662e-01,5.205449e-01,0.9999110,Not_significant,3.005355e+00,4.653345e+00,3.800089e+00,4.642213e+00,4.025249e+00,4.102204e+00,3.128794e+00,2.705872e+00
40575,AGIS_Os08g037680,-4.285018e-01, 3.2024875694, 1.419843e+00,2.776814e-01,0.9999110,Not_significant,1.726481e+01,6.234061e+00,1.038941e+01,8.802119e+00,5.570074e+00,5.730063e+00,8.118504e+00,1.121537e+01
40576,AGIS_Os08g037690, 2.309141e-01,-1.1508984178, 6.340957e-02,8.094301e-01,0.9999110,Not_significant,2.131458e-01,3.552172e-01,2.620751e-01,6.832695e-01,3.481296e-01,5.209148e-01,7.566364e-01,1.492895e-01
40577,AGIS_Os08g037700, 1.478827e-01, 3.2744809243, 2.459028e-01,6.373188e-01,0.9999110,Not_significant,1.453654e+01,7.974625e+00,7.038589e+00,7.556157e+00,9.225435e+00,8.725323e+00,1.347631e+01,8.565483e+00
40578,AGIS_Os08g037710, 1.058744e-01,-0.0634652804, 2.982975e-02,8.684609e-01,0.9999110,Not_significant,1.577279e+00,6.038692e-01,8.049450e-01,4.823079e-01,1.261970e+00,6.511435e-01,4.089927e-01,1.548878e+00
40579,AGIS_Os08g037720,-3.311357e-01, 5.6389079326, 2.146179e+00,1.924406e-01,0.9999110,Not_significant,4.819225e+01,5.344242e+01,6.905679e+01,5.146627e+01,5.037000e+01,4.286695e+01,3.564371e+01,4.726878e+01
40580,AGIS_Os08g037730,-1.267434e-02, 2.0585315253, 1.632886e-03,9.690531e-01,0.9999110,Not_significant,5.882823e+00,3.694258e+00,3.182341e+00,3.979040e+00,3.546570e+00,4.297547e+00,4.826113e+00,3.601608e+00
40585,AGIS_Os08g037780, 9.673381e-01, 0.5487924693, 3.173703e+00,1.242669e-01,0.9999110,Not_significant,6.181227e-01,1.012369e+00,8.611040e-01,1.085193e+00,2.110536e+00,3.516175e+00,1.431474e+00,7.651085e-01
40586,AGIS_Os08g037790, 1.698875e+00,-1.7827047290, 2.075434e+00,1.989357e-01,0.9999110,Not_significant,2.131458e-01,3.552172e-02,3.931127e-01,0.000000e+00,6.309849e-01,1.085239e-01,4.089927e-01,2.239342e-01
40589,AGIS_Os08g037820,-1.360162e-01, 5.1653728146, 4.957353e-01,5.071538e-01,0.9999110,Not_significant,4.663629e+01,3.109926e+01,2.796716e+01,4.591973e+01,3.868590e+01,2.938828e+01,3.363965e+01,3.344084e+01
40596,AGIS_Os08g037890,-1.112668e-01, 4.6569714750, 3.882602e-01,5.556058e-01,0.9999110,Not_significant,2.734660e+01,2.490072e+01,2.508433e+01,2.704943e+01,2.149700e+01,2.352799e+01,2.879308e+01,2.330782e+01
40599,AGIS_Os08g037920, 4.085154e-01, 2.7540749368, 1.837728e+00,2.232169e-01,0.9999110,Not_significant,5.712306e+00,6.873452e+00,4.810950e+00,5.345579e+00,6.636221e+00,5.708358e+00,1.104280e+01,7.520457e+00
40600,AGIS_Os08g037930,-4.211464e-02, 5.9627338969, 4.262467e-02,8.431012e-01,0.9999110,Not_significant,4.968427e+01,6.656770e+01,7.424214e+01,6.346368e+01,6.668858e+01,6.250978e+01,5.687043e+01,5.859611e+01
40602,AGIS_Os08g037950, 7.293506e-01, 2.0225947632, 4.107549e+00,8.825330e-02,0.9999110,Not_significant,3.410332e+00,3.427846e+00,1.759647e+00,3.597213e+00,3.872942e+00,4.145614e+00,6.114440e+00,5.859611e+00
40603,AGIS_Os08g037960, 2.485745e-01, 1.7374959218, 5.414697e-01,4.890622e-01,0.9999110,Not_significant,1.577279e+00,3.339041e+00,4.230641e+00,3.074713e+00,3.089650e+00,4.905281e+00,3.640035e+00,2.500598e+00
40604,AGIS_Os08g037970, 9.369682e-01,-0.2638537379, 2.290671e+00,1.798145e-01,0.9999110,Not_significant,3.623478e-01,4.262606e-01,5.241502e-01,4.421156e-01,4.569201e-01,6.728483e-01,2.903848e+00,5.598355e-01
40605,AGIS_Os08g037980, 1.896253e-01, 5.1373572716, 8.302893e-01,3.966625e-01,0.9999110,Not_significant,4.375882e+01,2.800887e+01,2.879082e+01,3.155097e+01,3.498703e+01,3.145023e+01,4.269883e+01,4.000958e+01
40606,AGIS_Os08g037990, 3.070282e-01, 1.8489484548, 7.892832e-01,4.079532e-01,0.9999110,Not_significant,3.772680e+00,3.534411e+00,2.171480e+00,3.255578e+00,3.198441e+00,3.472765e+00,5.214656e+00,3.881526e+00
40607,AGIS_Os08g038000,-4.512102e-01, 4.9029464668, 4.155711e-01,5.426041e-01,0.9999110,Not_significant,1.191485e+01,3.843450e+01,4.799719e+01,3.749944e+01,3.661888e+01,3.592142e+01,7.157372e+00,2.347577e+01
40609,AGIS_Os08g038020, 4.016150e-01, 1.3757177763, 1.138002e+00,3.264193e-01,0.9999110,Not_significant,1.257560e+00,2.468759e+00,2.882826e+00,2.351251e+00,3.176683e+00,2.821622e+00,2.269909e+00,3.209723e+00
40610,AGIS_Os08g038030,-5.025944e-02, 1.9459583140, 3.019100e-02,8.676368e-01,0.9999110,Not_significant,3.111928e+00,3.623215e+00,3.575453e+00,5.245098e+00,3.111408e+00,4.883576e+00,3.558236e+00,3.396335e+00
40611,AGIS_Os08g038040,-5.699026e-01, 3.7597557653, 5.885306e+00,5.074339e-02,0.9999110,Not_significant,1.858631e+01,1.829368e+01,1.387126e+01,1.266058e+01,1.747176e+01,8.898961e+00,1.124730e+01,7.016605e+00
40618,AGIS_Os08g038110,-2.205115e-01, 3.6308632127, 1.056687e+00,3.426967e-01,0.9999110,Not_significant,1.244771e+01,1.408436e+01,1.297272e+01,1.308260e+01,9.464774e+00,1.159035e+01,1.582802e+01,9.311930e+00
40621,AGIS_Os08g038140,-3.885836e-01,-0.4616584135, 1.792722e-01,6.865103e-01,0.9999110,Not_significant,8.099539e-01,1.420869e+00,3.369537e-01,2.612501e-01,1.305486e-01,8.898961e-01,1.431474e+00,2.052730e-01
40625,AGIS_Os08g038180,-3.155238e+00,-1.1811689282, 5.223893e+00,6.157441e-02,0.9999110,Not_significant,1.492020e-01,6.749126e-01,1.048300e+00,8.038465e-01,0.000000e+00,1.736383e-01,0.000000e+00,3.359013e-01
40626,AGIS_Os08g038190,-1.269471e-01, 5.4050517276, 3.372201e-01,5.822243e-01,0.9999110,Not_significant,5.008925e+01,3.740437e+01,4.004133e+01,4.881358e+01,3.115760e+01,3.896009e+01,4.916092e+01,4.303269e+01
40627,AGIS_Os08g038200,-2.806355e-04, 4.1892733242, 1.928185e-06,9.989360e-01,0.9999110,Not_significant,1.558095e+01,1.777862e+01,1.907532e+01,2.025693e+01,1.969108e+01,1.740724e+01,2.098132e+01,1.485430e+01
