,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mycLP_1,CPM.pho2mycLP_2,CPM.pho2mycLP_3,CPM.pho2mycLP_4,CPM.pho2mycHP_1,CPM.pho2mycHP_2,CPM.pho2mycHP_3,CPM.pho2mycHP_4
45043,AGIS_Os09g040170,-4.591254e-01, 1.480303e+00, 1.611167e+00,2.326780e-01,0.4804931125,Not_significant,2.692323e+00,2.463134e+00,3.319795e+00,4.079568e+00,2.125051e+00,2.726069e+00,3.423107e+00,1.198196e+00
45044,AGIS_Os09g040180,-7.108878e-01, 3.890808e+00, 2.223668e+01,7.906232e-04,0.0182685065,Not_significant,2.271216e+01,1.918208e+01,1.399914e+01,1.709339e+01,1.673776e+01,1.026393e+01,9.794832e+00,8.623855e+00
45045,AGIS_Os09g040190, 1.518972e-01, 4.722182e+00, 1.576850e+00,2.373696e-01,0.4860095168,Not_significant,2.476017e+01,2.712821e+01,2.385853e+01,2.415104e+01,2.633630e+01,2.782786e+01,2.958785e+01,2.719589e+01
45047,AGIS_Os09g040210,-1.301909e+00, 1.544892e+00, 7.702596e+00,2.129388e-02,0.1254171914,Not_significant,1.633803e+00,9.059609e+00,3.019814e+00,3.386041e+00,1.122218e+00,9.513799e-01,1.457363e+00,2.349094e+00
45048,AGIS_Os09g040220,-2.412688e-01,-6.292151e-01, 9.834622e-02,7.601774e-01,0.8809972210,Not_significant,9.204523e-02,7.085728e-01,1.359916e+00,7.343222e-01,4.059085e-01,4.939857e-01,6.778431e-01,3.783775e-01
45049,AGIS_Os09g040230,-8.622391e-02, 2.716813e+00, 1.461956e-01,7.100872e-01,0.8514175871,Not_significant,4.717318e+00,9.093351e+00,6.459602e+00,6.874072e+00,7.139215e+00,6.513293e+00,6.236156e+00,5.249988e+00
45050,AGIS_Os09g040240, 2.076476e+00,-1.717905e+00, 2.219703e+00,1.666821e-01,0.4012832078,Not_significant,0.000000e+00,4.048987e-01,1.999877e-01,0.000000e+00,1.432618e-01,4.390984e-01,3.050294e-01,5.675663e-01
45051,AGIS_Os09g040250,-1.492389e-01, 3.107290e+00, 8.377943e-01,3.812732e-01,0.6219452605,Not_significant,9.020433e+00,9.143963e+00,9.879391e+00,8.077544e+00,7.592877e+00,8.562419e+00,8.286631e+00,8.072054e+00
45053,AGIS_Os09g040270, 3.163717e-01, 3.204359e+00, 2.226001e+00,1.661370e-01,0.4006383454,Not_significant,6.650268e+00,7.237565e+00,1.183927e+01,6.384524e+00,6.136382e+00,1.516719e+01,1.247231e+01,7.520254e+00
45054,AGIS_Os09g040280, 3.305342e-01, 4.327049e+00, 3.280577e+00,1.003465e-01,0.3036380537,Not_significant,1.475025e+01,1.843976e+01,1.581902e+01,2.172370e+01,1.955524e+01,2.464440e+01,2.816438e+01,1.715312e+01
45055,AGIS_Os09g040290,-3.476250e-01, 3.314455e+00, 4.388988e+00,6.221539e-02,0.2329943477,Not_significant,1.021702e+01,1.273744e+01,1.211925e+01,9.321813e+00,7.807770e+00,1.033711e+01,7.591842e+00,9.144124e+00
45057,AGIS_Os09g040310,-1.093720e+00, 5.260861e+00, 1.664044e+01,4.554416e-03,0.0521258904,Not_significant,6.035866e+01,3.645776e+01,4.839702e+01,6.098954e+01,1.392028e+01,2.094865e+01,3.751861e+01,2.785805e+01
45059,AGIS_Os09g040330,-7.399786e-02, 4.179884e+00, 1.715958e-01,6.873855e-01,0.8380392898,Not_significant,1.916842e+01,1.656711e+01,2.223863e+01,1.613469e+01,1.754958e+01,2.122309e+01,1.362465e+01,1.819365e+01
45060,AGIS_Os09g040340, 4.380470e-02, 5.949777e+00, 1.149152e-01,7.415296e-01,0.8704033284,Not_significant,6.827455e+01,4.872281e+01,6.483600e+01,6.241739e+01,6.291582e+01,6.463895e+01,6.283605e+01,5.954717e+01
45062,AGIS_Os09g040360,-7.815231e-01, 1.136400e+00, 4.504668e+00,5.939781e-02,0.2271931384,Not_significant,2.508233e+00,3.205448e+00,2.899821e+00,2.182569e+00,1.719142e+00,8.781968e-01,1.711554e+00,2.175671e+00
45063,AGIS_Os09g040370, 3.263597e-02, 1.379758e+00, 1.263244e-02,9.127041e-01,0.9599237724,Not_significant,3.060504e+00,2.075106e+00,2.419851e+00,2.590526e+00,2.602590e+00,3.201759e+00,2.338559e+00,2.238734e+00
45064,AGIS_Os09g040380,-9.755449e-01, 9.311227e-01, 8.234662e+00,1.645482e-02,0.1095828506,Not_significant,2.738346e+00,1.400275e+00,2.759830e+00,2.978085e+00,9.789559e-01,8.599011e-01,1.203171e+00,2.049545e+00
45065,AGIS_Os09g040390,-3.292250e-02, 3.150413e+00, 3.500614e-02,8.552723e-01,0.9322885680,Not_significant,9.779806e+00,8.030491e+00,8.579471e+00,9.199426e+00,1.026710e+01,8.178208e+00,9.964293e+00,6.747733e+00
45066,AGIS_Os09g040400, 3.326614e-01, 2.870531e+00, 2.132696e+00,1.744569e-01,0.4104944270,Not_significant,6.167031e+00,4.909397e+00,7.999507e+00,6.506911e+00,6.566168e+00,1.068473e+01,9.133935e+00,6.227464e+00
45069,AGIS_Os09g040430,-5.812443e-01,-1.401961e+00, 2.965355e-01,5.978297e-01,0.7815101849,Not_significant,2.301131e-02,5.567358e-01,1.199926e-01,1.060688e+00,2.387697e-02,5.854646e-01,1.864068e-01,1.418916e-01
45070,AGIS_Os09g040440,-3.903448e-01, 2.546632e+00, 3.129390e+00,1.068978e-01,0.3142010639,Not_significant,5.706804e+00,7.659334e+00,6.439603e+00,6.425319e+00,4.488871e+00,3.896999e+00,6.100588e+00,5.707195e+00
45071,AGIS_Os09g040450, 4.722229e-01, 1.029706e+00, 2.065186e+00,1.808181e-01,0.4187177700,Not_significant,1.817893e+00,1.045988e+00,1.559904e+00,2.060182e+00,3.271145e+00,9.513799e-01,2.643588e+00,2.695940e+00
45072,AGIS_Os09g040460,-3.908789e-01, 5.397082e+00, 9.487327e+00,1.145250e-02,0.0899807645,Not_significant,4.779449e+01,4.943139e+01,4.651713e+01,4.679264e+01,3.447835e+01,3.212737e+01,3.577317e+01,4.389180e+01
45073,AGIS_Os09g040470,-1.783153e-01, 3.900837e+00, 1.410328e+00,2.620672e-01,0.5124187888,Not_significant,1.668320e+01,1.494751e+01,1.509907e+01,1.629787e+01,1.172359e+01,1.630153e+01,1.238758e+01,1.574997e+01
45074,AGIS_Os09g040480, 4.563184e-01, 1.826264e+00, 2.263524e+00,1.629366e-01,0.3966245852,Not_significant,4.786352e+00,2.952387e+00,2.599840e+00,1.835806e+00,3.509915e+00,3.640858e+00,5.032985e+00,3.704947e+00
45075,AGIS_Os09g040490, 2.178069e-01, 1.320719e+00, 3.442353e-01,5.702213e-01,0.7643969053,Not_significant,2.278120e+00,1.214696e+00,2.339856e+00,3.426837e+00,2.889114e+00,3.293238e+00,1.830176e+00,2.427923e+00
45076,AGIS_Os09g040500,-9.562649e-01, 9.765807e-01, 5.212791e+00,4.519047e-02,0.1945672365,Not_significant,2.761357e+00,2.210072e+00,2.319857e+00,2.570128e+00,6.208013e-01,1.792985e+00,2.202990e+00,9.617096e-01
45079,AGIS_Os09g040530, 5.534591e-01, 7.290802e-01, 1.425096e+00,2.597381e-01,0.5100186676,Not_significant,9.664749e-01,8.097975e-01,2.039874e+00,1.305462e+00,3.438284e+00,1.719802e+00,1.779338e+00,9.459439e-01
45081,AGIS_Os09g040550,-3.207223e-01, 4.643664e+00, 6.101124e+00,3.279195e-02,0.1621882944,Not_significant,2.989169e+01,2.635216e+01,2.661836e+01,2.794504e+01,1.962687e+01,2.147923e+01,2.426678e+01,2.349094e+01
45082,AGIS_Os09g040560, 9.101208e-02, 5.078948e+00, 6.256798e-01,4.470451e-01,0.6752395133,Not_significant,3.550645e+01,3.105911e+01,3.295797e+01,3.135148e+01,3.586321e+01,3.505469e+01,3.385826e+01,3.444812e+01
45083,AGIS_Os09g040570, 1.613976e+00, 3.780816e+00, 2.580138e+01,1.272578e-03,0.0241494474,UP,3.773855e+00,1.034179e+01,6.399605e+00,6.976061e+00,2.776892e+01,1.816770e+01,1.592931e+01,2.029050e+01
45085,AGIS_Os09g040590,-8.204783e-01, 4.324994e+00, 3.509256e+01,1.381611e-04,0.0064502987,Not_significant,2.400079e+01,2.778618e+01,2.631838e+01,2.388587e+01,1.282193e+01,1.536844e+01,1.284513e+01,1.701122e+01
45086,AGIS_Os09g040600,-5.060744e-01,-5.427104e-02, 6.877326e-01,4.260219e-01,0.6595299949,Not_significant,7.823845e-01,1.619595e+00,7.999507e-01,9.994941e-01,5.252934e-01,3.110281e-01,9.659264e-01,1.355853e+00
45087,AGIS_Os09g040610,-1.189011e+00, 1.637876e+00, 1.944061e+01,1.271840e-03,0.0241494474,DOWN,4.188058e+00,4.926268e+00,3.099809e+00,4.793492e+00,1.552003e+00,1.738098e+00,1.474309e+00,2.822066e+00
45088,AGIS_Os09g040620,-8.235106e-01,-1.503003e+00, 5.191882e-01,4.874614e-01,0.7066131144,Not_significant,4.602262e-02,5.904773e-01,5.199679e-01,3.467633e-01,7.163092e-02,3.659154e-02,2.372451e-01,6.148635e-01
45089,AGIS_Os09g040630, 9.093377e-01, 3.672349e+00, 3.263302e+01,1.846942e-04,0.0076551358,Not_significant,8.790320e+00,7.811171e+00,9.859392e+00,8.791469e+00,1.556779e+01,1.975943e+01,1.640380e+01,1.469366e+01
45090,AGIS_Os09g040640,-1.167228e+00,-1.231667e+00, 7.076323e-01,4.196270e-01,0.6544868684,Not_significant,1.150565e-01,1.113472e+00,2.999815e-01,3.671611e-01,3.104007e-01,5.488730e-02,1.694608e-02,7.725208e-01
45091,AGIS_Os09g040650,-2.663931e-01, 5.142750e+00, 2.905558e+00,1.186617e-01,0.3330523362,Not_significant,3.410276e+01,4.669832e+01,3.383791e+01,3.944942e+01,3.032376e+01,2.592510e+01,3.306180e+01,3.890982e+01
45092,AGIS_Os09g040660,-7.643410e-01, 1.776182e+00, 7.533425e+00,2.041430e-02,0.1224708188,Not_significant,5.361635e+00,3.930892e+00,3.919758e+00,3.712407e+00,2.316066e+00,2.597999e+00,3.592568e+00,1.686933e+00
45093,AGIS_Os09g040670, 1.347441e-01, 5.968589e+00, 9.689072e-01,3.478493e-01,0.5932563084,Not_significant,5.752827e+01,5.538677e+01,6.547596e+01,5.935771e+01,6.769122e+01,7.859862e+01,6.248018e+01,5.415529e+01
45094,AGIS_Os09g040680,-4.773393e-01, 7.093417e+00, 1.301009e+01,4.684224e-03,0.0527717156,Not_significant,1.420028e+02,1.775481e+02,1.385915e+02,1.770125e+02,1.011429e+02,1.013403e+02,1.151486e+02,1.394006e+02
45096,AGIS_Os09g040700, 9.908608e-01, 1.486459e+00, 9.949901e+00,1.008457e-02,0.0830631423,Not_significant,2.600278e+00,1.113472e+00,2.019875e+00,1.713419e+00,4.918656e+00,4.116548e+00,3.185862e+00,2.475220e+00
45099,AGIS_Os09g040730, 4.772051e-01, 5.934091e+00, 7.823243e+00,1.911849e-02,0.1181805855,Not_significant,3.822178e+01,4.944826e+01,5.123684e+01,6.731287e+01,7.170255e+01,7.305500e+01,7.862980e+01,5.921609e+01
45100,AGIS_Os09g040740, 8.151379e-02, 2.503869e+00, 1.431341e-01,7.129826e-01,0.8535401520,Not_significant,3.934934e+00,4.943139e+00,6.039628e+00,7.220835e+00,5.658843e+00,5.342364e+00,6.219210e+00,5.707195e+00
45101,AGIS_Os09g040750, 2.980900e-02, 5.192548e+00, 5.247120e-02,8.233703e-01,0.9148155478,Not_significant,3.695616e+01,3.340415e+01,3.837763e+01,3.563503e+01,3.447835e+01,4.312312e+01,3.402772e+01,3.624542e+01
45105,AGIS_Os09g040790,-6.778193e-01,-1.026493e+00, 6.909076e-01,4.249899e-01,0.6587585986,Not_significant,4.142035e-01,8.435390e-01,5.999630e-01,3.263654e-01,3.104007e-01,4.390984e-01,1.355686e-01,5.360349e-01
45107,AGIS_Os09g040810,-6.352395e-02, 4.006165e+00, 2.430246e-01,6.325274e-01,0.8042636269,Not_significant,1.573973e+01,1.520057e+01,1.699895e+01,1.762373e+01,1.470822e+01,1.595391e+01,1.557344e+01,1.644366e+01
45108,AGIS_Os09g040820,-1.473877e-01, 6.127835e+00, 1.185552e+00,3.014213e-01,0.5508492776,Not_significant,8.026344e+01,6.812421e+01,7.879514e+01,6.661934e+01,6.198462e+01,7.080462e+01,5.934516e+01,7.320029e+01
45109,AGIS_Os09g040830, 5.592449e-02, 3.770468e+00, 1.153014e-01,7.411135e-01,0.8702479551,Not_significant,1.353065e+01,1.361472e+01,1.197926e+01,1.376854e+01,1.344274e+01,1.846043e+01,1.359075e+01,1.048421e+01
45111,AGIS_Os09g040850,-1.053862e-01, 2.516071e+00, 2.450375e-01,6.311381e-01,0.8033751834,Not_significant,5.660782e+00,5.972256e+00,5.639652e+00,6.037760e+00,3.748685e+00,6.293744e+00,5.321068e+00,6.763499e+00
45112,AGIS_Os09g040860,-1.264585e-01, 2.687449e+00, 2.068862e-01,6.590152e-01,0.8214923330,Not_significant,8.767308e+00,6.259060e+00,5.119684e+00,6.486513e+00,4.035208e+00,7.007279e+00,8.015494e+00,5.533772e+00
45114,AGIS_Os09g040880, 6.290213e-01,-1.608542e+00, 4.910889e-01,4.992016e-01,0.7155082577,Not_significant,9.204523e-02,1.687078e-01,3.999753e-01,2.447741e-01,1.193849e-01,4.756900e-01,3.897598e-01,3.941433e-01
45115,AGIS_Os09g040890, 2.192632e-01, 5.050365e+00, 3.215558e+00,1.027632e-01,0.3073875889,Not_significant,3.037493e+01,2.820794e+01,3.121807e+01,3.255495e+01,3.564832e+01,3.853089e+01,3.380742e+01,3.444812e+01
45116,AGIS_Os09g040900,-7.849610e-01, 1.752022e+00, 8.471350e+00,1.533291e-02,0.1056080503,Not_significant,3.497719e+00,4.774431e+00,3.419789e+00,4.936277e+00,2.578713e+00,2.140605e+00,1.525147e+00,3.768010e+00
45118,AGIS_Os09g040920, 1.624897e-01, 3.695822e+00, 1.263934e+00,2.868090e-01,0.5365409211,Not_significant,1.475025e+01,1.115159e+01,1.059935e+01,1.246308e+01,1.415905e+01,1.260578e+01,1.386189e+01,1.377925e+01
45119,AGIS_Os09g040930, 3.887424e-01,-1.374485e-01, 3.019701e-01,5.945410e-01,0.7795394567,Not_significant,1.403690e+00,5.398650e-01,7.199556e-01,4.079568e-01,2.865237e-01,1.116042e+00,1.559039e+00,9.144124e-01
45120,AGIS_Os09g040940, 2.266203e-01, 3.665661e+00, 1.687450e+00,2.226888e-01,0.4694882343,Not_significant,9.273557e+00,1.675268e+01,9.079440e+00,1.225910e+01,1.258316e+01,1.319125e+01,1.299764e+01,1.505627e+01
45121,AGIS_Os09g040950, 2.427994e-01,-1.198757e-01, 1.712587e-01,6.876100e-01,0.8381463166,Not_significant,7.593732e-01,3.711572e-01,1.119931e+00,9.994941e-01,6.685552e-01,1.244112e+00,6.100588e-01,1.277024e+00
45122,AGIS_Os09g040960, 4.553606e-01, 4.340795e+00, 9.466369e+00,1.151961e-02,0.0903190176,Not_significant,1.946757e+01,1.604411e+01,1.523906e+01,1.633867e+01,3.290247e+01,2.341858e+01,1.555650e+01,2.286031e+01
45124,AGIS_Os09g040980, 8.277698e-01, 3.758347e-02, 1.690212e+00,2.223380e-01,0.4691699294,Not_significant,3.681809e-01,5.567358e-01,6.399605e-01,1.325860e+00,1.408741e+00,9.696757e-01,2.084367e+00,5.518006e-01
45125,AGIS_Os09g040990,-9.254461e-01, 2.350587e+00, 1.785951e+01,1.700210e-03,0.0284959411,Not_significant,6.972426e+00,5.297425e+00,7.199556e+00,7.098448e+00,3.796439e+00,3.512787e+00,2.880833e+00,3.768010e+00
45129,AGIS_Os09g041030,-5.626215e-01, 3.155209e+00, 1.096498e+01,7.714214e-03,0.0703562102,Not_significant,8.859354e+00,1.191077e+01,1.209925e+01,9.546189e+00,6.542291e+00,7.775701e+00,6.659808e+00,7.567551e+00
45131,AGIS_Os09g041050, 6.717853e-01, 1.545216e-01, 1.534973e+00,2.432705e-01,0.4925921630,Not_significant,3.221583e-01,8.772806e-01,1.639899e+00,5.303438e-01,5.014164e-01,2.360154e+00,9.150881e-01,1.403150e+00
45133,AGIS_Os09g041070, 9.194769e-02, 4.117960e+00, 4.928168e-01,4.984651e-01,0.7149610104,Not_significant,1.824797e+01,1.729255e+01,1.617900e+01,1.535957e+01,1.711979e+01,1.893612e+01,1.935242e+01,1.611258e+01
45135,AGIS_Os09g041090, 4.994607e-02, 3.821254e+00, 7.963219e-02,7.834706e-01,0.8938084533,Not_significant,1.590081e+01,1.219757e+01,9.859392e+00,1.772572e+01,1.881505e+01,1.419752e+01,1.233674e+01,1.177700e+01
45137,AGIS_Os09g041110, 3.904552e-01, 2.626387e+00, 3.110519e+00,1.078310e-01,0.3156585643,Not_significant,5.246578e+00,5.685453e+00,5.899636e+00,3.957181e+00,4.584379e+00,7.464673e+00,1.065908e+01,5.565303e+00
45138,AGIS_Os09g041120,-4.888147e-01, 1.972085e+00, 3.648538e+00,8.477459e-02,0.2761296107,Not_significant,3.934934e+00,5.516745e+00,3.619777e+00,5.079062e+00,3.271145e+00,2.469929e+00,3.101132e+00,4.083324e+00
45139,AGIS_Os09g041130, 2.055331e-01, 2.412512e-01, 1.026487e-01,7.552260e-01,0.8781971322,Not_significant,1.288633e+00,1.147213e+00,4.999692e-01,1.040290e+00,3.342776e-01,1.975943e+00,1.897961e+00,9.301781e-01
45140,AGIS_Os09g041140,-5.060976e-01, 6.164208e+00, 1.359198e+01,4.100284e-03,0.0489442285,Not_significant,9.950090e+01,8.005185e+01,8.283489e+01,7.447251e+01,5.525132e+01,6.130912e+01,5.387158e+01,6.613724e+01
45141,AGIS_Os09g041150,-8.336106e-04, 2.933646e+00, 1.278993e-05,9.972159e-01,0.9989066958,Not_significant,8.076969e+00,1.042614e+01,5.899636e+00,6.180545e+00,5.420073e+00,8.013546e+00,8.608607e+00,8.166649e+00
45142,AGIS_Os09g041160, 3.279081e-01, 5.149512e+00, 7.605403e+00,1.995829e-02,0.1212674194,Not_significant,3.546043e+01,2.636903e+01,3.025813e+01,3.333007e+01,4.849413e+01,3.203589e+01,4.063669e+01,3.708100e+01
45143,AGIS_Os09g041170, 6.657281e-01, 7.883026e-01, 3.885418e+00,7.659144e-02,0.2606552275,Not_significant,1.748859e+00,1.484629e+00,8.399482e-01,1.183075e+00,2.721975e+00,1.866168e+00,1.457363e+00,2.222968e+00
45144,AGIS_Os09g041180,-5.244275e-02, 4.240416e-01, 1.643769e-02,9.004895e-01,0.9546060627,Not_significant,1.288633e+00,1.045988e+00,1.399914e+00,1.550236e+00,1.050587e+00,1.646619e+00,1.423470e+00,1.024773e+00
45145,AGIS_Os09g041190, 2.076887e-01, 4.076958e+00, 1.717116e+00,2.189600e-01,0.4651216884,Not_significant,1.718945e+01,1.096601e+01,1.883884e+01,1.605310e+01,2.019992e+01,1.774689e+01,1.755614e+01,1.617564e+01
45147,AGIS_Os09g041210,-5.676312e-01,-1.162468e+00, 3.941579e-01,5.439966e-01,0.7463294534,Not_significant,3.221583e-01,4.386403e-01,7.799519e-01,2.039784e-01,3.342776e-01,9.330842e-01,2.033529e-01,6.306292e-02
45148,AGIS_Os09g041220,-9.936730e-01, 7.108716e+00, 2.391555e+01,8.303409e-04,0.0188648829,Not_significant,2.210696e+02,1.444476e+02,1.949480e+02,1.732592e+02,6.559005e+01,1.112200e+02,9.474551e+01,9.858312e+01
45150,AGIS_Os09g041240,-9.705280e-02, 1.340620e+00, 3.233930e-02,8.614198e-01,0.9351940395,Not_significant,2.117040e+00,4.470757e+00,1.259922e+00,1.896999e+00,1.002833e+00,2.030830e+00,5.287176e+00,1.828825e+00
45151,AGIS_Os09g041250, 2.942878e-01, 3.391848e+00, 2.052134e+00,1.820934e-01,0.4205201043,Not_significant,1.378377e+01,7.186952e+00,1.065934e+01,6.812878e+00,1.064913e+01,1.222157e+01,1.167585e+01,1.068917e+01
45152,AGIS_Os09g041260, 1.252625e-01, 2.515804e+00, 3.670723e-01,5.579178e-01,0.7553732003,Not_significant,5.131522e+00,5.061234e+00,5.759645e+00,5.690997e+00,5.061918e+00,7.391490e+00,5.558313e+00,5.786023e+00
45153,AGIS_Os09g041270, 4.432344e-01, 2.423510e+00, 3.843845e+00,7.795407e-02,0.2626601107,Not_significant,3.957945e+00,3.897150e+00,5.439665e+00,4.732299e+00,7.449616e+00,6.019308e+00,6.303940e+00,4.824314e+00
45154,AGIS_Os09g041280,-9.007771e-02, 4.263196e+00, 4.338215e-01,5.247881e-01,0.7336475688,Not_significant,1.748859e+01,2.169582e+01,2.201864e+01,1.795010e+01,1.926872e+01,1.670404e+01,2.013194e+01,1.805176e+01
45155,AGIS_Os09g041290,-7.526088e-01,-4.353567e-01, 3.287967e-01,5.814272e-01,0.7722138397,Not_significant,1.380678e+00,6.748312e-02,7.599531e-01,1.142279e+00,1.432618e+00,4.939857e-01,0.000000e+00,4.414405e-01
45156,AGIS_Os09g041300, 8.451055e-01, 1.426235e+00, 8.164948e+00,1.680404e-02,0.1107436330,Not_significant,1.725848e+00,1.923269e+00,1.479909e+00,2.406945e+00,4.656010e+00,2.689478e+00,2.965563e+00,3.358101e+00
45157,AGIS_Os09g041310,-1.243528e-01,-9.146941e-01, 2.938912e-02,8.672555e-01,0.9382235109,Not_significant,4.372149e-01,7.423143e-01,7.599531e-01,2.039784e-01,5.491704e-01,4.573942e-01,4.744901e-01,3.153146e-01
45158,AGIS_Os09g041320,-1.116461e+00,-2.153850e+00, 8.072700e-01,3.897583e-01,0.6290534735,Not_significant,3.221583e-01,1.012247e-01,4.399729e-01,1.019892e-01,9.550789e-02,0.000000e+00,2.202990e-01,2.207202e-01
45160,AGIS_Os09g041340, 4.828530e-01, 2.214189e+00, 3.051664e+00,1.108085e-01,0.3200220786,Not_significant,3.198572e+00,5.398650e+00,2.719832e+00,4.181557e+00,5.085795e+00,5.049632e+00,6.778431e+00,4.382873e+00
45161,AGIS_Os09g041350, 3.003541e-01, 1.866561e+00, 1.167906e+00,3.048565e-01,0.5544221317,Not_significant,2.462210e+00,3.391027e+00,3.839763e+00,3.161665e+00,5.420073e+00,3.384717e+00,3.846759e+00,3.373866e+00
45162,AGIS_Os09g041360, 5.702258e-02, 3.675354e+00, 9.255021e-02,7.671094e-01,0.8846093884,Not_significant,1.164372e+01,1.186016e+01,1.109932e+01,1.507400e+01,1.270255e+01,1.725291e+01,1.218423e+01,1.009007e+01
45163,AGIS_Os09g041370, 1.296444e-01, 4.732908e+00, 9.031059e-01,3.640439e-01,0.6074082744,Not_significant,2.858004e+01,2.269120e+01,2.811827e+01,2.231524e+01,2.590652e+01,3.053564e+01,2.765600e+01,2.662832e+01
45164,AGIS_Os09g041380,-5.432623e-02, 3.990683e+00, 1.233013e-01,7.326654e-01,0.8648806947,Not_significant,1.270224e+01,1.514996e+01,2.021875e+01,1.695060e+01,1.642736e+01,1.496594e+01,1.537009e+01,1.508780e+01
45165,AGIS_Os09g041390, 3.367522e-01, 4.042827e+00, 4.037631e+00,7.184807e-02,0.2519806984,Not_significant,1.168974e+01,1.634779e+01,1.539905e+01,1.466605e+01,2.144152e+01,1.527697e+01,1.869152e+01,1.803600e+01
45166,AGIS_Os09g041400, 8.597487e-02, 4.513454e+00, 5.160794e-01,4.887360e-01,0.7077338476,Not_significant,2.073319e+01,2.456386e+01,2.177866e+01,2.141773e+01,2.246823e+01,2.566896e+01,2.384313e+01,2.193013e+01
45167,AGIS_Os09g041410, 2.798686e-01, 1.498639e+00, 9.163595e-01,3.606922e-01,0.6046385928,Not_significant,2.117040e+00,2.041364e+00,2.459848e+00,3.528826e+00,2.483205e+00,3.494492e+00,3.423107e+00,2.743237e+00
45169,AGIS_Os09g041430,-1.015456e+00, 2.611113e+00, 2.910263e+01,2.891483e-04,0.0098954356,DOWN,1.012498e+01,7.372531e+00,7.799519e+00,7.200437e+00,5.133549e+00,3.549379e+00,3.948436e+00,3.484227e+00
45170,AGIS_Os09g041440, 2.525683e-01, 1.928006e+00, 1.180560e+00,3.023874e-01,0.5518031777,Not_significant,2.945447e+00,3.458510e+00,3.399790e+00,3.916385e+00,3.486038e+00,3.805520e+00,4.914362e+00,4.193684e+00
45171,AGIS_Os09g041450, 1.931225e+00, 3.438158e+00, 3.281090e+01,5.680241e-04,0.0149529439,UP,2.945447e+00,9.008997e+00,2.279859e+00,5.385030e+00,1.876730e+01,1.939351e+01,1.614961e+01,1.245493e+01
45173,AGIS_Os09g041470,-2.815126e-01, 4.937942e+00, 4.620921e+00,5.672310e-02,0.2215205912,Not_significant,3.474708e+01,3.504061e+01,3.081810e+01,3.349325e+01,2.958357e+01,2.275993e+01,2.836773e+01,3.011255e+01
45175,AGIS_Os09g041490, 9.997306e-01, 5.524684e+00, 4.250404e+01,6.297837e-05,0.0041451939,Not_significant,4.620671e+01,2.444576e+01,2.909821e+01,2.345752e+01,8.545569e+01,5.624119e+01,4.183986e+01,6.126563e+01
45181,AGIS_Os09g041550, 1.058133e+00, 5.362176e+00, 3.782226e+01,1.145774e-04,0.0058206726,UP,3.062805e+01,2.223569e+01,2.723832e+01,2.341672e+01,8.832092e+01,5.183191e+01,3.660353e+01,4.851115e+01
45182,AGIS_Os09g041560, 5.273673e-01, 6.895136e+00, 1.134558e+01,7.002666e-03,0.0666134963,Not_significant,1.375156e+02,6.797237e+01,9.669404e+01,9.364648e+01,1.569911e+02,1.423960e+02,1.192156e+02,1.374929e+02
45185,AGIS_Os09g041590,-3.727814e-01, 4.030538e+00, 7.517717e+00,2.051549e-02,0.1228676301,Not_significant,2.317239e+01,1.968820e+01,1.663897e+01,1.444167e+01,1.666613e+01,1.361205e+01,1.292986e+01,1.330628e+01
45186,AGIS_Os09g041600,-7.197528e-01, 1.842934e+00, 8.408809e+00,1.562011e-02,0.1064390147,Not_significant,2.669312e+00,6.444638e+00,3.439788e+00,5.201449e+00,1.647511e+00,2.927323e+00,2.372451e+00,3.657650e+00
45188,AGIS_Os09g041620, 1.561446e-01,-2.133491e-01, 5.837865e-02,8.138917e-01,0.9100232415,Not_significant,3.221583e-01,7.760559e-01,7.999507e-01,1.040290e+00,1.026710e+00,3.110281e-01,5.931127e-01,1.702699e+00
45189,AGIS_Os09g041630, 2.269146e-01, 2.248882e+00, 7.418189e-01,4.089774e-01,0.6454256851,Not_significant,3.566753e+00,5.094976e+00,3.419789e+00,5.262643e+00,4.894779e+00,6.293744e+00,5.727774e+00,3.452695e+00
45190,AGIS_Os09g041640, 5.712655e-01, 4.163720e+00, 1.634723e+01,2.282271e-03,0.0341591620,Not_significant,1.343860e+01,1.604411e+01,1.463910e+01,1.319740e+01,2.483205e+01,2.385768e+01,1.794590e+01,1.912383e+01
45192,AGIS_Os09g041660,-1.672035e+00,-7.607421e-01, 1.787348e+00,2.121134e-01,0.4578716833,Not_significant,1.587780e+00,1.045988e+00,3.799766e-01,2.447741e-01,4.059085e-01,0.000000e+00,1.694608e-01,6.148635e-01
45193,AGIS_Os09g041670, 8.556117e-01,-7.435269e-01, 8.916055e-01,3.669906e-01,0.6103327222,Not_significant,3.451696e-01,5.736065e-01,6.599593e-01,8.159136e-02,7.640631e-01,1.244112e+00,1.864068e-01,6.148635e-01
45194,AGIS_Os09g041680,-4.942699e-01,-1.339059e+00, 3.036038e-01,5.935600e-01,0.7789987915,Not_significant,2.301131e-01,6.242189e-01,3.599778e-01,4.079568e-01,2.865237e-01,1.829577e-01,5.761666e-01,1.734230e-01
45195,AGIS_Os09g041690,-7.747354e-01,-1.280055e+00, 5.812930e-01,4.631669e-01,0.6885209480,Not_significant,5.292601e-01,4.723818e-01,5.199679e-01,2.039784e-01,5.014164e-01,1.829577e-02,5.761666e-01,1.891888e-01
