,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mycLP_1,CPM.pho2mycLP_2,CPM.pho2mycLP_3,CPM.pho2mycLP_4,CPM.pho2mycHP_1,CPM.pho2mycHP_2,CPM.pho2mycHP_3,CPM.pho2mycHP_4
13721,AGIS_Os03g017230,-3.968997e-01, 3.627683e+00, 7.923234e+00,1.808647e-02,0.1150902044,Not_significant,1.373775e+01,1.530180e+01,1.113931e+01,1.570634e+01,1.134156e+01,1.127019e+01,7.761303e+00,1.232880e+01
13722,AGIS_Os03g017240,-1.645917e-01,-8.907690e-02, 8.615686e-02,7.750390e-01,0.8892195000,Not_significant,4.832375e-01,1.164084e+00,1.319919e+00,8.771071e-01,8.595710e-01,8.050138e-01,5.083823e-01,1.182430e+00
13723,AGIS_Os03g017250, 8.233119e-02, 5.464399e+00, 4.407438e-01,5.215673e-01,0.7319346439,Not_significant,4.558540e+01,3.962946e+01,4.541720e+01,4.053051e+01,5.121611e+01,4.852038e+01,3.997579e+01,4.204720e+01
13724,AGIS_Os03g017260, 1.199339e-01, 3.030601e+00, 3.786074e-01,5.519039e-01,0.7516271181,Not_significant,9.388614e+00,6.495250e+00,7.699525e+00,7.669588e+00,6.995953e+00,9.019813e+00,9.235612e+00,8.560792e+00
13725,AGIS_Os03g017270,-1.035992e+00, 4.835597e+00, 3.609650e+01,1.305705e-04,0.0062729996,DOWN,4.303115e+01,4.150212e+01,3.401790e+01,3.445195e+01,1.408741e+01,1.805792e+01,2.133511e+01,2.164635e+01
13726,AGIS_Os03g017280, 3.396813e-01, 3.853420e+00, 6.230421e+00,3.135405e-02,0.1579741757,Not_significant,1.539457e+01,1.032492e+01,1.361916e+01,1.178995e+01,1.812262e+01,1.432559e+01,1.579374e+01,1.597069e+01
13730,AGIS_Os03g017320,-1.039818e+00, 1.488144e+00, 8.365921e+00,1.582083e-02,0.1072033580,Not_significant,3.313628e+00,4.875656e+00,2.939819e+00,3.590020e+00,1.719142e+00,9.879715e-01,1.864068e+00,2.837832e+00
13731,AGIS_Os03g017330, 9.738447e-02, 4.981352e+00, 3.738579e-01,5.543644e-01,0.7533729600,Not_significant,2.680817e+01,3.401149e+01,3.115808e+01,2.935249e+01,4.154593e+01,2.691307e+01,3.062156e+01,3.200443e+01
13732,AGIS_Os03g017340, 8.519786e-02, 4.744613e+00, 4.403672e-01,5.217416e-01,0.7319946386,Not_significant,2.996072e+01,2.247188e+01,2.761830e+01,2.417144e+01,2.815095e+01,2.876095e+01,2.696121e+01,2.607652e+01
13734,AGIS_Os03g017360, 9.043310e-01,-7.522109e-01, 1.370010e+00,2.685749e-01,0.5182056865,Not_significant,4.142035e-01,2.868033e-01,8.399482e-01,1.631827e-01,9.073250e-01,6.952392e-01,4.575441e-01,6.936922e-01
13738,AGIS_Os03g017400,-5.762077e-01, 2.162244e+00, 4.341135e+00,6.342905e-02,0.2357404636,Not_significant,5.637771e+00,4.825043e+00,3.879761e+00,6.976061e+00,2.817483e+00,4.281210e+00,4.100951e+00,2.995489e+00
13740,AGIS_Os03g017420, 1.577284e+00,-1.212115e+00, 2.476471e+00,1.462071e-01,0.3736962566,Not_significant,5.062488e-01,2.193201e-01,0.000000e+00,2.855698e-01,6.924322e-01,6.220561e-01,3.050294e-01,5.360349e-01
13741,AGIS_Os03g017430, 3.246897e-01, 4.756378e+00, 6.555247e+00,2.806698e-02,0.1472810078,Not_significant,2.572664e+01,2.395651e+01,2.147868e+01,2.447741e+01,3.435896e+01,3.181634e+01,2.882528e+01,2.528823e+01
13742,AGIS_Os03g017440,-3.429423e-01, 4.802852e+00, 8.132374e+00,1.697029e-02,0.1112473333,Not_significant,3.481611e+01,2.815733e+01,3.269798e+01,2.896493e+01,2.492756e+01,2.147923e+01,2.833384e+01,2.363283e+01
13743,AGIS_Os03g017450,-5.032784e-01, 1.937443e+00, 4.833942e+00,5.219606e-02,0.2104763360,Not_significant,4.579250e+00,3.829667e+00,4.879699e+00,4.507923e+00,3.605423e+00,2.854140e+00,3.185862e+00,2.916660e+00
13744,AGIS_Os03g017460, 2.450378e-01,-1.588970e+00, 5.685273e-02,8.162893e-01,0.9113008034,Not_significant,1.840905e-01,6.748312e-02,3.999753e-01,5.303438e-01,4.297855e-01,2.378450e-01,4.067058e-01,1.261258e-01
13745,AGIS_Os03g017470, 7.940468e-01, 4.507481e+00, 3.258653e+01,1.857409e-04,0.0076657116,Not_significant,1.343860e+01,2.351787e+01,1.515907e+01,1.419690e+01,1.902995e+01,3.732337e+01,3.160443e+01,2.733778e+01
13748,AGIS_Os03g017500,-2.189449e-01, 1.562052e+00, 5.529611e-01,4.739829e-01,0.6967062932,Not_significant,2.071018e+00,4.437015e+00,3.799766e+00,2.427343e+00,2.172805e+00,2.634591e+00,2.592750e+00,3.153146e+00
13750,AGIS_Os03g017520, 6.162880e-01, 1.432118e+00, 2.919856e+00,1.178627e-01,0.3318151303,Not_significant,1.518746e+00,3.323544e+00,1.399914e+00,1.835806e+00,1.193849e+00,4.427576e+00,4.677117e+00,2.837832e+00
13752,AGIS_Os03g017540,-2.994414e-01,-1.034149e+00, 1.041190e-01,7.534945e-01,0.8773962558,Not_significant,3.681809e-01,4.048987e-01,4.399729e-01,4.487525e-01,1.910158e-01,8.050138e-01,8.642499e-01,6.306292e-02
13755,AGIS_Os03g017570,-1.605647e-01,-4.343759e-01, 6.956405e-02,7.972535e-01,0.9009445528,Not_significant,1.127554e+00,1.130342e+00,5.399667e-01,3.263654e-01,7.163092e-01,6.220561e-01,6.100588e-01,5.518006e-01
13756,AGIS_Os03g017580, 2.301634e-02,-1.775399e+00, 8.455021e-04,9.773669e-01,0.9908980791,Not_significant,5.062488e-01,1.518370e-01,0.000000e+00,5.711395e-01,2.148928e-01,1.463661e-01,1.355686e-01,3.310804e-01
13757,AGIS_Os03g017590,-2.381615e-01, 3.812718e+00, 3.066557e+00,1.100454e-01,0.3187529581,Not_significant,1.488832e+01,1.565608e+01,1.445911e+01,1.566554e+01,1.325172e+01,1.225816e+01,1.340435e+01,1.253376e+01
13759,AGIS_Os03g017610, 2.278996e-01, 5.325742e+00, 3.156470e+00,1.055762e-01,0.3122993774,Not_significant,3.978655e+01,3.318482e+01,3.927758e+01,3.536985e+01,3.887171e+01,4.797150e+01,4.475459e+01,4.132198e+01
