,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmycWT_1,CPM.HPmycWT_2,CPM.HPmycWT_3,CPM.HPmycWT_4,CPM.HPmycpho2_1,CPM.HPmycpho2_2,CPM.HPmycpho2_3,CPM.HPmycpho2_4
192,AGIS_Os01g001920,-3.160544e-01, 4.8752714695,2.158667e+00,1.814549e-01,0.4526464922,Not_significant,4.658696e+01,2.096835e+01,2.996067e+01,3.363872e+01,3.247609e+01,2.314964e+01,2.738661e+01,1.995705e+01
197,AGIS_Os01g001970, 7.181578e-01, 1.8720013890,1.313903e+00,2.861054e-01,0.5624530783,Not_significant,4.726213e-01,2.409130e+00,7.575699e+00,2.772422e+00,3.263929e+00,3.336884e+00,3.851241e+00,5.007539e+00
198,AGIS_Os01g001980, 8.319082e-01, 4.9419958108,1.547556e+01,4.672884e-03,0.0505191546,Not_significant,2.079534e+01,2.801729e+01,2.223834e+01,1.700419e+01,2.730820e+01,4.517307e+01,4.325839e+01,4.144927e+01
199,AGIS_Os01g001990,-6.153762e-01, 1.9135135136,1.601709e+00,2.426602e-01,0.5204441723,Not_significant,5.603938e+00,3.256787e+00,4.594295e+00,3.548700e+00,5.439881e+00,3.795706e+00,1.089240e+00,2.193083e+00
200,AGIS_Os01g002000,-5.484070e-02, 3.7692054493,4.197984e-02,8.429775e-01,0.9260077005,Not_significant,1.414488e+01,1.249178e+01,1.114361e+01,1.748474e+01,1.468768e+01,1.142883e+01,1.602739e+01,1.100197e+01
201,AGIS_Os01g002010,-1.928403e-01, 5.9329699562,7.462618e-01,4.137959e-01,0.6626051757,Not_significant,3.693198e+01,8.141966e+01,6.309824e+01,8.398590e+01,5.418122e+01,6.365107e+01,4.924921e+01,5.559465e+01
202,AGIS_Os01g002020, 3.197841e-01, 7.6586345812,1.919442e+00,2.047772e-01,0.4803747077,Not_significant,9.303888e+01,1.851015e+02,2.597732e+02,2.052331e+02,1.973589e+02,2.197338e+02,2.176924e+02,2.379129e+02
203,AGIS_Os01g002030, 5.806266e-01, 2.1763550024,1.414542e+00,2.697307e-01,0.5468873469,Not_significant,6.886768e+00,2.944492e+00,2.003894e+00,2.846353e+00,4.351905e+00,6.506925e+00,6.924454e+00,2.997213e+00
204,AGIS_Os01g002040,-2.465916e-01, 5.6352608318,1.817908e+00,2.157321e-01,0.4916699801,Not_significant,6.731478e+01,5.603457e+01,4.736034e+01,4.580041e+01,4.270307e+01,4.813456e+01,4.376411e+01,4.583543e+01
205,AGIS_Os01g002050,-3.122614e-01, 4.6933343729,2.540883e+00,1.509123e-01,0.4124011079,Not_significant,3.514277e+01,3.252325e+01,2.331360e+01,2.402766e+01,2.409867e+01,2.323306e+01,2.053995e+01,2.342943e+01
206,AGIS_Os01g002060,-9.791065e-02, 5.7637053741,1.882130e-01,6.763222e-01,0.8380392610,Not_significant,4.783603e+01,5.206397e+01,7.194470e+01,5.245422e+01,5.989309e+01,4.550676e+01,4.178013e+01,6.253941e+01
207,AGIS_Os01g002070, 2.157166e+00, 3.9877366400,5.785374e+01,7.730859e-05,0.0036537936,UP,6.414146e+00,6.022824e+00,4.789797e+00,4.879462e+00,1.936598e+01,4.171106e+01,2.590835e+01,1.717915e+01
208,AGIS_Os01g002080, 1.239332e+00, 5.2684877597,1.783520e+01,3.173888e-03,0.0395070623,UP,2.774962e+01,2.061144e+01,2.218947e+01,1.885247e+01,3.078973e+01,7.474621e+01,6.189217e+01,5.084297e+01
209,AGIS_Os01g002090,-2.125028e-01, 4.7333506434,9.812850e-01,3.519490e-01,0.6176623018,Not_significant,3.494022e+01,2.766038e+01,1.867043e+01,3.349086e+01,3.002815e+01,2.027157e+01,2.334086e+01,2.372185e+01
227,AGIS_Os01g002270, 5.211983e-01, 4.1788762643,6.260175e-01,4.525317e-01,0.6915860012,Not_significant,1.043143e+01,1.128722e+01,2.326473e+01,7.467056e+00,4.933972e+01,6.924035e+00,9.297442e+00,2.639010e+01
228,AGIS_Os01g002280, 3.401334e-01, 7.8715001526,3.736745e+00,9.061380e-02,0.3159763993,Not_significant,2.303691e+02,1.391942e+02,3.197922e+02,1.525941e+02,3.285688e+02,1.970847e+02,2.960788e+02,2.091835e+02
229,AGIS_Os01g002290,-2.797526e-01, 7.1713125726,7.213338e-01,4.213603e-01,0.6686985345,Not_significant,2.194313e+02,8.092891e+01,1.953064e+02,1.337786e+02,8.475335e+01,1.312647e+02,2.206489e+02,8.629781e+01
230,AGIS_Os01g002300, 2.587302e+00, 1.4590404622,1.287003e+00,2.907262e-01,0.5669516453,Not_significant,0.000000e+00,1.784541e-01,2.834778e+00,7.393125e-01,8.812608e+00,6.673769e-01,0.000000e+00,8.260612e+00
232,AGIS_Os01g002320,-5.797421e-01, 5.1437038298,1.056013e+00,3.353635e-01,0.6049256134,Not_significant,3.818105e+01,2.636659e+01,1.023941e+02,1.486018e+01,4.694618e+01,1.710153e+01,1.326539e+01,2.317358e+01
241,AGIS_Os01g002410,-3.371043e-01, 4.6178339211,2.122367e+00,1.847518e-01,0.4567602674,Not_significant,2.717573e+01,2.578661e+01,2.590400e+01,2.920284e+01,1.506847e+01,2.769614e+01,2.513032e+01,1.977430e+01
242,AGIS_Os01g002420, 1.806201e-01, 3.1220425972,3.911398e-01,5.497131e-01,0.7587966228,Not_significant,1.033015e+01,5.888984e+00,8.650959e+00,7.651884e+00,9.084602e+00,1.051119e+01,9.414146e+00,7.456482e+00
243,AGIS_Os01g002430,-8.010579e-01, 6.0014304784,2.136273e+01,1.866627e-03,0.0278631073,Not_significant,9.445675e+01,7.878747e+01,7.111382e+01,8.121348e+01,4.547741e+01,4.379661e+01,5.150549e+01,4.546992e+01
244,AGIS_Os01g002440, 2.880351e-01, 6.0731146751,1.386494e+00,2.741555e-01,0.5506976673,Not_significant,3.122677e+01,6.892788e+01,7.810301e+01,7.060434e+01,6.924969e+01,6.636229e+01,6.889443e+01,8.461645e+01
245,AGIS_Os01g002450, 2.165019e+00, 2.8947934961,1.723556e+01,3.491216e-03,0.0421124060,UP,1.620416e+00,2.632197e+00,1.857268e+00,4.472841e+00,2.105234e+01,8.425633e+00,1.170933e+01,7.200622e+00
248,AGIS_Os01g002480, 7.988389e-01, 0.1963114375,4.650530e-01,5.152832e-01,0.7365751803,Not_significant,0.000000e+00,1.115338e+00,1.368513e+00,1.404694e+00,8.703810e-01,1.251332e+00,1.205944e+00,1.315850e+00
253,AGIS_Os01g002530,-1.208864e+00, 6.6601631453,1.066839e+01,1.205927e-02,0.0934110533,Not_significant,1.489432e+02,1.957195e+02,9.809308e+01,1.061653e+02,4.928533e+01,4.905220e+01,1.226951e+02,3.845205e+01
254,AGIS_Os01g002540,-5.122785e-03, 6.3927651945,4.168260e-04,9.842311e-01,0.9930960858,Not_significant,8.338390e+01,1.134522e+02,8.685172e+01,4.058826e+01,1.578654e+02,7.908416e+01,7.461294e+01,3.582035e+01
255,AGIS_Os01g002550, 1.844486e+00, 6.5179489446,5.876736e+01,7.324965e-05,0.0035617905,UP,6.167708e+01,6.861558e+01,2.492649e+01,1.807619e+01,1.950197e+02,1.509523e+02,1.304754e+02,8.282543e+01
256,AGIS_Os01g002560, 4.389088e-01, 4.8254955630,5.390749e+00,4.986804e-02,0.2237305642,Not_significant,2.086286e+01,2.132526e+01,3.172018e+01,2.288172e+01,3.204090e+01,3.015709e+01,3.434996e+01,3.285969e+01
257,AGIS_Os01g002570,-1.106044e+00, 0.6288704845,2.669120e+00,1.422707e-01,0.4011208332,Not_significant,2.093037e+00,2.766038e+00,1.661766e+00,1.441659e+00,7.615834e-01,5.839548e-01,1.400451e+00,9.868873e-01
259,AGIS_Os01g002590,-2.460186e-01, 7.3880810369,5.085796e-01,4.968232e-01,0.7244821975,Not_significant,1.810815e+02,1.685945e+02,1.653946e+02,1.548490e+02,8.410057e+01,1.801918e+02,3.227652e+02,8.238681e+01
260,AGIS_Os01g002600, 1.802619e+00, 5.0319465971,7.621624e+01,2.883628e-05,0.0022103868,UP,1.701437e+01,8.699635e+00,1.832830e+01,1.556253e+01,5.222286e+01,4.321265e+01,5.664048e+01,4.941747e+01
261,AGIS_Os01g002610, 1.294530e+00, 3.6334555504,1.246293e+01,8.237206e-03,0.0733817306,Not_significant,3.747212e+00,1.164413e+01,5.522929e+00,9.352303e+00,1.860439e+01,1.384807e+01,1.703883e+01,1.889706e+01
262,AGIS_Os01g002620, 3.620824e-01, 3.7995706023,1.370723e+00,2.766894e-01,0.5530606694,Not_significant,1.397609e+01,9.101157e+00,1.407614e+01,9.906787e+00,2.665542e+01,1.505769e+01,9.141836e+00,1.290264e+01
263,AGIS_Os01g002630, 2.684222e+00, 4.3878741620,1.429480e+02,2.933476e-06,0.0007772921,UP,3.342108e+00,6.112051e+00,6.207185e+00,6.690778e+00,2.388108e+01,3.749824e+01,3.127675e+01,5.179331e+01
264,AGIS_Os01g002640, 2.788535e+00, 5.6426012112,1.173985e+02,6.290179e-06,0.0011164389,UP,6.582940e+00,1.650700e+01,1.656879e+01,1.330762e+01,8.203341e+01,8.650873e+01,9.060143e+01,8.691918e+01
265,AGIS_Os01g002650,-9.358456e-02, 3.0099472724,1.288064e-01,7.292770e-01,0.8677582563,Not_significant,1.218688e+01,7.138162e+00,8.259955e+00,5.544844e+00,1.098856e+01,6.381792e+00,7.274567e+00,6.030978e+00
266,AGIS_Os01g002660,-9.816285e-02, 6.9506109738,4.111802e-01,5.399118e-01,0.7521035277,Not_significant,1.308486e+02,1.264347e+02,1.317683e+02,1.215060e+02,1.177734e+02,1.079482e+02,1.354159e+02,1.171837e+02
271,AGIS_Os01g002710, 8.278863e-01, 2.2501919020,2.674539e+00,1.421284e-01,0.4009205272,Not_significant,1.080277e+00,4.550578e+00,6.304936e+00,2.920284e+00,5.167887e+00,5.297304e+00,4.745974e+00,7.383379e+00
272,AGIS_Os01g002720, 6.032321e-01, 5.8000167370,1.590719e+00,2.441406e-01,0.5217018198,Not_significant,1.151170e+01,4.827182e+01,7.854289e+01,5.396981e+01,6.968488e+01,4.730034e+01,5.360617e+01,8.224061e+01
276,AGIS_Os01g002760,-5.414082e-01, 2.6204798114,2.901633e+00,1.282104e-01,0.3806351715,Not_significant,1.222064e+01,6.513573e+00,6.060559e+00,4.029253e+00,8.595013e+00,3.503729e+00,3.423326e+00,4.203409e+00
278,AGIS_Os01g002780,-1.048255e+00, 3.8449767886,1.174200e+01,9.555945e-03,0.0808273447,Not_significant,2.450879e+01,1.820231e+01,1.510252e+01,1.737384e+01,1.501407e+01,7.174302e+00,1.205944e+01,4.861334e+00
279,AGIS_Os01g002790,-2.161649e+00, 0.0220676443,2.531426e+00,1.517849e-01,0.4136757943,Not_significant,1.958003e+00,1.159951e+00,7.820076e-01,1.478625e+00,2.175953e-01,1.418176e+00,3.890143e-01,0.000000e+00
280,AGIS_Os01g002800,-8.689976e-01, 7.2523262516,3.137998e+01,5.750822e-04,0.0126903870,Not_significant,2.631488e+02,1.851015e+02,1.494612e+02,1.933672e+02,1.271844e+02,1.091578e+02,8.772272e+01,1.038790e+02
282,AGIS_Os01g002820, 4.881156e-01, 3.9356430268,2.759527e+00,1.367795e-01,0.3933923202,Not_significant,1.748699e+01,9.636519e+00,1.304975e+01,1.027644e+01,1.300132e+01,1.660100e+01,2.672528e+01,1.494951e+01
283,AGIS_Os01g002830,-8.807004e-01, 4.2351033771,3.682212e+00,9.274493e-02,0.3196827456,Not_significant,3.517653e+01,2.208369e+01,1.192562e+01,2.598683e+01,1.506847e+01,1.005236e+01,2.299074e+01,6.652351e+00
286,AGIS_Os01g002860,-1.317888e+00, 1.6837639514,8.107855e+00,2.235297e-02,0.1377297766,Not_significant,1.228815e+01,8.922703e-01,3.225781e+00,2.180972e+00,2.883137e+00,2.502663e-01,1.750564e+00,1.462055e+00
290,AGIS_Os01g002900,-7.947787e-02, 5.8125146498,1.259828e-01,7.321720e-01,0.8693947498,Not_significant,8.736743e+01,4.831644e+01,4.315704e+01,5.592899e+01,5.059090e+01,6.035590e+01,5.092197e+01,5.226847e+01
291,AGIS_Os01g002910,-3.348496e-01, 8.7968066333,2.629730e+00,1.450613e-01,0.4047348064,Not_significant,7.636548e+02,3.655185e+02,4.687158e+02,4.229237e+02,3.853068e+02,3.795706e+02,3.972225e+02,3.742861e+02
292,AGIS_Os01g002920, 1.316107e-01, 3.1982483665,1.295340e-01,7.285998e-01,0.8677503293,Not_significant,1.546147e+01,5.353622e+00,9.579593e+00,5.249119e+00,1.153255e+01,6.548636e+00,6.496539e+00,1.253712e+01
294,AGIS_Os01g002940, 1.103998e+00, 5.7704000593,2.208428e+00,1.770643e-01,0.4474165189,Not_significant,2.677062e+01,4.033062e+01,7.086944e+01,8.280300e+00,1.329507e+02,3.265976e+01,3.917374e+01,8.512816e+01
296,AGIS_Os01g002960,-1.167644e+00,-0.5883115926,8.557664e-01,3.830403e-01,0.6417513242,Not_significant,1.350347e+00,8.030432e-01,2.932529e-01,5.544844e-01,7.615834e-01,5.005327e-01,3.890143e-01,0.000000e+00
298,AGIS_Os01g002980,-8.211968e-01, 3.3534609234,9.626681e+00,1.523755e-02,0.1079935426,Not_significant,1.978258e+01,9.591905e+00,1.006835e+01,1.301190e+01,8.051025e+00,5.922970e+00,7.391272e+00,7.237173e+00
299,AGIS_Os01g002990,-4.877126e-01, 2.8478266865,2.997296e+00,1.229607e-01,0.3718157726,Not_significant,8.405908e+00,9.279611e+00,9.139714e+00,6.468984e+00,6.527858e+00,6.632058e+00,4.979383e+00,5.519258e+00
300,AGIS_Os01g003000,-8.170120e-01, 6.9954559638,1.323533e+01,7.069650e-03,0.0662924128,Not_significant,2.722299e+02,1.128722e+02,1.043980e+02,1.782852e+02,1.005834e+02,8.062747e+01,8.519413e+01,8.585919e+01
301,AGIS_Os01g003010,-1.384020e+00, 0.8936509529,2.589258e+00,1.477801e-01,0.4083502389,Not_significant,3.645936e+00,1.829154e+00,3.714536e+00,1.035037e+00,1.468768e+00,1.501598e+00,1.556057e-01,8.772331e-01
304,AGIS_Os01g003040, 4.735899e-01, 2.9704841006,1.907524e+00,2.060443e-01,0.4816244385,Not_significant,4.118557e+00,5.844370e+00,6.744816e+00,9.943753e+00,9.628590e+00,9.259854e+00,9.180737e+00,7.346827e+00
305,AGIS_Os01g003050,-1.210104e-01, 2.3007020179,1.061108e-01,7.532688e-01,0.8798775326,Not_significant,6.988044e+00,6.335119e+00,4.692046e+00,2.624559e+00,4.188709e+00,5.881259e+00,3.656734e+00,4.386166e+00
307,AGIS_Os01g003070, 9.367745e-01, 7.2025508295,2.843653e+01,7.872526e-04,0.0156253488,Not_significant,1.200458e+02,8.945010e+01,1.104586e+02,8.638867e+01,1.783193e+02,2.055104e+02,1.973470e+02,1.901768e+02
308,AGIS_Os01g003080, 2.193063e-01, 4.2471718881,1.014221e+00,3.443724e-01,0.6107844473,Not_significant,1.384105e+01,1.664084e+01,2.028332e+01,1.925909e+01,1.931158e+01,1.952077e+01,1.777795e+01,2.463563e+01
309,AGIS_Os01g003090,-5.738061e-01,-0.3609035119,2.889088e-01,6.060424e-01,0.7948366357,Not_significant,4.726213e-01,3.033719e+00,9.775095e-02,4.435875e-01,4.895893e-01,5.839548e-01,2.723100e-01,2.193083e-01
311,AGIS_Os01g003110,-2.165236e-01, 2.2899086214,3.298618e-01,5.821055e-01,0.7796908455,Not_significant,5.468904e+00,6.245892e+00,3.567910e+00,5.175187e+00,4.569500e+00,5.505859e+00,5.368397e+00,2.558597e+00
312,AGIS_Os01g003120, 4.361319e-01, 2.3287169300,1.477520e+00,2.599778e-01,0.5373135684,Not_significant,3.477143e+00,3.122946e+00,4.887548e+00,5.323050e+00,5.494280e+00,6.214947e+00,3.851241e+00,7.164071e+00
313,AGIS_Os01g003130, 3.303789e-01, 6.0561885340,2.478335e+00,1.555903e-01,0.4185400780,Not_significant,6.262232e+01,5.799757e+01,4.662720e+01,6.753620e+01,5.401802e+01,7.850021e+01,8.538864e+01,7.895098e+01
315,AGIS_Os01g003150, 1.134169e+00, 5.8969762235,3.945793e+01,2.739379e-04,0.0078991909,UP,3.959891e+01,3.850146e+01,4.120203e+01,2.949857e+01,1.005290e+02,8.438147e+01,6.885553e+01,7.354138e+01
316,AGIS_Os01g003160, 6.259239e-01,-0.2832500809,5.534011e-01,4.789297e-01,0.7117018747,Not_significant,2.025520e-01,8.922703e-01,9.775095e-01,4.066219e-01,5.439881e-01,1.293043e+00,1.011437e+00,6.213735e-01
317,AGIS_Os01g003170, 6.558340e-01, 6.0794556416,5.472827e+00,4.870595e-02,0.2208056955,Not_significant,8.139214e+01,5.469617e+01,3.186681e+01,4.790745e+01,6.903210e+01,8.746808e+01,9.348013e+01,7.445516e+01
321,AGIS_Os01g003210, 5.913289e-01, 1.0524521501,1.450083e+00,2.640870e-01,0.5416781142,Not_significant,1.147795e+00,1.695314e+00,1.368513e+00,2.217937e+00,2.012756e+00,2.335819e+00,2.295184e+00,2.851008e+00
322,AGIS_Os01g003220, 1.939379e+00, 5.2071201039,2.761014e+01,8.744472e-04,0.0168411290,UP,2.427248e+01,2.154833e+01,9.041963e+00,9.389269e+00,3.688240e+01,7.745743e+01,6.679375e+01,4.945402e+01
324,AGIS_Os01g003240,-4.713931e-01, 5.8136397141,7.256906e+00,2.819487e-02,0.1592116486,Not_significant,9.492937e+01,5.050250e+01,4.384130e+01,7.533594e+01,5.842433e+01,4.070999e+01,3.788999e+01,4.762645e+01
326,AGIS_Os01g003260,-8.760692e-02,-0.0394700505,9.982172e-03,9.229574e-01,0.9651287480,Not_significant,1.417864e+00,3.569081e-01,9.286340e-01,8.871750e-01,1.631964e+00,1.001065e+00,3.501129e-01,5.848221e-01
328,AGIS_Os01g003280, 1.940748e+00, 3.7440411178,1.477255e+01,5.306328e-03,0.0553073140,Not_significant,1.377354e+01,5.353622e+00,3.176906e+00,3.179044e+00,1.316451e+01,2.757101e+01,2.287404e+01,1.739846e+01
329,AGIS_Os01g003290,-1.170393e-01, 5.6678165817,2.521864e-01,6.296012e-01,0.8095528239,Not_significant,3.926133e+01,5.291163e+01,5.752643e+01,6.077149e+01,6.185145e+01,4.041801e+01,3.897923e+01,5.435190e+01
330,AGIS_Os01g003300,-5.233409e-01, 5.0152209625,5.174801e+00,5.378295e-02,0.2344723930,Not_significant,6.309495e+01,3.368320e+01,2.399786e+01,3.504341e+01,2.904897e+01,2.540203e+01,2.481911e+01,2.291772e+01
332,AGIS_Os01g003320,-4.263859e-01, 4.7458469596,4.017008e+00,8.127813e-02,0.2977600977,Not_significant,4.148940e+01,2.725886e+01,2.297147e+01,3.123595e+01,2.589384e+01,1.597533e+01,2.314635e+01,2.598803e+01
333,AGIS_Os01g003330,-1.120342e+00, 0.5091132746,1.810469e+00,2.167783e-01,0.4930068761,Not_significant,1.620416e+00,1.606086e+00,2.639276e+00,1.256831e+00,5.983870e-01,1.501598e+00,2.723100e-01,1.242747e+00
335,AGIS_Os01g003350,-1.264485e-01,-0.0927551003,1.389009e-02,9.092018e-01,0.9581633406,Not_significant,2.228072e+00,6.692027e-01,9.775095e-01,1.478625e-01,4.351905e-01,5.005327e-01,1.167043e+00,6.579248e-01
336,AGIS_Os01g003360, 3.214988e+00,-0.3548509569,2.991398e+00,1.234840e-01,0.3722651612,Not_significant,0.000000e+00,2.676811e-01,8.797586e-01,0.000000e+00,2.067155e+00,1.376465e+00,3.890143e-01,7.675790e-01
337,AGIS_Os01g003370, 5.766252e-01, 0.5351341663,6.660315e-01,4.388602e-01,0.6815832975,Not_significant,4.726213e-01,6.245892e-01,1.564015e+00,2.070075e+00,9.791787e-01,2.002131e+00,1.750564e+00,1.462055e+00
339,AGIS_Os01g003390, 2.470522e+00,-0.6357458693,2.312964e+00,1.682991e-01,0.4355051338,Not_significant,0.000000e+00,0.000000e+00,1.173011e+00,2.957250e-01,4.351905e-01,1.001065e+00,8.169300e-01,8.041304e-01
344,AGIS_Os01g003440, 1.818667e+00, 2.0592759252,1.534440e+01,4.794620e-03,0.0515191963,Not_significant,3.105797e+00,7.138162e-01,2.492649e+00,1.478625e+00,6.636655e+00,6.798902e+00,6.807750e+00,4.678577e+00
345,AGIS_Os01g003450, 5.423092e-01, 5.2550456976,8.643365e+00,1.942962e-02,0.1256482857,Not_significant,3.318477e+01,2.841881e+01,2.815227e+01,3.275154e+01,6.283063e+01,3.879128e+01,3.532250e+01,4.543337e+01
346,AGIS_Os01g003460, 1.782489e+00, 0.9889847633,8.131646e+00,2.222391e-02,0.1373726786,Not_significant,2.700693e-01,1.427632e+00,1.270762e+00,8.132437e-01,2.883137e+00,3.003196e+00,3.189917e+00,2.412391e+00
347,AGIS_Os01g003470,-8.669611e-01, 0.5893137789,9.837598e-01,3.514532e-01,0.6171757938,Not_significant,2.363107e+00,2.230676e+00,1.173011e+00,9.611062e-01,2.175953e-01,1.918709e+00,2.022874e+00,4.386166e-01
349,AGIS_Os01g003490, 3.259167e+00, 4.6083440317,8.244922e+01,2.239517e-05,0.0020005440,UP,9.317392e+00,3.301400e+00,5.034174e+00,2.070075e+00,6.854251e+01,3.637204e+01,2.598615e+01,4.397131e+01
350,AGIS_Os01g003500, 1.475138e+00, 7.0999381098,4.309712e+01,2.092989e-04,0.0067675133,UP,8.152718e+01,4.943177e+01,1.065485e+02,6.036487e+01,1.660252e+02,1.941233e+02,2.192096e+02,2.195641e+02
351,AGIS_Os01g003510, 7.070439e-01, 1.0569838391,9.395828e-01,3.618817e-01,0.6261943058,Not_significant,2.363107e+00,1.918381e+00,4.887548e-01,1.293797e+00,1.087976e+00,4.212817e+00,2.995410e+00,1.571709e+00
352,AGIS_Os01g003520,-4.004731e-01, 8.5042666181,5.736634e+00,4.454934e-02,0.2087515183,Not_significant,5.011812e+02,3.252771e+02,3.722356e+02,4.612201e+02,3.528851e+02,2.868052e+02,3.196530e+02,2.849546e+02
353,AGIS_Os01g003530, 1.666393e+00, 0.7471808662,1.877982e+00,2.092323e-01,0.4846920911,Not_significant,0.000000e+00,7.138162e-01,1.173011e+00,1.922212e+00,2.067155e+00,2.919774e+00,7.391272e-01,3.253073e+00
354,AGIS_Os01g003540,-2.058012e-01, 2.6887814356,4.628659e-01,5.161415e-01,0.7373322322,Not_significant,8.979805e+00,5.621303e+00,7.624574e+00,5.212153e+00,7.289441e+00,6.089814e+00,4.745974e+00,5.373053e+00
356,AGIS_Os01g003560, 2.357614e-01, 1.7788059269,2.174229e-01,6.539344e-01,0.8245957732,Not_significant,5.874008e+00,1.962995e+00,1.466264e+00,3.474769e+00,5.004691e+00,3.545440e+00,3.695636e+00,1.754466e+00
358,AGIS_Os01g003580,-5.924900e-01, 4.1031253080,1.992277e+00,1.972618e-01,0.4725816824,Not_significant,3.494022e+01,1.284869e+01,1.710642e+01,1.693026e+01,9.030203e+00,1.397320e+01,2.380767e+01,8.114406e+00
359,AGIS_Os01g003590, 3.022177e-01, 3.2300768513,1.057028e+00,3.350635e-01,0.6047494494,Not_significant,4.456144e+00,1.151029e+01,9.579593e+00,7.540987e+00,6.364661e+00,9.093010e+00,1.731114e+01,8.553023e+00
360,AGIS_Os01g003600,-2.899856e-01, 7.6426539692,1.878128e+00,2.092164e-01,0.4846920911,Not_significant,3.146983e+02,1.953180e+02,2.000473e+02,1.782113e+02,1.569950e+02,1.991286e+02,1.890609e+02,1.645178e+02
362,AGIS_Os01g003620,-4.800219e+00,-0.6141937486,9.925594e+00,1.429258e-02,0.1041503318,Not_significant,1.721692e+00,1.159951e+00,6.842567e-01,5.914500e-01,3.807917e-01,0.000000e+00,0.000000e+00,0.000000e+00
369,AGIS_Os01g003690, 8.562640e-01, 4.0702488135,1.047289e+00,3.372461e-01,0.6062076277,Not_significant,6.717974e+00,5.933597e+00,1.651991e+01,7.430091e+00,6.473459e+01,8.675900e+00,3.423326e+00,2.054188e+01
370,AGIS_Os01g003700, 1.472939e-02, 7.1822860462,9.511102e-03,9.247906e-01,0.9657125236,Not_significant,1.238605e+02,1.561473e+02,1.389530e+02,1.597285e+02,1.344195e+02,1.564999e+02,1.434296e+02,1.482158e+02
372,AGIS_Os01g003720,-5.972062e-01, 0.3883864728,2.579403e-01,6.257826e-01,0.8072935229,Not_significant,0.000000e+00,2.230676e+00,2.248272e+00,2.402766e+00,3.263929e-01,7.507990e-01,8.169300e-01,1.059990e+00
374,AGIS_Os01g003740, 1.260687e+00, 1.3265718387,4.650792e+00,6.448737e-02,0.2603643798,Not_significant,2.160555e+00,1.249178e+00,1.417389e+00,7.762781e-01,2.447947e+00,1.918709e+00,4.279157e+00,5.117193e+00
375,AGIS_Os01g003750,-2.446079e-01, 3.1215695554,7.233083e-01,4.206207e-01,0.6680701110,Not_significant,7.393148e+00,1.177797e+01,9.237465e+00,9.019612e+00,8.268620e+00,7.299435e+00,6.263130e+00,9.722667e+00
376,AGIS_Os01g003760,-1.779060e-01, 4.7252184624,4.970220e-01,5.016040e-01,0.7272553330,Not_significant,3.436632e+01,2.016531e+01,2.424224e+01,3.378658e+01,2.050835e+01,2.348332e+01,3.143235e+01,2.291772e+01
377,AGIS_Os01g003770,-5.156414e-01, 3.1653823120,3.316975e+00,1.073477e-01,0.3454703837,Not_significant,1.218688e+01,9.056543e+00,9.237465e+00,1.108969e+01,6.799852e+00,5.589281e+00,9.958766e+00,7.164071e+00
378,AGIS_Os01g003780,-3.338037e-01, 3.2582753292,1.333228e+00,2.827159e-01,0.5591537008,Not_significant,1.373978e+01,1.311637e+01,8.064453e+00,7.799747e+00,6.854251e+00,1.017750e+01,8.947329e+00,7.164071e+00
379,AGIS_Os01g003790, 3.083226e+00, 7.9495509118,2.370892e+02,4.702529e-07,0.0003114283,UP,7.615955e+01,5.210858e+01,4.872885e+01,3.692866e+01,4.472127e+02,4.953605e+02,4.580643e+02,3.624435e+02
380,AGIS_Os01g003800,-6.024505e-01, 6.2527724011,1.436631e+01,5.656380e-03,0.0574912597,Not_significant,1.059347e+02,9.529447e+01,6.974530e+01,9.762621e+01,6.451699e+01,6.473556e+01,5.251693e+01,5.899393e+01
381,AGIS_Os01g003810,-3.643249e-01, 6.7936828849,2.385925e+00,1.625259e-01,0.4277563424,Not_significant,1.777056e+02,9.333147e+01,9.569818e+01,1.392495e+02,7.811670e+01,9.143063e+01,1.015327e+02,1.097638e+02
385,AGIS_Os01g003850,-3.589601e-01, 3.2595955065,1.703223e+00,2.293714e-01,0.5058842061,Not_significant,9.857530e+00,1.057340e+01,1.216999e+01,9.869822e+00,1.077097e+01,8.675900e+00,6.691046e+00,7.383379e+00
