,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmycWT_1,CPM.HPmycWT_2,CPM.HPmycWT_3,CPM.HPmycWT_4,CPM.HPmycpho2_1,CPM.HPmycpho2_2,CPM.HPmycpho2_3,CPM.HPmycpho2_4
56990,AGIS_Os12g037280, 7.389435e-01, 1.4334680283,1.629516e+00,2.389706e-01,0.5169349889,Not_significant,1.417864e+00,8.922703e-01,2.737027e+00,2.772422e+00,1.849560e+00,5.339015e+00,3.151016e+00,2.777905e+00
56991,AGIS_Os12g037290, 7.959052e-01, 6.0594367480,1.382437e+01,6.317221e-03,0.0617020578,Not_significant,3.092294e+01,5.340238e+01,6.348924e+01,5.045808e+01,8.257740e+01,9.568516e+01,7.885320e+01,7.752548e+01
56992,AGIS_Os12g037300,-1.097968e-01, 5.2150183426,2.916049e-01,6.044757e-01,0.7939636589,Not_significant,5.394635e+01,3.096178e+01,3.782962e+01,3.293637e+01,3.432565e+01,3.557953e+01,3.711196e+01,3.377348e+01
56993,AGIS_Os12g037310,-7.902168e-02, 6.8365396775,1.858654e-01,6.782108e-01,0.8392505828,Not_significant,1.504624e+02,8.748710e+01,1.170079e+02,1.173289e+02,1.225605e+02,1.171246e+02,9.593092e+01,1.057431e+02
57009,AGIS_Os12g037470, 1.156799e+00, 0.5479520853,6.809804e-01,4.341017e-01,0.6778070942,Not_significant,0.000000e+00,1.293792e+00,7.331321e-01,2.180972e+00,1.849560e+00,7.925101e-01,3.073213e+00,1.133093e+00
57010,AGIS_Os12g037480,-5.239026e-01, 1.1800756758,1.072471e+00,3.316940e-01,0.6017959835,Not_significant,3.645936e+00,2.587584e+00,2.248272e+00,1.552556e+00,1.740762e+00,3.170040e+00,1.711663e+00,8.041304e-01
57014,AGIS_Os12g037520, 1.416543e-01, 4.7843901635,4.150066e-01,5.381763e-01,0.7512787089,Not_significant,1.708188e+01,3.020335e+01,2.947191e+01,2.809387e+01,2.437067e+01,2.344161e+01,2.902047e+01,3.812309e+01
57018,AGIS_Os12g037560, 3.394106e-01, 5.1196148027,2.308779e+00,1.686385e-01,0.4358806161,Not_significant,2.406993e+01,3.078332e+01,3.910038e+01,2.912891e+01,4.433503e+01,3.449504e+01,3.403875e+01,4.155892e+01
57019,AGIS_Os12g037570, 1.832876e-01, 7.3518492694,8.712962e-01,3.789755e-01,0.6387672254,Not_significant,9.840651e+01,1.854584e+02,1.468708e+02,1.906317e+02,1.693979e+02,1.726421e+02,1.584066e+02,1.843652e+02
57021,AGIS_Os12g037590, 1.787253e-01, 3.4342787577,5.309079e-01,4.877083e-01,0.7176083799,Not_significant,1.090405e+01,1.093031e+01,1.060598e+01,7.799747e+00,1.136935e+01,1.422347e+01,9.842062e+00,1.016128e+01
57022,AGIS_Os12g037600, 8.928656e-01, 3.1545851746,5.106059e+00,5.504950e-02,0.2374281958,Not_significant,2.633176e+00,8.699635e+00,8.259955e+00,6.099328e+00,1.049897e+01,1.301385e+01,7.157863e+00,1.425504e+01
57023,AGIS_Os12g037610,-5.011739e-01, 6.1857887202,2.468354e+00,1.563201e-01,0.4197264721,Not_significant,9.992565e+01,9.890816e+01,5.527816e+01,8.113955e+01,4.264867e+01,7.145104e+01,9.134056e+01,4.097410e+01
57024,AGIS_Os12g037620,-5.736192e-01, 6.3228520433,2.934661e+00,1.265730e-01,0.3776065567,Not_significant,1.248733e+02,1.217503e+02,5.215013e+01,8.498397e+01,4.749016e+01,7.353659e+01,8.842295e+01,4.649336e+01
57026,AGIS_Os12g037640,-5.967142e-01, 1.2341633883,9.132183e-01,3.683357e-01,0.6310407500,Not_significant,1.687933e+00,2.498357e+00,2.932529e+00,3.363872e+00,2.393548e+00,3.336884e+00,8.169300e-01,1.169644e+00
57027,AGIS_Os12g037650,-1.266445e+00,-0.8941440939,6.741167e-01,4.363332e-01,0.6795514920,Not_significant,1.012760e+00,1.204565e+00,4.887548e-02,4.066219e-01,0.000000e+00,4.588216e-01,2.334086e-01,2.193083e-01
57039,AGIS_Os12g037770,-4.241472e+00, 1.1506689187,1.933703e+01,2.525101e-03,0.0336375662,DOWN,3.780971e+00,3.479854e+00,2.248272e+00,6.210225e+00,7.615834e-01,0.000000e+00,3.890143e-02,5.117193e-01
57042,AGIS_Os12g037800,-1.181492e+00, 7.5256277222,2.391272e+01,1.355034e-03,0.0225269790,DOWN,3.844099e+02,1.837631e+02,1.901745e+02,2.787947e+02,1.008554e+02,1.160402e+02,1.118027e+02,1.075342e+02
57043,AGIS_Os12g037810, 8.633784e-01, 4.2165272628,1.384693e+01,6.234994e-03,0.0611624398,Not_significant,1.276078e+01,1.534705e+01,8.455457e+00,1.648667e+01,2.785219e+01,2.769614e+01,1.851708e+01,2.098049e+01
57045,AGIS_Os12g037830,-7.196306e-01, 0.9978272868,6.089958e-01,4.585128e-01,0.6965004513,Not_significant,6.076560e-01,3.212173e+00,2.785902e+00,2.698491e+00,1.740762e+00,2.502663e-01,1.167043e+00,2.887559e+00
57047,AGIS_Os12g037850, 5.308912e-01, 1.8958822842,1.936538e+00,2.027787e-01,0.4788549883,Not_significant,3.207073e+00,3.078332e+00,2.785902e+00,2.476697e+00,4.188709e+00,6.673769e+00,4.201354e+00,2.522045e+00
57051,AGIS_Os12g037890,-8.058183e-01, 2.9215374588,9.198453e+00,1.690577e-02,0.1150472921,Not_significant,6.447905e+00,1.048418e+01,1.104586e+01,1.001768e+01,3.372726e+00,6.381792e+00,6.496539e+00,5.702015e+00
57052,AGIS_Os12g037900,-6.349155e-04, 4.7738931863,1.110897e-05,9.974250e-01,0.9988141207,Not_significant,2.582538e+01,3.020335e+01,2.961854e+01,2.339924e+01,2.578504e+01,2.440097e+01,3.306621e+01,2.591493e+01
57053,AGIS_Os12g037910, 1.689616e-01, 6.5146186293,7.842852e-01,4.026783e-01,0.6546565336,Not_significant,4.759972e+01,9.520524e+01,9.667569e+01,1.107860e+02,7.425438e+01,9.351619e+01,1.172489e+02,9.550876e+01
57054,AGIS_Os12g037920,-3.408136e-01, 4.6039323092,3.221443e+00,1.117255e-01,0.3533367697,Not_significant,2.552155e+01,2.645581e+01,2.688151e+01,2.927677e+01,2.268431e+01,1.881169e+01,1.972302e+01,2.452598e+01
57055,AGIS_Os12g037930,-4.541855e-01, 6.9745252061,5.884376e+00,4.266239e-02,0.2033862501,Not_significant,1.918167e+02,1.482061e+02,1.032250e+02,1.423546e+02,1.028138e+02,1.246326e+02,9.686456e+01,9.547221e+01
57056,AGIS_Os12g037940, 4.576187e-01, 5.4027911158,3.527518e+00,9.866860e-02,0.3308308160,Not_significant,1.893861e+01,4.367663e+01,4.814234e+01,3.574576e+01,4.580380e+01,4.246185e+01,5.535673e+01,4.769955e+01
57058,AGIS_Os12g037960, 6.353741e-01, 4.3186363347,1.009622e+01,1.364097e-02,0.1011835300,Not_significant,1.215312e+01,1.387480e+01,2.321585e+01,1.304887e+01,1.838680e+01,1.972933e+01,3.543920e+01,2.313702e+01
57061,AGIS_Os12g037990, 4.011724e-01, 3.6506218715,2.335680e+00,1.663115e-01,0.4332098431,Not_significant,6.549181e+00,1.164413e+01,1.471152e+01,1.097879e+01,1.294692e+01,1.272187e+01,1.486035e+01,1.542468e+01
57066,AGIS_Os12g038040,-1.113222e-01, 1.2921018735,5.217181e-02,8.252522e-01,0.9166125060,Not_significant,8.102080e-01,2.230676e+00,2.981404e+00,4.103184e+00,1.414369e+00,1.376465e+00,2.450790e+00,3.545484e+00
57069,AGIS_Os12g038070, 7.467419e-01, 3.1912891910,1.745727e+00,2.243743e-01,0.5014528875,Not_significant,1.485381e+00,8.387341e+00,1.598228e+01,5.877534e+00,9.737388e+00,1.030263e+01,8.363807e+00,1.235437e+01
57070,AGIS_Os12g038080, 1.617911e-01, 7.3591634723,8.293895e-01,3.900387e-01,0.6470909671,Not_significant,1.796974e+02,1.322791e+02,1.643682e+02,1.439072e+02,1.618909e+02,1.683875e+02,1.586400e+02,2.036277e+02
57071,AGIS_Os12g038090, 2.542572e-01, 6.1151361377,2.056906e+00,1.907331e-01,0.4640607496,Not_significant,6.846257e+01,5.210858e+01,7.165145e+01,6.077149e+01,7.490717e+01,8.367238e+01,7.714153e+01,6.517111e+01
57074,AGIS_Os12g038120, 2.120089e-01, 3.6778271457,4.832471e-01,5.074140e-01,0.7315504212,Not_significant,1.009384e+01,9.770360e+00,1.534690e+01,1.171810e+01,1.234853e+01,1.826944e+01,9.608653e+00,1.458400e+01
57075,AGIS_Os12g038130,-1.290876e+00, 2.8149789837,1.052993e+01,1.244007e-02,0.0954022222,Not_significant,1.309836e+01,7.495070e+00,7.917827e+00,1.060913e+01,3.807917e+00,4.588216e+00,5.874116e+00,2.193083e+00
57079,AGIS_Os12g038170, 1.403680e-02, 4.9737041303,6.252290e-03,9.389842e-01,0.9722449156,Not_significant,3.379242e+01,3.056026e+01,3.084043e+01,2.927677e+01,3.334647e+01,3.499558e+01,3.174357e+01,2.617079e+01
57080,AGIS_Os12g038180,-3.544260e-02, 6.4997246833,4.118967e-02,8.444171e-01,0.9268414079,Not_significant,1.136992e+02,7.704754e+01,8.900224e+01,8.794122e+01,8.692931e+01,9.510121e+01,9.017351e+01,8.337370e+01
57081,AGIS_Os12g038190, 7.597051e-01, 3.0549887109,2.172203e+00,1.802460e-01,0.4510305171,Not_significant,1.195057e+01,4.818259e+00,1.710642e+00,8.649956e+00,1.000938e+01,1.301385e+01,8.947329e+00,6.688903e+00
57084,AGIS_Os12g038220, 4.629795e+00, 1.5734900839,2.581256e+01,1.075209e-03,0.0194190858,UP,0.000000e+00,4.461351e-02,8.797586e-01,4.435875e-01,5.331084e+00,3.128329e+00,8.091497e+00,5.263399e+00
57085,AGIS_Os12g038230, 2.587541e+00, 0.8353415906,1.516277e+01,4.899128e-03,0.0522778517,Not_significant,8.102080e-01,5.799757e-01,5.865057e-01,1.478625e-01,2.447947e+00,3.378596e+00,3.267720e+00,2.412391e+00
57086,AGIS_Os12g038240, 3.072644e+00, 3.0559807941,3.484894e+01,4.193486e-04,0.0103699604,UP,7.426906e-01,2.007608e+00,4.007789e+00,1.145934e+00,1.191334e+01,1.117856e+01,1.233175e+01,2.255220e+01
57087,AGIS_Os12g038250, 2.416559e+00, 2.8004774262,2.494610e+01,1.192766e-03,0.0206648402,UP,4.152316e+00,1.159951e+00,2.248272e+00,1.626487e+00,7.561435e+00,1.414005e+01,1.521046e+01,8.955088e+00
57088,AGIS_Os12g038260,-4.126347e+00,-1.0265760899,6.242998e+00,3.815958e-02,0.1900039068,Not_significant,1.147795e+00,9.814973e-01,2.443774e-01,4.435875e-01,4.351905e-01,0.000000e+00,0.000000e+00,0.000000e+00
57089,AGIS_Os12g038270, 1.331188e-01, 0.9496495125,4.129282e-02,8.442477e-01,0.9268132591,Not_significant,1.215312e+00,4.193670e+00,2.003894e+00,5.175187e-01,1.686363e+00,1.376465e+00,2.645297e+00,1.206196e+00
57091,AGIS_Os12g038290,-8.846141e-02, 4.8440505773,1.496368e-01,7.093674e-01,0.8568330305,Not_significant,2.234824e+01,2.560816e+01,4.032227e+01,3.090326e+01,2.915776e+01,2.460952e+01,2.435229e+01,3.183625e+01
57092,AGIS_Os12g038300, 3.098573e-01, 1.9127337777,4.548499e-01,5.197975e-01,0.7394976305,Not_significant,6.110318e+00,2.498357e+00,2.639276e+00,1.811316e+00,5.766274e+00,5.922970e+00,1.556057e+00,3.179970e+00
57095,AGIS_Os12g038330,-1.970552e+00, 2.9373215079,3.140362e+01,5.846207e-04,0.0128092166,DOWN,1.157922e+01,1.173335e+01,1.397839e+01,1.064610e+01,4.460703e+00,2.669508e+00,1.906170e+00,3.655138e+00
57096,AGIS_Os12g038340,-4.171041e-01, 2.6473661597,5.335440e-01,4.867763e-01,0.7173988623,Not_significant,6.549181e+00,5.665916e+00,3.079155e+00,1.282707e+01,2.828738e+00,4.796771e+00,9.608653e+00,4.020652e+00
57097,AGIS_Os12g038350,-1.314641e-01, 2.7275009033,1.686139e-01,6.924919e-01,0.8477380817,Not_significant,5.874008e+00,6.379732e+00,1.089923e+01,4.842497e+00,5.983870e+00,5.797837e+00,6.224229e+00,6.359940e+00
57098,AGIS_Os12g038360, 1.084763e-02, 5.8090675792,4.403367e-03,9.487769e-01,0.9771658678,Not_significant,5.742349e+01,5.741759e+01,4.579632e+01,6.269370e+01,6.424500e+01,5.493346e+01,4.944372e+01,5.592361e+01
57099,AGIS_Os12g038370,-1.544072e-01, 2.9930466439,2.827658e-01,6.098302e-01,0.7969236722,Not_significant,6.380388e+00,1.026111e+01,7.184695e+00,9.130509e+00,7.507036e+00,1.088659e+01,6.107524e+00,5.592361e+00
57100,AGIS_Os12g038380,-1.312494e-01, 4.6458057445,4.611401e-01,5.169028e-01,0.7378216289,Not_significant,2.464383e+01,3.087255e+01,2.277597e+01,2.602380e+01,1.985557e+01,2.494321e+01,2.306855e+01,2.741354e+01
57101,AGIS_Os12g038390,-4.208068e-01, 4.5244346190,3.032333e+00,1.213169e-01,0.3694617412,Not_significant,2.147051e+01,2.694656e+01,3.167131e+01,2.473000e+01,1.985557e+01,1.835286e+01,1.536606e+01,2.507425e+01
57102,AGIS_Os12g038400,-2.183878e-01, 6.9436682645,1.672234e+00,2.332628e-01,0.5103605478,Not_significant,1.184929e+02,1.162182e+02,1.565970e+02,1.391756e+02,1.035209e+02,1.250497e+02,1.100132e+02,1.150637e+02
57103,AGIS_Os12g038410,-7.438126e-01, 4.2911831191,9.532785e+00,1.568172e-02,0.1098789076,Not_significant,2.974138e+01,2.587584e+01,1.461377e+01,2.801994e+01,1.773401e+01,1.084487e+01,1.283747e+01,1.626536e+01
57107,AGIS_Os12g038450, 4.409960e-01, 5.2314338350,3.348284e+00,1.061676e-01,0.3437801754,Not_significant,4.830865e+01,2.645581e+01,2.800565e+01,2.602380e+01,4.025512e+01,5.580939e+01,3.769548e+01,3.731896e+01
57109,AGIS_Os12g038470, 5.772372e-01, 3.2810608851,5.532746e+00,4.759097e-02,0.2175498822,Not_significant,8.507184e+00,6.468960e+00,6.989193e+00,8.834784e+00,1.457888e+01,9.009588e+00,1.034778e+01,1.239092e+01
57111,AGIS_Os12g038490,-7.816688e-02, 6.4744104295,1.866704e-01,6.775350e-01,0.8387580665,Not_significant,9.330895e+01,1.048418e+02,7.795638e+01,8.827391e+01,1.053161e+02,7.178473e+01,8.208202e+01,8.713849e+01
57112,AGIS_Os12g038500, 8.723024e-01, 2.1157438794,2.488538e+00,1.548491e-01,0.4176085271,Not_significant,1.822968e+00,4.862873e+00,3.470159e+00,2.033109e+00,7.561435e+00,2.961485e+00,4.318059e+00,7.054416e+00
57113,AGIS_Os12g038510, 6.820414e-01, 4.9567074992,2.023497e+00,1.941562e-01,0.4685887030,Not_significant,5.705214e+00,3.247864e+01,4.090877e+01,2.613470e+01,3.628401e+01,2.878063e+01,3.349413e+01,4.404441e+01
57114,AGIS_Os12g038520,-1.702030e-01, 2.3317786252,2.496975e-01,6.311977e-01,0.8104314338,Not_significant,7.089320e+00,3.792149e+00,6.353812e+00,4.029253e+00,4.188709e+00,3.920839e+00,5.290594e+00,4.934436e+00
57116,AGIS_Os12g038540,-2.458809e+00, 0.5352786848,8.247446e+00,2.164846e-02,0.1351782086,Not_significant,7.764493e-01,2.542970e+00,2.737027e+00,2.809387e+00,2.175953e-01,1.418176e+00,3.112114e-01,1.462055e-01
57117,AGIS_Os12g038550, 7.231814e-01, 5.2147066842,1.773073e+01,3.188231e-03,0.0396655755,Not_significant,3.369115e+01,2.426975e+01,2.829890e+01,2.591290e+01,5.167887e+01,4.571532e+01,4.403642e+01,4.283822e+01
57119,AGIS_Os12g038570,-7.007631e-01, 2.8713664371,4.632294e+00,6.484077e-02,0.2611930358,Not_significant,7.967045e+00,7.584297e+00,7.722325e+00,1.253135e+01,4.460703e+00,5.088749e+00,7.702483e+00,4.788231e+00
57121,AGIS_Os12g038590, 3.712947e-01, 4.3608350102,9.882762e-01,3.504133e-01,0.6162826482,Not_significant,7.021802e+00,2.226214e+01,2.482874e+01,2.014627e+01,2.306510e+01,1.726838e+01,1.937291e+01,2.978937e+01
57122,AGIS_Os12g038600,-3.818422e-02, 2.4148278276,1.238138e-02,9.142356e-01,0.9614238205,Not_significant,4.186075e+00,5.665916e+00,6.647065e+00,4.324978e+00,5.983870e+00,3.962550e+00,8.091497e+00,3.179970e+00
57123,AGIS_Os12g038610,-2.591432e-01, 5.1442970286,2.055930e+00,1.907984e-01,0.4641110988,Not_significant,3.750588e+01,3.774303e+01,4.051777e+01,3.737225e+01,3.530483e+01,2.544374e+01,3.695636e+01,3.143419e+01
57124,AGIS_Os12g038620, 4.889161e-01, 4.8097160922,4.046062e+00,8.053381e-02,0.2960894111,Not_significant,1.360474e+01,3.091717e+01,3.176906e+01,1.977661e+01,2.991935e+01,3.453675e+01,3.131565e+01,3.190935e+01
57125,AGIS_Os12g038630,-1.510309e+00, 2.3741235794,1.509312e+01,5.011418e-03,0.0530629606,Not_significant,1.053270e+01,8.521181e+00,4.252166e+00,7.134366e+00,2.719941e+00,1.835286e+00,2.684199e+00,3.070316e+00
57126,AGIS_Os12g038640, 7.163781e-01, 6.5065411568,1.689536e+01,3.650094e-03,0.0432939753,Not_significant,5.597187e+01,6.062977e+01,9.472067e+01,6.642723e+01,1.074921e+02,9.635254e+01,1.201665e+02,1.249692e+02
57127,AGIS_Os12g038650,-1.607641e-01, 5.3780451402,9.186659e-01,3.668379e-01,0.6297145320,Not_significant,4.813986e+01,4.407815e+01,4.066440e+01,4.247350e+01,3.758958e+01,4.000090e+01,3.777329e+01,4.130306e+01
57128,AGIS_Os12g038660, 1.000449e+00, 2.4672619380,4.286083e+00,7.360581e-02,0.2809730827,Not_significant,2.565659e+00,4.505965e+00,6.793691e+00,1.700419e+00,6.364661e+00,6.381792e+00,5.951919e+00,9.357153e+00
57129,AGIS_Os12g038670,-1.270345e+00, 2.3533236373,3.507938e+00,9.945332e-02,0.3320949414,Not_significant,6.616698e+00,1.084108e+01,2.932529e+00,7.060434e+00,4.134310e+00,1.960420e+00,5.640707e+00,1.023439e+00
57130,AGIS_Os12g038680,-8.662780e-01, 1.9595401816,5.887861e-01,4.657943e-01,0.7018205944,Not_significant,3.274591e+00,6.201278e+00,1.221887e+00,4.805531e+00,8.703810e-01,5.714415e+00,8.091497e+00,2.193083e-01
57133,AGIS_Os12g038710, 2.209624e+00, 1.8430786018,2.298978e+01,1.515950e-03,0.0242071221,UP,1.586657e+00,1.338405e+00,1.710642e+00,4.435875e-01,4.895893e+00,3.879128e+00,9.997667e+00,4.203409e+00
57134,AGIS_Os12g038720,-6.991613e-02, 1.8217081814,3.122459e-02,8.642817e-01,0.9367988608,Not_significant,4.186075e+00,3.346014e+00,3.421283e+00,2.587594e+00,5.983870e+00,3.044907e+00,3.578931e+00,1.535158e+00
57135,AGIS_Os12g038730, 3.555157e-01, 1.7834160453,6.636865e-01,4.396647e-01,0.6822389931,Not_significant,2.970763e+00,2.186062e+00,2.394898e+00,4.066219e+00,3.100732e+00,2.919774e+00,6.068623e+00,3.143419e+00
57136,AGIS_Os12g038740, 1.836148e-01, 0.8186966104,4.345249e-02,8.402909e-01,0.9246372672,Not_significant,2.295589e+00,2.141449e+00,2.052770e+00,2.217937e-01,1.577566e+00,8.342211e-01,2.139579e+00,2.193083e+00
57137,AGIS_Os12g038750, 5.865074e-01, 0.0114561940,3.203946e-01,5.875040e-01,0.7830737086,Not_significant,8.777253e-01,1.070724e+00,4.887548e-01,2.957250e-01,1.631964e-01,2.252397e+00,8.947329e-01,1.315850e+00
57138,AGIS_Os12g038760,-1.059938e+00, 3.8815442296,2.143830e+01,1.847350e-03,0.0277052270,DOWN,2.319220e+01,1.673007e+01,1.842605e+01,2.058985e+01,1.098856e+01,6.840613e+00,1.132032e+01,9.137845e+00
57139,AGIS_Os12g038770,-1.361444e+00, 3.9697522128,3.721331e+01,3.319774e-04,0.0089315303,DOWN,2.163930e+01,2.217292e+01,2.262935e+01,2.306655e+01,8.649411e+00,7.841678e+00,7.702483e+00,1.096541e+01
57140,AGIS_Os12g038780,-8.689544e-02, 6.3768873552,2.202186e-01,6.518911e-01,0.8232522412,Not_significant,1.108635e+02,7.490609e+01,8.030241e+01,7.733209e+01,7.545116e+01,8.054405e+01,9.379135e+01,7.098278e+01
57141,AGIS_Os12g038790, 1.662475e+00, 5.3820367440,7.797072e+01,2.640825e-05,0.0021291436,UP,1.525892e+01,2.186062e+01,2.482874e+01,1.888943e+01,6.288503e+01,6.394305e+01,6.582122e+01,5.950565e+01
57142,AGIS_Os12g038800, 1.588844e+00, 2.8555232295,2.488922e+01,1.184846e-03,0.0206028636,UP,2.903245e+00,5.085941e+00,4.349917e+00,2.328834e+00,1.245733e+01,1.192936e+01,9.336343e+00,8.918537e+00
57143,AGIS_Os12g038810, 2.052298e+00, 1.8229007529,1.134381e+01,1.039973e-02,0.0850419440,Not_significant,6.076560e-01,1.204565e+00,3.812287e+00,7.762781e-01,5.983870e+00,3.086618e+00,5.329496e+00,6.908211e+00
57144,AGIS_Os12g038820, 2.919677e+00, 1.8760505874,1.318632e+01,7.137249e-03,0.0666981370,Not_significant,3.375867e-02,1.159951e+00,1.270762e+00,1.552556e+00,6.092667e+00,4.004261e+00,5.951919e+00,8.662677e+00
57145,AGIS_Os12g038830,-4.525203e-01, 5.9037096822,5.041890e+00,5.626665e-02,0.2408718937,Not_significant,8.905536e+01,5.023482e+01,6.280499e+01,7.655581e+01,5.205967e+01,5.226395e+01,5.068856e+01,4.459268e+01
57146,AGIS_Os12g038840, 1.016731e-01, 4.4548189585,1.306828e-01,7.274562e-01,0.8671230028,Not_significant,3.602050e+01,1.476707e+01,1.647104e+01,1.959178e+01,2.175953e+01,2.611112e+01,2.053995e+01,1.948189e+01
57147,AGIS_Os12g038850, 3.523350e-01, 2.7418796775,5.714832e-01,4.721910e-01,0.7065824196,Not_significant,2.025520e+00,8.744249e+00,5.816182e+00,7.688850e+00,6.854251e+00,7.299435e+00,1.007547e+01,4.386166e+00
57149,AGIS_Os12g038870,-3.340703e-01, 6.0012525090,4.603698e+00,6.539219e-02,0.2621714999,Not_significant,6.917151e+01,8.008126e+01,6.373362e+01,7.248959e+01,5.390922e+01,6.394305e+01,5.391738e+01,5.453466e+01
57150,AGIS_Os12g038880,-6.365774e-01, 1.5089830326,2.181376e+00,1.792288e-01,0.4499138730,Not_significant,3.713453e+00,5.532076e+00,1.466264e+00,2.698491e+00,2.121554e+00,4.004261e+00,1.361550e+00,1.206196e+00
57151,AGIS_Os12g038890,-1.122504e+00, 8.7119232012,3.386468e+01,4.597667e-04,0.0110018471,DOWN,8.585504e+02,4.130319e+02,4.244835e+02,6.115593e+02,3.710543e+02,2.698288e+02,1.929122e+02,2.124732e+02
57152,AGIS_Os12g038900,-6.588930e-01, 1.7473051667,2.642851e+00,1.439860e-01,0.4034052938,Not_significant,5.806490e+00,2.319903e+00,3.225781e+00,4.879462e+00,3.318328e+00,1.918709e+00,2.723100e+00,1.973775e+00
57153,AGIS_Os12g038910,-2.293741e+00, 1.4546498625,1.533097e+01,4.805899e-03,0.0515954450,Not_significant,5.738973e+00,1.561473e+00,4.838672e+00,5.175187e+00,1.414369e+00,4.588216e-01,2.723100e-01,1.754466e+00
57154,AGIS_Os12g038920, 1.167099e+00, 7.2036433822,3.483447e+01,4.199096e-04,0.0103699604,UP,1.276753e+02,8.057201e+01,7.360647e+01,8.709101e+01,1.889815e+02,2.061360e+02,1.975804e+02,2.169324e+02
57156,AGIS_Os12g038940,-1.578166e-01, 1.1042684881,7.361503e-02,7.932576e-01,0.9008680842,Not_significant,2.565659e+00,2.275289e+00,1.564015e+00,1.959178e+00,1.577566e+00,1.084487e+00,3.540030e+00,1.937223e+00
57157,AGIS_Os12g038950, 1.346100e-01, 4.0035880201,2.674230e-01,6.196069e-01,0.8036178764,Not_significant,8.203356e+00,1.316099e+01,1.930581e+01,2.169882e+01,1.517727e+01,1.242989e+01,1.766125e+01,2.003016e+01
57159,AGIS_Os12g038970,-1.190440e+00, 2.5506482237,1.283637e+01,7.577248e-03,0.0692607176,Not_significant,8.709736e+00,6.201278e+00,9.041963e+00,7.947609e+00,3.971113e+00,3.587151e+00,4.590369e+00,2.156531e+00
57162,AGIS_Os12g039000, 1.200278e+00, 1.1074563856,1.131300e+00,3.197561e-01,0.5919505528,Not_significant,0.000000e+00,9.814973e-01,3.812287e+00,1.700419e+00,2.774340e+00,1.251332e+00,3.501129e+00,2.631699e+00
57163,AGIS_Os12g039010,-7.337858e-02, 6.6573802437,1.861440e-01,6.779246e-01,0.8390226113,Not_significant,8.675977e+01,9.797128e+01,1.206247e+02,1.094922e+02,1.035753e+02,9.143063e+01,9.301332e+01,1.040252e+02
57167,AGIS_Os12g039050,-3.851024e-01, 4.8736972781,4.174621e+00,7.652808e-02,0.2870646702,Not_significant,3.325229e+01,2.810651e+01,3.294207e+01,3.825942e+01,2.703621e+01,2.615283e+01,2.159029e+01,2.653630e+01
57168,AGIS_Os12g039060, 1.017651e-01, 3.3372199718,1.610123e-01,6.990890e-01,0.8516306719,Not_significant,1.141043e+01,9.814973e+00,9.384091e+00,8.095472e+00,1.109736e+01,1.051119e+01,8.480512e+00,1.140403e+01
57169,AGIS_Os12g039070,-2.259681e-02, 3.5407510149,6.817573e-03,9.362979e-01,0.9713651731,Not_significant,1.161298e+01,1.249178e+01,1.314750e+01,9.204441e+00,1.234853e+01,8.509055e+00,1.143702e+01,1.370677e+01
57170,AGIS_Os12g039080,-8.292373e-01, 5.8139002662,1.754410e+01,3.323169e-03,0.0408115225,Not_significant,7.389772e+01,8.927164e+01,4.525869e+01,8.080686e+01,5.146128e+01,3.862444e+01,3.228819e+01,3.775758e+01
57172,AGIS_Os12g039100,-9.994408e-01, 5.2510635836,2.680246e+01,9.445435e-04,0.0176418588,Not_significant,6.306119e+01,4.140134e+01,4.418343e+01,5.271298e+01,3.742638e+01,2.444268e+01,2.073446e+01,2.003016e+01
57173,AGIS_Os12g039110,-3.128783e-01, 4.6897682210,2.658307e+00,1.429734e-01,0.4019682531,Not_significant,2.369858e+01,3.649385e+01,2.531750e+01,2.916588e+01,2.165073e+01,2.444268e+01,2.256283e+01,2.247910e+01
