,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2LPmock_1,CPM.pho2LPmock_2,CPM.pho2LPmock_3,CPM.pho2LPmock_4,CPM.pho2LPmyc_1,CPM.pho2LPmyc_2,CPM.pho2LPmyc_3,CPM.pho2LPmyc_4
48296,AGIS_Os10g028280, 2.383658e-01, 4.6135133942,1.287035e+00,2.927049e-01,5.139126e-01,Not_significant,2.506054e+01,2.304023e+01,1.901625e+01,2.182373e+01,2.719878e+01,1.969625e+01,3.319425e+01,2.614210e+01
48299,AGIS_Os10g028310,-3.298916e-01, 4.3541689706,1.023696e+00,3.442108e-01,5.638739e-01,Not_significant,3.196736e+01,2.395574e+01,1.692124e+01,1.765219e+01,1.481224e+01,1.222920e+01,2.560438e+01,1.979198e+01
48301,AGIS_Os10g028330, 6.577738e-01, 6.6326566878,1.214818e+01,9.636812e-03,6.593161e-02,Not_significant,4.634100e+01,8.422654e+01,9.496036e+01,8.777795e+01,1.061114e+02,1.404644e+02,1.121106e+02,1.211158e+02
48302,AGIS_Os10g028340, 8.935015e-01, 1.6276342542,4.934213e+00,6.024980e-02,2.063384e-01,Not_significant,1.306695e+00,2.136180e+00,2.417319e+00,2.459012e+00,3.715962e+00,2.514415e+00,5.852431e+00,3.661748e+00
48303,AGIS_Os10g028350, 5.549753e-01, 0.5939319351,7.875885e-01,4.031672e-01,6.145085e-01,Not_significant,8.866858e-01,9.536520e-01,1.289237e+00,1.273417e+00,1.754760e+00,2.857290e+00,1.508830e+00,8.343224e-01
48304,AGIS_Os10g028360, 2.704841e-01, 3.1706242438,1.267427e+00,2.959337e-01,5.168476e-01,Not_significant,6.393471e+00,1.110051e+01,1.047505e+01,4.874113e+00,9.909232e+00,1.123867e+01,1.101903e+01,6.303769e+00
48305,AGIS_Os10g028370, 5.747342e-01, 5.0865860523,6.514925e+00,3.687321e-02,1.526648e-01,Not_significant,1.810706e+01,3.227158e+01,3.634037e+01,2.397537e+01,3.891438e+01,4.739292e+01,3.305709e+01,4.106720e+01
48306,AGIS_Os10g028380, 1.042574e+01, 6.8782286542,1.687059e+02,2.771956e-06,3.257513e-04,UP,9.333535e-02,0.000000e+00,6.043298e-01,0.000000e+00,2.816906e+02,2.856909e+02,1.789106e+02,1.935164e+02
48307,AGIS_Os10g028390, 5.909946e+00, 5.8529639809,1.031914e+02,1.515099e-05,9.233835e-04,UP,2.100045e+00,1.945450e+00,5.237525e+00,2.195547e-01,1.283039e+02,9.547158e+01,1.298965e+02,9.863545e+01
48308,AGIS_Os10g028400, 2.827899e+00, 2.2460194581,4.531593e+01,2.305680e-04,6.037293e-03,UP,1.120024e+00,1.411405e+00,1.530969e+00,6.147530e-01,7.999640e+00,8.952842e+00,5.989597e+00,9.687410e+00
48309,AGIS_Os10g028410,-5.221903e-02, 2.2324921875,1.043869e-02,9.213903e-01,9.611087e-01,Not_significant,7.840169e+00,4.424945e+00,2.779917e+00,3.776340e+00,2.683750e+00,2.895387e+00,5.715264e+00,6.813633e+00
48310,AGIS_Os10g028420, 1.162147e-01, 3.2000158695,1.920703e-01,6.739346e-01,8.143915e-01,Not_significant,1.078023e+01,9.917981e+00,7.010226e+00,7.201393e+00,8.257693e+00,1.112438e+01,1.143053e+01,7.091740e+00
48311,AGIS_Os10g028430,-2.848234e-01, 3.4353381229,1.143163e+00,3.192825e-01,5.401500e-01,Not_significant,7.793502e+00,1.407590e+01,1.220746e+01,1.304155e+01,9.651179e+00,1.078151e+01,6.446818e+00,1.181957e+01
48312,AGIS_Os10g028440,-4.703137e-01, 3.4773247743,1.622807e+00,2.420134e-01,4.603540e-01,Not_significant,2.893396e+01,9.917981e+00,7.211669e+00,8.430899e+00,9.186684e+00,8.495676e+00,1.056181e+01,5.701203e+00
48315,AGIS_Os10g028470, 1.042229e+01, 4.9911330004,2.928003e+02,3.976417e-07,1.085164e-04,UP,0.000000e+00,0.000000e+00,1.611546e-01,0.000000e+00,5.610070e+01,6.926071e+01,6.158769e+01,6.669944e+01
48316,AGIS_Os10g028480, 5.378272e+00,-0.4663450897,1.429320e+01,6.452247e-03,5.130257e-02,Not_significant,0.000000e+00,1.144382e-01,0.000000e+00,0.000000e+00,1.238654e+00,6.095552e-01,1.828885e+00,1.390537e+00
48318,AGIS_Os10g028500,-1.842267e-01, 6.1009615848,1.359405e-01,7.228816e-01,8.468125e-01,Not_significant,1.737904e+02,5.256530e+01,4.206136e+01,4.983891e+01,3.354688e+01,6.228892e+01,7.214950e+01,6.220337e+01
48319,AGIS_Os10g028510, 1.033173e+00, 4.2847978215,1.054808e+01,1.342977e-02,8.174687e-02,Not_significant,1.904041e+01,8.621014e+00,1.039447e+01,1.400759e+01,1.775404e+01,2.895387e+01,2.766188e+01,2.883047e+01
48320,AGIS_Os10g028520, 3.575815e-01, 5.8151868794,1.078429e+00,3.324355e-01,5.528062e-01,Not_significant,3.896751e+01,1.015449e+02,4.024837e+01,2.498532e+01,3.034702e+01,6.994646e+01,8.074525e+01,6.289864e+01
48321,AGIS_Os10g028530, 1.677551e+00, 2.3751674073,1.973681e+01,2.750642e-03,2.950153e-02,UP,6.066798e-01,6.561126e+00,1.812990e+00,2.283368e+00,4.180457e+00,1.302924e+01,5.120877e+00,7.138091e+00
48322,AGIS_Os10g028540,-1.451177e+00,-0.4865828174,9.829494e-01,3.582866e-01,5.768142e-01,Not_significant,0.000000e+00,6.866294e-01,1.530969e+00,1.053862e+00,0.000000e+00,8.762356e-01,7.772759e-01,0.000000e+00
48326,AGIS_Os10g028580, 2.291133e-01, 3.0755055005,6.322532e-01,4.517463e-01,6.538246e-01,Not_significant,1.120024e+01,8.010677e+00,6.446185e+00,5.576688e+00,8.412525e+00,7.886120e+00,1.033320e+01,8.899439e+00
48327,AGIS_Os10g028590, 6.767588e-01, 5.8145610933,7.267381e+00,2.982425e-02,1.333783e-01,Not_significant,2.286716e+01,4.688153e+01,5.442997e+01,5.370307e+01,7.142905e+01,6.171746e+01,7.480138e+01,6.373296e+01
48328,AGIS_Os10g028600,-7.377853e-01, 4.9473761364,2.124032e+01,2.210737e-03,2.570924e-02,Not_significant,3.630745e+01,3.539956e+01,3.553459e+01,4.636994e+01,2.141839e+01,1.855334e+01,2.510144e+01,2.743994e+01
48329,AGIS_Os10g028610,-7.701782e-02, 0.9189651756,2.566994e-02,8.770574e-01,9.372469e-01,Not_significant,1.446698e+00,1.792866e+00,2.175587e+00,1.844259e+00,1.238654e+00,2.628707e+00,1.966051e+00,1.297835e+00
48330,AGIS_Os10g028620,-1.273582e+00, 3.3874827382,1.308152e+01,8.048223e-03,5.879608e-02,Not_significant,2.100045e+01,1.125309e+01,1.148227e+01,1.431496e+01,4.954616e+00,9.981466e+00,3.520603e+00,6.489174e+00
48332,AGIS_Os10g028640, 3.836016e-01, 4.6644509754,2.797458e+00,1.368486e-01,3.319966e-01,Not_significant,2.417386e+01,1.720388e+01,2.058750e+01,2.564398e+01,2.281188e+01,3.588756e+01,2.912499e+01,2.674467e+01
48333,AGIS_Os10g028650,-2.746699e-01, 1.1123044384,4.010920e-01,5.458693e-01,7.264356e-01,Not_significant,2.846728e+00,1.678427e+00,1.490680e+00,3.029854e+00,1.754760e+00,1.485791e+00,1.234497e+00,3.105533e+00
48335,AGIS_Os10g028670, 3.025419e-01, 2.6014287299,6.398122e-01,4.491874e-01,6.519816e-01,Not_significant,3.173402e+00,5.721912e+00,6.889360e+00,5.532777e+00,7.535145e+00,9.448106e+00,4.755100e+00,4.774178e+00
48336,AGIS_Os10g028680,-1.567220e-01, 6.8389068014,3.727204e-01,5.601678e-01,7.368256e-01,Not_significant,2.194314e+02,9.605183e+01,8.081904e+01,1.043324e+02,1.014148e+02,8.914745e+01,1.087729e+02,1.151828e+02
48337,AGIS_Os10g028690, 8.316973e-01, 8.2146024525,2.713558e+01,1.095658e-03,1.655864e-02,Not_significant,2.640457e+02,1.782948e+02,1.821047e+02,2.376899e+02,3.720091e+02,3.621901e+02,3.746927e+02,4.047854e+02
48339,AGIS_Os10g028710, 2.031731e-01, 2.9652446474,6.059296e-01,4.608328e-01,6.612826e-01,Not_significant,5.040109e+00,6.904440e+00,9.024659e+00,7.991789e+00,7.225482e+00,9.600494e+00,7.818481e+00,8.157819e+00
48340,AGIS_Os10g028720, 2.430351e-01, 2.5254729221,3.949692e-01,5.489772e-01,7.278071e-01,Not_significant,2.380051e+00,7.514778e+00,6.043298e+00,5.488866e+00,5.780385e+00,4.381178e+00,6.538262e+00,7.230794e+00
48341,AGIS_Os10g028730,-8.210710e-01, 5.1081272975,2.539102e+01,1.325967e-03,1.871671e-02,Not_significant,5.189445e+01,3.951934e+01,4.270598e+01,4.167147e+01,2.539241e+01,2.582990e+01,2.734182e+01,2.085806e+01
48343,AGIS_Os10g028750,-8.713277e-01, 0.3084010320,1.075935e+00,3.329587e-01,5.533391e-01,Not_significant,2.286716e+00,1.220675e+00,2.417319e+00,2.634656e-01,5.161058e-01,3.809720e-01,1.280219e+00,8.343224e-01
48344,AGIS_Os10g028760,-1.929385e-01, 0.5849711955,5.510178e-02,8.209041e-01,9.046631e-01,Not_significant,1.400030e+00,4.958990e-01,1.450392e+00,1.932081e+00,4.128847e-01,1.409596e+00,4.572211e-01,3.754451e+00
48345,AGIS_Os10g028770,-1.003675e-01, 4.9240942204,4.349024e-01,5.298631e-01,7.144251e-01,Not_significant,3.369406e+01,3.017355e+01,2.928985e+01,3.223062e+01,2.900515e+01,3.005869e+01,2.848488e+01,2.924763e+01
48346,AGIS_Os10g028780, 4.553304e-01, 4.4482666860,8.402403e-01,3.887989e-01,6.027318e-01,Not_significant,5.133444e+00,2.395574e+01,2.816177e+01,2.059423e+01,2.890193e+01,2.887768e+01,1.595702e+01,2.234130e+01
48347,AGIS_Os10g028790, 6.824045e-01, 2.0319455487,3.864157e-01,5.532252e-01,7.308029e-01,Not_significant,0.000000e+00,4.997136e+00,5.720989e+00,2.985943e+00,3.819183e+00,9.524300e+00,3.291992e+00,1.575942e+00
48348,AGIS_Os10g028800, 2.885498e-01, 6.1755274659,2.159620e+00,1.836875e-01,3.914915e-01,Not_significant,4.694768e+01,7.068468e+01,8.001327e+01,6.402214e+01,8.990564e+01,8.107084e+01,7.690460e+01,6.799727e+01
48349,AGIS_Os10g028810, 1.489079e-02, 1.7232144316,1.850087e-03,9.668457e-01,9.833815e-01,Not_significant,4.106755e+00,3.623878e+00,3.263381e+00,1.932081e+00,3.715962e+00,2.971582e+00,3.703491e+00,2.410265e+00
48350,AGIS_Os10g028820, 3.375372e-01, 2.8808563444,9.589620e-01,3.589858e-01,5.773344e-01,Not_significant,3.826749e+00,6.332249e+00,7.574267e+00,8.079611e+00,1.052856e+01,5.676483e+00,8.458591e+00,7.787009e+00
48351,AGIS_Os10g028830, 1.585377e-01, 6.8135116440,1.426148e+00,2.697904e-01,4.890743e-01,Not_significant,1.151292e+02,9.731065e+01,1.112370e+02,1.011269e+02,1.273749e+02,1.087675e+02,1.273361e+02,1.108722e+02
48352,AGIS_Os10g028840, 3.968262e-01, 3.3219542729,1.677583e+00,2.349588e-01,4.533604e-01,Not_significant,4.340094e+00,1.186343e+01,9.669278e+00,9.221295e+00,1.130272e+01,1.302924e+01,8.687202e+00,1.117065e+01
48353,AGIS_Os10g028850, 6.899896e+00, 0.6681840191,5.916320e+01,9.654162e-05,3.387370e-03,UP,0.000000e+00,3.814608e-02,4.028866e-02,0.000000e+00,2.322476e+00,2.819193e+00,3.291992e+00,3.569046e+00
48354,AGIS_Os10g028860, 4.625875e-01, 4.2664522499,1.876019e+00,2.116973e-01,4.271494e-01,Not_significant,6.346804e+00,2.143810e+01,1.937884e+01,2.015512e+01,2.208933e+01,2.590610e+01,1.911184e+01,1.881860e+01
48355,AGIS_Os10g028870, 3.252192e-01, 4.4125083067,1.404837e+00,2.733039e-01,4.927476e-01,Not_significant,7.466828e+00,2.685484e+01,2.405233e+01,2.059423e+01,1.806370e+01,2.152492e+01,2.642738e+01,2.465886e+01
48356,AGIS_Os10g028880, 4.113946e-01, 5.1787967826,7.280088e+00,2.956334e-02,1.326462e-01,Not_significant,2.884062e+01,3.166125e+01,3.307699e+01,3.047419e+01,4.139169e+01,4.175453e+01,3.781219e+01,4.408003e+01
48357,AGIS_Os10g028890,-3.629501e-01, 4.7160006727,5.208379e+00,5.498703e-02,1.952771e-01,Not_significant,3.724080e+01,2.590119e+01,2.856466e+01,2.625874e+01,2.859226e+01,2.129633e+01,1.988912e+01,2.183144e+01
48365,AGIS_Os10g028970, 3.326938e-01, 5.4399280465,2.606220e+00,1.489987e-01,3.476192e-01,Not_significant,2.310050e+01,4.268546e+01,5.185150e+01,3.846598e+01,4.056592e+01,5.646005e+01,4.201862e+01,5.140353e+01
48366,AGIS_Os10g028980, 6.626383e-01, 4.0309299606,1.113385e+01,1.175227e-02,7.483731e-02,Not_significant,1.171359e+01,1.144382e+01,1.321468e+01,1.387585e+01,1.827015e+01,2.259164e+01,1.705435e+01,2.192414e+01
48370,AGIS_Os10g029020, 5.530795e-01, 1.8936625013,5.030264e-01,5.003380e-01,6.928342e-01,Not_significant,1.400030e-01,5.340451e+00,4.794350e+00,3.600696e+00,3.303077e+00,4.838344e+00,3.337714e+00,3.615397e+00
48371,AGIS_Os10g029030, 8.847392e-01, 2.3992149710,7.105122e+00,3.111331e-02,1.374661e-01,Not_significant,2.473387e+00,4.234215e+00,4.230309e+00,3.556785e+00,7.483535e+00,8.000412e+00,7.315538e+00,4.217963e+00
48372,AGIS_Os10g029040, 8.029970e-01, 2.4762767558,2.569097e+00,1.515245e-01,3.512190e-01,Not_significant,9.800212e-01,5.531181e+00,5.882144e+00,4.786291e+00,6.709376e+00,7.238468e+00,8.275703e+00,4.403368e+00
48373,AGIS_Os10g029050,-5.689807e-01, 4.1478996956,8.361269e+00,2.224969e-02,1.112983e-01,Not_significant,2.002043e+01,2.029371e+01,1.724354e+01,2.718087e+01,1.321231e+01,1.401977e+01,1.458535e+01,1.455429e+01
48374,AGIS_Os10g029060,-1.117317e+00, 4.2141818121,1.556212e+01,5.190191e-03,4.437342e-02,DOWN,2.795394e+01,3.345411e+01,1.494709e+01,2.450230e+01,7.019039e+00,1.771520e+01,1.152197e+01,1.061443e+01
48375,AGIS_Os10g029070, 1.049320e-01, 4.3034206031,3.459068e-01,5.741961e-01,7.473871e-01,Not_significant,1.768705e+01,1.895860e+01,1.804932e+01,2.098942e+01,1.909592e+01,2.384885e+01,1.897468e+01,1.965293e+01
48376,AGIS_Os10g029080, 5.401713e-01, 3.5220730565,4.619541e+00,6.726807e-02,2.199083e-01,Not_significant,1.544700e+01,9.269497e+00,6.285030e+00,7.377036e+00,1.553479e+01,1.207681e+01,1.307652e+01,1.219038e+01
48377,AGIS_Os10g029090,-8.811624e-01, 6.7919461885,2.310047e+01,1.770246e-03,2.234329e-02,Not_significant,1.255827e+02,1.203509e+02,1.513242e+02,1.784101e+02,7.705460e+01,7.939456e+01,8.833512e+01,6.530890e+01
48378,AGIS_Os10g029100, 9.595012e-01, 9.4973917376,1.261966e+01,8.788560e-03,6.200971e-02,Not_significant,2.687125e+02,5.658971e+02,6.323708e+02,5.412461e+02,1.018690e+03,7.339807e+02,9.188316e+02,1.101769e+03
48380,AGIS_Os10g029120,-5.902202e-01, 4.4094669110,1.038833e+01,1.379983e-02,8.327908e-02,Not_significant,3.154735e+01,2.494754e+01,2.058750e+01,2.502923e+01,1.775404e+01,1.501030e+01,1.682574e+01,1.761347e+01
48382,AGIS_Os10g029140,-8.750375e-01, 4.3385636148,1.812259e+01,3.454568e-03,3.424037e-02,Not_significant,3.560744e+01,2.204843e+01,2.304511e+01,2.432666e+01,1.341875e+01,1.421026e+01,1.412813e+01,1.436889e+01
48383,AGIS_Os10g029150, 2.753637e-01, 5.9359045042,3.306882e+00,1.101155e-01,2.937810e-01,Not_significant,5.287448e+01,5.531181e+01,5.442997e+01,5.805025e+01,7.695138e+01,5.752677e+01,6.876606e+01,6.516985e+01
48384,AGIS_Os10g029160, 5.927487e-01, 7.2611057869,9.929643e+00,1.540361e-02,8.895556e-02,Not_significant,9.389536e+01,1.104710e+02,1.548293e+02,1.344553e+02,2.010748e+02,1.808855e+02,1.723724e+02,1.784986e+02
48385,AGIS_Os10g029170,-2.927817e-02, 4.6606634155,1.241163e-02,9.143148e-01,9.573493e-01,Not_significant,1.619368e+01,2.567231e+01,2.683225e+01,3.315275e+01,2.384409e+01,3.603995e+01,1.911184e+01,2.076536e+01
48386,AGIS_Os10g029180,-4.685577e-01, 3.7291482654,2.345671e+00,1.680231e-01,3.721205e-01,Not_significant,1.871374e+01,1.571618e+01,1.269093e+01,1.356848e+01,6.606155e+00,1.161965e+01,1.399097e+01,1.246848e+01
48387,AGIS_Os10g029190, 6.575573e-01,-0.2748039633,3.179125e-01,5.898713e-01,7.579695e-01,Not_significant,2.753393e+00,1.144382e-01,1.208660e-01,4.391093e-01,6.193270e-01,6.095552e-01,9.601644e-01,3.708099e-01
48388,AGIS_Os10g029200, 6.608609e-03, 5.9443846919,7.176985e-04,9.793498e-01,9.899677e-01,Not_significant,8.190177e+01,5.142091e+01,5.499402e+01,5.581079e+01,4.872039e+01,8.769975e+01,5.066010e+01,6.072013e+01
48389,AGIS_Os10g029210, 1.098497e+00,-0.0395059872,2.096323e+00,1.892446e-01,3.989047e-01,Not_significant,6.533474e-01,3.814608e-01,5.640412e-01,5.269312e-01,6.709376e-01,1.790568e+00,7.315538e-01,1.761347e+00
48390,AGIS_Os10g029220,-3.755468e-01, 0.8022345032,5.391032e-01,4.857393e-01,6.808722e-01,Not_significant,1.026689e+00,3.471293e+00,1.571258e+00,1.580794e+00,8.257693e-01,1.676277e+00,1.691718e+00,1.344186e+00
48393,AGIS_Os10g029250,-5.192107e-01, 4.5702385462,4.616790e+00,6.740651e-02,2.202143e-01,Not_significant,4.134756e+01,2.155253e+01,2.385088e+01,2.577572e+01,1.713471e+01,1.657228e+01,2.491855e+01,1.821604e+01
48394,AGIS_Os10g029260, 1.537849e-01, 1.1718100840,1.197737e-01,7.390515e-01,8.564127e-01,Not_significant,2.566722e+00,2.555787e+00,9.669278e-01,2.151636e+00,2.477308e+00,3.466845e+00,1.554552e+00,1.575942e+00
48395,AGIS_Os10g029270, 8.974113e-02, 5.5949063491,3.670526e-01,5.629915e-01,7.389548e-01,Not_significant,5.968796e+01,4.203698e+01,4.089299e+01,4.505261e+01,5.682325e+01,4.453563e+01,5.107160e+01,4.588773e+01
48396,AGIS_Os10g029280,-2.679205e-01, 8.1769826573,2.771204e+00,1.383292e-01,3.334370e-01,Not_significant,2.939597e+02,2.944877e+02,3.721060e+02,3.017120e+02,3.186437e+02,2.230972e+02,2.629936e+02,2.476083e+02
48397,AGIS_Os10g029290, 3.955058e-02, 6.5555022357,5.971352e-02,8.137078e-01,9.004089e-01,Not_significant,1.325829e+02,8.304401e+01,7.820028e+01,8.132304e+01,1.025502e+02,8.747117e+01,9.583355e+01,9.080209e+01
48398,AGIS_Os10g029300, 1.792806e-01, 3.7653675103,4.556235e-01,5.206137e-01,7.083097e-01,Not_significant,1.386030e+01,1.476253e+01,8.823216e+00,1.326110e+01,1.708310e+01,1.219110e+01,1.678002e+01,1.135605e+01
48400,AGIS_Os10g029320,-5.008174e-02, 2.6723959102,3.039081e-02,8.663482e-01,9.307312e-01,Not_significant,8.680188e+00,5.531181e+00,5.318103e+00,6.279263e+00,5.728775e+00,5.714580e+00,6.949761e+00,6.118364e+00
48401,AGIS_Os10g029330,-1.671336e-03, 3.3067740945,5.187314e-05,9.944465e-01,9.972493e-01,Not_significant,1.078023e+01,8.621014e+00,9.266391e+00,1.062645e+01,9.702790e+00,1.097199e+01,9.555922e+00,8.945790e+00
48402,AGIS_Os10g029340,-7.387554e-01, 1.2505080701,1.715966e+00,2.301879e-01,4.474945e-01,Not_significant,3.080067e+00,1.792866e+00,3.021649e+00,3.205498e+00,6.193270e-01,2.438221e+00,1.554552e+00,2.595670e+00
48403,AGIS_Os10g029350,-1.254175e-01, 7.2600638747,2.058320e-01,6.633224e-01,8.072471e-01,Not_significant,8.633520e+01,1.734502e+02,2.216682e+02,1.609775e+02,1.122530e+02,2.198208e+02,9.647366e+01,1.545350e+02
48406,AGIS_Os10g029380, 8.936720e-01, 0.3656066481,1.751608e+00,2.256751e-01,4.424390e-01,Not_significant,4.666767e-01,6.103373e-01,6.849072e-01,1.975992e+00,1.445096e+00,1.638180e+00,1.463108e+00,1.344186e+00
48407,AGIS_Os10g029390,-3.960550e-01, 1.4049795996,3.100940e-01,5.943867e-01,7.609898e-01,Not_significant,1.026689e+00,2.326911e+00,4.028866e+00,4.391093e+00,2.270866e+00,2.742998e+00,3.109104e+00,5.562149e-01
48408,AGIS_Os10g029400,-8.690085e-01, 3.1220240413,7.797676e+00,2.587568e-02,1.225477e-01,Not_significant,2.020710e+01,9.155059e+00,6.365608e+00,1.023125e+01,5.677164e+00,6.133649e+00,4.755100e+00,6.442823e+00
48409,AGIS_Os10g029410,-3.986397e-01, 1.5291349034,1.018565e+00,3.451699e-01,5.647142e-01,Not_significant,1.586701e+00,2.250619e+00,4.391464e+00,4.918024e+00,1.599928e+00,2.323929e+00,2.606160e+00,2.688372e+00
48410,AGIS_Os10g029420, 3.809277e-01, 6.3976284220,4.165053e+00,7.921782e-02,2.427354e-01,Not_significant,9.440871e+01,6.042339e+01,6.583166e+01,7.407774e+01,8.257693e+01,9.787171e+01,1.013202e+02,9.729126e+01
48411,AGIS_Os10g029430, 4.035255e-01, 5.5856253613,5.965756e+00,4.334567e-02,1.684781e-01,Not_significant,4.606100e+01,4.001524e+01,3.819365e+01,4.031023e+01,5.192025e+01,4.651668e+01,6.570268e+01,5.478717e+01
48412,AGIS_Os10g029440,-2.035519e-01, 7.6843296618,1.158749e+00,3.162330e-01,5.370395e-01,Not_significant,3.254604e+02,1.913407e+02,1.797277e+02,1.940863e+02,1.957073e+02,1.544080e+02,2.064811e+02,1.976417e+02
48415,AGIS_Os10g029470, 5.049329e-01, 5.1546636643,7.487631e+00,2.809593e-02,1.285993e-01,Not_significant,3.864083e+01,2.887658e+01,2.377031e+01,2.625874e+01,5.052676e+01,3.017298e+01,4.311595e+01,4.296760e+01
48416,AGIS_Os10g029480, 1.051026e+00,-0.9747790507,8.736412e-01,3.799684e-01,5.949588e-01,Not_significant,0.000000e+00,4.577530e-01,2.417319e-01,4.391093e-01,3.096635e-01,5.333608e-01,1.828885e-01,1.205132e+00
48417,AGIS_Os10g029490, 2.220163e-01, 1.2259008917,2.307665e-01,6.450337e-01,7.955945e-01,Not_significant,6.533474e-01,2.555787e+00,2.497897e+00,2.942032e+00,1.393486e+00,3.276359e+00,2.651883e+00,1.993103e+00
48418,AGIS_Os10g029500, 2.394551e-01, 5.5368761891,4.150401e-01,5.392613e-01,7.212098e-01,Not_significant,5.432117e+01,7.816132e+01,1.800903e+01,3.082547e+01,3.344366e+01,5.405993e+01,4.800822e+01,5.386014e+01
48419,AGIS_Os10g029510,-8.520052e-02, 6.6771066500,3.721237e-01,5.603716e-01,7.370294e-01,Not_significant,9.744211e+01,1.018119e+02,1.013260e+02,1.211063e+02,9.914393e+01,1.028624e+02,9.409611e+01,1.001650e+02
48420,AGIS_Os10g029520,-2.087034e-01, 1.2915039288,1.403461e-01,7.186547e-01,8.442164e-01,Not_significant,2.613390e+00,3.280563e+00,2.095010e+00,1.712526e+00,1.703149e+00,1.257208e+00,1.920329e+00,4.310666e+00
48421,AGIS_Os10g029530,-1.058681e-01, 5.6582995741,2.939558e-01,6.039531e-01,7.677099e-01,Not_significant,3.425407e+01,5.657064e+01,5.978837e+01,6.055317e+01,4.861717e+01,4.743101e+01,5.303765e+01,4.306030e+01
48422,AGIS_Os10g029540,-1.340271e+00, 4.8745206780,5.765609e+01,1.033788e-04,3.521617e-03,DOWN,5.175445e+01,4.329580e+01,4.040952e+01,3.284538e+01,1.667022e+01,1.687706e+01,1.549980e+01,1.659375e+01
48425,AGIS_Os10g029570, 2.531895e-01, 4.0365764012,1.646452e+00,2.387164e-01,4.570983e-01,Not_significant,1.493366e+01,1.358000e+01,1.676008e+01,1.422714e+01,1.790887e+01,1.615321e+01,1.613991e+01,2.090441e+01
48427,AGIS_Os10g029590,-3.738340e-01, 5.8520669667,2.485056e+00,1.574607e-01,3.591867e-01,Not_significant,3.056733e+01,6.069041e+01,7.856288e+01,9.928261e+01,4.247551e+01,4.693575e+01,4.654511e+01,5.631676e+01
48437,AGIS_Os10g029690, 2.674898e-01, 1.2509961789,3.825943e-01,5.550404e-01,7.326068e-01,Not_significant,1.446698e+00,2.860956e+00,2.135299e+00,1.932081e+00,2.012813e+00,2.057249e+00,2.926215e+00,2.966480e+00
48438,AGIS_Os10g029700,-7.068837e-02, 2.8080120427,7.032800e-02,7.982010e-01,8.904505e-01,Not_significant,4.293426e+00,7.171463e+00,8.500907e+00,8.606542e+00,5.522332e+00,5.562191e+00,7.132650e+00,8.528629e+00
48439,AGIS_Os10g029710, 3.817862e+00, 2.5826444273,6.352240e+01,7.723891e-05,2.905153e-03,UP,3.733414e-01,1.068090e+00,1.208660e+00,5.708421e-01,1.212849e+01,8.381384e+00,9.464478e+00,1.413713e+01
48441,AGIS_Os10g029730, 6.703839e-01, 3.2713575729,1.321635e+00,2.868027e-01,5.073581e-01,Not_significant,1.493366e+00,8.926183e+00,1.575286e+01,7.289214e+00,1.052856e+01,1.550556e+01,7.452705e+00,9.548356e+00
48442,AGIS_Os10g029740,-6.694071e-01, 4.8052454753,7.498210e+00,2.801620e-02,1.283761e-01,Not_significant,3.733414e+01,3.158495e+01,3.807278e+01,2.827864e+01,1.512190e+01,3.234452e+01,1.979768e+01,2.039455e+01
48443,AGIS_Os10g029750, 2.825348e-01, 2.2940666420,4.874594e-01,5.068307e-01,6.980467e-01,Not_significant,1.493366e+00,4.615676e+00,7.936865e+00,4.303271e+00,3.199856e+00,7.619440e+00,4.297879e+00,5.005934e+00
48448,AGIS_Os10g029800,-1.418852e-01, 3.8448811340,4.998074e-01,5.015463e-01,6.938425e-01,Not_significant,1.596034e+01,1.655540e+01,1.414132e+01,1.330501e+01,1.341875e+01,1.276256e+01,1.531691e+01,1.279294e+01
48449,AGIS_Os10g029810,-3.374678e-01, 4.0030010212,2.275520e+00,1.736258e-01,3.795997e-01,Not_significant,2.412719e+01,1.857714e+01,1.406074e+01,1.506145e+01,1.305748e+01,1.535317e+01,1.485969e+01,1.246848e+01
48450,AGIS_Os10g029820,-9.572814e-01,-0.2745486095,5.702311e-01,4.739779e-01,6.713279e-01,Not_significant,1.773372e+00,4.577530e-01,2.417319e-01,1.580794e+00,0.000000e+00,4.952636e-01,3.657769e-01,1.019727e+00
48451,AGIS_Os10g029830, 1.595210e-01, 4.0971079321,7.172362e-01,4.239722e-01,6.317127e-01,Not_significant,1.773372e+01,1.655540e+01,1.438305e+01,1.563229e+01,1.687666e+01,2.083917e+01,1.783162e+01,1.636199e+01
48452,AGIS_Os10g029840,-3.696937e-01, 1.0038825378,3.968103e-01,5.480714e-01,7.276941e-01,Not_significant,2.426719e+00,1.640281e+00,1.772701e+00,2.107725e+00,1.754760e+00,3.809720e+00,9.144423e-01,8.806736e-01
48453,AGIS_Os10g029850,-3.914939e-01, 5.2410863329,5.274689e+00,5.391378e-02,1.928832e-01,Not_significant,5.586121e+01,3.761203e+01,3.883826e+01,3.982721e+01,3.220500e+01,2.956343e+01,3.589186e+01,3.207506e+01
48460,AGIS_Os10g029920, 2.641630e-01, 4.6944161792,1.968219e+00,2.018994e-01,4.149319e-01,Not_significant,1.806039e+01,2.288765e+01,2.566387e+01,2.770780e+01,3.019219e+01,2.704901e+01,2.647310e+01,2.841331e+01
