,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2LPmock_1,CPM.pho2LPmock_2,CPM.pho2LPmock_3,CPM.pho2LPmock_4,CPM.pho2LPmyc_1,CPM.pho2LPmyc_2,CPM.pho2LPmyc_3,CPM.pho2LPmyc_4
194,AGIS_Os01g001940, 3.752311e+00,-0.1657366621,8.934601e+00,1.943619e-02,1.027933e-01,Not_significant,0.000000e+00,7.629216e-02,8.057731e-02,3.512874e-01,2.477308e+00,1.295305e+00,1.645996e+00,6.025662e-01
197,AGIS_Os01g001970, 8.402237e-01, 2.7721092738,1.124457e+00,3.230014e-01,5.440431e-01,Not_significant,2.800060e-01,7.095171e+00,8.903793e+00,6.454907e+00,8.464136e+00,8.457578e+00,6.812595e+00,7.462550e+00
198,AGIS_Os01g001980, 9.423946e-01, 4.8471319331,2.825268e+01,9.706029e-04,1.530101e-02,Not_significant,1.876041e+01,2.456608e+01,1.825076e+01,1.730091e+01,3.705640e+01,3.764003e+01,3.374292e+01,4.227233e+01
199,AGIS_Os01g001990,-4.507864e-01, 1.9344614601,1.423402e+00,2.703114e-01,4.897550e-01,Not_significant,3.593411e+00,2.975394e+00,3.505113e+00,7.069660e+00,1.909592e+00,2.095346e+00,4.755100e+00,3.986207e+00
200,AGIS_Os01g002000, 2.574424e-01, 3.3072550972,8.432684e-01,3.879902e-01,6.018333e-01,Not_significant,9.520206e+00,9.841688e+00,6.567051e+00,9.572583e+00,1.424452e+01,8.419481e+00,1.197919e+01,8.389575e+00
201,AGIS_Os01g002010, 3.470662e-01, 5.5687483161,5.839640e+00,4.495696e-02,1.721528e-01,Not_significant,3.938752e+01,4.333395e+01,4.318944e+01,4.079325e+01,5.563621e+01,5.284082e+01,5.610103e+01,4.774178e+01
202,AGIS_Os01g002020, 4.249913e-01, 7.5931700110,4.676928e+00,6.601239e-02,2.174056e-01,Not_significant,1.088757e+02,1.925233e+02,1.873423e+02,1.781466e+02,2.244544e+02,1.912098e+02,2.354232e+02,2.261014e+02
203,AGIS_Os01g002030,-7.714597e-01, 2.4200700883,3.979675e+00,8.485032e-02,2.532124e-01,Not_significant,7.420160e+00,4.310507e+00,6.607340e+00,7.640502e+00,2.167645e+00,4.038303e+00,3.017660e+00,6.906335e+00
204,AGIS_Os01g002040, 1.163559e-01, 5.5014966836,6.889134e-01,4.328642e-01,6.383032e-01,Not_significant,5.012108e+01,4.005338e+01,4.508301e+01,3.837815e+01,5.197186e+01,4.362129e+01,5.116305e+01,4.134531e+01
205,AGIS_Os01g002050,-4.621536e-01, 4.6650696622,7.534190e+00,2.759458e-02,1.271692e-01,Not_significant,3.420741e+01,2.632079e+01,2.787975e+01,2.876166e+01,2.374087e+01,2.247735e+01,2.107789e+01,1.779888e+01
206,AGIS_Os01g002060, 1.283715e-01, 5.7683615351,4.439376e-01,5.258536e-01,7.120670e-01,Not_significant,4.186090e+01,5.588401e+01,5.882144e+01,5.120015e+01,7.039684e+01,5.390754e+01,5.207749e+01,5.121812e+01
207,AGIS_Os01g002070, 1.179354e+00, 3.8309189246,3.098744e+01,7.336954e-04,1.275442e-02,UP,6.626810e+00,1.110051e+01,8.742638e+00,7.289214e+00,1.166399e+01,3.059205e+01,1.924901e+01,1.784523e+01
208,AGIS_Os01g002080, 4.815852e-01, 5.2728886895,3.631792e+00,9.692832e-02,2.739344e-01,Not_significant,2.856062e+01,3.005911e+01,3.138486e+01,3.284538e+01,2.616657e+01,7.813736e+01,3.941246e+01,4.199423e+01
209,AGIS_Os01g002090,-1.662064e-02, 4.5685537113,7.555585e-03,9.330801e-01,9.664072e-01,Not_significant,2.333384e+01,1.754720e+01,2.449550e+01,3.038636e+01,2.709556e+01,2.171540e+01,2.094073e+01,2.363913e+01
227,AGIS_Os01g002270,-6.664122e-01, 2.1882087568,1.610655e+00,2.436192e-01,4.619231e-01,Not_significant,5.180112e+00,3.662024e+00,7.977154e+00,4.347182e+00,7.225482e+00,3.009679e+00,1.371663e+00,3.012831e+00
228,AGIS_Os01g002280,-6.427249e-01, 7.4380440633,7.413456e+00,2.866319e-02,1.300567e-01,Not_significant,2.890596e+02,1.836734e+02,1.377469e+02,2.432226e+02,1.391937e+02,1.128439e+02,1.603932e+02,1.204669e+02
229,AGIS_Os01g002290,-4.036582e-01, 6.6118522770,9.684633e-01,3.567563e-01,5.755200e-01,Not_significant,1.514366e+02,8.659160e+01,4.653340e+01,1.618996e+02,6.554544e+01,4.194502e+01,1.159513e+02,1.118919e+02
232,AGIS_Os01g002320,-8.213567e-01, 4.0275598318,4.515676e+00,6.983856e-02,2.251352e-01,Not_significant,2.926063e+01,2.017928e+01,3.078053e+01,6.059708e+00,1.088983e+01,7.619440e+00,1.490541e+01,1.005822e+01
241,AGIS_Os01g002410,-5.975224e-01, 4.4224181636,7.634580e+00,2.701421e-02,1.255734e-01,Not_significant,3.257404e+01,2.269692e+01,2.074866e+01,2.696131e+01,1.388325e+01,1.596273e+01,1.613991e+01,2.187779e+01
242,AGIS_Os01g002420, 1.021835e+00, 2.7175728466,7.743760e+00,2.624508e-02,1.237722e-01,Not_significant,1.400030e+00,6.027081e+00,4.592907e+00,6.410996e+00,6.812597e+00,9.486203e+00,7.452705e+00,9.733761e+00
243,AGIS_Os01g002430,-5.099796e-01, 5.6243700172,6.822964e+00,3.375177e-02,1.442954e-01,Not_significant,7.788835e+01,4.947546e+01,4.798379e+01,5.730376e+01,3.617902e+01,3.482084e+01,4.357317e+01,4.672205e+01
244,AGIS_Os01g002440, 2.746806e-01, 6.0225033798,2.162498e+00,1.834303e-01,3.912977e-01,Not_significant,3.962086e+01,5.950788e+01,6.832956e+01,7.047704e+01,7.194515e+01,6.895593e+01,6.872034e+01,7.179808e+01
245,AGIS_Os01g002450,-8.075881e-01, 3.2899177414,2.955863e+00,1.277736e-01,3.182644e-01,Not_significant,1.862040e+01,1.125309e+01,5.156948e+00,1.453452e+01,3.819183e+00,4.724053e+00,7.681315e+00,1.177322e+01
248,AGIS_Os01g002480,-7.643641e-01, 0.5432650367,6.584740e-01,4.429189e-01,6.468001e-01,Not_significant,2.240048e+00,1.869158e+00,9.266391e-01,1.053862e+00,2.890193e+00,7.619440e-02,5.943875e-01,1.390537e+00
253,AGIS_Os01g002530,-9.089714e-01, 6.1840689520,1.303567e+01,8.118053e-03,5.917849e-02,Not_significant,1.854573e+02,4.352468e+01,5.640412e+01,1.117972e+02,5.357179e+01,3.203975e+01,4.229296e+01,5.594595e+01
254,AGIS_Os01g002540,-1.320255e+00, 5.8119885160,2.606477e+01,1.249761e-03,1.809869e-02,DOWN,1.571767e+02,5.405299e+01,6.824898e+01,4.808247e+01,4.216585e+01,3.021108e+01,1.865462e+01,3.017466e+01
255,AGIS_Os01g002550,-3.154448e+00, 7.5034682911,1.182309e+02,9.506507e-06,6.847194e-04,DOWN,5.230046e+02,2.463092e+02,1.812990e+02,3.607283e+02,3.246306e+01,2.434411e+01,3.676058e+01,4.602678e+01
256,AGIS_Os01g002560, 2.613911e-01, 4.8274808492,9.838916e-01,3.531816e-01,5.721960e-01,Not_significant,1.353363e+01,2.738888e+01,3.074024e+01,3.394315e+01,3.117279e+01,2.849671e+01,3.447447e+01,2.669832e+01
257,AGIS_Os01g002570,-3.475041e-01, 0.7269710971,2.764076e-01,6.147399e-01,7.750438e-01,Not_significant,5.133444e-01,1.678427e+00,2.054721e+00,2.239457e+00,4.128847e-01,3.123970e+00,1.874607e+00,5.562149e-01
259,AGIS_Os01g002590,-1.297607e+00, 7.6217459177,5.854495e+00,4.493740e-02,1.721047e-01,Not_significant,4.241625e+02,2.905587e+02,1.198185e+02,2.759363e+02,5.878445e+01,7.649918e+01,1.871863e+02,1.420202e+02
260,AGIS_Os01g002600, 8.209139e-01, 5.1282348470,3.044888e+01,7.735794e-04,1.315781e-02,Not_significant,2.067378e+01,2.990653e+01,2.542214e+01,2.428274e+01,3.411460e+01,5.806013e+01,4.416756e+01,4.245774e+01
261,AGIS_Os01g002610, 1.555915e+00, 4.1638038353,4.809362e+01,1.889878e-04,5.268705e-03,UP,6.580142e+00,1.075719e+01,1.071678e+01,8.430899e+00,2.456664e+01,2.899197e+01,2.199234e+01,3.068452e+01
262,AGIS_Os01g002620,-2.100627e+00, 2.5148532540,3.872444e+01,3.749269e-04,8.273658e-03,DOWN,1.208693e+01,8.430284e+00,9.790144e+00,6.059708e+00,2.890193e+00,1.142916e+00,2.468994e+00,2.132157e+00
263,AGIS_Os01g002630, 1.723751e+00, 5.3531527323,6.899726e+01,5.876985e-05,2.377166e-03,UP,1.675370e+01,1.354186e+01,2.445521e+01,2.248240e+01,5.909412e+01,6.636532e+01,5.792992e+01,6.572606e+01
264,AGIS_Os01g002640,-5.095506e-01, 6.5544075341,9.094638e+00,1.869739e-02,1.001025e-01,Not_significant,8.554185e+01,1.081441e+02,1.499141e+02,1.015221e+02,7.421602e+01,7.665157e+01,7.717893e+01,7.800914e+01
265,AGIS_Os01g002650,-4.864949e-01, 3.2408006027,2.248528e+00,1.759632e-01,3.823250e-01,Not_significant,1.101357e+01,1.239748e+01,6.164164e+00,1.427105e+01,4.954616e+00,7.047982e+00,8.915812e+00,1.015092e+01
266,AGIS_Os01g002660,-7.709135e-02, 6.7204090251,3.122813e-01,5.930229e-01,7.604279e-01,Not_significant,9.814212e+01,1.121876e+02,1.082153e+02,1.140806e+02,9.682145e+01,9.650021e+01,1.126593e+02,1.042903e+02
271,AGIS_Os01g002710, 5.259408e-01, 2.7496983130,1.580261e+00,2.477025e-01,4.661575e-01,Not_significant,2.800060e+00,4.997136e+00,8.863504e+00,5.840154e+00,9.444737e+00,8.267092e+00,5.578098e+00,7.323496e+00
272,AGIS_Os01g002720, 5.611266e-01, 6.1957697103,2.756425e+00,1.393399e-01,3.347613e-01,Not_significant,2.258715e+01,7.076098e+01,9.661220e+01,6.178268e+01,8.794443e+01,8.339477e+01,8.595757e+01,7.666496e+01
276,AGIS_Os01g002760,-5.028598e-01, 2.6917880212,2.831899e+00,1.346133e-01,3.289462e-01,Not_significant,1.255360e+01,5.988934e+00,5.680701e+00,6.235352e+00,5.728775e+00,6.019358e+00,3.886380e+00,4.913232e+00
278,AGIS_Os01g002780,-1.019304e+00, 2.8165708382,3.868875e+00,8.847023e-02,2.590448e-01,Not_significant,1.862040e+01,5.378597e+00,1.027361e+01,2.766389e+00,5.573943e+00,9.219522e+00,2.286106e+00,1.529591e+00
280,AGIS_Os01g002800,-4.637305e-01, 6.3759565418,9.831232e+00,1.563660e-02,8.977822e-02,Not_significant,1.426631e+02,7.896238e+01,8.952139e+01,7.680022e+01,8.866698e+01,6.731775e+01,6.094758e+01,5.886608e+01
282,AGIS_Os01g002820,-9.811009e-01, 3.9213866896,8.014176e+00,2.445809e-02,1.181115e-01,Not_significant,2.412719e+01,2.338355e+01,1.522911e+01,1.620313e+01,4.799784e+00,1.485791e+01,1.138481e+01,1.047538e+01
283,AGIS_Os01g002830,-8.685476e-01, 3.8871594888,4.949524e+00,6.014469e-02,2.062278e-01,Not_significant,1.918041e+01,2.162883e+01,8.581484e+00,2.612700e+01,4.025626e+00,1.462932e+01,1.001314e+01,1.344186e+01
286,AGIS_Os01g002860,-1.708509e+00, 0.7836058116,5.352571e+00,5.265547e-02,1.898049e-01,Not_significant,2.893396e+00,1.907304e+00,2.135299e+00,2.590745e+00,3.096635e-01,1.409596e+00,1.463108e+00,3.244587e-01
290,AGIS_Os01g002900, 2.643914e-02, 5.5685058845,1.263605e-02,9.135473e-01,9.569840e-01,Not_significant,6.948817e+01,4.089260e+01,4.335059e+01,3.666563e+01,4.010142e+01,5.135503e+01,4.398467e+01,5.311852e+01
291,AGIS_Os01g002910,-1.790472e-01, 8.4957247549,1.478567e+00,2.618922e-01,4.804552e-01,Not_significant,5.089577e+02,3.350370e+02,3.617116e+02,3.355673e+02,3.810409e+02,2.937294e+02,3.406297e+02,3.303917e+02
292,AGIS_Os01g002920, 5.110667e-01, 2.9859439774,4.612983e+00,6.728358e-02,2.199250e-01,Not_significant,7.046819e+00,6.141519e+00,5.962721e+00,6.630551e+00,1.073500e+01,9.752883e+00,7.818481e+00,8.621331e+00
294,AGIS_Os01g002940,-1.435315e+00, 5.1565030071,1.354452e+01,7.384387e-03,5.582269e-02,Not_significant,8.068841e+01,2.765591e+01,3.577633e+01,5.475693e+01,1.218010e+01,9.600494e+00,1.367091e+01,5.033745e+01
296,AGIS_Os01g002960,-1.449851e-01,-0.4574919077,2.632513e-02,8.755326e-01,9.362572e-01,Not_significant,5.133444e-01,1.525843e-01,8.057731e-01,8.782186e-01,7.225482e-01,0.000000e+00,1.188775e+00,9.270249e-01
298,AGIS_Os01g002980,-3.641804e-01, 2.9336808467,4.798691e-01,5.100538e-01,7.007728e-01,Not_significant,1.110691e+01,7.819946e+00,9.991587e+00,4.435004e+00,2.528919e+00,8.876648e+00,6.035319e+00,9.594707e+00
299,AGIS_Os01g002990, 1.625091e-01, 2.6788972898,2.650198e-01,6.219811e-01,7.796425e-01,Not_significant,6.253468e+00,7.705508e+00,4.391464e+00,5.401044e+00,5.625554e+00,5.714580e+00,5.806708e+00,9.641059e+00
300,AGIS_Os01g003000,-6.349774e-01, 6.7199958218,1.024806e+01,1.434400e-02,8.528890e-02,Not_significant,1.921308e+02,1.044440e+02,1.004396e+02,1.226432e+02,7.901580e+01,7.455622e+01,8.559180e+01,8.384940e+01
301,AGIS_Os01g003010,-4.245147e-01, 0.6985015344,2.273768e-01,6.475132e-01,7.971715e-01,Not_significant,3.873417e+00,7.629216e-01,2.538185e+00,5.708421e-01,5.161058e-01,1.219110e+00,1.143053e+00,1.668645e+00
304,AGIS_Os01g003040,-8.212760e-01, 2.7487169571,6.946530e+00,3.253881e-02,1.412488e-01,Not_significant,6.673478e+00,8.239553e+00,6.647628e+00,1.242679e+01,4.644953e+00,6.667010e+00,3.566325e+00,4.171612e+00
305,AGIS_Os01g003050,-3.666729e-01, 2.4489022280,3.675749e-01,5.628225e-01,7.389076e-01,Not_significant,1.040689e+01,5.187867e+00,2.659051e+00,5.971887e+00,1.806370e+00,3.238262e+00,5.486654e+00,8.250521e+00
307,AGIS_Os01g003070, 5.444985e-01, 7.5301580684,1.352611e+01,7.335730e-03,5.559175e-02,Not_significant,1.351029e+02,1.440014e+02,1.526537e+02,1.703305e+02,2.346733e+02,2.073631e+02,2.216151e+02,2.123350e+02
308,AGIS_Os01g003080, 6.962321e-01, 4.8031076941,9.032161e+00,1.898486e-02,1.012347e-01,Not_significant,1.554034e+01,2.128551e+01,2.131270e+01,2.735651e+01,3.860472e+01,3.901153e+01,3.118248e+01,2.836696e+01
309,AGIS_Os01g003090,-2.118606e+00,-0.2767505192,4.337158e+00,7.442032e-02,2.341580e-01,Not_significant,8.400181e-01,8.773598e-01,1.289237e+00,1.449061e+00,8.773799e-01,1.142916e-01,4.572211e-02,4.171612e-01
311,AGIS_Os01g003110,-8.728192e-01, 1.9056270438,4.427109e+00,7.204326e-02,2.294886e-01,Not_significant,6.953484e+00,3.509439e+00,2.336742e+00,5.532777e+00,2.374087e+00,2.895387e+00,7.772759e-01,4.913232e+00
312,AGIS_Os01g003120, 9.738117e-01, 1.9982134908,3.946057e+00,8.592771e-02,2.551651e-01,Not_significant,1.400030e+00,2.784664e+00,2.135299e+00,4.610648e+00,4.593342e+00,5.333608e+00,7.361260e+00,3.059182e+00
313,AGIS_Os01g003130, 5.416972e-01, 6.2677163131,9.948635e+00,1.533764e-02,8.877627e-02,Not_significant,8.386181e+01,5.527367e+01,5.056226e+01,6.345129e+01,9.021530e+01,7.988983e+01,9.501055e+01,9.747666e+01
315,AGIS_Os01g003150, 5.900975e-02, 5.9204155081,1.160688e-01,7.429970e-01,8.587736e-01,Not_significant,6.701478e+01,6.610716e+01,4.774206e+01,5.488866e+01,5.026871e+01,7.939456e+01,4.974566e+01,6.864619e+01
316,AGIS_Os01g003160,-1.573178e+00, 0.7047880436,5.837093e+00,4.511442e-02,1.725405e-01,Not_significant,2.753393e+00,1.831012e+00,1.530969e+00,3.073765e+00,5.161058e-01,1.142916e+00,1.005887e+00,4.635124e-01
317,AGIS_Os01g003170,-1.115069e-01, 6.0875692049,5.353815e-01,4.871972e-01,6.819649e-01,Not_significant,8.143509e+01,5.679951e+01,6.470358e+01,8.057656e+01,6.239720e+01,6.061265e+01,6.702862e+01,6.980497e+01
321,AGIS_Os01g003210, 1.369472e+00, 1.3222416676,9.937747e+00,1.526219e-02,8.855500e-02,Not_significant,6.533474e-01,9.155059e-01,1.490680e+00,2.063814e+00,1.083822e+00,3.466845e+00,3.337714e+00,6.303769e+00
322,AGIS_Os01g003220, 1.161342e-01, 4.8011330109,5.688511e-02,8.180898e-01,9.032457e-01,Not_significant,4.144090e+01,1.716574e+01,1.877451e+01,2.586354e+01,1.362519e+01,5.634576e+01,2.363833e+01,2.544683e+01
324,AGIS_Os01g003240,-1.282097e+00, 5.0997346350,4.293002e+01,2.736536e-04,6.734676e-03,DOWN,7.816836e+01,3.749760e+01,4.145703e+01,3.934419e+01,2.183128e+01,1.821046e+01,1.723724e+01,1.988468e+01
325,AGIS_Os01g003250, 5.050821e+00, 0.3009662363,1.344520e+01,7.520699e-03,5.651148e-02,Not_significant,4.200091e-01,0.000000e+00,0.000000e+00,4.391093e-02,1.187043e+00,3.047776e+00,1.371663e+00,3.105533e+00
326,AGIS_Os01g003260,-1.219673e+00, 0.3041380858,1.179968e+00,3.121511e-01,5.329679e-01,Not_significant,4.153423e+00,4.958990e-01,4.834639e-01,1.580794e+00,6.193270e-01,5.333608e-01,1.280219e+00,9.270249e-02
328,AGIS_Os01g003280, 1.814192e+00, 3.7272106083,7.632374e+01,4.058660e-05,1.819706e-03,UP,6.720145e+00,5.950788e+00,5.116659e+00,5.576688e+00,2.033457e+01,2.224876e+01,2.034634e+01,1.900401e+01
329,AGIS_Os01g003290,-1.087589e-01, 5.5204858628,4.866964e-01,5.070333e-01,6.981494e-01,Not_significant,4.937440e+01,4.566086e+01,5.535661e+01,4.031023e+01,4.170135e+01,4.636429e+01,4.375606e+01,4.398733e+01
330,AGIS_Os01g003300, 5.282013e-02, 4.6163073146,3.188671e-02,8.631640e-01,9.288543e-01,Not_significant,3.892084e+01,1.869158e+01,1.696152e+01,2.393146e+01,1.883786e+01,2.544893e+01,2.693033e+01,2.581764e+01
332,AGIS_Os01g003320, 3.127504e-01, 4.3647888013,2.527255e+00,1.542906e-01,3.545740e-01,Not_significant,2.002043e+01,2.025557e+01,1.567229e+01,1.721308e+01,2.007652e+01,2.365836e+01,2.661027e+01,2.062630e+01
333,AGIS_Os01g003330, 1.183263e+00, 0.6905433173,1.499281e+00,2.590716e-01,4.774507e-01,Not_significant,0.000000e+00,1.792866e+00,1.087794e+00,1.668615e+00,9.289905e-01,2.514415e+00,3.063382e+00,1.112430e+00
335,AGIS_Os01g003350,-1.798766e-01, 0.0287877589,3.782390e-02,8.511346e-01,9.218060e-01,Not_significant,1.120024e+00,1.678427e+00,8.863504e-01,1.756437e-01,3.096635e-01,6.095552e-01,2.194661e+00,4.635124e-01
336,AGIS_Os01g003360, 1.436577e+00, 0.9852019823,3.818994e+00,9.016636e-02,2.619870e-01,Not_significant,9.333535e-02,1.487697e+00,2.095010e+00,1.009951e+00,1.909592e+00,4.533567e+00,2.377550e+00,1.575942e+00
337,AGIS_Os01g003370,-3.094733e-01, 1.1219480892,3.958826e-01,5.484323e-01,7.277997e-01,Not_significant,4.153423e+00,2.212473e+00,7.654845e-01,2.634656e+00,2.425697e+00,1.523888e+00,1.371663e+00,1.668645e+00
339,AGIS_Os01g003390, 2.573035e+00, 0.2735829971,1.057933e+01,1.330248e-02,8.121356e-02,Not_significant,1.400030e-01,3.433147e-01,6.446185e-01,1.756437e-01,3.457909e+00,1.638180e+00,1.645996e+00,1.019727e+00
344,AGIS_Os01g003440, 1.637464e+00, 2.1152978795,1.834049e+01,3.344755e-03,3.346200e-02,UP,1.866707e+00,1.792866e+00,2.497897e+00,1.800348e+00,3.354688e+00,8.914745e+00,6.218207e+00,7.508901e+00
345,AGIS_Os01g003450,-8.603250e-01, 5.2690366637,3.029416e+01,7.855465e-04,1.329690e-02,Not_significant,6.654810e+01,4.424945e+01,4.923274e+01,3.925637e+01,3.045024e+01,2.442031e+01,3.063382e+01,2.299022e+01
346,AGIS_Os01g003460,-3.071949e-01, 1.5105187497,5.309854e-01,4.889428e-01,6.835680e-01,Not_significant,2.146713e+00,3.204271e+00,1.450392e+00,5.884065e+00,1.857981e+00,3.466845e+00,1.554552e+00,2.502967e+00
347,AGIS_Os01g003470, 6.933028e-01, 0.7340609478,1.487677e+00,2.605537e-01,4.789655e-01,Not_significant,1.120024e+00,8.773598e-01,6.849072e-01,2.415101e+00,1.548318e+00,2.514415e+00,1.463108e+00,1.993103e+00
349,AGIS_Os01g003490,-7.321008e-02, 5.3020083574,7.579628e-02,7.907584e-01,8.865723e-01,Not_significant,6.090132e+01,3.917602e+01,4.774206e+01,1.848650e+01,4.954616e+01,3.047776e+01,3.269131e+01,3.592221e+01
350,AGIS_Os01g003500,-3.452315e-01, 8.0123896900,4.287476e+00,7.568913e-02,2.367551e-01,Not_significant,2.798194e+02,2.484836e+02,3.223495e+02,2.922272e+02,2.697169e+02,1.657609e+02,2.977424e+02,1.888813e+02
351,AGIS_Os01g003510,-8.733786e-02, 1.5519522397,2.382366e-02,8.815433e-01,9.397733e-01,Not_significant,3.966752e+00,2.250619e+00,3.021649e+00,2.151636e+00,1.032212e+00,3.314456e+00,2.651883e+00,4.357017e+00
352,AGIS_Os01g003520,-1.275588e-01, 8.0339412672,7.870841e-01,4.032941e-01,6.146638e-01,Not_significant,3.287738e+02,2.265877e+02,2.516429e+02,2.902073e+02,2.569691e+02,2.126586e+02,2.526147e+02,2.766242e+02
353,AGIS_Os01g003530,-7.772930e-01, 0.9706292795,1.033157e+00,3.421300e-01,5.617203e-01,Not_significant,1.726704e+00,2.098034e+00,2.538185e+00,2.151636e+00,2.116034e+00,2.933484e+00,1.188775e+00,1.854050e-01
354,AGIS_Os01g003540,-1.005582e-01, 2.5222537248,8.013529e-02,7.850264e-01,8.831143e-01,Not_significant,1.082690e+01,6.675564e+00,2.820206e+00,3.995895e+00,7.896419e+00,4.038303e+00,5.258043e+00,3.800802e+00
356,AGIS_Os01g003560,-4.696374e-01, 1.3565725587,1.417338e+00,2.711515e-01,4.908712e-01,Not_significant,4.946774e+00,2.937248e+00,1.933856e+00,1.580794e+00,3.819183e+00,2.209638e+00,1.051609e+00,1.344186e+00
358,AGIS_Os01g003580,-5.039774e-01, 4.2321429953,4.950923e+00,6.011638e-02,2.061888e-01,Not_significant,2.692725e+01,1.846270e+01,1.406074e+01,2.950815e+01,1.295426e+01,1.539127e+01,1.371663e+01,1.863320e+01
359,AGIS_Os01g003590,-9.299856e-01, 3.4059283235,1.483745e+01,5.807579e-03,4.777700e-02,Not_significant,1.320695e+01,1.399961e+01,1.228804e+01,1.523709e+01,5.315890e+00,6.247941e+00,8.184258e+00,9.594707e+00
360,AGIS_Os01g003600,-1.453511e-01, 7.1655487877,4.261842e-01,5.340123e-01,7.174314e-01,Not_significant,2.139246e+02,1.634941e+02,1.065635e+02,1.272978e+02,1.256202e+02,1.205014e+02,1.321369e+02,1.582895e+02
369,AGIS_Os01g003690,-1.559818e+00, 2.3046077384,5.915367e+00,4.410389e-02,1.702398e-01,Not_significant,7.653499e+00,6.065227e+00,1.369814e+01,2.371190e+00,3.612741e+00,2.323929e+00,8.229981e-01,2.224860e+00
370,AGIS_Os01g003700, 2.602564e-01, 7.0126622144,3.341911e+00,1.085549e-01,2.912634e-01,Not_significant,1.183959e+02,1.047110e+02,1.146212e+02,1.327867e+02,1.475547e+02,1.417216e+02,1.339201e+02,1.386366e+02
372,AGIS_Os01g003720, 2.173046e+00, 0.0490433062,8.013831e+00,2.431640e-02,1.175557e-01,Not_significant,1.866707e-01,6.866294e-01,2.417319e-01,3.073765e-01,1.032212e+00,1.104819e+00,1.463108e+00,2.595670e+00
374,AGIS_Os01g003740, 2.306206e-01, 2.3933891146,4.637470e-01,5.169892e-01,7.059867e-01,Not_significant,2.613390e+00,6.370395e+00,5.841855e+00,4.171538e+00,4.541731e+00,9.029036e+00,3.886380e+00,4.820529e+00
375,AGIS_Os01g003750, 1.564893e+00, 3.2664388436,2.736044e+01,1.084081e-03,1.643588e-02,UP,3.733414e+00,4.424945e+00,6.244742e+00,4.786291e+00,1.925075e+01,1.401977e+01,1.216208e+01,1.172686e+01
376,AGIS_Os01g003760,-1.242324e-01, 4.6032161530,5.804067e-01,4.700719e-01,6.684284e-01,Not_significant,2.025377e+01,2.437534e+01,2.828264e+01,2.841037e+01,2.121195e+01,2.152492e+01,2.404983e+01,2.563224e+01
377,AGIS_Os01g003770,-2.250461e-01, 3.2399685093,5.907000e-01,4.664403e-01,6.660938e-01,Not_significant,5.973462e+00,1.003242e+01,1.333555e+01,1.150466e+01,8.980242e+00,8.762356e+00,9.784532e+00,6.489174e+00
378,AGIS_Os01g003780, 5.237986e-01, 3.0296227922,3.330762e+00,1.092002e-01,2.921273e-01,Not_significant,9.333535e+00,7.705508e+00,4.310886e+00,5.576688e+00,1.094144e+01,8.914745e+00,1.065325e+01,7.230794e+00
379,AGIS_Os01g003790,-4.675397e-01, 9.1957482282,1.118869e+01,1.161751e-02,7.434538e-02,Not_significant,7.896637e+02,6.431810e+02,7.063004e+02,5.841471e+02,5.702969e+02,4.653954e+02,4.969994e+02,4.345429e+02
380,AGIS_Os01g003800,-7.575785e-01, 5.7803952947,1.177067e+01,1.039299e-02,6.928944e-02,Not_significant,1.075690e+02,5.313749e+01,6.405896e+01,5.550342e+01,3.664351e+01,3.885914e+01,4.412184e+01,3.912045e+01
381,AGIS_Os01g003810, 1.036593e+00, 6.5824941238,1.938740e+01,2.888892e-03,3.029636e-02,UP,1.030889e+02,4.325765e+01,5.330189e+01,6.002624e+01,1.189624e+02,1.266732e+02,1.107847e+02,1.499463e+02
385,AGIS_Os01g003850,-4.897817e-01, 3.1285357197,3.375086e+00,1.072205e-01,2.891667e-01,Not_significant,7.793502e+00,9.689104e+00,1.103909e+01,1.106555e+01,3.715962e+00,8.495676e+00,1.024175e+01,7.184443e+00
387,AGIS_Os01g003870, 1.847124e-02, 4.9134371804,7.853141e-03,9.317838e-01,9.655176e-01,Not_significant,3.602745e+01,3.147052e+01,2.300482e+01,2.911295e+01,3.019219e+01,2.533464e+01,3.639480e+01,2.887682e+01
