,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmockLP_1,CPM.WTmockLP_2,CPM.WTmockLP_3,CPM.WTmockLP_4,CPM.WTmockHP_1,CPM.WTmockHP_2,CPM.WTmockHP_3,CPM.WTmockHP_4
39150,AGIS_Os08g023430,-1.258885e+00, 2.6083747806, 7.896232e+00,2.233542e-02,0.2128001472,Not_significant,1.024633e+01,7.876112e+00,7.733688e+00,7.113134e+00,1.725841e+00,5.629678e+00,2.224992e+00,5.949309e+00
39151,AGIS_Os08g023440,-1.094083e+00, 2.3805309183, 1.084787e+01,1.045935e-02,0.1440144450,Not_significant,7.643713e+00,6.350559e+00,6.231568e+00,7.758006e+00,2.952644e+00,3.282701e+00,4.692310e+00,2.484187e+00
39156,AGIS_Os08g023490,-3.120217e-01, 0.6598238404, 3.466571e-01,5.717285e-01,0.8108477023,Not_significant,2.860531e+00,1.472336e+00,9.072211e-01,1.328827e+00,1.746634e+00,1.119800e+00,4.405925e-01,2.484187e+00
39160,AGIS_Os08g023530,-1.372612e+00, 0.1456495816, 4.752720e+00,5.974703e-02,0.3345667366,Not_significant,7.503031e-01,2.536676e+00,1.145181e+00,1.641492e+00,1.663461e-01,6.289286e-01,8.371257e-01,8.535412e-01
39177,AGIS_Os08g023700, 5.796245e-01,-1.6478886189, 8.313155e-02,7.802654e-01,0.9109224733,Not_significant,1.875758e-01,4.612138e-01,2.230871e-01,0.000000e+00,0.000000e+00,4.601917e-01,4.846517e-01,4.331403e-01
39220,AGIS_Os08g024130, 4.932858e+00, 0.6787591592, 5.553811e+00,4.551421e-02,0.2995128629,Not_significant,2.110228e-01,0.000000e+00,6.692614e-01,0.000000e+00,6.425120e+00,2.178241e+00,6.608887e-02,2.955546e+00
39232,AGIS_Os08g024250,-8.109140e-01, 2.8103771847, 5.675986e+00,4.370196e-02,0.2946150368,Not_significant,8.605039e+00,1.128200e+01,9.146573e+00,6.155596e+00,7.943028e+00,3.267361e+00,5.397258e+00,4.051136e+00
39244,AGIS_Os08g024370, 5.304449e-01, 5.1047387122, 3.748155e+00,8.807332e-02,0.3958194216,Not_significant,2.567444e+01,2.779700e+01,2.595247e+01,2.833529e+01,7.102980e+01,3.508195e+01,3.029073e+01,3.084214e+01
39246,AGIS_Os08g024390, 6.423662e-01, 3.1185216120, 3.620028e+00,9.276183e-02,0.4030660387,Not_significant,5.041099e+00,7.060119e+00,7.168534e+00,6.917718e+00,1.698810e+01,7.531804e+00,1.024377e+01,8.255145e+00
39247,AGIS_Os08g024400, 5.887663e-02, 3.4336387205, 4.496821e-02,8.372107e-01,0.9358558939,Not_significant,1.031667e+01,1.234634e+01,8.670654e+00,1.045474e+01,1.499195e+01,9.035097e+00,1.196209e+01,8.395278e+00
39249,AGIS_Os08g024420,-1.995560e-01, 4.9061812675, 3.223246e-01,5.854481e-01,0.8190852200,Not_significant,3.849993e+01,3.159314e+01,3.026549e+01,2.399706e+01,1.463846e+01,3.991396e+01,2.180933e+01,3.886797e+01
39251,AGIS_Os08g024440,-3.090511e-01, 4.5557557035, 1.589980e+00,2.420088e-01,0.5792748239,Not_significant,3.125481e+01,2.976603e+01,2.239795e+01,2.071407e+01,1.846442e+01,2.073930e+01,1.832865e+01,2.620499e+01
39264,AGIS_Os08g024570,-2.443657e+00,-1.8143406334, 1.579423e+00,2.435259e-01,0.5806522886,Not_significant,4.689395e-01,6.386037e-01,2.974495e-01,3.908315e-02,0.000000e+00,4.908711e-01,0.000000e+00,5.095768e-02
39265,AGIS_Os08g024580, 3.898422e+00,-0.9726473811, 7.767810e+00,2.314909e-02,0.2172273788,Not_significant,0.000000e+00,0.000000e+00,2.379596e-01,1.172495e-01,7.901442e-01,2.761150e-01,2.004696e+00,4.076615e-01
39266,AGIS_Os08g024590, 6.219338e-01, 0.9359948502, 6.799724e-01,4.329708e-01,0.7283661685,Not_significant,1.711629e+00,1.436858e+00,1.948294e+00,5.276226e-01,4.158653e-01,2.991246e+00,3.040088e+00,2.930067e+00
39267,AGIS_Os08g024600, 3.170539e-01, 2.6120944009, 7.317571e-01,4.166534e-01,0.7191380596,Not_significant,3.306023e+00,5.924823e+00,6.023353e+00,6.311929e+00,9.294591e+00,7.209670e+00,5.485376e+00,5.070289e+00
39268,AGIS_Os08g024610, 1.620910e-01, 1.3796942759, 1.225270e-01,7.351478e-01,0.8908524976,Not_significant,2.297803e+00,1.933550e+00,2.706791e+00,2.247281e+00,1.060457e+00,3.037265e+00,2.819792e+00,4.407840e+00
39270,AGIS_Os08g024630, 2.661361e-01, 5.7572842907, 1.089312e+00,3.264698e-01,0.6499943176,Not_significant,4.426788e+01,4.452487e+01,5.733340e+01,4.437892e+01,3.121069e+01,7.504192e+01,8.089278e+01,5.477951e+01
39272,AGIS_Os08g024650, 9.338285e-02, 3.4844809098, 1.457255e-01,7.122700e-01,0.8799061034,Not_significant,8.253334e+00,1.158356e+01,1.215081e+01,1.109962e+01,1.097885e+01,1.102926e+01,1.489203e+01,9.274298e+00
39273,AGIS_Os08g024660, 1.208017e+00, 0.7401449029, 5.530282e+00,4.554458e-02,0.2996315051,Not_significant,1.219243e+00,5.499087e-01,8.774761e-01,1.074787e+00,2.599158e+00,1.211838e+00,4.207658e+00,1.375857e+00
39277,AGIS_Os08g024700,-6.531797e-02, 0.9647669026, 1.944609e-02,8.924294e-01,0.9589083163,Not_significant,1.594394e+00,1.827116e+00,2.007784e+00,2.208198e+00,2.911057e+00,1.441934e+00,2.158903e+00,1.197506e+00
39278,AGIS_Os08g024710,-7.435233e-01, 0.3528931478, 1.152797e+00,3.135989e-01,0.6400301095,Not_significant,1.336477e+00,1.099817e+00,2.082147e+00,1.387452e+00,5.822115e-01,1.319216e+00,3.524740e-01,1.745301e+00
39280,AGIS_Os08g024730, 1.465736e-01,-0.4434580657, 1.966630e-02,8.918632e-01,0.9587177855,Not_significant,8.675380e-01,1.099817e+00,7.436238e-01,7.816630e-02,4.574519e-01,7.669861e-01,4.846517e-01,1.082851e+00
39287,AGIS_Os08g024800,-1.039456e+00,-0.9312958521, 6.486416e-01,4.433669e-01,0.7353402309,Not_significant,2.344697e-01,7.450376e-01,2.082147e-01,7.816630e-01,0.000000e+00,2.454356e-01,1.982666e-01,1.452294e+00
39288,AGIS_Os08g024810, 1.119120e+00,-1.4765609094, 4.618619e-01,5.155135e-01,0.7790438603,Not_significant,0.000000e+00,2.483459e-01,1.041073e-01,5.471641e-01,9.149038e-01,2.454356e-01,2.643555e-01,2.802673e-01
39315,AGIS_Os08g025080, 2.060114e-01, 3.7940514876, 8.882262e-01,3.726540e-01,0.6859161814,Not_significant,1.390405e+01,1.355259e+01,1.219543e+01,1.178357e+01,1.530384e+01,1.397449e+01,1.431925e+01,1.565675e+01
39319,AGIS_Os08g025120,-9.927365e-01, 1.0221853045, 4.369703e+00,6.882514e-02,0.3541537382,Not_significant,1.383371e+00,4.026751e+00,2.082147e+00,3.146194e+00,1.164423e+00,1.043101e+00,8.371257e-01,2.267617e+00
39324,AGIS_Os08g025170,-1.252342e-01, 2.6718357690, 1.382452e-01,7.194678e-01,0.8830476395,Not_significant,7.667160e+00,6.279603e+00,5.368964e+00,6.702761e+00,4.137860e+00,8.835680e+00,6.895272e+00,4.815501e+00
39326,AGIS_Os08g025190, 4.660027e-01,-0.1244606252, 3.754643e-01,5.565008e-01,0.8042873414,Not_significant,2.813637e-01,7.805156e-01,6.246440e-01,1.387452e+00,1.455529e+00,6.442683e-01,8.371257e-01,1.044632e+00
39332,AGIS_Os08g025250, 1.465052e+00,-1.1594810200, 1.166036e+00,3.108148e-01,0.6378856071,Not_significant,1.406818e-01,2.306069e-01,1.338523e-01,1.172495e-01,1.725841e+00,6.135889e-02,3.084147e-01,5.987528e-01
39333,AGIS_Os08g025260, 7.590206e-02,-0.8545279303, 6.681268e-03,9.367967e-01,0.9760644183,Not_significant,1.008220e+00,3.902578e-01,4.907917e-01,2.540405e-01,3.742788e-01,4.295122e-01,7.049479e-01,5.095768e-01
39335,AGIS_Os08g025280, 1.243173e-01, 3.9004098957, 2.173830e-01,6.532000e-01,0.8534192134,Not_significant,1.022288e+01,1.926454e+01,1.142206e+01,1.696209e+01,1.771586e+01,1.520166e+01,1.427520e+01,1.411528e+01
39337,AGIS_Os08g025300,-3.472826e-01,-1.8967372580, 6.156510e-02,8.100854e-01,0.9240500677,Not_significant,4.689395e-02,4.434748e-01,4.461743e-01,3.908315e-02,0.000000e+00,1.840767e-01,5.727702e-01,1.273942e-01
39342,AGIS_Os08g025350, 4.132708e-01, 1.6462954432, 8.298176e-01,3.883679e-01,0.6972355730,Not_significant,2.391591e+00,2.039984e+00,3.643757e+00,2.208198e+00,1.996154e+00,4.417840e+00,2.511377e+00,5.516169e+00
39343,AGIS_Os08g025360,-5.385141e-01, 5.6425646784, 6.413318e+00,3.420996e-02,0.2648217143,Not_significant,6.991887e+01,4.010786e+01,5.791342e+01,6.976343e+01,5.154651e+01,3.511262e+01,3.749442e+01,3.751759e+01
39344,AGIS_Os08g025370, 3.347836e-01, 7.1897641605, 2.265771e+00,1.694343e-01,0.5075503159,Not_significant,1.249958e+02,1.367499e+02,1.220733e+02,1.295216e+02,1.647866e+02,1.728327e+02,1.912832e+02,1.254323e+02
39345,AGIS_Os08g025380,-4.548894e-02, 2.4700192163, 2.671927e-02,8.740777e-01,0.9506289709,Not_significant,6.283789e+00,5.800650e+00,4.684830e+00,5.510724e+00,6.737019e+00,5.783075e+00,4.317806e+00,4.930156e+00
39362,AGIS_Os08g025550, 3.715480e-01, 2.9932372120, 1.224689e+00,2.999072e-01,0.6294477803,Not_significant,5.439698e+00,6.687600e+00,8.834251e+00,6.018805e+00,1.436815e+01,5.921133e+00,8.305168e+00,7.847483e+00
39367,AGIS_Os08g025600,-4.166523e+00,-1.9816131009, 3.041539e+00,1.184693e-01,0.4409720120,Not_significant,1.406818e-01,4.257358e-01,3.569394e-01,2.149573e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.605345e-01
39368,AGIS_Os08g025610,-9.605029e-01,-1.6010910858, 3.974550e-01,5.456039e-01,0.7981367513,Not_significant,2.813637e-01,3.370408e-01,4.015569e-01,2.344989e-01,6.653846e-01,2.147561e-01,2.423259e-01,0.000000e+00
39376,AGIS_Os08g025690, 7.664461e-01, 1.7184074185, 4.873260e+00,5.720924e-02,0.3292311396,Not_significant,2.532273e+00,3.051106e+00,2.111892e+00,1.817367e+00,5.323076e+00,5.031429e+00,2.577466e+00,3.592517e+00
39377,AGIS_Os08g025700,-3.918967e-01, 1.3243096135, 8.757981e-01,3.758567e-01,0.6878993138,Not_significant,2.415038e+00,1.720682e+00,3.138093e+00,3.869232e+00,1.247596e+00,2.469695e+00,1.806429e+00,3.070200e+00
39378,AGIS_Os08g025710,-6.103455e-01, 2.7023404174, 1.677059e+00,2.306520e-01,0.5707461256,Not_significant,7.080986e+00,6.368298e+00,8.269097e+00,7.601673e+00,1.247596e+00,7.117631e+00,6.520768e+00,7.567216e+00
39379,AGIS_Os08g025720,-5.586246e-02, 2.4984350480, 2.632797e-02,8.750278e-01,0.9509428433,Not_significant,5.369357e+00,4.931440e+00,5.696158e+00,5.960181e+00,1.023029e+01,4.218424e+00,4.339836e+00,4.191269e+00
39380,AGIS_Os08g025730,-1.126691e+00, 1.7026806763, 5.049874e+00,5.408149e-02,0.3223643346,Not_significant,4.337690e+00,3.459103e+00,3.405797e+00,5.823390e+00,6.237980e-01,3.359399e+00,2.048755e+00,2.700757e+00
39381,AGIS_Os08g025740,-9.311719e-02, 2.3653313626, 9.356978e-02,7.672410e-01,0.9052071981,Not_significant,4.173561e+00,5.516826e+00,6.172078e+00,5.295767e+00,4.928004e+00,5.629678e+00,4.053451e+00,5.159465e+00
39382,AGIS_Os08g025750,-1.132486e+00,-0.1064327296, 6.067651e-01,4.579379e-01,0.7452004920,Not_significant,2.321250e+00,9.224275e-01,6.990064e-01,5.862473e-01,0.000000e+00,1.319216e+00,2.202962e-01,1.082851e+00
39405,AGIS_Os08g025980, 4.026210e-01,-0.8525401645, 1.505520e-01,7.077990e-01,0.8780677692,Not_significant,3.751516e-01,7.627766e-01,5.651541e-01,1.563326e-01,7.485576e-01,3.067944e-01,4.846517e-01,7.388864e-01
39414,AGIS_Os08g026070,-1.647978e+00, 1.5308766583, 1.780606e+01,2.703331e-03,0.0661552993,Not_significant,4.126667e+00,4.842745e+00,3.093475e+00,5.022185e+00,1.912981e+00,1.963484e+00,7.269776e-01,1.159287e+00
39415,AGIS_Os08g026080,-2.696902e+00, 2.9131115554, 1.499141e+01,4.527112e-03,0.0905123033,Not_significant,1.308341e+01,1.818247e+01,6.142333e+00,9.086833e+00,1.413942e+00,1.718049e+00,3.965332e-01,9.949487e+00
39418,AGIS_Os08g026110,-1.017429e+00, 2.8576146780, 4.943640e+00,5.614315e-02,0.3267636211,Not_significant,1.012909e+01,6.669861e+00,1.325138e+01,7.464882e+00,1.476322e+00,5.108128e+00,6.807153e+00,6.790111e+00
39424,AGIS_Os08g026170, 5.043005e-01, 6.8064014269, 5.083290e+00,5.310596e-02,0.3200873933,Not_significant,9.104460e+01,1.084385e+02,9.631416e+01,6.948984e+01,1.672818e+02,1.272737e+02,1.533041e+02,8.199091e+01
39425,AGIS_Os08g026180,-5.510454e-02, 4.8288050742, 6.141939e-02,8.103052e-01,0.9241704936,Not_significant,2.844118e+01,3.874196e+01,2.616069e+01,2.274639e+01,2.112596e+01,3.190662e+01,3.126003e+01,2.668909e+01
39426,AGIS_Os08g026190,-4.898537e-01, 3.0949606583, 2.003484e+00,1.938455e-01,0.5349924409,Not_significant,1.069182e+01,1.140617e+01,9.161445e+00,7.738464e+00,3.909134e+00,7.286368e+00,7.335864e+00,1.053550e+01
39428,AGIS_Os08g026210, 2.434708e-01, 0.3616628973, 1.179186e-01,7.399581e-01,0.8934772697,Not_significant,1.594394e+00,4.257358e-01,4.313018e-01,1.758742e+00,3.992307e+00,7.976656e-01,5.727702e-01,4.713586e-01
39430,AGIS_Os08g026230,-5.289644e-01, 5.2121882804, 7.255345e+00,2.652860e-02,0.2333980994,Not_significant,4.117288e+01,4.165115e+01,4.948073e+01,4.213164e+01,2.536779e+01,2.831713e+01,3.780283e+01,3.035804e+01
39431,AGIS_Os08g026240, 3.613194e-01, 0.8588413613, 5.543523e-01,4.771531e-01,0.7569785488,Not_significant,1.102008e+00,2.518937e+00,1.234416e+00,1.504701e+00,2.412019e+00,1.733389e+00,2.158903e+00,1.566949e+00
39436,AGIS_Os08g026290, 6.854024e-01, 5.0744337987, 4.239267e+00,7.269314e-02,0.3619529585,Not_significant,1.842932e+01,3.044011e+01,2.357287e+01,2.704554e+01,7.140408e+01,3.282701e+01,3.559987e+01,2.996312e+01
39437,AGIS_Os08g026300, 1.196081e+00, 2.7501152579, 5.453538e+00,4.707335e-02,0.3039235736,Not_significant,2.368144e+00,3.778405e+00,3.123220e+00,6.546428e+00,1.499195e+01,5.016089e+00,1.207223e+01,5.669042e+00
39441,AGIS_Os08g026340,-1.622013e-01, 1.4788281209, 1.316882e-01,7.258733e-01,0.8865059535,Not_significant,2.813637e+00,1.649726e+00,3.033985e+00,4.006023e+00,1.206010e+00,2.853188e+00,3.612858e+00,2.840891e+00
39442,AGIS_Os08g026350, 1.044118e-01, 2.4997641895, 1.393432e-01,7.183160e-01,0.8826843955,Not_significant,6.072766e+00,4.825006e+00,6.127460e+00,4.650895e+00,6.341947e+00,4.663276e+00,6.300472e+00,5.987528e+00
39443,AGIS_Os08g026360, 2.765403e-02,-0.3121162765, 7.700124e-04,9.785270e-01,0.9922350719,Not_significant,1.242690e+00,5.321697e-01,7.138789e-01,4.885394e-01,1.247596e-01,9.050436e-01,1.057422e+00,1.095590e+00
39444,AGIS_Os08g026370,-3.001444e-01, 2.1365989922, 8.258942e-01,3.891613e-01,0.6981951803,Not_significant,5.791402e+00,5.303958e+00,4.550978e+00,3.673816e+00,3.576442e+00,3.712213e+00,3.612858e+00,4.675367e+00
39445,AGIS_Os08g026380, 1.130543e+00, 3.1652457789, 1.999298e+01,1.911519e-03,0.0532032647,Not_significant,9.308448e+00,4.541182e+00,3.316562e+00,5.667057e+00,1.742476e+01,1.248653e+01,7.446013e+00,1.129987e+01
39446,AGIS_Os08g026390,-6.760181e-01, 2.5773097932, 4.039083e+00,7.835651e-02,0.3762412071,Not_significant,6.987198e+00,4.470226e+00,1.113948e+01,6.331471e+00,4.574519e+00,2.300958e+00,4.516073e+00,7.134076e+00
39447,AGIS_Os08g026400, 5.500416e-01, 4.4878685502, 2.670634e+00,1.400060e-01,0.4703645246,Not_significant,1.585015e+01,2.082558e+01,1.340010e+01,1.731384e+01,5.560120e+01,1.902126e+01,1.846082e+01,1.876517e+01
39454,AGIS_Os08g026470,-1.134676e+00, 3.3014040768, 1.600050e+01,3.709707e-03,0.0794152110,Not_significant,6.330683e+00,1.459919e+01,1.821878e+01,1.578959e+01,4.782452e+00,6.396664e+00,7.159627e+00,5.299599e+00
39455,AGIS_Os08g026480,-1.223702e+00, 3.1764164280, 1.094451e+01,1.038936e-02,0.1437725689,Not_significant,4.337690e+00,1.628439e+01,1.625562e+01,1.512518e+01,4.699278e+00,4.724635e+00,5.441317e+00,5.159465e+00
39458,AGIS_Os08g026510,-1.595741e-01,-0.1819324385, 4.724951e-02,8.331842e-01,0.9349780183,Not_significant,1.102008e+00,7.450376e-01,6.543890e-01,9.575372e-01,7.901442e-01,9.817422e-01,1.233659e+00,3.312249e-01
39466,AGIS_Os08g026590,-3.235215e-01, 2.1925776037, 5.584054e-01,4.758228e-01,0.7563729503,Not_significant,5.556933e+00,5.073351e+00,3.554522e+00,5.158976e+00,1.538702e+00,6.258607e+00,3.568799e+00,5.567127e+00
39467,AGIS_Os08g026600,-2.497952e-01, 1.6759644372, 4.749189e-01,5.095900e-01,0.7756650526,Not_significant,3.774963e+00,3.796144e+00,2.617556e+00,3.537025e+00,2.453606e+00,2.423676e+00,3.282414e+00,3.401425e+00
39468,AGIS_Os08g026610,-6.176557e-01, 1.1438241207, 9.328657e-01,3.617894e-01,0.6775283642,Not_significant,3.212235e+00,2.855978e+00,1.844187e+00,1.465618e+00,1.268389e+00,9.510628e-01,9.472738e-01,4.828240e+00
39470,AGIS_Os08g026630, 2.772636e-01, 2.9942704231, 3.993135e-01,5.446879e-01,0.7975176685,Not_significant,1.062148e+01,3.547798e+00,7.629580e+00,7.289008e+00,4.512139e+00,9.740724e+00,8.459375e+00,1.165657e+01
39471,AGIS_Os08g026640,-7.946908e-01, 2.4194906400, 3.671198e+00,9.085165e-02,0.3996496654,Not_significant,7.362349e+00,5.889345e+00,4.967407e+00,7.699381e+00,1.580288e+00,5.154147e+00,3.040088e+00,6.815590e+00
39472,AGIS_Os08g026650,-6.495891e-01, 0.5023899223, 1.584928e+00,2.424027e-01,0.5795146207,Not_significant,1.805417e+00,1.809377e+00,1.308778e+00,1.758742e+00,6.237980e-01,1.181159e+00,1.189600e+00,1.375857e+00
39475,AGIS_Os08g026680, 1.408662e+00, 2.2525848907, 7.840853e+00,2.268181e-02,0.2149194698,Not_significant,1.031667e+00,1.809377e+00,4.714575e+00,3.126652e+00,1.054219e+01,3.773572e+00,6.829183e+00,6.013007e+00
39489,AGIS_Os08g026820,-3.144520e+00,-1.7539666987, 2.260607e+00,1.702711e-01,0.5089356428,Not_significant,7.034092e-02,4.434748e-01,6.543890e-01,6.057889e-01,8.317307e-02,2.147561e-01,0.000000e+00,0.000000e+00
39492,AGIS_Os08g026850,-2.576889e+00,-0.2542011544, 3.312733e+00,1.053982e-01,0.4208670000,Not_significant,1.852311e+00,7.805156e-01,1.338523e+00,9.966204e-01,0.000000e+00,3.988328e-01,8.811849e-02,9.681960e-01
39495,AGIS_Os08g026880,-6.610421e-01, 1.9891998438, 2.551013e+00,1.480418e-01,0.4800384000,Not_significant,4.197008e+00,3.263974e+00,5.963863e+00,5.354392e+00,1.247596e+00,4.233763e+00,3.899243e+00,3.312249e+00
39504,AGIS_Os08g026970, 2.963549e-01, 4.0501953192, 1.726006e+00,2.241713e-01,0.5635692562,Not_significant,1.362269e+01,1.264790e+01,1.686539e+01,1.629767e+01,2.058533e+01,1.771738e+01,1.876924e+01,1.574592e+01
39505,AGIS_Os08g026980,-2.880434e+00, 3.7593246365, 1.502729e+02,1.358624e-06,0.0006467050,DOWN,2.869909e+01,1.591188e+01,1.817417e+01,3.245856e+01,3.493269e+00,2.132221e+00,2.753703e+00,4.458797e+00
39506,AGIS_Os08g026990, 3.871505e-01, 3.4792909524, 2.658983e+00,1.403538e-01,0.4705466242,Not_significant,8.581592e+00,9.454882e+00,1.307291e+01,7.777547e+00,1.187296e+01,1.375973e+01,1.332792e+01,1.108330e+01
39507,AGIS_Os08g027000,-1.523179e-01, 4.3184956206, 4.748378e-01,5.096252e-01,0.7756650526,Not_significant,2.213394e+01,1.875011e+01,2.193690e+01,2.079224e+01,1.544940e+01,2.139891e+01,2.117047e+01,1.770779e+01
39510,AGIS_Os08g027030,-2.397658e+00,-0.2490471021, 1.598651e+00,2.409126e-01,0.5784488047,Not_significant,1.828864e+00,1.082078e+00,6.246440e-01,6.644136e-01,0.000000e+00,1.196498e+00,0.000000e+00,1.044632e+00
39511,AGIS_Os08g027040,-4.923838e-01, 3.3794908089, 1.793318e+00,2.165221e-01,0.5563979054,Not_significant,2.243875e+01,8.177675e+00,9.131700e+00,9.536289e+00,7.859855e+00,1.311546e+01,5.639583e+00,7.095857e+00
39513,AGIS_Os08g027060, 3.995758e-02, 3.6675491793, 2.398351e-02,8.806395e-01,0.9535207444,Not_significant,1.221587e+01,1.344616e+01,1.142206e+01,1.203761e+01,1.931695e+01,1.102926e+01,1.200614e+01,9.911269e+00
39514,AGIS_Os08g027070,-4.191053e+00,-1.3377518028, 2.911825e+00,1.254721e-01,0.4509481763,Not_significant,1.875758e-01,9.224275e-01,2.677046e-01,1.172495e-01,0.000000e+00,0.000000e+00,1.431925e+00,0.000000e+00
39516,AGIS_Os08g027090,-2.421949e-01, 0.8955195503, 3.011111e-01,5.976760e-01,0.8249479019,Not_significant,1.617841e+00,1.986767e+00,2.052402e+00,2.032324e+00,9.564903e-01,1.718049e+00,1.542074e+00,2.675278e+00
39519,AGIS_Os08g027120,-1.419553e-01, 3.7668147844, 3.419771e-01,5.742840e-01,0.8126598103,Not_significant,1.575637e+01,1.202704e+01,1.448579e+01,1.449985e+01,1.326610e+01,1.494089e+01,9.737093e+00,1.389871e+01
39520,AGIS_Os08g027130, 3.620658e-02, 3.7403506194, 1.252822e-02,9.135760e-01,0.9671814748,Not_significant,1.001186e+01,1.341068e+01,1.387602e+01,1.379635e+01,2.249832e+01,1.135139e+01,1.257891e+01,9.121425e+00
39521,AGIS_Os08g027140, 7.493027e-02, 3.6921418121, 9.997170e-02,7.596917e-01,0.9022144478,Not_significant,1.062148e+01,1.394285e+01,1.326625e+01,1.192036e+01,1.176899e+01,1.245585e+01,1.852691e+01,1.062468e+01
39525,AGIS_Os08g027180,-3.494938e-01, 2.3093305554, 3.383024e-01,5.764766e-01,0.8137310767,Not_significant,6.494811e+00,5.499087e+00,5.815138e+00,2.911695e+00,1.164423e+00,6.749478e+00,3.590829e+00,7.121336e+00
39526,AGIS_Os08g027190, 2.478692e-02, 5.5733126482, 1.165512e-02,9.166060e-01,0.9682575344,Not_significant,4.987171e+01,4.766467e+01,4.082495e+01,4.699749e+01,7.292199e+01,3.923901e+01,4.564538e+01,3.747938e+01
39527,AGIS_Os08g027200,-2.689732e-01, 2.6299292940, 4.138170e-01,5.376423e-01,0.7926998948,Not_significant,7.174774e+00,8.496977e+00,5.696158e+00,4.455479e+00,4.387379e+00,4.755314e+00,3.524740e+00,1.072659e+01
39530,AGIS_Os08g027230, 2.450829e-01,-1.5352548004, 3.191628e-02,8.625079e-01,0.9467222007,Not_significant,4.689395e-02,2.128679e-01,2.974495e-01,6.253304e-01,6.030048e-01,1.687369e-01,3.304443e-01,2.038307e-01
39531,AGIS_Os08g027240,-8.322259e-01, 1.6292114414, 3.652158e+00,9.155640e-02,0.4010507392,Not_significant,3.165341e+00,3.725188e+00,3.390925e+00,4.592270e+00,7.485576e-01,3.451438e+00,1.872518e+00,3.503341e+00
39532,AGIS_Os08g027250,-5.540038e-01, 2.6916791980, 2.807492e+00,1.314177e-01,0.4595645607,Not_significant,7.432690e+00,7.237508e+00,6.038225e+00,9.360415e+00,2.661538e+00,5.921133e+00,5.947998e+00,6.802851e+00
39534,AGIS_Os08g027270,-4.978988e-01, 1.9864480239, 1.799385e+00,2.155022e-01,0.5553554011,Not_significant,5.134887e+00,4.363792e+00,4.848427e+00,3.771524e+00,2.391226e+00,3.083284e+00,2.797762e+00,5.019332e+00
39537,AGIS_Os08g027300,-1.518936e+00, 2.0405820959, 2.332742e+00,1.643550e-01,0.5010526409,Not_significant,7.901630e+00,5.800650e+00,3.673502e+00,3.341609e+00,1.663461e-01,4.249103e+00,7.930664e-01,6.688196e+00
39552,AGIS_Os08g027450,-1.292851e-01, 5.1468207732, 4.412666e-01,5.245851e-01,0.7842608312,Not_significant,2.466622e+01,4.388626e+01,3.346307e+01,4.662620e+01,2.366274e+01,3.894756e+01,3.269196e+01,3.918646e+01
39555,AGIS_Os08g027480,-2.092452e-01, 5.5515467964, 4.750374e-01,5.097442e-01,0.7757774411,Not_significant,5.245088e+01,4.186402e+01,4.925764e+01,5.157022e+01,2.187452e+01,5.574455e+01,4.064465e+01,6.150592e+01
39556,AGIS_Os08g027490,-7.250602e-01, 1.7339215461, 2.923600e+00,1.248144e-01,0.4500891694,Not_significant,3.610834e+00,2.643110e+00,5.606924e+00,4.279605e+00,1.102043e+00,3.328720e+00,2.996029e+00,2.751715e+00
39559,AGIS_Os08g027520, 1.460041e-01, 0.4874649366, 7.427883e-02,7.918831e-01,0.9159402014,Not_significant,9.378789e-01,1.791638e+00,1.204671e+00,1.211578e+00,1.621875e+00,1.211838e+00,2.048755e+00,9.172383e-01
39560,AGIS_Os08g027530, 3.428926e-01, 2.5548650541, 8.452870e-01,3.841864e-01,0.6939366088,Not_significant,6.893410e+00,7.095596e+00,2.513448e+00,3.673816e+00,1.077091e+01,7.194330e+00,6.168294e+00,2.445969e+00
39563,AGIS_Os08g027560,-4.435974e-01,-1.3870191660, 6.700430e-02,8.021413e-01,0.9209369319,Not_significant,4.220455e-01,8.159936e-01,1.041073e-01,2.344989e-01,7.901442e-01,0.000000e+00,2.643555e-01,1.783519e-01
39564,AGIS_Os08g027570,-4.649530e-02, 4.0534438331, 3.387287e-02,8.584261e-01,0.9449577139,Not_significant,1.831209e+01,1.724230e+01,1.467913e+01,1.502747e+01,2.846598e+01,1.274731e+01,1.374648e+01,1.234450e+01
39574,AGIS_Os08g027670,-1.550577e+00, 0.0464806693, 1.727740e+00,2.243403e-01,0.5635692562,Not_significant,1.102008e+00,1.543292e+00,1.546738e+00,1.133411e+00,5.822115e-01,6.442683e-01,0.000000e+00,1.401336e+00
39585,AGIS_Os08g027780, 1.014865e-01, 0.8156935525, 5.056637e-02,8.275341e-01,0.9321186086,Not_significant,1.688182e+00,1.561031e+00,1.472375e+00,1.836908e+00,1.413942e+00,2.638432e+00,1.630192e+00,1.554209e+00
39595,AGIS_Os08g027880,-6.430572e-01, 3.6845513935, 3.312641e+00,1.054023e-01,0.4208670000,Not_significant,1.345856e+01,1.935324e+01,1.354883e+01,1.375727e+01,3.638822e+00,1.179625e+01,1.231456e+01,1.470129e+01
39596,AGIS_Os08g027890,-2.474673e-01,-0.0178816095, 1.456630e-01,7.123285e-01,0.8799061034,Not_significant,1.078561e+00,1.348163e+00,1.219543e+00,5.471641e-01,6.653846e-01,7.669861e-01,9.693034e-01,1.019154e+00
