,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmockWT_1,CPM.LPmockWT_2,CPM.LPmockWT_3,CPM.LPmockWT_4,CPM.LPmockpho2_1,CPM.LPmockpho2_2,CPM.LPmockpho2_3,CPM.LPmockpho2_4
31246,AGIS_Os06g036840, 2.220527e-01,-0.1755445821, 1.287205e-01,7.296481e-01,0.912942138,Not_significant,7.973943e-01,5.336777e-01,1.369198e+00,4.722450e-01,4.596556e-01,1.132121e+00,8.527620e-01,1.150587e+00
31247,AGIS_Os06g036850,-1.009349e-01, 1.0081928376, 6.268318e-02,8.090161e-01,0.941135968,Not_significant,1.970033e+00,1.761136e+00,2.515158e+00,1.652857e+00,3.322056e+00,1.098326e+00,1.545631e+00,1.936822e+00
31254,AGIS_Os06g036920, 1.731504e-03, 3.3145513003, 5.642970e-05,9.942026e-01,0.998649266,Not_significant,1.287557e+01,9.517253e+00,7.545474e+00,9.621992e+00,8.670775e+00,8.921787e+00,8.349961e+00,1.380705e+01
31255,AGIS_Os06g036930, 3.673029e-01, 2.5728858569, 7.690807e-01,4.078598e-01,0.759453404,Not_significant,5.323779e+00,4.714153e+00,4.167126e+00,5.253725e+00,2.214704e+00,9.597680e+00,8.332195e+00,7.689760e+00
31261,AGIS_Os06g036990,-1.114674e+00, 7.8839402784, 1.486769e+01,5.529665e-03,0.281178249,Not_significant,2.619206e+02,3.675083e+02,3.178029e+02,3.258490e+02,2.415699e+02,1.425796e+02,1.190314e+02,1.131411e+02
31262,AGIS_Os06g037000,-4.369888e-01, 2.9671950423, 2.509271e+00,1.545669e-01,0.589097934,Not_significant,7.012379e+00,1.161638e+01,7.396648e+00,9.799083e+00,8.879709e+00,6.167523e+00,5.987100e+00,5.407761e+00
31263,AGIS_Os06g037010,-1.745456e-01,-0.3500793581, 8.749851e-02,7.753841e-01,0.928554215,Not_significant,5.628665e-01,8.360951e-01,9.524859e-01,7.673981e-01,7.939505e-01,7.096876e-01,3.730834e-01,9.779994e-01
31264,AGIS_Os06g037020, 7.137823e-01,-0.1511292109, 1.859923e+00,2.120511e-01,0.631130210,Not_significant,7.035832e-01,3.379959e-01,5.506559e-01,1.160936e+00,9.610980e-01,1.030737e+00,9.238255e-01,1.246470e+00
31266,AGIS_Os06g037040, 2.649956e-01,-0.7834940766, 1.294292e-01,7.289171e-01,0.912691453,Not_significant,2.814333e-01,3.557851e-01,5.208907e-01,7.083675e-01,1.044672e+00,2.365625e-01,4.263810e-01,7.862348e-01
31267,AGIS_Os06g037050,-2.963636e-01, 4.0861908945, 1.328029e+00,2.847511e-01,0.686885944,Not_significant,1.517394e+01,1.504971e+01,1.421288e+01,3.063689e+01,8.252906e+00,1.671145e+01,1.748162e+01,1.806422e+01
31268,AGIS_Os06g037060, 3.511756e+00,-1.4374624479, 2.910216e+00,1.291483e-01,0.566454376,Not_significant,2.579805e-01,0.000000e+00,8.929555e-02,0.000000e+00,2.089343e-02,9.124555e-01,1.030421e+00,3.259998e-01
31270,AGIS_Os06g037080, 5.462569e-01, 1.9995804778, 2.803844e+00,1.351444e-01,0.571606761,Not_significant,2.861238e+00,2.010186e+00,3.527174e+00,4.722450e+00,4.157793e+00,5.491631e+00,3.819663e+00,5.100938e+00
31271,AGIS_Os06g037090,-1.759524e-01, 2.7915718239, 3.713046e-01,5.603917e-01,0.839739696,Not_significant,8.958959e+00,8.022955e+00,6.473928e+00,5.607909e+00,4.199580e+00,8.060024e+00,7.941346e+00,5.829643e+00
31272,AGIS_Os06g037100, 1.554077e-01, 3.7719382635, 5.474688e-01,4.818381e-01,0.798878340,Not_significant,1.461108e+01,1.063798e+01,1.446588e+01,1.190451e+01,1.149139e+01,1.503862e+01,1.520759e+01,1.562881e+01
31273,AGIS_Os06g037110, 2.013262e-01, 2.1353758822, 2.847514e-01,6.091327e-01,0.862441843,Not_significant,2.861238e+00,4.998781e+00,4.479660e+00,3.620545e+00,6.121776e+00,3.109108e+00,3.446580e+00,6.213172e+00
31282,AGIS_Os06g037200,-3.858709e-01, 2.7019168896, 2.140956e+00,1.840046e-01,0.610674455,Not_significant,5.652118e+00,1.026440e+01,7.352001e+00,6.296600e+00,6.226243e+00,5.474733e+00,4.654659e+00,5.829643e+00
31295,AGIS_Os06g037330,-4.743348e-02, 2.9412740056, 2.264396e-02,8.843761e-01,0.966975699,Not_significant,9.732901e+00,6.421922e+00,5.506559e+00,9.503930e+00,5.515867e+00,7.333439e+00,1.010878e+01,7.037760e+00
31298,AGIS_Os06g037360,-2.266338e-01, 2.4045396730, 6.148057e-01,4.570297e-01,0.785019128,Not_significant,4.502932e+00,6.172872e+00,5.923272e+00,5.863709e+00,6.435178e+00,5.322657e+00,3.446580e+00,4.391409e+00
31299,AGIS_Os06g037370, 1.184132e-01, 2.7348591887, 2.520077e-01,6.300288e-01,0.872587381,Not_significant,7.481434e+00,6.297397e+00,5.521442e+00,6.119508e+00,6.205350e+00,6.556162e+00,7.994643e+00,6.788466e+00
31300,AGIS_Os06g037380,-1.613634e-01, 1.4497006760, 2.354428e-01,6.413351e-01,0.878251046,Not_significant,2.767427e+00,4.091529e+00,2.425863e+00,2.046395e+00,1.525221e+00,3.616027e+00,2.504988e+00,2.569645e+00
31301,AGIS_Os06g037390, 3.081169e-02, 3.9373056445, 2.175485e-02,8.866275e-01,0.967602866,Not_significant,1.449381e+01,1.355541e+01,1.726381e+01,1.448218e+01,1.011242e+01,1.557933e+01,1.781917e+01,1.894634e+01
31302,AGIS_Os06g037400,-2.621081e-01, 5.6267908710, 6.497629e-01,4.451351e-01,0.779323714,Not_significant,4.615506e+01,7.428794e+01,4.248980e+01,4.521746e+01,8.618542e+01,3.320324e+01,3.514090e+01,3.233151e+01
31305,AGIS_Os06g037430, 5.687353e-02, 2.3441052467, 2.552995e-02,8.772954e-01,0.964567535,Not_significant,5.839740e+00,5.390145e+00,4.315952e+00,3.896021e+00,2.716146e+00,5.373349e+00,6.520076e+00,6.270702e+00
31310,AGIS_Os06g037480,-1.281081e+00,-0.2975420031, 3.015322e+00,1.234219e-01,0.559713151,Not_significant,9.381109e-01,2.490496e+00,9.227207e-01,3.148300e-01,5.850162e-01,2.534599e-01,3.375516e-01,3.643527e-01
31312,AGIS_Os06g037500,-1.679154e-01,-0.4012381304, 7.441046e-02,7.923601e-01,0.934943342,Not_significant,4.221499e-01,4.980992e-01,9.822511e-01,1.101905e+00,9.402045e-01,3.041518e-01,5.329762e-01,9.779994e-01
31315,AGIS_Os06g037530, 5.126148e-02, 3.0792589255, 4.704777e-02,8.340560e-01,0.949320936,Not_significant,7.364171e+00,7.613802e+00,1.098335e+01,7.300120e+00,9.381152e+00,8.195202e+00,7.479433e+00,8.993759e+00
31316,AGIS_Os06g037540,-4.491721e-01, 0.1393621647, 8.702939e-01,3.798520e-01,0.742948879,Not_significant,7.504887e-01,1.672190e+00,1.324551e+00,1.219966e+00,1.044672e+00,7.772769e-01,8.527620e-01,8.629406e-01
31320,AGIS_Os06g037580, 1.858002e-01, 2.9367325512, 1.951292e-01,6.712069e-01,0.889125345,Not_significant,8.325734e+00,7.507067e+00,5.045199e+00,6.454015e+00,3.342949e+00,8.482457e+00,1.311122e+01,8.686936e+00
31322,AGIS_Os06g037600, 5.390840e-01, 2.6581490129, 2.258019e+00,1.740266e-01,0.602916199,Not_significant,5.347232e+00,3.717955e+00,4.985668e+00,5.588232e+00,3.217589e+00,7.823461e+00,1.122803e+01,8.284230e+00
31323,AGIS_Os06g037610, 2.510971e-01, 2.8411721553, 2.864503e-01,6.080864e-01,0.862017623,Not_significant,8.841695e+00,6.439711e+00,3.795061e+00,6.513045e+00,2.987761e+00,9.124555e+00,1.032197e+01,9.012935e+00
31325,AGIS_Os06g037630, 4.448257e-01,-0.6389948074, 3.254083e-01,5.850491e-01,0.850700756,Not_significant,1.876222e-01,1.280827e+00,3.422996e-01,3.148300e-01,2.089343e-01,5.407144e-01,1.385738e+00,5.561173e-01
31326,AGIS_Os06g037640, 2.116127e-01, 2.5843637944, 6.346049e-01,4.501093e-01,0.781395692,Not_significant,5.159610e+00,4.109318e+00,6.280454e+00,6.119508e+00,7.166448e+00,4.427099e+00,4.761254e+00,9.664935e+00
31327,AGIS_Os06g037650, 2.649653e-01, 0.2550764159, 2.078791e-01,6.614152e-01,0.885990240,Not_significant,5.394138e-01,2.099132e+00,5.953037e-01,9.248131e-01,4.596556e-01,1.250402e+00,2.327330e+00,1.035529e+00
31328,AGIS_Os06g037660,-2.686319e+00,-2.1809993456, 2.439884e+00,1.596334e-01,0.590957755,Not_significant,3.283388e-01,3.557851e-01,4.167126e-01,7.870750e-02,0.000000e+00,0.000000e+00,1.065952e-01,1.725881e-01
31329,AGIS_Os06g037670, 1.932447e-01, 3.7687655460, 9.663036e-01,3.561670e-01,0.729638594,Not_significant,1.440000e+01,1.606370e+01,1.132565e+01,9.425223e+00,1.341358e+01,1.573141e+01,1.536748e+01,1.302082e+01
31330,AGIS_Os06g037680,-1.055767e+00,-0.5268565759, 2.598367e+00,1.480430e-01,0.584027397,Not_significant,2.016938e+00,2.490496e-01,8.185426e-01,6.296600e-01,5.014424e-01,1.520759e-01,2.842540e-01,6.519996e-01
31331,AGIS_Os06g037690, 5.610512e-01, 2.8172143846, 3.450058e+00,1.030131e-01,0.543133371,Not_significant,5.699024e+00,4.856467e+00,5.000551e+00,6.572076e+00,4.659236e+00,1.008770e+01,1.099708e+01,8.207524e+00
31333,AGIS_Os06g037710,-6.111746e-02, 5.1014875115, 6.358143e-02,8.077309e-01,0.940448523,Not_significant,3.311531e+01,3.808680e+01,3.169992e+01,3.301780e+01,5.595262e+01,3.251045e+01,2.737721e+01,2.260904e+01
31334,AGIS_Os06g037720, 2.764113e-01, 4.1787162529, 2.658995e+00,1.440183e-01,0.578913657,Not_significant,1.658111e+01,1.656180e+01,1.632620e+01,1.580053e+01,1.796835e+01,2.115545e+01,2.181649e+01,1.837105e+01
31335,AGIS_Os06g037730, 1.404601e-01, 4.4062571430, 6.656462e-01,4.396483e-01,0.777255854,Not_significant,2.035701e+01,2.056438e+01,1.963014e+01,1.975558e+01,2.392298e+01,2.122304e+01,2.503212e+01,1.885046e+01
31337,AGIS_Os06g037750,-7.070202e-01, 3.3236027729, 1.137368e+01,1.067824e-02,0.325377819,Not_significant,1.031922e+01,1.318184e+01,1.215908e+01,1.381317e+01,8.649882e+00,6.792725e+00,6.768798e+00,8.111642e+00
31340,AGIS_Os06g037780,-4.926214e-01, 2.8351226993, 3.867876e+00,8.711575e-02,0.522541961,Not_significant,8.302281e+00,8.538843e+00,7.247822e+00,8.834917e+00,7.876825e+00,5.136787e+00,6.413481e+00,4.448938e+00
31342,AGIS_Os06g037800, 2.393681e-01, 0.5954484822, 1.767116e-01,6.860627e-01,0.895038649,Not_significant,6.566776e-01,1.245248e+00,1.681733e+00,1.613504e+00,2.945974e+00,1.081429e+00,9.948889e-01,1.572470e+00
31344,AGIS_Os06g037820, 1.038644e+00,-0.9281333155, 2.292498e+00,1.708390e-01,0.599864225,Not_significant,1.876222e-01,5.514670e-01,5.060081e-01,7.870750e-02,2.925081e-01,1.064531e+00,9.060596e-01,2.876469e-01
31347,AGIS_Os06g037850,-1.634571e-01,-0.9181522829, 5.701158e-02,8.176605e-01,0.943517870,Not_significant,5.863193e-01,3.913637e-01,4.018300e-01,7.280443e-01,3.551884e-01,5.069197e-01,5.329762e-01,4.410585e-01
31349,AGIS_Os06g037870,-2.971363e-01, 4.9901150284, 2.469922e+00,1.570830e-01,0.590692107,Not_significant,3.288079e+01,4.166244e+01,3.122368e+01,3.329327e+01,2.133220e+01,3.497746e+01,3.386176e+01,2.471845e+01
31350,AGIS_Os06g037880,-1.935139e+00, 0.2535893098, 1.623361e+01,4.310644e-03,0.268778077,Not_significant,2.040391e+00,2.383760e+00,1.949620e+00,8.854593e-01,4.178687e-01,4.055358e-01,9.060596e-01,2.492940e-01
31352,AGIS_Os06g037900, 7.109494e-01,-2.3397912681, 2.412749e-01,6.374117e-01,0.875776225,Not_significant,4.690554e-02,1.778926e-01,0.000000e+00,3.541837e-01,4.178687e-02,2.027679e-01,2.487222e-01,2.109410e-01
31355,AGIS_Os06g037930, 4.209928e-01, 5.4555604475, 1.425419e+00,2.691005e-01,0.674778772,Not_significant,5.002476e+01,2.784019e+01,3.242917e+01,3.730735e+01,2.461247e+01,4.905293e+01,6.669309e+01,6.280290e+01
31356,AGIS_Os06g037940,-2.481249e-01, 6.0813793056, 1.480402e+00,2.605505e-01,0.666078210,Not_significant,6.200913e+01,6.235135e+01,7.310329e+01,9.716441e+01,7.417169e+01,4.861360e+01,5.953344e+01,6.447125e+01
31358,AGIS_Os06g037960, 1.948864e-01,-0.5893140657, 5.980287e-02,8.133925e-01,0.942714204,Not_significant,6.097721e-01,4.980992e-01,6.548341e-01,3.541837e-01,1.462540e-01,5.238171e-01,1.225845e+00,9.971758e-01
31359,AGIS_Os06g037970,-1.093945e-01, 5.6434558916, 2.707675e-01,6.178520e-01,0.866795307,Not_significant,5.276874e+01,5.279852e+01,4.549608e+01,5.476074e+01,5.338272e+01,3.756275e+01,6.056386e+01,4.226491e+01
31362,AGIS_Os06g038000,-9.561558e-01, 2.0649166051, 9.114528e+00,1.787728e-02,0.375816927,Not_significant,4.432574e+00,4.589628e+00,5.432146e+00,7.418182e+00,3.719031e+00,2.855648e+00,1.989778e+00,2.742234e+00
31366,AGIS_Os06g038040, 1.156126e+00,-1.6486665258, 1.075658e+00,3.319392e-01,0.717510437,Not_significant,2.110750e-01,1.778926e-01,4.464778e-02,2.164456e-01,1.253606e-01,4.224331e-01,7.461667e-01,3.068233e-01
31368,AGIS_Os06g038060, 5.165643e-01, 0.0402848464, 4.147698e-01,5.388530e-01,0.827574266,Not_significant,1.078828e+00,3.557851e-02,7.738948e-01,1.377381e+00,2.047557e+00,2.703572e-01,1.776587e-01,2.205293e+00
31369,AGIS_Os06g038070,-1.442034e+00, 2.7200256727, 4.378085e+01,2.191618e-04,0.079339839,Not_significant,8.747884e+00,1.085145e+01,9.078381e+00,9.621992e+00,3.134015e+00,3.852590e+00,3.215623e+00,3.911997e+00
31373,AGIS_Os06g038110,-9.147566e-01, 3.0292699304, 1.880515e+01,2.881005e-03,0.244378531,Not_significant,1.226580e+01,1.044229e+01,9.822511e+00,9.720376e+00,7.626103e+00,5.069197e+00,4.405937e+00,5.676232e+00
31377,AGIS_Os06g038150, 1.965501e-01,-2.1141022457, 1.671834e-02,9.005391e-01,0.972813260,Not_significant,5.159610e-01,4.447314e-01,0.000000e+00,0.000000e+00,3.342949e-01,5.069197e-02,1.776587e-02,2.301175e-01
31378,AGIS_Os06g038160,-9.583686e-01,-0.3234490942, 1.624650e+00,2.407176e-01,0.651411835,Not_significant,5.628665e-01,1.334194e+00,1.026899e+00,9.838437e-01,5.641227e-01,1.182813e-01,6.928691e-01,8.054112e-01
31380,AGIS_Os06g038180, 5.062585e-01, 0.0097778053, 8.032122e-01,3.979664e-01,0.753601142,Not_significant,4.925082e-01,7.115703e-01,1.250138e+00,7.280443e-01,1.838622e+00,9.969422e-01,8.705278e-01,8.629406e-01
31402,AGIS_Os06g038400, 4.037985e-02, 2.6695084484, 2.880649e-02,8.697029e-01,0.962171336,Not_significant,5.417590e+00,6.226240e+00,6.935288e+00,6.257246e+00,7.646997e+00,5.238171e+00,7.124115e+00,5.752937e+00
31408,AGIS_Os06g038460, 1.828894e-01, 4.4752963334, 1.285735e+00,2.916854e-01,0.690463556,Not_significant,2.331206e+01,1.858977e+01,2.189229e+01,1.940140e+01,2.592875e+01,2.053025e+01,2.535190e+01,2.264740e+01
31415,AGIS_Os06g038530,-5.173025e-01, 7.1305541548, 6.211648e+00,3.919279e-02,0.454595191,Not_significant,1.979414e+02,1.490918e+02,1.276480e+02,1.820308e+02,1.641597e+02,9.744687e+01,1.074302e+02,9.496182e+01
31423,AGIS_Os06g038610,-3.923681e-02, 3.4394200044, 4.466912e-02,8.382280e-01,0.950400424,Not_significant,1.029577e+01,1.094039e+01,1.059641e+01,1.200289e+01,1.155407e+01,1.051014e+01,9.931124e+00,1.066211e+01
31425,AGIS_Os06g038630,-7.123894e-01, 3.0380419200, 6.561061e+00,3.554066e-02,0.448744811,Not_significant,1.085863e+01,1.006872e+01,8.200308e+00,9.956498e+00,1.232713e+01,5.086095e+00,4.352639e+00,4.583173e+00
31427,AGIS_Os06g038650,-1.056666e-01,-2.2775870800, 8.297878e-03,9.297983e-01,0.982711867,Not_significant,1.876222e-01,3.557851e-01,5.953037e-02,7.870750e-02,3.134015e-01,1.182813e-01,2.309564e-01,1.917646e-02
31428,AGIS_Os06g038660,-1.737723e+00,-0.7740749847, 4.793277e+00,6.211373e-02,0.491902113,Not_significant,8.442998e-01,4.625207e-01,9.524859e-01,1.023197e+00,6.268030e-02,2.872545e-01,4.974445e-01,2.492940e-01
31429,AGIS_Os06g038670,-1.489020e-01, 2.8883271874, 2.944089e-01,6.032385e-01,0.859667979,Not_significant,6.449512e+00,9.268203e+00,6.220924e+00,9.071039e+00,8.879709e+00,5.440939e+00,7.053052e+00,6.558349e+00
31431,AGIS_Os06g038690,-5.319592e-01, 8.2550535894, 3.058472e+00,1.211689e-01,0.557449540,Not_significant,2.862411e+02,3.495411e+02,3.872004e+02,3.873393e+02,4.175135e+02,1.705954e+02,2.245784e+02,2.207402e+02
31432,AGIS_Os06g038700, 3.491627e-01, 1.6484985984, 1.175663e+00,3.117744e-01,0.703622410,Not_significant,2.743974e+00,1.725558e+00,3.229523e+00,3.227007e+00,2.381851e+00,3.430157e+00,3.535409e+00,4.506468e+00
31434,AGIS_Os06g038720, 6.706449e-01, 0.4051575759, 2.322153e+00,1.684292e-01,0.597870702,Not_significant,1.336808e+00,9.961984e-01,1.175725e+00,4.722450e-01,2.110237e+00,2.162858e+00,1.048187e+00,9.971758e-01
31435,AGIS_Os06g038730, 8.134892e-02, 0.4822476307, 1.155247e-02,9.172409e-01,0.978355905,Not_significant,1.383714e+00,6.759918e-01,7.887774e-01,2.223487e+00,2.925081e-01,1.824911e+00,2.327330e+00,1.361529e+00
31437,AGIS_Os06g038750,-2.043942e-01, 2.7517999788, 4.085762e-01,5.418205e-01,0.828793449,Not_significant,8.607167e+00,8.272005e+00,5.238672e+00,6.434338e+00,4.032433e+00,5.711296e+00,7.284008e+00,8.015759e+00
31438,AGIS_Os06g038760, 8.014209e-01, 3.9195858976, 2.113065e+01,2.070707e-03,0.217799541,Not_significant,1.017850e+01,8.663368e+00,1.315621e+01,1.214063e+01,1.665207e+01,1.672835e+01,2.080384e+01,2.243646e+01
31439,AGIS_Os06g038770,-5.230686e-01, 4.3303536474, 7.945218e+00,2.398655e-02,0.405240130,Not_significant,2.504756e+01,2.124037e+01,2.318708e+01,2.461577e+01,2.187543e+01,1.574831e+01,1.282696e+01,1.610822e+01
31440,AGIS_Os06g038780,-1.244575e+00,-0.7098204406, 2.334636e+00,1.675927e-01,0.597228910,Not_significant,6.097721e-01,7.827273e-01,1.354316e+00,2.951531e-01,4.178687e-02,6.589957e-01,6.040397e-01,2.109410e-01
31442,AGIS_Os06g038800, 8.138456e-02, 3.0530321598, 8.309941e-02,7.809879e-01,0.930938252,Not_significant,6.238437e+00,8.254215e+00,8.423547e+00,8.677502e+00,1.157496e+01,5.440939e+00,7.674858e+00,9.818347e+00
31457,AGIS_Os06g038950,-3.614819e-01, 1.9358331873, 6.920494e-01,4.312946e-01,0.772876719,Not_significant,2.861238e+00,6.030558e+00,3.705765e+00,3.699252e+00,6.100883e+00,3.599130e+00,2.913603e+00,1.399881e+00
31459,AGIS_Os06g038970, 8.382398e-02, 1.2337010917, 6.041726e-02,8.124124e-01,0.942444230,Not_significant,2.790880e+00,1.956818e+00,2.068680e+00,2.184133e+00,1.838622e+00,2.686675e+00,2.540520e+00,2.454587e+00
31460,AGIS_Os06g038980, 2.573224e-01, 0.3623836689, 3.500946e-01,5.714124e-01,0.843999637,Not_significant,9.850164e-01,1.085145e+00,1.131077e+00,1.298674e+00,1.399860e+00,1.672835e+00,1.527865e+00,8.821171e-01
31461,AGIS_Os06g038990,-2.185513e-01,-0.6688921533, 5.997007e-02,8.131453e-01,0.942673997,Not_significant,2.345277e-01,2.846281e-01,7.738948e-01,1.377381e+00,8.566308e-01,4.562278e-01,1.954246e-01,5.561173e-01
31465,AGIS_Os06g039030, 1.631820e-02, 4.0118693803, 5.023230e-03,9.453607e-01,0.986311396,Not_significant,1.287557e+01,1.569012e+01,2.159464e+01,1.430509e+01,1.855337e+01,1.552864e+01,1.375079e+01,1.645340e+01
31468,AGIS_Os06g039060, 1.754616e+00, 2.6167655066, 3.408033e+00,1.047814e-01,0.544089416,Not_significant,5.253421e+00,2.401550e+00,1.369198e+00,1.869303e+00,1.044672e+00,1.145639e+01,1.648673e+01,8.878700e+00
31469,AGIS_Os06g039070,-2.637739e-01, 2.9810878819, 1.514388e+00,2.555701e-01,0.663191641,Not_significant,7.997395e+00,7.204649e+00,8.244956e+00,1.103873e+01,6.560538e+00,7.367234e+00,7.017520e+00,7.440466e+00
31470,AGIS_Os06g039080,-5.864716e-01, 2.2754635312, 5.220096e+00,5.371386e-02,0.475769478,Not_significant,4.620196e+00,6.208451e+00,4.688017e+00,7.752688e+00,3.760818e+00,4.106050e+00,3.446580e+00,3.854468e+00
31472,AGIS_Os06g039100,-1.556352e-01,-0.3939289866, 7.676546e-02,7.891921e-01,0.933577779,Not_significant,7.504887e-01,1.120723e+00,8.780729e-01,3.738606e-01,5.223359e-01,8.110716e-01,7.106350e-01,6.136467e-01
31473,AGIS_Os06g039110, 3.271700e-01, 4.2952144641, 3.184042e+00,1.145860e-01,0.551335549,Not_significant,1.902020e+01,1.529876e+01,1.796329e+01,1.656793e+01,2.996118e+01,1.865465e+01,1.812119e+01,2.118999e+01
31474,AGIS_Os06g039120, 5.627411e-01, 0.5270747855, 1.163971e+00,3.142939e-01,0.705824680,Not_significant,6.097721e-01,1.921240e+00,1.458494e+00,6.886906e-01,2.152024e+00,2.027679e+00,9.593572e-01,1.399881e+00
31475,AGIS_Os06g039130, 1.424798e-01, 5.3662267619, 7.779628e-01,4.050743e-01,0.758166303,Not_significant,3.914268e+01,4.025709e+01,4.028718e+01,3.699252e+01,4.260171e+01,4.487929e+01,4.501872e+01,4.050068e+01
31476,AGIS_Os06g039140,-2.771042e-02, 6.6359073029, 2.543663e-02,8.774837e-01,0.964588823,Not_significant,1.072261e+02,8.789672e+01,1.007849e+02,1.057829e+02,1.058461e+02,8.898131e+01,9.984421e+01,9.895052e+01
31480,AGIS_Os06g039180,-2.215622e+00,-1.6740136225, 2.337031e+00,1.675656e-01,0.597228910,Not_significant,4.690554e-01,4.980992e-01,3.720648e-01,1.574150e-01,0.000000e+00,5.069197e-01,1.954246e-01,0.000000e+00
31482,AGIS_Os06g039200,-1.529890e-01, 3.5231451925, 4.601566e-01,5.179567e-01,0.817124953,Not_significant,1.158567e+01,9.659567e+00,1.150424e+01,1.558408e+01,1.328822e+01,1.132121e+01,8.634215e+00,1.010599e+01
31483,AGIS_Os06g039210, 5.848464e-02, 3.1122464966, 8.555575e-02,7.778118e-01,0.929534168,Not_significant,8.185018e+00,8.254215e+00,8.527725e+00,8.736532e+00,9.590086e+00,9.124555e+00,8.563151e+00,7.900701e+00
31492,AGIS_Os06g039300,-5.660269e-01, 5.3591766063, 3.566164e+00,9.832779e-02,0.538118355,Not_significant,4.817199e+01,3.938542e+01,3.479550e+01,7.304056e+01,1.778031e+01,4.072255e+01,3.757482e+01,3.660786e+01
31493,AGIS_Os06g039310,-9.332738e-01,-0.6902399437, 7.794152e-01,4.048755e-01,0.758133058,Not_significant,3.001955e+00,1.067355e-01,4.167126e-01,2.754762e-01,1.253606e-01,1.013839e-01,2.842540e-01,4.410585e-01
31495,AGIS_Os06g039330,-1.175004e+00, 2.4373055066, 1.754164e+01,3.502632e-03,0.256127089,Not_significant,6.707493e+00,6.706550e+00,8.989086e+00,7.260767e+00,4.304047e+00,3.632925e+00,3.126794e+00,2.301175e+00
31496,AGIS_Os06g039340,-7.544041e-01, 2.9379014025, 1.346475e+01,7.030913e-03,0.303697692,Not_significant,7.481434e+00,7.862852e+00,1.148936e+01,1.157000e+01,4.742810e+00,4.815738e+00,6.075929e+00,6.961054e+00
31497,AGIS_Os06g039350, 1.388184e+00,-0.6201185726, 1.329628e+00,2.844837e-01,0.686885944,Not_significant,1.876222e-01,0.000000e+00,8.334252e-01,4.328912e-01,1.253606e-01,9.631475e-01,1.563397e+00,7.670583e-01
31498,AGIS_Os06g039360,-3.521893e-01,-0.9493184943, 6.876622e-02,8.002380e-01,0.937950098,Not_significant,1.031922e+00,2.846281e-01,5.060081e-01,3.345069e-01,0.000000e+00,4.900224e-01,6.928691e-01,5.177644e-01
31499,AGIS_Os06g039370,-5.921244e-01, 2.1684216875, 4.779691e+00,6.239626e-02,0.492277116,Not_significant,6.121174e+00,5.603616e+00,4.554073e+00,5.056957e+00,3.677244e+00,2.872545e+00,3.055730e+00,4.736585e+00
31500,AGIS_Os06g039380, 2.227698e+00,-1.0729995369, 2.140753e+00,1.842576e-01,0.610674455,Not_significant,2.345277e-01,0.000000e+00,7.143644e-01,3.935375e-02,1.170032e+00,1.013839e-01,1.421270e-01,1.112235e+00
31503,AGIS_Os06g039410,-5.960858e-01,-1.5791339235, 1.387720e-01,7.198665e-01,0.909476471,Not_significant,2.814333e-01,0.000000e+00,7.441296e-01,4.328912e-01,0.000000e+00,1.182813e-01,2.664881e-01,5.177644e-01
31504,AGIS_Os06g039420, 6.112697e-01, 1.5885566275, 3.528185e+00,9.950452e-02,0.540418260,Not_significant,2.228013e+00,2.597232e+00,2.485393e+00,1.987364e+00,3.802605e+00,3.463952e+00,2.558286e+00,4.640703e+00
31507,AGIS_Os06g039450,-3.677253e-01, 5.1054086137, 4.303907e+00,7.393823e-02,0.504988138,Not_significant,3.743062e+01,3.894068e+01,3.739995e+01,4.059339e+01,3.505918e+01,3.198664e+01,2.382404e+01,2.987692e+01
31508,AGIS_Os06g039460, 1.035573e-01, 3.5459655214, 1.757251e-01,6.868841e-01,0.895215655,Not_significant,1.088209e+01,9.072521e+00,1.250138e+01,1.162903e+01,6.748579e+00,1.289266e+01,1.483450e+01,1.457411e+01
31509,AGIS_Os06g039470,-1.271040e-01, 4.5318691114, 4.040252e-01,5.439136e-01,0.829815043,Not_significant,2.736939e+01,2.072448e+01,2.589571e+01,2.121167e+01,3.307431e+01,1.922916e+01,1.675322e+01,2.051881e+01
31511,AGIS_Os06g039490,-3.867189e-01, 6.6891829166, 2.616886e+00,1.471290e-01,0.583033340,Not_significant,1.060065e+02,1.310712e+02,1.085685e+02,1.145391e+02,1.375833e+02,8.060024e+01,7.122339e+01,7.565113e+01
31512,AGIS_Os06g039500, 6.307118e-01, 4.5976122254, 4.307065e+00,7.415969e-02,0.504988138,Not_significant,1.515049e+01,1.793157e+01,3.138739e+01,1.361640e+01,3.432791e+01,3.256114e+01,2.144341e+01,2.696210e+01
31513,AGIS_Os06g039510,-1.669922e-01, 2.4914084905, 4.128901e-01,5.395966e-01,0.828234068,Not_significant,5.089252e+00,5.621405e+00,5.819094e+00,6.729491e+00,3.280269e+00,5.305760e+00,7.390604e+00,5.446114e+00
31514,AGIS_Os06g039520, 3.956433e-01, 4.6539666296, 1.065022e+00,3.343717e-01,0.719471765,Not_significant,1.198437e+01,2.734209e+01,2.297872e+01,2.317936e+01,4.548501e+01,1.846878e+01,2.449914e+01,2.717304e+01
