,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmockWT_1,CPM.HPmockWT_2,CPM.HPmockWT_3,CPM.HPmockWT_4,CPM.HPmockpho2_1,CPM.HPmockpho2_2,CPM.HPmockpho2_3,CPM.HPmockpho2_4
39430,AGIS_Os08g026230, 7.287472e-01, 6.5380421207,9.958066e+00,1.416594e-02,0.263195070,Not_significant,5.728298e+01,6.482941e+01,8.636382e+01,6.836065e+01,8.385985e+01,1.177650e+02,1.053159e+02,1.590001e+02
39431,AGIS_Os08g026240,-3.674385e-01, 2.0226890216,6.727701e-01,4.366542e-01,0.749965199,Not_significant,5.446578e+00,3.968431e+00,4.932199e+00,3.528477e+00,3.574508e+00,4.752005e+00,3.005237e+00,2.662102e+00
39436,AGIS_Os08g026290,-1.060979e+00, 6.1288490751,1.054924e+01,1.249669e-02,0.250026668,Not_significant,1.612375e+02,7.515435e+01,8.133096e+01,6.747136e+01,3.405190e+01,3.933343e+01,4.998416e+01,5.062028e+01
39437,AGIS_Os08g026300,-1.864310e+00, 3.8150188538,5.900732e+00,4.264270e-02,0.390099582,Not_significant,3.385330e+01,1.148387e+01,2.758005e+01,1.276563e+01,7.995611e-01,4.187410e+00,1.255128e+01,8.752670e+00
39441,AGIS_Os08g026340, 1.676848e-02, 2.5634580152,1.724739e-03,9.679263e-01,0.991129746,Not_significant,2.723289e+00,6.532107e+00,8.253885e+00,6.397157e+00,5.220664e+00,5.740046e+00,6.717588e+00,5.041860e+00
39442,AGIS_Os08g026350,-1.354792e-01, 3.6644848860,2.216755e-01,6.507693e-01,0.862595003,Not_significant,1.432074e+01,1.067613e+01,1.439397e+01,1.348280e+01,1.246375e+01,1.293863e+01,1.162319e+01,1.089042e+01
39443,AGIS_Os08g026360,-1.308322e+00, 0.4882789842,8.164620e-01,3.938165e-01,0.725756019,Not_significant,2.817196e-01,2.072012e+00,2.415771e+00,2.467065e+00,1.410990e+00,8.939415e-01,4.419466e-02,9.277023e-01
39444,AGIS_Os08g026370, 2.290571e-01, 3.2949752850,5.025745e-01,4.991956e-01,0.787195524,Not_significant,8.075961e+00,8.498763e+00,8.253885e+00,1.052806e+01,1.213452e+01,1.091550e+01,6.540809e+00,1.290716e+01
39445,AGIS_Os08g026380,-1.320247e-01, 4.8120535373,2.161577e-01,6.549466e-01,0.863830136,Not_significant,3.934683e+01,2.858675e+01,1.701106e+01,2.544519e+01,5.531081e+01,1.726719e+01,1.210934e+01,2.900078e+01
39446,AGIS_Os08g026390, 1.595202e+00, 4.5883863967,1.309971e+01,7.339245e-03,0.197191574,Not_significant,1.032972e+01,5.267828e+00,1.031736e+01,1.606461e+01,8.719919e+01,1.830228e+01,2.218572e+01,2.218419e+01
39447,AGIS_Os08g026400,-1.166415e+00, 5.4684628997,1.409838e+01,6.073199e-03,0.178210113,Not_significant,1.255530e+02,4.354738e+01,4.217534e+01,4.225566e+01,2.723211e+01,1.961966e+01,2.474901e+01,2.843609e+01
39454,AGIS_Os08g026470, 7.728835e-01, 4.1945975316,8.721752e+00,1.905267e-02,0.296739058,Not_significant,1.079925e+01,1.464456e+01,1.635678e+01,1.193371e+01,1.646155e+01,2.437167e+01,2.457223e+01,2.670169e+01
39455,AGIS_Os08g026480, 8.695279e-01, 4.0433375209,9.247835e+00,1.670866e-02,0.283255742,Not_significant,1.061144e+01,1.081661e+01,1.243116e+01,1.161816e+01,1.312221e+01,2.140755e+01,2.382092e+01,2.742772e+01
39458,AGIS_Os08g026510,-1.051385e+00, 0.5759196526,1.670805e+00,2.334566e-01,0.618217277,Not_significant,1.784224e+00,2.247607e+00,2.818400e+00,7.458569e-01,1.316924e+00,6.116442e-01,1.370034e+00,4.033488e-01
39466,AGIS_Os08g026590, 7.019956e-02, 3.2566665626,2.247929e-02,8.847016e-01,0.961608280,Not_significant,3.474541e+00,1.432849e+01,8.153228e+00,1.253613e+01,1.166419e+01,9.504010e+00,6.540809e+00,9.559367e+00
39467,AGIS_Os08g026600,-2.262868e-01, 2.6643832414,3.247838e-01,5.849286e-01,0.831700711,Not_significant,5.540485e+00,5.548779e+00,7.498956e+00,7.659376e+00,3.950772e+00,5.881194e+00,9.899603e+00,4.073823e+00
39468,AGIS_Os08g026610, 5.578234e-01, 2.6716841675,4.252258e-01,5.334643e-01,0.804360547,Not_significant,2.864149e+00,2.177369e+00,2.164128e+00,1.087230e+01,9.594733e+00,1.646734e+01,7.955038e-01,5.364539e+00
39470,AGIS_Os08g026630, 1.013849e-01, 4.3545287616,7.102390e-02,7.969033e-01,0.927309654,Not_significant,1.018886e+01,2.230047e+01,1.932617e+01,2.624842e+01,2.502156e+01,2.164280e+01,1.020897e+01,2.803274e+01
39471,AGIS_Os08g026640, 5.004947e-01, 3.4169633240,1.248776e+00,2.976945e-01,0.664719296,Not_significant,3.568448e+00,1.179994e+01,6.945342e+00,1.534744e+01,1.251078e+01,1.345617e+01,1.140222e+01,9.720707e+00
39472,AGIS_Os08g026650, 6.706036e-02, 1.3927167670,1.426065e-02,9.079901e-01,0.970174984,Not_significant,1.408598e+00,2.704152e+00,2.717743e+00,3.098175e+00,1.740221e+00,3.858064e+00,2.386511e+00,2.420093e+00
39475,AGIS_Os08g026680,-1.180145e-02, 3.9562450983,5.857521e-04,9.813114e-01,0.995247925,Not_significant,2.380530e+01,8.639238e+00,1.560186e+01,1.354017e+01,6.490555e+00,1.326797e+01,1.701494e+01,2.516897e+01
39489,AGIS_Os08g026820, 1.892407e+00,-1.3046680964,4.908404e-01,5.043269e-01,0.789463770,Not_significant,1.878130e-01,4.916640e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.704955e-01,6.187252e-01,8.066977e-01
39492,AGIS_Os08g026850, 2.113271e+00, 0.4116181247,2.184808e+00,1.793814e-01,0.579947879,Not_significant,0.000000e+00,9.130902e-01,2.013143e-01,2.180197e+00,1.269891e+00,2.446577e+00,1.635202e+00,1.290716e+00
39495,AGIS_Os08g026880, 2.996368e-01, 2.9844085455,7.965514e-01,3.990647e-01,0.729241576,Not_significant,2.817196e+00,9.692804e+00,8.908156e+00,7.458569e+00,4.609235e+00,1.025680e+01,9.015710e+00,9.882046e+00
39504,AGIS_Os08g026970,-1.947312e-01, 5.2777736559,8.899484e-01,3.740448e-01,0.713573776,Not_significant,4.648373e+01,4.056228e+01,4.287994e+01,3.545689e+01,4.143608e+01,3.331108e+01,3.460442e+01,3.497034e+01
39505,AGIS_Os08g026980, 1.373164e+00, 4.2874836016,1.603144e+00,2.427007e-01,0.624433192,Not_significant,7.888148e+00,4.881521e+00,6.291071e+00,1.004038e+01,1.222858e+00,4.695546e+01,6.417064e+01,1.415754e+01
39506,AGIS_Os08g026990,-1.612416e-01, 4.7567164980,5.222180e-01,4.911849e-01,0.783167322,Not_significant,2.681031e+01,3.150161e+01,3.044878e+01,2.495752e+01,2.525672e+01,2.498331e+01,2.991978e+01,2.174050e+01
39507,AGIS_Os08g027000,-1.099297e-01, 5.3711165434,2.633391e-01,6.221790e-01,0.848626400,Not_significant,3.488627e+01,4.899080e+01,4.836575e+01,3.987466e+01,3.941366e+01,4.408543e+01,3.650479e+01,3.831814e+01
39510,AGIS_Os08g027030, 2.604543e+00, 0.9186119623,2.055387e+00,1.913013e-01,0.588537082,Not_significant,0.000000e+00,2.739271e+00,0.000000e+00,2.352318e+00,1.787254e+00,1.976081e+00,2.474901e+00,3.065451e+00
39511,AGIS_Os08g027040, 1.068437e+00, 5.0726450959,5.091436e+00,5.554307e-02,0.424848555,Not_significant,1.774833e+01,3.002662e+01,1.288411e+01,1.597855e+01,1.093047e+02,2.347773e+01,3.522314e+01,2.395892e+01
39513,AGIS_Os08g027060,-2.432950e-01, 4.7654195702,7.878765e-01,4.017871e-01,0.730683811,Not_significant,4.361958e+01,2.525046e+01,2.742907e+01,2.231833e+01,2.238771e+01,2.192509e+01,3.283663e+01,2.117581e+01
39516,AGIS_Os08g027090, 8.891713e-02, 2.0237110182,2.886205e-02,8.694788e-01,0.956130464,Not_significant,2.159850e+00,3.933312e+00,3.523000e+00,6.024229e+00,4.374069e+00,5.834145e+00,3.093626e+00,2.904112e+00
39519,AGIS_Os08g027120, 1.634030e-01, 4.9590198653,5.174263e-01,4.931172e-01,0.784281081,Not_significant,2.995618e+01,3.420577e+01,2.224523e+01,3.129730e+01,3.306420e+01,3.491077e+01,3.239468e+01,3.008982e+01
39520,AGIS_Os08g027130,-2.255009e-01, 4.8448278538,4.999157e-01,5.005314e-01,0.787712027,Not_significant,5.080343e+01,2.598795e+01,2.873761e+01,2.053975e+01,2.262288e+01,1.976081e+01,3.164337e+01,2.916212e+01
39521,AGIS_Os08g027140,-1.643310e-01, 4.8403214151,4.902853e-01,5.043302e-01,0.789463770,Not_significant,2.657555e+01,2.851651e+01,4.232632e+01,2.392479e+01,2.520969e+01,2.089000e+01,3.354374e+01,2.754872e+01
39525,AGIS_Os08g027180, 6.350530e-01, 3.6363434997,1.827149e+00,2.151212e-01,0.606154132,Not_significant,2.629383e+00,1.545230e+01,8.203556e+00,1.603592e+01,1.392177e+01,1.853752e+01,9.767019e+00,1.423821e+01
39526,AGIS_Os08g027190,-6.538225e-01, 6.4858047651,9.450595e+00,1.590357e-02,0.276190463,Not_significant,1.646651e+02,8.983403e+01,1.042808e+02,8.439657e+01,7.840402e+01,6.775136e+01,6.973917e+01,5.727553e+01
39527,AGIS_Os08g027200, 2.918977e-01, 3.9838275691,3.818507e-01,5.545837e-01,0.816711224,Not_significant,9.907138e+00,1.088685e+01,8.052571e+00,2.415429e+01,2.271694e+01,2.757104e+01,3.844935e+00,1.875572e+01
39530,AGIS_Os08g027230,-1.385132e+00,-0.6135011008,9.465803e-01,3.601493e-01,0.705012800,Not_significant,1.361645e+00,3.863074e-01,7.549285e-01,4.589888e-01,7.525281e-01,1.881982e-01,7.071145e-01,0.000000e+00
39531,AGIS_Os08g027240, 7.236699e-01, 2.7491188126,2.680740e+00,1.419457e-01,0.545999436,Not_significant,1.690317e+00,7.901742e+00,4.277928e+00,7.888871e+00,6.020225e+00,9.833357e+00,8.264401e+00,7.219944e+00
39532,AGIS_Os08g027250, 1.618007e-01, 3.6534195010,2.647841e-01,6.212410e-01,0.848151399,Not_significant,6.010017e+00,1.355588e+01,1.358871e+01,1.531875e+01,1.105276e+01,1.387962e+01,1.246289e+01,1.411721e+01
39534,AGIS_Os08g027270, 6.450974e-01, 3.3252994858,2.661010e+00,1.432617e-01,0.548075475,Not_significant,5.399625e+00,7.058890e+00,6.391728e+00,1.130260e+01,1.434507e+01,1.566750e+01,5.038191e+00,1.431888e+01
39537,AGIS_Os08g027300, 1.154473e+00, 3.1411060897,1.665140e+00,2.345937e-01,0.618295334,Not_significant,3.756261e-01,9.727923e+00,1.811828e+00,1.506057e+01,1.373364e+01,1.736129e+01,2.916847e+00,8.873674e+00
39552,AGIS_Os08g027450, 1.747453e-01, 6.3382165107,5.013155e-01,4.999507e-01,0.787602316,Not_significant,5.343281e+01,8.916677e+01,7.468759e+01,8.824061e+01,1.003214e+02,8.148983e+01,7.314216e+01,8.611497e+01
39555,AGIS_Os08g027480, 1.537411e-01, 6.7161420641,2.443065e-01,6.350098e-01,0.856407680,Not_significant,4.939483e+01,1.276219e+02,9.285620e+01,1.384999e+02,1.222858e+02,1.162595e+02,7.955038e+01,1.139460e+02
39556,AGIS_Os08g027490, 7.371975e-01, 2.9460307734,4.898896e+00,5.893610e-02,0.433623324,Not_significant,2.488523e+00,7.620792e+00,6.844685e+00,6.196349e+00,4.891433e+00,1.331502e+01,9.148294e+00,1.048707e+01
39557,AGIS_Os08g027500,-1.743081e+00,-1.1839292194,9.299703e-01,3.683770e-01,0.710430930,Not_significant,8.451587e-01,3.863074e-01,0.000000e+00,7.458569e-01,4.703301e-01,0.000000e+00,0.000000e+00,3.630139e-01
39559,AGIS_Os08g027520,-8.913157e-01, 1.3992899806,1.649743e+00,2.363443e-01,0.619122576,Not_significant,3.662354e+00,2.774390e+00,4.680557e+00,2.065450e+00,1.599122e+00,1.976081e+00,8.838931e-01,2.823442e+00
39560,AGIS_Os08g027530,-1.202439e-01, 3.9954277190,6.947853e-02,7.990674e-01,0.928077540,Not_significant,2.432179e+01,1.647074e+01,1.409200e+01,5.507866e+00,4.176531e+01,5.269550e+00,1.065091e+01,8.914009e+00
39563,AGIS_Os08g027560,-7.605458e-01,-0.7857486720,1.269884e-01,7.312158e-01,0.899080886,Not_significant,1.784224e+00,0.000000e+00,6.039428e-01,4.016152e-01,4.703301e-01,3.293469e-01,0.000000e+00,4.436837e-01
39564,AGIS_Os08g027570,-3.920555e-01, 5.0424835352,2.749706e+00,1.371886e-01,0.542176297,Not_significant,6.427901e+01,2.918377e+01,3.140502e+01,2.779751e+01,3.447519e+01,2.267789e+01,2.810780e+01,2.508830e+01
39574,AGIS_Os08g027670, 1.378445e+00, 1.3227245931,1.736550e+00,2.257195e-01,0.612964995,Not_significant,1.314691e+00,1.474992e+00,0.000000e+00,3.155548e+00,7.243083e+00,4.987253e+00,1.767786e-01,1.008372e+00
39585,AGIS_Os08g027780,-2.418322e-01, 1.9376955817,2.896421e-01,6.055987e-01,0.841376261,Not_significant,3.192822e+00,6.040443e+00,3.724314e+00,3.499790e+00,3.010112e+00,3.763964e+00,3.270405e+00,3.468800e+00
39595,AGIS_Os08g027880, 1.555839e-01, 4.6021361957,1.664873e-01,6.944481e-01,0.882533574,Not_significant,8.216821e+00,2.700640e+01,2.813367e+01,3.310457e+01,2.408090e+01,2.846498e+01,2.121344e+01,2.339423e+01
39596,AGIS_Os08g027890, 2.815752e-01, 1.1606520406,2.116917e-01,6.581128e-01,0.864749232,Not_significant,1.502504e+00,1.755943e+00,2.214457e+00,2.294944e+00,1.881320e+00,2.822973e+00,2.740069e+00,2.016744e+00
39598,AGIS_Os08g027910, 1.108780e+00, 4.4001040519,1.015199e+01,1.367648e-02,0.258062280,Not_significant,8.075961e+00,1.566301e+01,1.207886e+01,1.795794e+01,3.894333e+01,2.625365e+01,2.306961e+01,2.621767e+01
39599,AGIS_Os08g027920, 2.042845e-01, 3.4553773107,3.073766e-01,5.951316e-01,0.836334835,Not_significant,1.713794e+01,4.284500e+00,1.469594e+01,6.856146e+00,1.011210e+01,7.857276e+00,1.599847e+01,1.020473e+01
39602,AGIS_Os08g027950,-6.442074e-01, 2.4350216221,1.325574e+00,2.843511e-01,0.654110190,Not_significant,1.079925e+01,4.776164e+00,6.542714e+00,3.958779e+00,2.022419e+00,3.011172e+00,6.231447e+00,5.283870e+00
39609,AGIS_Os08g028020, 2.099355e-01, 1.7627754217,1.058978e-01,7.535968e-01,0.908673835,Not_significant,1.549458e+00,3.968431e+00,2.113800e+00,4.618575e+00,5.361763e+00,4.610856e+00,2.386511e+00,1.855405e+00
39616,AGIS_Os08g028090,-1.834243e-01, 2.5639091588,2.108433e-01,6.587466e-01,0.864790205,Not_significant,5.634391e+00,7.936861e+00,5.636799e+00,5.450493e+00,4.044838e+00,4.516757e+00,6.673393e+00,6.735925e+00
39617,AGIS_Os08g028100,-2.011187e-01, 5.7874206965,6.214017e-01,4.542898e-01,0.760620539,Not_significant,6.507722e+01,6.546155e+01,4.403749e+01,5.413200e+01,9.284315e+01,4.328559e+01,3.977519e+01,3.658374e+01
39618,AGIS_Os08g028110, 2.954870e-02, 7.2630747230,1.220474e-02,9.148795e-01,0.971843695,Not_significant,1.651816e+02,1.846198e+02,1.007075e+02,1.342255e+02,2.890648e+02,1.254341e+02,8.825673e+01,1.406881e+02
39621,AGIS_Os08g028140, 3.355463e-01, 6.9427529775,8.198507e-01,3.928844e-01,0.724839097,Not_significant,7.709725e+01,1.253392e+02,5.672029e+01,1.497451e+02,2.612683e+02,1.491000e+02,4.914446e+01,1.150754e+02
39622,AGIS_Os08g028150, 8.693023e-01, 0.1907072278,3.001959e-01,5.993978e-01,0.838031524,Not_significant,0.000000e+00,1.474992e+00,2.516428e-01,1.032725e+00,1.693188e+00,3.199370e+00,8.838931e-02,7.260279e-01
39623,AGIS_Os08g028160,-2.992679e-01, 6.7609062801,1.798540e+00,2.179729e-01,0.608923006,Not_significant,1.268677e+02,1.312040e+02,1.237076e+02,9.604342e+01,8.226073e+01,8.751217e+01,1.165855e+02,1.027733e+02
39625,AGIS_Os08g028180, 3.083950e-01, 6.7218180811,2.500047e+00,1.538243e-01,0.558938343,Not_significant,7.442092e+01,9.924589e+01,1.084077e+02,9.635897e+01,1.041781e+02,1.193647e+02,1.254244e+02,1.163661e+02
39626,AGIS_Os08g028190,-1.171918e-01, 4.7355792667,2.739578e-01,6.153613e-01,0.846231582,Not_significant,2.803110e+01,2.855163e+01,3.070043e+01,2.349449e+01,2.633848e+01,2.597135e+01,2.519095e+01,2.420093e+01
39627,AGIS_Os08g028200,-1.312095e+00, 0.4515844856,1.769086e+00,2.214090e-01,0.611730998,Not_significant,3.944074e+00,2.142250e+00,8.052571e-01,5.163624e-01,8.465941e-01,5.645947e-01,1.325840e+00,1.613395e-01
39633,AGIS_Os08g028260,-3.087851e+00, 0.0718297718,5.232610e+00,5.292951e-02,0.420732553,Not_significant,2.253757e+00,1.474992e+00,5.032857e-01,2.180197e+00,4.703301e-02,5.645947e-01,0.000000e+00,6.453581e-01
39634,AGIS_Os08g028270, 6.670252e-03, 5.3743578634,5.068180e-04,9.826159e-01,0.995945090,Not_significant,1.648059e+01,5.843778e+01,4.554735e+01,5.172231e+01,3.419299e+01,4.747300e+01,3.389730e+01,4.340033e+01
39639,AGIS_Os08g028320, 7.045087e-01, 1.8175988695,1.724786e+00,2.267293e-01,0.613215139,Not_significant,2.159850e+00,4.354738e+00,1.207886e+00,3.012114e+00,6.584621e+00,4.093311e+00,2.651679e+00,3.468800e+00
39641,AGIS_Os08g028340,-1.830271e-01, 3.6373932603,3.521370e-01,5.698615e-01,0.823672158,Not_significant,1.516590e+01,1.222136e+01,7.096328e+00,1.910541e+01,1.467430e+01,1.115074e+01,8.352790e+00,1.109209e+01
39646,AGIS_Os08g028390, 6.340836e-01, 0.9160276215,3.616617e-01,5.649981e-01,0.822009534,Not_significant,9.390652e-01,1.404754e-01,1.761500e+00,3.155548e+00,3.762640e-01,2.258379e+00,2.872653e+00,2.904112e+00
39647,AGIS_Os08g028400,-5.638698e-01, 1.4532141400,7.804384e-01,4.036520e-01,0.731731707,Not_significant,4.883139e+00,2.282726e+00,1.912485e+00,2.237571e+00,6.067258e+00,1.129189e+00,2.121344e+00,6.453581e-01
39649,AGIS_Os08g028420, 6.266195e-01, 3.9383025646,1.591440e+00,2.442754e-01,0.625061863,Not_significant,1.873435e+01,4.179144e+00,2.088635e+01,3.872718e+00,1.011210e+01,4.987253e+00,4.278043e+01,1.649697e+01
39651,AGIS_Os08g028440, 8.979422e-01, 1.1655334060,1.368005e+00,2.770954e-01,0.647885008,Not_significant,7.512522e-01,3.406529e+00,3.019714e-01,2.725246e+00,3.433409e+00,3.011172e+00,1.149061e+00,2.460428e+00
39652,AGIS_Os08g028450, 1.553884e-01,-0.3118662090,9.131887e-03,9.263282e-01,0.976421837,Not_significant,2.065943e+00,0.000000e+00,9.059142e-01,4.016152e-01,4.703301e-01,8.468920e-01,8.838931e-01,2.823442e-01
39657,AGIS_Os08g028500,-1.064941e+00, 4.3273944272,8.893322e-01,3.745206e-01,0.713804903,Not_significant,2.042467e+01,2.549629e+01,9.713413e+00,3.063751e+01,4.232970e-01,2.084295e+01,4.251526e+01,9.841711e+00
39664,AGIS_Os08g028570, 3.030229e-01, 4.0754607490,9.547968e-01,3.582554e-01,0.704082004,Not_significant,7.982054e+00,1.850764e+01,1.202853e+01,2.403954e+01,1.660265e+01,1.820818e+01,1.591008e+01,2.089347e+01
39665,AGIS_Os08g028580,-2.984158e-01, 1.5283240821,2.343661e-01,6.417259e-01,0.859245342,Not_significant,4.648373e+00,2.458320e+00,2.667414e+00,1.491714e+00,3.151211e+00,1.740834e+00,5.656916e+00,6.453581e-01
39668,AGIS_Os08g028610, 2.966269e+00, 0.2921102046,2.905388e+00,1.284630e-01,0.534660957,Not_significant,1.596411e+00,6.672583e-01,0.000000e+00,0.000000e+00,3.621541e+00,7.057433e-01,1.723592e+00,8.873674e-01
39673,AGIS_Os08g028660,-7.365321e-01, 5.8157498521,4.713980e+00,6.328669e-02,0.445330967,Not_significant,1.038606e+02,5.678719e+01,7.176853e+01,5.025928e+01,2.774947e+01,3.825129e+01,4.538791e+01,5.590415e+01
39680,AGIS_Os08g028730, 9.956741e-01, 3.8671991666,6.776703e+00,3.270344e-02,0.363232095,Not_significant,5.540485e+00,1.404754e+01,6.492385e+00,1.348280e+01,1.975386e+01,2.964122e+01,1.507038e+01,1.206013e+01
39683,AGIS_Os08g028760,-9.108284e-01, 2.2688694502,3.965078e+00,8.287624e-02,0.477536421,Not_significant,1.173832e+01,3.722599e+00,6.190414e+00,4.044839e+00,3.292310e+00,3.152320e+00,3.049431e+00,2.742772e+00
39685,AGIS_Os08g028780, 9.535573e-02, 2.7710232575,2.982933e-02,8.673657e-01,0.954804315,Not_significant,2.817196e+00,8.639238e+00,3.925628e+00,1.176159e+01,9.876931e+00,7.951375e+00,4.242687e+00,4.678846e+00
39686,AGIS_Os08g028790,-1.846819e-01, 6.7979986699,9.049294e-01,3.702628e-01,0.711460690,Not_significant,1.141434e+02,1.151196e+02,1.282372e+02,1.151775e+02,9.684096e+01,9.424026e+01,1.144642e+02,1.113243e+02
39688,AGIS_Os08g028810,-1.336075e+00, 6.6067626459,9.803832e+00,1.482911e-02,0.267509606,Not_significant,2.686666e+02,9.246795e+01,1.149504e+02,9.607210e+01,3.127695e+01,4.695546e+01,7.199310e+01,5.667051e+01
39692,AGIS_Os08g028850,-2.656025e-01, 4.9233796192,1.436198e+00,2.662137e-01,0.640322989,Not_significant,3.197517e+01,3.399505e+01,3.603525e+01,2.997771e+01,2.718508e+01,2.328953e+01,3.124562e+01,2.839576e+01
39693,AGIS_Os08g028860,-1.064609e-01, 2.1074340131,2.826057e-02,8.708626e-01,0.956655264,Not_significant,7.982054e+00,5.408304e+00,1.912485e+00,3.040801e+00,2.633848e+00,2.870023e+00,4.596244e+00,5.364539e+00
39694,AGIS_Os08g028870,-5.237315e-01, 7.4153310954,2.537550e+00,1.516095e-01,0.557121073,Not_significant,2.525616e+02,1.768937e+02,2.170671e+02,1.247302e+02,1.065768e+02,7.979605e+01,2.928780e+02,1.144704e+02
39699,AGIS_Os08g028920, 2.380774e-01, 4.6804935240,8.002894e-01,3.981160e-01,0.728550134,Not_significant,2.469742e+01,2.542605e+01,2.249687e+01,1.924884e+01,4.317630e+01,2.041951e+01,2.669357e+01,2.234553e+01
39701,AGIS_Os08g028940,-6.841181e-01, 3.9556569414,1.958417e+00,2.009536e-01,0.596210396,Not_significant,4.103715e+01,1.190529e+01,1.696073e+01,1.064280e+01,6.725720e+00,1.025680e+01,1.480521e+01,1.117276e+01
39702,AGIS_Os08g028950, 1.895678e+00, 3.9511773743,4.065367e+01,2.485750e-04,0.033807593,UP,5.775251e+00,6.426751e+00,5.989099e+00,7.860184e+00,2.469233e+01,2.399527e+01,2.837297e+01,2.000610e+01
39704,AGIS_Os08g028970,-1.040521e-01, 0.9789964112,2.032963e-02,8.902675e-01,0.963670275,Not_significant,3.568448e+00,1.474992e+00,1.711171e+00,1.290906e+00,1.363957e+00,2.540676e+00,1.944565e+00,1.250381e+00
39705,AGIS_Os08g028980, 1.646184e-01, 5.5922050139,1.911950e-01,6.740203e-01,0.873171179,Not_significant,9.010331e+01,2.584748e+01,4.323224e+01,3.253083e+01,3.645058e+01,3.669865e+01,5.869050e+01,6.175271e+01
39709,AGIS_Os08g029020, 1.550083e+00, 0.3883342904,9.273818e-01,3.650312e-01,0.707869351,Not_significant,1.878130e-01,1.334517e+00,0.000000e+00,2.753933e+00,2.257584e+00,1.223288e+00,8.838931e-01,1.089042e+00
39710,AGIS_Os08g029030,-4.461821e-01, 4.2360230850,1.475877e+00,2.606317e-01,0.635857717,Not_significant,3.183431e+01,1.991239e+01,2.184260e+01,1.233533e+01,1.744924e+01,7.480879e+00,2.280444e+01,1.645663e+01
39711,AGIS_Os08g029040, 5.690546e-01, 1.1014953768,5.076329e-01,4.972184e-01,0.786357542,Not_significant,7.512522e-01,2.036894e+00,1.409200e+00,2.524439e+00,3.057145e+00,3.105271e+00,2.607485e+00,1.008372e+00
39712,AGIS_Os08g029050, 1.073268e-01, 3.3119246426,5.110208e-02,8.270868e-01,0.939250629,Not_significant,3.568448e+00,1.541718e+01,5.234171e+00,1.583512e+01,1.227561e+01,9.174663e+00,4.949802e+00,1.226180e+01
39713,AGIS_Os08g029060,-2.577224e-01, 0.2469241993,6.249220e-02,8.091162e-01,0.931366524,Not_significant,4.225793e-01,9.833279e-01,9.059142e-01,2.753933e+00,9.876931e-01,1.458536e+00,4.419466e-01,8.066977e-01
39714,AGIS_Os08g029070, 2.923073e-01, 2.8953956745,4.057473e-01,5.427476e-01,0.809822867,Not_significant,3.756261e+00,9.095784e+00,4.126942e+00,8.577354e+00,1.218155e+01,1.020975e+01,2.828458e+00,8.066977e+00
39715,AGIS_Os08g029080,-3.764832e-01, 5.5509733537,2.358417e+00,1.648442e-01,0.567760750,Not_significant,3.629487e+01,6.093121e+01,6.376629e+01,5.103382e+01,4.383476e+01,4.441478e+01,4.507855e+01,2.904112e+01
39716,AGIS_Os08g029090,-2.056419e-01, 5.8069063397,1.097459e+00,3.264808e-01,0.683658378,Not_significant,5.714212e+01,6.029907e+01,6.296104e+01,5.898007e+01,5.070158e+01,4.770825e+01,5.608302e+01,5.332271e+01
39718,AGIS_Os08g029110,-1.733129e-01, 4.8257422997,5.598481e-01,4.764728e-01,0.773740948,Not_significant,3.667050e+01,2.788437e+01,3.200897e+01,2.125692e+01,4.007212e+01,2.051361e+01,3.093626e+01,1.690032e+01
39719,AGIS_Os08g029120, 7.562976e-01, 3.0052627370,2.856638e+00,1.312468e-01,0.538534590,Not_significant,2.441570e+00,6.602345e+00,5.737456e+00,9.954321e+00,9.312535e+00,1.402077e+01,6.982756e+00,8.510660e+00
39720,AGIS_Os08g029130, 1.287755e+00, 2.9966137241,1.225744e+01,8.520578e-03,0.210860000,Not_significant,5.540485e+00,6.286275e+00,2.516428e+00,4.389081e+00,1.570902e+01,9.504010e+00,9.104099e+00,1.016439e+01
39721,AGIS_Os08g029140,-3.990287e-02, 0.5005690359,1.853207e-03,9.667540e-01,0.990553912,Not_significant,2.065943e+00,6.672583e-01,2.214457e+00,6.311097e-01,8.465941e-01,1.976081e+00,1.679397e+00,6.453581e-01
39724,AGIS_Os08g029170, 1.791505e+00, 0.7226482033,3.026655e+00,1.218308e-01,0.525927735,Not_significant,3.286728e-01,2.107131e-01,1.409200e+00,1.176159e+00,1.505056e+00,3.811014e+00,1.149061e+00,2.984781e+00
39726,AGIS_Os08g029190,-1.114359e+00, 3.7590618467,7.881170e+00,2.401447e-02,0.324302001,Not_significant,2.371140e+01,1.643562e+01,1.222984e+01,2.111349e+01,5.596928e+00,9.739258e+00,1.149061e+01,7.300614e+00
39728,AGIS_Os08g029210, 3.306130e-01, 0.9662843224,1.528381e-01,7.064396e-01,0.888440102,Not_significant,1.408598e+00,7.726148e-01,1.258214e+00,3.327669e+00,1.128792e+00,3.481667e+00,2.077149e+00,1.492391e+00
39729,AGIS_Os08g029220, 2.623768e-01, 3.7648633349,6.404995e-01,4.475368e-01,0.755953263,Not_significant,1.812396e+01,1.123803e+01,1.051867e+01,9.954321e+00,1.208748e+01,1.604390e+01,1.352356e+01,1.661797e+01
