,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmockWT_1,CPM.HPmockWT_2,CPM.HPmockWT_3,CPM.HPmockWT_4,CPM.HPmockpho2_1,CPM.HPmockpho2_2,CPM.HPmockpho2_3,CPM.HPmockpho2_4
198,AGIS_Os01g001980, 5.296610e-02, 3.9231599477,2.822306e-02,8.709163e-01,0.956655264,Not_significant,1.032972e+01,1.720824e+01,1.348806e+01,1.844561e+01,1.410990e+01,1.477356e+01,2.006437e+01,1.226180e+01
199,AGIS_Os01g001990,-5.160059e-01, 2.1834021991,1.262777e+00,2.948192e-01,0.662085144,Not_significant,7.418615e+00,5.478541e+00,3.422342e+00,4.876756e+00,2.633848e+00,4.516757e+00,3.447183e+00,3.872149e+00
200,AGIS_Os01g002000,-9.687082e-02, 3.3919463770,9.505453e-02,7.659936e-01,0.914405310,Not_significant,1.202003e+01,9.938636e+00,1.006571e+01,1.084361e+01,7.666380e+00,1.082140e+01,9.899603e+00,1.206013e+01
201,AGIS_Os01g002010, 1.097197e-01, 5.3972086446,6.411817e-02,8.067819e-01,0.930613568,Not_significant,1.150355e+01,6.177407e+01,4.313158e+01,5.723017e+01,4.336443e+01,4.060377e+01,3.668157e+01,4.214995e+01
202,AGIS_Os01g002020, 4.758427e-01, 7.2623418403,2.538405e+00,1.515494e-01,0.557097995,Not_significant,6.329300e+01,1.721526e+02,1.071495e+02,1.885870e+02,1.840401e+02,2.004782e+02,1.195465e+02,1.922764e+02
203,AGIS_Os01g002030,-2.574277e-01, 2.7145888235,7.819872e-02,7.871748e-01,0.922750545,Not_significant,1.436770e+01,4.284500e+00,4.881871e+00,4.274334e+00,7.995611e-01,3.481667e+00,9.413462e+00,1.036606e+01
204,AGIS_Os01g002040,-2.980388e-01, 5.7281861782,2.155055e+00,1.815884e-01,0.580773550,Not_significant,6.568761e+01,5.053603e+01,6.054526e+01,5.591058e+01,6.067258e+01,4.455593e+01,4.582986e+01,3.968952e+01
205,AGIS_Os01g002050,-2.371379e-01, 4.8297416201,1.189122e+00,3.083373e-01,0.672893866,Not_significant,3.390025e+01,2.777901e+01,3.090174e+01,3.020720e+01,2.826684e+01,2.507741e+01,2.461642e+01,2.609667e+01
206,AGIS_Os01g002060, 3.009815e-01, 5.6743911742,1.444890e+00,2.652825e-01,0.639442418,Not_significant,3.897121e+01,5.025508e+01,3.865234e+01,5.358695e+01,7.746336e+01,5.481273e+01,4.631600e+01,4.783717e+01
207,AGIS_Os01g002070, 1.104882e-01, 2.8151160212,2.946021e-02,8.681798e-01,0.955233863,Not_significant,8.545493e+00,3.582123e+00,5.938771e+00,3.585850e+00,2.304617e+00,3.622816e+00,2.386511e+01,4.235163e+00
208,AGIS_Os01g002080, 2.591267e-01, 4.7870257879,1.200918e+00,3.061117e-01,0.671587847,Not_significant,1.882826e+01,2.377547e+01,3.210962e+01,2.320762e+01,2.248178e+01,2.597135e+01,5.073547e+01,2.311189e+01
209,AGIS_Os01g002090,-1.229141e-01, 4.6930838384,2.326640e-01,6.429207e-01,0.859797395,Not_significant,2.850063e+01,2.296773e+01,3.261291e+01,2.358055e+01,2.346947e+01,2.281903e+01,2.205313e+01,3.029150e+01
227,AGIS_Os01g002270, 1.634629e+00, 4.5653166457,4.209294e+01,2.214864e-04,0.031914937,UP,2.141069e+01,6.777939e+00,9.361113e+00,6.741399e+00,7.163127e+01,1.966671e+01,3.681415e+01,1.641630e+01
228,AGIS_Os01g002280, 1.183991e+00, 8.1853324234,1.851095e+01,2.902287e-03,0.124577068,Not_significant,1.690317e+02,1.418802e+02,2.049379e+02,1.660105e+02,6.739830e+02,3.165494e+02,3.954538e+02,2.602810e+02
229,AGIS_Os01g002290, 1.220934e+00, 7.3946105411,1.177923e+01,9.576299e-03,0.221754598,Not_significant,8.470368e+01,9.092272e+01,8.394805e+01,1.352009e+02,2.543075e+02,3.522600e+02,2.178797e+02,1.262885e+02
230,AGIS_Os01g002300, 2.860013e+00,-0.2394380709,2.460475e+00,1.571543e-01,0.561473937,Not_significant,0.000000e+00,1.194041e+00,2.013143e-01,0.000000e+00,2.821980e+00,9.880407e-01,7.955038e-01,1.613395e-01
232,AGIS_Os01g002320, 7.626623e-01, 5.4360386880,6.445165e+00,3.607525e-02,0.372791272,Not_significant,3.901816e+01,2.553141e+01,4.227600e+01,1.388441e+01,6.288313e+01,8.435985e+01,6.324255e+01,1.456089e+01
241,AGIS_Os01g002410, 1.254705e-01, 4.9166729750,3.033130e-01,5.973690e-01,0.837243472,Not_significant,2.206803e+01,3.083435e+01,3.205930e+01,3.037932e+01,2.826684e+01,2.634775e+01,3.442764e+01,3.658374e+01
242,AGIS_Os01g002420, 1.607134e-01, 2.6275962468,1.818349e-01,6.814303e-01,0.876088471,Not_significant,4.413606e+00,9.482091e+00,3.975957e+00,5.737361e+00,6.114291e+00,6.869235e+00,4.861412e+00,7.300614e+00
243,AGIS_Os01g002430,-4.230903e-01, 6.2693823337,2.262450e+00,1.727119e-01,0.574716337,Not_significant,1.099176e+02,7.624303e+01,1.088104e+02,5.935299e+01,4.966685e+01,5.377764e+01,7.972716e+01,7.897570e+01
244,AGIS_Os01g002440, 5.958171e-01, 5.7137346112,4.547759e+00,6.713926e-02,0.452107989,Not_significant,2.183327e+01,5.945622e+01,3.608558e+01,5.588189e+01,6.090774e+01,6.050573e+01,5.201711e+01,7.248178e+01
245,AGIS_Os01g002450, 1.504817e+00, 3.1573759794,1.697977e+01,3.599856e-03,0.136170184,Not_significant,6.244784e+00,2.388082e+00,3.724314e+00,5.909481e+00,1.001803e+01,8.045474e+00,1.140222e+01,2.299088e+01
248,AGIS_Os01g002480, 1.689512e+00, 0.2934245358,1.416390e+00,2.696658e-01,0.642828136,Not_significant,0.000000e+00,9.482091e-01,6.039428e-01,1.090099e+00,1.410990e+00,2.681825e+00,1.856176e+00,5.646884e-01
253,AGIS_Os01g002530,-6.115254e-01, 7.0540230269,1.182414e+00,3.099785e-01,0.672912828,Not_significant,2.043406e+02,1.072530e+02,2.149533e+02,9.151090e+01,3.452223e+01,1.012036e+02,1.073046e+02,2.013517e+02
254,AGIS_Os01g002540,-6.648375e-01, 6.4279039193,1.516243e+00,2.547461e-01,0.632044889,Not_significant,1.017947e+02,1.064101e+02,1.403664e+02,4.836595e+01,2.285804e+01,4.883744e+01,9.055485e+01,1.289506e+02
255,AGIS_Os01g002550, 1.389006e+00, 6.7064162296,1.510524e+01,5.064194e-03,0.164721452,Not_significant,5.967759e+01,4.073787e+01,7.831125e+01,3.801001e+01,1.101513e+02,6.986859e+01,1.822588e+02,2.558038e+02
256,AGIS_Os01g002560, 1.985834e-01, 4.3666781363,5.374435e-01,4.851351e-01,0.779892074,Not_significant,1.178527e+01,2.093084e+01,1.977913e+01,2.498621e+01,1.754331e+01,2.578316e+01,2.443965e+01,1.911873e+01
257,AGIS_Os01g002570,-5.520730e-01, 0.0516317218,7.486499e-02,7.916321e-01,0.924515060,Not_significant,0.000000e+00,1.229160e+00,1.006571e+00,2.294944e+00,6.584621e-01,1.599685e+00,0.000000e+00,7.663628e-01
259,AGIS_Os01g002590, 6.869292e-01, 7.8538827428,6.391965e+00,3.665709e-02,0.373069144,Not_significant,1.498279e+02,1.080958e+02,2.924090e+02,1.858905e+02,2.860077e+02,2.794273e+02,3.064458e+02,2.420093e+02
260,AGIS_Os01g002600, 3.500240e-01, 4.2369977453,1.665152e+00,2.341771e-01,0.618233561,Not_significant,1.699708e+01,1.538206e+01,1.796730e+01,1.448684e+01,1.683782e+01,2.281903e+01,3.031753e+01,1.540793e+01
261,AGIS_Os01g002610, 7.002028e-01, 2.7832971482,2.432760e+00,1.592147e-01,0.563284521,Not_significant,3.709308e+00,4.951759e+00,4.932199e+00,6.196349e+00,1.034726e+01,9.880407e+00,3.270405e+00,1.113243e+01
262,AGIS_Os01g002620, 3.971198e-01, 3.8766369784,9.834841e-01,3.517071e-01,0.698721735,Not_significant,1.929779e+01,1.222136e+01,6.794356e+00,1.081492e+01,2.690288e+01,8.563019e+00,2.134602e+01,1.093075e+01
263,AGIS_Os01g002630, 2.260981e+00, 3.0502418874,2.094748e+01,2.038572e-03,0.107990796,Not_significant,3.005009e+00,1.755943e+00,2.466100e+00,3.557164e+00,5.314730e+00,1.820818e+01,1.564491e+01,1.569027e+01
264,AGIS_Os01g002640, 3.330148e+00, 5.3343468475,1.197360e+01,9.197372e-03,0.218143597,Not_significant,0.000000e+00,1.113268e+01,1.117294e+01,2.249045e+01,3.344047e+01,1.097666e+02,6.257963e+01,7.155408e+01
265,AGIS_Os01g002650, 5.686046e-01, 3.1833341761,2.473923e+00,1.557850e-01,0.560552891,Not_significant,8.686353e+00,6.707701e+00,7.297642e+00,5.938168e+00,9.923964e+00,1.133894e+01,7.336313e+00,1.480290e+01
266,AGIS_Os01g002660, 1.840949e-02, 6.9570618984,8.808375e-03,9.276136e-01,0.976915423,Not_significant,1.183222e+02,1.116077e+02,1.429331e+02,1.213165e+02,1.276946e+02,1.131542e+02,1.273248e+02,1.309674e+02
271,AGIS_Os01g002710, 9.995529e-01, 1.4956368386,2.782056e+00,1.352115e-01,0.541620881,Not_significant,8.921120e-01,3.547004e+00,3.523000e-01,3.614537e+00,2.869013e+00,5.598897e+00,1.149061e+00,3.831814e+00
272,AGIS_Os01g002720, 1.186758e+00, 5.1654556228,6.447635e+00,3.604852e-02,0.372791272,Not_significant,8.686353e+00,3.406529e+01,7.700271e+00,5.352957e+01,5.357059e+01,6.408149e+01,2.306961e+01,4.170627e+01
276,AGIS_Os01g002760,-3.499605e-01, 2.7791753980,6.351010e-01,4.495348e-01,0.757168828,Not_significant,1.103402e+01,6.286275e+00,9.008813e+00,4.532515e+00,3.715607e+00,5.975293e+00,7.645676e+00,6.090567e+00
278,AGIS_Os01g002780,-1.065806e+00, 4.1200912441,8.347147e+00,2.123951e-02,0.309564888,Not_significant,2.995618e+01,2.781413e+01,2.003077e+01,1.574905e+01,6.631654e+00,1.190354e+01,1.546813e+01,1.089042e+01
279,AGIS_Os01g002790, 7.180859e-01,-0.4301490049,3.712058e-01,5.598286e-01,0.819563797,Not_significant,4.695326e-02,9.130902e-01,1.107228e+00,3.442416e-01,3.762640e-01,7.998424e-01,1.060672e+00,6.453581e-01
280,AGIS_Os01g002800,-6.553912e-01, 7.6622661105,8.935675e+00,1.805211e-02,0.290961146,Not_significant,3.568448e+02,2.074120e+02,2.272335e+02,1.952137e+02,2.246296e+02,9.899226e+01,1.556978e+02,1.538776e+02
282,AGIS_Os01g002820,-4.707696e-02, 4.0328287933,2.009545e-02,8.909376e-01,0.963878423,Not_significant,2.934579e+01,1.615467e+01,1.358871e+01,9.839573e+00,1.566199e+01,1.453831e+01,1.577749e+01,1.540793e+01
283,AGIS_Os01g002830,-3.678691e-01, 4.7581555616,7.675832e-01,4.076688e-01,0.733718033,Not_significant,4.427692e+01,3.122066e+01,2.818400e+01,1.732683e+01,1.608529e+01,1.491471e+01,3.261566e+01,3.121920e+01
286,AGIS_Os01g002860,-2.065010e-01, 2.2184525371,1.584299e-01,7.014864e-01,0.885783210,Not_significant,8.733306e+00,3.582123e+00,2.919057e+00,4.102213e+00,6.255390e+00,3.905113e+00,5.568527e+00,1.532726e+00
290,AGIS_Os01g002900,-6.519146e-01, 5.9826121565,9.995736e+00,1.397021e-02,0.261162082,Not_significant,9.282660e+01,6.855201e+01,8.389772e+01,6.141844e+01,5.865016e+01,3.608701e+01,6.425903e+01,3.952819e+01
291,AGIS_Os01g002910,-7.575591e-01, 8.7838566281,6.110114e+00,3.994874e-02,0.380111306,Not_significant,1.020952e+03,3.935419e+02,4.984038e+02,3.753955e+02,2.883594e+02,3.064338e+02,3.654014e+02,2.769796e+02
292,AGIS_Os01g002920,-3.729189e-02, 2.8506841127,1.025319e-02,9.219234e-01,0.974962562,Not_significant,5.117905e+00,7.550554e+00,8.354542e+00,7.716750e+00,7.478248e+00,5.504798e+00,9.634435e+00,5.687218e+00
294,AGIS_Os01g002940, 1.630438e+00, 5.9401270221,1.150975e+01,1.013505e-02,0.228031376,Not_significant,1.164441e+01,4.565451e+01,4.444012e+01,2.375267e+01,1.377597e+02,7.236222e+01,8.255562e+01,7.240111e+01
296,AGIS_Os01g002960,-4.493562e+00,-0.7994423070,2.016498e+00,1.950942e-01,0.591859005,Not_significant,5.634391e-01,6.321394e-01,1.912485e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.873674e-01
298,AGIS_Os01g002980,-8.062478e-01, 3.4556654096,7.179179e+00,2.883188e-02,0.346397504,Not_significant,1.864044e+01,1.187017e+01,1.379003e+01,1.115917e+01,1.025320e+01,6.210541e+00,6.805977e+00,8.389656e+00
299,AGIS_Os01g002990,-1.691571e-01, 2.8390918695,1.901471e-01,6.747187e-01,0.873522264,Not_significant,5.587438e+00,9.868398e+00,6.693699e+00,7.544629e+00,5.220664e+00,5.316600e+00,1.012058e+01,6.211572e+00
300,AGIS_Os01g003000,-9.037181e-01, 7.1815696760,1.160018e+01,9.943038e-03,0.226257226,Not_significant,2.981532e+02,1.477099e+02,1.578304e+02,1.625394e+02,9.082073e+01,8.704168e+01,9.448818e+01,1.220937e+02
301,AGIS_Os01g003010,-4.953375e-01, 0.6269260551,3.487088e-01,5.717050e-01,0.824766414,Not_significant,9.390652e-01,1.580348e+00,1.811828e+00,1.950703e+00,4.703301e-01,1.411487e+00,2.828458e+00,6.856930e-01
304,AGIS_Os01g003040, 7.698643e-01, 2.8999642702,2.609041e+00,1.466986e-01,0.551759773,Not_significant,2.582429e+00,8.639238e+00,3.170700e+00,9.351898e+00,8.371875e+00,6.775136e+00,9.590241e+00,1.052740e+01
305,AGIS_Os01g003050,-3.838775e-01, 2.7800364390,5.271955e-01,4.894324e-01,0.782457505,Not_significant,8.404634e+00,6.602345e+00,1.026703e+01,4.417768e+00,3.057145e+00,4.987253e+00,5.480137e+00,1.109209e+01
307,AGIS_Os01g003070, 5.208486e-01, 6.9204333544,4.884296e+00,5.946262e-02,0.434772151,Not_significant,1.268208e+02,8.207276e+01,1.081561e+02,8.184345e+01,1.172533e+02,1.267986e+02,1.821262e+02,1.433502e+02
308,AGIS_Os01g003080, 1.746529e-02, 4.1523087145,4.480975e-03,9.483288e-01,0.982748376,Not_significant,1.328777e+01,1.562789e+01,2.279884e+01,1.933491e+01,1.641452e+01,1.726719e+01,1.891531e+01,1.794902e+01
309,AGIS_Os01g003090,-4.090937e-01,-0.1797313074,1.329116e-01,7.252062e-01,0.896899902,Not_significant,4.695326e-01,9.482091e-01,5.032857e-01,1.606461e+00,4.703301e-01,1.881982e-01,9.722825e-01,1.169712e+00
311,AGIS_Os01g003110,-5.002363e-01, 2.9355373686,1.596549e+00,2.433249e-01,0.624649112,Not_significant,1.225480e+01,7.831505e+00,8.656513e+00,6.655338e+00,5.738027e+00,6.539888e+00,4.286882e+00,8.591330e+00
312,AGIS_Os01g003120, 1.120182e+00, 0.8933789042,1.216897e+00,3.035040e-01,0.669401589,Not_significant,9.390652e-02,1.685705e+00,1.811828e+00,1.549087e+00,2.069452e+00,2.822973e+00,1.060672e+00,3.105786e+00
313,AGIS_Os01g003130, 1.516488e-01, 6.0600326407,4.539937e-01,5.201023e-01,0.796771027,Not_significant,6.559371e+01,5.436399e+01,8.002242e+01,5.272634e+01,5.531081e+01,6.337575e+01,8.056686e+01,8.115378e+01
315,AGIS_Os01g003150, 4.949564e-01, 5.5448554540,3.026769e+00,1.218640e-01,0.525977234,Not_significant,5.643782e+01,3.863074e+01,3.059977e+01,2.530176e+01,9.368975e+01,3.095861e+01,3.946583e+01,5.775955e+01
316,AGIS_Os01g003160, 6.781542e-01, 0.8840228435,8.732041e-01,3.783442e-01,0.715983197,Not_significant,1.549458e+00,9.833279e-01,7.045999e-01,2.237571e+00,2.069452e+00,3.152320e+00,1.060672e+00,2.339423e+00
317,AGIS_Os01g003170, 1.422040e-01, 6.1547578164,1.376517e-01,7.207035e-01,0.894927733,Not_significant,9.226316e+01,5.057115e+01,7.056065e+01,5.272634e+01,3.574508e+01,6.610462e+01,9.987992e+01,1.014826e+02
321,AGIS_Os01g003210,-2.636505e+00, 0.4759890053,2.252974e+00,1.735077e-01,0.575167509,Not_significant,4.037980e+00,4.214263e-01,2.315114e+00,1.549087e+00,2.821980e-01,1.505586e+00,0.000000e+00,4.033488e-01
322,AGIS_Os01g003220, 1.508081e-01, 4.3686032554,1.029277e-01,7.569439e-01,0.909735257,Not_significant,3.282033e+01,1.552253e+01,1.590383e+01,9.753513e+00,1.378067e+01,1.340912e+01,5.038191e+01,1.306850e+01
324,AGIS_Os01g003240,-1.019568e+00, 6.0372263265,1.331828e+01,7.035498e-03,0.193281196,Not_significant,1.225480e+02,7.280139e+01,7.926749e+01,7.143014e+01,4.548092e+01,2.573611e+01,7.124179e+01,3.622072e+01
326,AGIS_Os01g003260,-1.276631e+00, 0.1749356169,7.092916e-01,4.252574e-01,0.743808795,Not_significant,2.817196e+00,6.321394e-01,7.045999e-01,1.606461e+00,4.703301e-02,1.176239e+00,1.060672e+00,3.226791e-01
328,AGIS_Os01g003280,-4.156674e-01, 2.2450411438,4.838947e-01,5.072680e-01,0.790858572,Not_significant,3.568448e+00,2.528558e+00,6.945342e+00,5.106251e+00,8.465941e-01,3.246419e+00,1.237450e+01,2.662102e+00
329,AGIS_Os01g003290,-2.809352e-02, 5.5854716829,1.537558e-02,9.044810e-01,0.968918135,Not_significant,4.338481e+01,5.903480e+01,4.298060e+01,4.750535e+01,6.001411e+01,4.643791e+01,3.663737e+01,4.747416e+01
330,AGIS_Os01g003300,-7.392513e-01, 5.3283682094,5.411778e+00,4.990569e-02,0.413614157,Not_significant,8.714525e+01,3.360874e+01,5.742489e+01,2.934660e+01,2.506859e+01,2.540676e+01,3.429505e+01,2.851676e+01
332,AGIS_Os01g003320,-5.755723e-02, 4.9957703212,4.919073e-02,8.302756e-01,0.940647863,Not_significant,5.831595e+01,2.061477e+01,2.365443e+01,3.144074e+01,3.715607e+01,2.178394e+01,3.336697e+01,2.827475e+01
333,AGIS_Os01g003330,-3.238211e-01, 0.4515636023,1.350616e-01,7.231013e-01,0.895863737,Not_significant,9.390652e-01,1.299398e+00,1.912485e+00,1.549087e+00,1.410990e+00,1.176239e+00,6.187252e-01,1.371386e+00
335,AGIS_Os01g003350, 1.986733e-02,-0.2902886194,6.637258e-04,9.801046e-01,0.994732446,Not_significant,1.220785e+00,7.726148e-01,0.000000e+00,1.491714e+00,8.936271e-01,6.586938e-01,2.651679e-01,5.243535e-01
336,AGIS_Os01g003360,-7.058127e-02, 0.6004070996,3.889735e-03,9.518707e-01,0.984080834,Not_significant,1.220785e+00,6.321394e-01,3.070043e+00,1.032725e+00,2.163518e+00,2.258379e+00,3.535573e-01,8.066977e-01
337,AGIS_Os01g003370,-9.237101e-01, 0.6816268562,8.153529e-01,3.940677e-01,0.725978503,Not_significant,3.333682e+00,7.023771e-01,1.509857e+00,2.495752e+00,5.173631e-01,1.364437e+00,1.679397e+00,5.646884e-01
344,AGIS_Os01g003440, 7.549395e-01, 0.7605858677,4.186843e-01,5.365470e-01,0.806927753,Not_significant,9.390652e-02,3.195816e+00,1.006571e+00,8.606041e-01,2.774947e+00,3.105271e+00,4.419466e-01,1.411721e+00
345,AGIS_Os01g003450, 3.290096e-01, 5.6154977977,1.418514e+00,2.693355e-01,0.642649033,Not_significant,7.230802e+01,3.276589e+01,3.361948e+01,3.617406e+01,6.118994e+01,3.128795e+01,7.159534e+01,5.263702e+01
346,AGIS_Os01g003460,-6.989248e-01, 1.8097678416,1.435842e+00,2.664501e-01,0.640437827,Not_significant,2.253757e+00,3.652361e+00,4.227600e+00,6.024229e+00,1.552089e+00,5.881194e+00,1.502618e+00,2.258753e+00
347,AGIS_Os01g003470, 5.544950e-01, 0.5481216051,2.883016e-01,6.064779e-01,0.841774134,Not_significant,2.723289e+00,3.863074e-01,6.542714e-01,1.319593e+00,8.465941e-01,1.458536e+00,2.298122e+00,1.371386e+00
349,AGIS_Os01g003490, 3.042745e+00, 4.6564506198,7.288883e+01,3.598592e-05,0.011615775,UP,6.573456e+00,2.844627e+00,3.724314e+00,5.106251e+00,1.073764e+02,2.168984e+01,3.067109e+01,2.319256e+01
350,AGIS_Os01g003500, 1.376353e+00, 7.1272798391,3.482033e+01,4.182242e-04,0.046377209,UP,7.071161e+01,5.738421e+01,1.016637e+02,8.204426e+01,2.314024e+02,1.818936e+02,2.418774e+02,1.508525e+02
351,AGIS_Os01g003510, 4.380126e-01, 1.6151755692,5.115702e-01,4.955647e-01,0.785152191,Not_significant,1.878130e-01,3.125578e+00,3.925628e+00,4.073526e+00,7.525281e-01,4.187410e+00,4.949802e+00,2.621767e+00
352,AGIS_Os01g003520,-3.611338e-01, 8.5890632998,1.431809e+00,2.672816e-01,0.641417442,Not_significant,6.393625e+02,4.033401e+02,3.657377e+02,3.330825e+02,2.820569e+02,2.564671e+02,3.680973e+02,4.319463e+02
353,AGIS_Os01g003530, 2.313815e+00, 0.6508028819,3.615702e+00,9.548241e-02,0.496495903,Not_significant,0.000000e+00,7.726148e-01,7.045999e-01,9.753513e-01,2.539782e+00,1.976081e+00,2.121344e+00,2.823442e+00
354,AGIS_Os01g003540, 7.900427e-01, 2.4512456513,2.736190e+00,1.384382e-01,0.542380861,Not_significant,6.855176e+00,3.757718e+00,2.919057e+00,2.352318e+00,5.690994e+00,6.633987e+00,1.109286e+01,3.831814e+00
356,AGIS_Os01g003560,-4.399780e-01, 1.2727916738,4.498685e-01,5.219340e-01,0.797746036,Not_significant,1.408598e+00,3.863074e+00,4.277928e+00,1.606461e+00,2.210551e+00,2.446577e+00,1.502618e+00,1.371386e+00
358,AGIS_Os01g003580,-8.782251e-02, 4.7389557336,9.505549e-02,7.660845e-01,0.914454693,Not_significant,4.446474e+01,1.889394e+01,2.576823e+01,2.203146e+01,2.647958e+01,1.736129e+01,2.386511e+01,3.412331e+01
359,AGIS_Os01g003590, 1.664599e-01, 3.3817313392,2.342184e-01,6.418519e-01,0.859245342,Not_significant,9.108933e+00,8.358288e+00,1.031736e+01,1.009775e+01,1.030023e+01,9.645159e+00,7.026950e+00,1.786835e+01
360,AGIS_Os01g003600,-3.936141e-01, 7.7923669866,2.588126e+00,1.480321e-01,0.552615204,Not_significant,3.434161e+02,1.989132e+02,2.724285e+02,1.985987e+02,1.625461e+02,1.809526e+02,2.453687e+02,1.706166e+02
369,AGIS_Os01g003690, 7.429573e-01, 3.8684031665,3.981805e+00,8.277417e-02,0.477536421,Not_significant,1.408598e+01,7.304722e+00,8.052571e+00,6.540591e+00,5.088971e+01,7.339731e+00,1.352356e+01,8.510660e+00
370,AGIS_Os01g003700, 1.011798e-01, 7.0305609093,1.541071e-01,7.053660e-01,0.887767350,Not_significant,7.751983e+01,1.502033e+02,1.518916e+02,1.323322e+02,1.436858e+02,1.206351e+02,1.371360e+02,1.318547e+02
372,AGIS_Os01g003720,-1.150628e+00, 0.6052271152,6.527050e-01,4.435738e-01,0.754159610,Not_significant,3.756261e-01,2.879746e+00,4.026285e-01,2.811307e+00,3.010112e+00,8.939415e-01,0.000000e+00,1.048707e+00
374,AGIS_Os01g003740, 2.853410e+00, 1.7231449801,4.230486e+00,7.537779e-02,0.466348280,Not_significant,0.000000e+00,3.863074e-01,2.013143e+00,2.553125e+00,5.079565e+00,6.681037e+00,7.513092e+00,1.573060e+00
375,AGIS_Os01g003750, 4.395059e-01, 2.1337131354,3.351886e-01,5.792844e-01,0.828600623,Not_significant,5.634391e-01,6.005324e+00,3.019714e+00,5.909481e+00,5.502862e+00,8.092523e+00,2.298122e+00,3.025116e+00
376,AGIS_Os01g003760,-2.533615e-01, 4.6114889112,1.112677e+00,3.233600e-01,0.682138554,Not_significant,2.887626e+01,2.581236e+01,2.445968e+01,2.659267e+01,2.003606e+01,1.938442e+01,2.541193e+01,2.432193e+01
377,AGIS_Os01g003770,-2.837532e-01, 3.1365602176,5.295725e-01,4.884576e-01,0.781876230,Not_significant,1.206699e+01,8.147574e+00,8.203556e+00,9.495332e+00,5.032532e+00,1.053910e+01,9.192489e+00,7.018270e+00
378,AGIS_Os01g003780,-3.790277e-01, 3.4960318538,1.218919e+00,3.028880e-01,0.668912161,Not_significant,1.178527e+01,1.229160e+01,1.021670e+01,1.594986e+01,7.807479e+00,9.033515e+00,1.409810e+01,8.389656e+00
379,AGIS_Os01g003790, 2.911054e+00, 7.9343861550,1.074892e+02,9.076431e-06,0.005885610,UP,5.347976e+01,4.087835e+01,7.921716e+01,5.238210e+01,2.457945e+02,4.653201e+02,5.920758e+02,4.271867e+02
380,AGIS_Os01g003800,-3.228550e-01, 6.6081037809,1.980300e+00,1.984329e-01,0.594358472,Not_significant,1.302953e+02,1.076393e+02,1.038782e+02,9.030605e+01,8.748139e+01,6.398739e+01,1.032829e+02,9.289123e+01
381,AGIS_Os01g003810,-1.030490e+00, 6.6059956390,5.695638e+00,4.551178e-02,0.399056348,Not_significant,1.890338e+02,1.186666e+02,1.138432e+02,9.188383e+01,3.339343e+01,4.413248e+01,8.989193e+01,9.777176e+01
385,AGIS_Os01g003850,-9.962040e-02, 3.3773968817,1.054619e-01,7.539873e-01,0.908694416,Not_significant,1.023581e+01,1.032494e+01,1.031736e+01,1.147472e+01,1.086462e+01,1.100960e+01,7.071145e+00,1.117276e+01
387,AGIS_Os01g003870, 2.381962e-01, 4.9828325482,9.007265e-01,3.714181e-01,0.712098009,Not_significant,2.511999e+01,2.539093e+01,4.318191e+01,2.343712e+01,2.563299e+01,3.571061e+01,3.615123e+01,3.771312e+01
391,AGIS_Os01g003910,-2.048684e+00,-0.9461976258,8.845291e-01,3.757459e-01,0.714812137,Not_significant,0.000000e+00,8.428525e-01,1.308543e+00,6.311097e-01,9.406601e-02,5.645947e-01,0.000000e+00,4.033488e-02
392,AGIS_Os01g003920,-6.226953e-01, 4.4281045459,3.094542e+00,1.183739e-01,0.523322635,Not_significant,3.540276e+01,1.604932e+01,3.115338e+01,2.125692e+01,1.048836e+01,1.764358e+01,2.611904e+01,1.347185e+01
