,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmycLP_1,CPM.WTmycLP_2,CPM.WTmycLP_3,CPM.WTmycLP_4,CPM.WTmycHP_1,CPM.WTmycHP_2,CPM.WTmycHP_3,CPM.WTmycHP_4
54574,AGIS_Os12g013110,-2.818711e+00, 8.572386e-01, 1.163625e+01,7.738738e-03,5.915217e-02,Not_significant,2.573339e+00,8.400559e+00,1.663499e+00,5.336887e-01,2.695644e-01,1.618066e-01,3.897754e-01,3.683811e-01
54583,AGIS_Os12g013200,-7.437534e-02, 3.161905e+00, 5.560338e-02,8.188652e-01,9.191841e-01,Not_significant,9.214213e+00,9.359793e+00,9.391839e+00,7.229057e+00,3.938635e+00,1.365244e+01,9.267994e+00,9.243016e+00
54592,AGIS_Os12g013290, 1.926295e+00,-5.680475e-01, 3.404160e+00,9.813369e-02,3.006655e-01,Not_significant,7.055929e-01,2.906768e-01,0.000000e+00,4.123958e-01,1.228015e+00,7.685815e-01,3.464670e-01,1.272589e+00
54593,AGIS_Os12g013300,-3.343332e-01, 2.181265e+00, 1.241907e+00,2.939869e-01,5.521194e-01,Not_significant,5.167430e+00,4.185746e+00,4.210732e+00,6.574075e+00,3.219797e+00,4.227198e+00,4.633997e+00,3.767534e+00
54602,AGIS_Os12g013390,-1.137388e+00,-6.641485e-01, 7.069694e-01,4.222347e-01,6.652015e-01,Not_significant,5.188183e-01,1.162707e-01,7.451090e-01,1.746618e+00,0.000000e+00,2.831616e-01,7.795509e-01,5.693162e-01
54626,AGIS_Os12g013630, 4.144563e-01, 1.390348e+00, 9.034166e-01,3.666999e-01,6.179568e-01,Not_significant,1.390433e+00,1.278978e+00,2.945780e+00,3.566011e+00,2.456031e+00,3.033875e+00,4.049334e+00,1.925628e+00
54633,AGIS_Os12g013700, 5.743481e-01, 4.964420e-01, 7.480168e-01,4.095723e-01,6.552184e-01,Not_significant,1.577208e+00,7.557597e-01,1.351593e+00,6.064645e-01,4.792255e-01,1.820325e+00,2.728428e+00,1.640970e+00
54639,AGIS_Os12g013760, 5.745917e-01, 4.092274e+00, 7.852150e+00,2.064587e-02,1.137047e-01,Not_significant,1.712100e+01,1.203402e+01,1.134992e+01,1.317241e+01,2.479992e+01,1.423898e+01,1.526620e+01,2.811417e+01
54641,AGIS_Os12g013780, 5.112682e-02, 4.694523e+00, 6.255989e-02,8.081124e-01,9.142607e-01,Not_significant,2.247521e+01,2.799218e+01,2.384349e+01,2.539873e+01,1.572459e+01,2.803300e+01,2.819376e+01,3.518039e+01
54645,AGIS_Os12g013820,-7.555772e-01, 1.334711e+00, 3.070012e+00,1.136706e-01,3.277476e-01,Not_significant,1.411186e+00,3.168377e+00,3.396311e+00,3.517494e+00,4.792255e-01,1.173098e+00,3.941063e+00,2.813092e+00
54646,AGIS_Os12g013830,-1.136652e+00, 3.728408e+00, 2.411397e+01,8.361682e-04,1.274786e-02,DOWN,1.668520e+01,1.898119e+01,1.765735e+01,1.848504e+01,4.912062e+00,8.393720e+00,1.080544e+01,9.845821e+00
54650,AGIS_Os12g013870, 1.773581e-01, 1.489298e+00, 2.360056e-01,6.387183e-01,8.187945e-01,Not_significant,3.009146e+00,2.528888e+00,1.854108e+00,2.668444e+00,4.148296e+00,1.577615e+00,2.230382e+00,4.102425e+00
54652,AGIS_Os12g013890, 4.332229e-01, 4.004394e+00, 2.229711e+00,1.695933e-01,4.129526e-01,Not_significant,9.836795e+00,1.636510e+01,1.379318e+01,1.363332e+01,2.682165e+01,1.258047e+01,1.515793e+01,1.985909e+01
54653,AGIS_Os12g013900,-1.305018e+00,-7.255102e-02, 2.560418e+00,1.440451e-01,3.767506e-01,Not_significant,5.810765e-01,1.627790e+00,2.685858e+00,5.822059e-01,6.289835e-01,4.854199e-01,2.381961e-01,4.688486e-01
54655,AGIS_Os12g013920,-9.055276e-01,-3.307289e-01, 1.142127e+00,3.130371e-01,5.691819e-01,Not_significant,3.735492e-01,1.278978e+00,1.160984e+00,1.091636e+00,8.386447e-01,7.079041e-01,3.897754e-01,2.344243e-01
54659,AGIS_Os12g013960,-8.188969e-02, 3.510366e+00, 1.150205e-01,7.422809e-01,8.795383e-01,Not_significant,9.151955e+00,9.010981e+00,1.434768e+01,1.312389e+01,5.271481e+00,1.167030e+01,1.487643e+01,1.339567e+01
54668,AGIS_Os12g014050, 1.916579e+00, 3.760387e+00, 3.467501e+01,2.326509e-04,5.145066e-03,UP,1.473444e+00,3.691595e+00,1.455562e+01,6.113162e+00,1.311880e+01,9.303882e+00,3.503648e+01,2.474851e+01
54690,AGIS_Os12g014270, 1.043472e+00, 5.316777e+00, 2.665674e+01,5.933169e-04,1.008472e-02,UP,2.562962e+01,2.244025e+01,1.351593e+01,4.434468e+01,6.960751e+01,5.462997e+01,2.637480e+01,6.195500e+01
54697,AGIS_Os12g014340, 1.322383e+00, 3.121768e+00, 1.462715e+01,4.064019e-03,3.865922e-02,UP,8.176576e+00,1.802196e+00,4.262716e+00,6.258713e+00,2.074148e+01,1.088150e+01,8.596714e+00,8.522998e+00
54704,AGIS_Os12g014410, 9.415445e-01, 1.462717e+00, 5.495047e+00,4.373091e-02,1.842430e-01,Not_significant,1.618713e+00,2.499820e+00,1.351593e+00,1.843652e+00,2.875353e+00,3.114778e+00,5.651744e+00,2.779603e+00
54708,AGIS_Os12g014450, 2.226581e-01, 1.797037e+00, 4.218968e-01,5.322226e-01,7.513548e-01,Not_significant,3.258179e+00,2.267279e+00,3.205701e+00,3.784338e+00,4.657473e+00,3.883359e+00,2.143765e+00,4.253127e+00
54715,AGIS_Os12g014520, 6.782015e-01, 4.737948e+00, 1.126317e+01,8.445755e-03,6.280096e-02,Not_significant,1.981886e+01,1.761501e+01,2.183343e+01,2.139607e+01,2.102602e+01,3.410075e+01,4.200913e+01,3.534784e+01
54716,AGIS_Os12g014530, 1.099249e+00, 1.905522e+00, 1.065528e+01,9.776548e-03,6.930797e-02,Not_significant,3.590223e+00,1.569655e+00,1.403577e+00,3.202132e+00,5.930416e+00,5.723910e+00,3.334745e+00,4.855932e+00
54717,AGIS_Os12g014540, 4.046423e-01, 2.615704e+00, 2.616883e+00,1.401974e-01,3.708398e-01,Not_significant,4.565601e+00,6.540228e+00,6.168809e+00,3.857114e+00,6.349739e+00,8.474623e+00,6.474603e+00,6.279223e+00
54719,AGIS_Os12g014560,-5.178955e-01,-3.379499e-01, 3.484875e-01,5.694992e-01,7.758790e-01,Not_significant,1.079142e+00,8.720304e-01,8.317495e-01,5.336887e-01,1.347822e-01,6.067749e-01,1.277597e+00,7.032729e-01
54720,AGIS_Os12g014570, 1.563160e+00,-1.566483e+00, 1.351388e+00,2.749426e-01,5.338936e-01,Not_significant,3.527964e-01,0.000000e+00,1.732812e-01,1.698101e-01,5.541045e-01,4.247424e-01,3.248129e-01,3.348919e-01
54722,AGIS_Os12g014590, 4.839249e-01, 2.247689e+00, 7.956886e-01,3.956158e-01,6.438552e-01,Not_significant,3.029899e+00,2.121941e+00,3.690889e+00,2.862512e+00,1.138161e+00,3.357488e+00,1.790802e+01,3.583343e+00
54723,AGIS_Os12g014600, 5.290049e-01, 2.253653e+00, 2.619252e+00,1.400390e-01,3.704720e-01,Not_significant,2.760113e+00,3.895069e+00,3.881498e+00,4.390803e+00,4.223175e+00,5.137361e+00,9.852657e+00,3.700555e+00
54729,AGIS_Os12g014660,-1.121471e-01, 5.377766e+00, 3.156727e-01,5.879410e-01,7.869269e-01,Not_significant,4.055084e+01,4.569439e+01,4.385746e+01,3.966278e+01,2.509944e+01,4.233266e+01,5.452525e+01,4.060564e+01
54735,AGIS_Os12g014720, 2.302080e-01, 3.722822e+00, 8.247352e-01,3.874779e-01,6.368542e-01,Not_significant,1.097820e+01,1.694646e+01,9.530463e+00,1.108617e+01,1.978303e+01,1.150850e+01,1.236454e+01,1.311102e+01
54742,AGIS_Os12g014790,-1.711752e+00,-1.149235e+00, 1.393584e+00,2.680687e-01,5.266209e-01,Not_significant,7.678511e-01,2.906768e-01,5.718278e-01,6.792402e-01,0.000000e+00,1.820325e-01,6.279715e-01,2.009351e-01
54743,AGIS_Os12g014800, 8.747965e-01, 9.088417e-01, 3.115823e+00,1.113626e-01,3.242290e-01,Not_significant,7.470983e-01,1.773128e+00,1.403577e+00,1.261446e+00,2.396128e+00,1.213550e+00,2.923316e+00,2.963793e+00
54746,AGIS_Os12g014830, 1.281885e-01, 3.101388e+00, 3.647157e-01,5.608155e-01,7.697176e-01,Not_significant,9.650020e+00,8.284289e+00,6.515371e+00,8.199400e+00,1.009369e+01,8.919591e+00,6.994304e+00,9.678375e+00
54747,AGIS_Os12g014840,-2.734173e-01, 3.827567e+00, 1.992329e+00,1.917318e-01,4.406596e-01,Not_significant,1.647767e+01,1.700459e+01,1.251090e+01,1.613196e+01,1.208547e+01,1.221640e+01,1.253778e+01,1.431663e+01
54749,AGIS_Os12g014860, 3.834817e-01, 1.610027e+00, 1.297119e+00,2.841557e-01,5.417688e-01,Not_significant,2.365811e+00,2.092873e+00,2.408608e+00,3.663045e+00,3.863756e+00,3.640649e+00,2.685120e+00,3.365663e+00
54759,AGIS_Os12g014960,-1.907924e-01, 1.193549e+00, 1.174277e-01,7.397113e-01,8.781576e-01,Not_significant,1.203658e+00,1.395249e+00,1.472890e+00,6.355748e+00,1.287919e+00,1.233776e+00,3.486325e+00,1.590736e+00
54760,AGIS_Os12g014970, 1.467529e+00,-2.001028e+00, 4.379049e-01,5.247198e-01,7.463270e-01,Not_significant,0.000000e+00,0.000000e+00,4.851872e-01,2.425858e-01,1.946854e-01,4.045166e-01,4.330838e-02,2.679135e-01
54761,AGIS_Os12g014980, 5.860720e-01, 1.112246e+00, 9.881865e-01,3.461677e-01,6.004733e-01,Not_significant,1.784735e+00,8.138950e-01,2.737842e+00,1.382739e+00,1.707241e+00,3.256359e+00,1.255943e+00,3.985213e+00
54762,AGIS_Os12g014990,-4.390624e-01,-4.104175e-01, 3.844567e-01,5.506071e-01,7.639260e-01,Not_significant,4.980656e-01,1.220843e+00,7.797652e-01,8.005331e-01,3.594192e-01,6.876782e-01,5.197006e-01,8.707189e-01
54763,AGIS_Os12g015000, 5.688424e-01, 2.436723e+00, 4.845724e+00,5.523302e-02,2.135489e-01,Not_significant,4.233557e+00,3.488122e+00,4.505310e+00,5.142819e+00,6.619303e+00,6.371136e+00,5.760015e+00,6.848539e+00
54765,AGIS_Os12g015020,-1.123180e+00, 4.283602e+00, 2.076892e+01,1.372738e-03,1.824752e-02,DOWN,2.573339e+01,2.313787e+01,3.671828e+01,1.989204e+01,1.624874e+01,6.209330e+00,1.496305e+01,1.259193e+01
54799,AGIS_Os12g015360,-1.913647e-01, 1.912242e+00, 3.929612e-01,5.463227e-01,7.607009e-01,Not_significant,4.648612e+00,4.214814e+00,3.084405e+00,3.929890e+00,2.935256e+00,3.377714e+00,3.161512e+00,4.454062e+00
54800,AGIS_Os12g015370, 2.432387e-01, 2.565133e+00, 9.143579e-01,3.639472e-01,6.157841e-01,Not_significant,4.524095e+00,6.540228e+00,5.389044e+00,5.094302e+00,5.331384e+00,5.905942e+00,7.600621e+00,6.647604e+00
54801,AGIS_Os12g015380, 2.248433e-01, 2.508570e+00, 6.489669e-01,4.412526e-01,6.811344e-01,Not_significant,5.105172e+00,3.633460e+00,5.596981e+00,6.234455e+00,3.923659e+00,5.137361e+00,8.704985e+00,6.865283e+00
54804,AGIS_Os12g015410, 3.261005e-02, 1.889574e+00, 9.031187e-03,9.263719e-01,9.708574e-01,Not_significant,4.233557e+00,3.313715e+00,2.893795e+00,3.129357e+00,7.682585e+00,2.528229e+00,2.057148e+00,3.449386e+00
54808,AGIS_Os12g015450, 6.163996e-01,-1.535154e-01, 6.752105e-01,4.324761e-01,6.735867e-01,Not_significant,9.131202e-01,2.325414e-01,7.624371e-01,8.247917e-01,1.108209e+00,1.476486e+00,6.496257e-01,8.707189e-01
54823,AGIS_Os12g015600,-3.624221e-02, 4.139738e+00, 2.104148e-02,8.878636e-01,9.533249e-01,Not_significant,1.961133e+01,1.624883e+01,1.696422e+01,1.724785e+01,1.009369e+01,2.054944e+01,1.922892e+01,2.076330e+01
54824,AGIS_Os12g015610,-2.075769e+00,-2.349416e+00, 6.601025e-01,4.374928e-01,6.777419e-01,Not_significant,3.112910e-01,4.069475e-01,0.000000e+00,2.911030e-01,0.000000e+00,0.000000e+00,1.082710e-01,2.009351e-01
54832,AGIS_Os12g015690,-1.594215e+00, 1.523711e+00, 3.992423e+00,7.679765e-02,2.604479e-01,Not_significant,3.652481e+00,3.720663e+00,4.678591e+00,3.080840e+00,5.990319e-02,2.346196e+00,4.006025e+00,1.188866e+00
54835,AGIS_Os12g015720,-7.177629e-01, 3.943233e-01, 1.656640e+00,2.301829e-01,4.865417e-01,Not_significant,1.286669e+00,1.133640e+00,1.698155e+00,2.134755e+00,6.289835e-01,1.375356e+00,1.364214e+00,6.028054e-01
54840,AGIS_Os12g015770, 3.470716e-01, 2.530909e-01, 3.165140e-01,5.874524e-01,7.868409e-01,Not_significant,2.075273e-01,4.941506e-01,2.079374e+00,1.552549e+00,2.995160e-01,1.759647e+00,1.797298e+00,1.021420e+00
54841,AGIS_Os12g015780, 5.325519e-01, 6.855781e-01, 3.948596e-01,5.453752e-01,7.604163e-01,Not_significant,0.000000e+00,2.354482e+00,3.188373e+00,1.140153e+00,4.342982e-01,1.476486e+00,2.165419e+00,1.808416e+00
54845,AGIS_Os12g015820, 1.175043e-01, 4.173245e-01, 3.562062e-02,8.544897e-01,9.366929e-01,Not_significant,1.162153e+00,6.976243e-01,1.247624e+00,1.601066e+00,4.492740e-01,2.063035e+00,1.862260e+00,1.289334e+00
54846,AGIS_Os12g015830,-4.717375e+00, 7.711452e+00, 1.525814e+02,6.033649e-07,9.948544e-05,DOWN,3.827011e+02,4.054941e+02,4.219223e+02,3.948084e+02,3.523805e+01,8.413945e+00,1.076213e+01,1.717995e+01
54847,AGIS_Os12g015840,-1.746894e-01, 4.664734e-01, 3.992763e-02,8.460655e-01,9.325080e-01,Not_significant,2.573339e+00,8.138950e-01,4.332029e-01,2.183272e+00,2.396128e-01,1.415808e+00,1.429177e+00,1.674459e+00
54861,AGIS_Os12g015980,-3.871519e-01,-1.742311e+00, 3.869131e-02,8.484330e-01,9.335536e-01,Not_significant,2.905382e-01,5.813536e-01,2.079374e-01,0.000000e+00,0.000000e+00,4.045166e-01,1.515793e-01,4.688486e-01
54874,AGIS_Os12g016110,-5.176452e-01, 2.801806e+00, 4.153379e+00,7.200979e-02,2.500374e-01,Not_significant,9.172707e+00,8.807507e+00,8.612073e+00,6.064645e+00,6.903843e+00,4.287876e+00,6.019865e+00,5.609439e+00
54877,AGIS_Os12g016140,-1.685378e+00, 1.906803e+00, 8.291900e+00,1.819697e-02,1.050388e-01,Not_significant,3.776997e+00,9.476064e+00,8.022917e+00,1.892169e+00,1.707241e+00,5.258716e-01,2.858353e+00,1.490269e+00
54878,AGIS_Os12g016150, 4.457345e-01, 3.759779e+00, 3.175854e+00,1.084284e-01,3.189428e-01,Not_significant,1.153852e+01,1.185961e+01,1.311738e+01,8.733089e+00,1.042316e+01,1.767738e+01,1.487643e+01,1.980885e+01
54880,AGIS_Os12g016170, 1.608344e-01, 4.679339e+00, 7.952177e-01,3.957499e-01,6.438653e-01,Not_significant,1.774359e+01,2.639345e+01,2.621744e+01,2.518041e+01,1.764149e+01,2.435190e+01,3.572941e+01,3.141286e+01
54881,AGIS_Os12g016180,-6.572312e-01, 5.876265e+00, 1.432766e+01,4.317041e-03,4.016754e-02,Not_significant,9.400987e+01,6.281526e+01,6.628004e+01,6.430949e+01,5.160660e+01,3.569859e+01,5.385397e+01,4.104100e+01
54885,AGIS_Os12g016220, 1.522108e+00, 3.735262e+00, 4.274120e+01,1.068439e-04,2.960525e-03,UP,6.184314e+00,1.043530e+01,7.017887e+00,4.560613e+00,2.247867e+01,2.050899e+01,1.764817e+01,1.734740e+01
54901,AGIS_Os12g016380, 2.671483e-01, 5.203610e+00, 1.350866e+00,2.750292e-01,5.339607e-01,Not_significant,3.193845e+01,3.520096e+01,3.347792e+01,2.949843e+01,2.237384e+01,5.317371e+01,3.873935e+01,5.008308e+01
54902,AGIS_Os12g016390, 1.124877e-01, 5.268689e+00, 4.724188e-01,5.092047e-01,7.337319e-01,Not_significant,3.658707e+01,3.781705e+01,3.881498e+01,3.473829e+01,4.257619e+01,3.646717e+01,3.893423e+01,4.214614e+01
54903,AGIS_Os12g016400,-1.488254e+00,-5.347390e-01, 2.888756e+00,1.234295e-01,3.441486e-01,Not_significant,4.150546e-01,6.685566e-01,1.524874e+00,8.490503e-01,4.492740e-02,4.449683e-01,1.082710e+00,2.009351e-01
54904,AGIS_Os12g016410,-5.521669e-01, 3.414638e+00, 2.449215e+00,1.520347e-01,3.883053e-01,Not_significant,1.228562e+01,1.220843e+01,1.247624e+01,1.113469e+01,3.040087e+00,9.688173e+00,1.422680e+01,9.963033e+00
54905,AGIS_Os12g016420,-3.100063e-01, 2.149388e+00, 3.127136e-01,5.896665e-01,7.876358e-01,Not_significant,2.926135e+00,2.819565e+00,5.007825e+00,6.477041e+00,5.391287e-01,5.905942e+00,7.687238e+00,3.834512e+00
54910,AGIS_Os12g016470,-5.354485e-01, 6.103235e-01, 1.278699e+00,2.873826e-01,5.452936e-01,Not_significant,1.369680e+00,1.947535e+00,1.542202e+00,1.989204e+00,5.091771e-01,1.658518e+00,1.494139e+00,1.423290e+00
54911,AGIS_Os12g016480, 3.435285e-01,-7.876184e-01, 1.551126e-01,7.028679e-01,8.568181e-01,Not_significant,5.395710e-01,5.522859e-01,3.812185e-01,3.638787e-01,3.294676e-01,7.888074e-01,4.547380e-01,9.042081e-01
54926,AGIS_Os12g016630, 1.486025e+00, 2.553024e+00, 2.856293e+01,4.662731e-04,8.539775e-03,UP,9.131202e-01,2.528888e+00,5.267747e+00,4.415061e+00,3.474385e+00,8.535300e+00,1.063221e+01,1.083375e+01
54927,AGIS_Os12g016640, 1.850724e+00, 1.949427e+00, 1.219682e+01,6.807930e-03,5.408411e-02,Not_significant,5.395710e-01,2.412617e+00,1.559530e+00,2.450117e+00,7.952149e+00,3.337262e+00,5.824977e+00,6.446669e+00
54941,AGIS_Os12g016780, 1.927099e+00,-6.627827e-01, 9.425317e-01,3.570024e-01,6.096140e-01,Not_significant,4.565601e-01,0.000000e+00,3.465623e-01,1.698101e-01,0.000000e+00,1.516937e+00,1.147672e+00,1.071654e+00
54943,AGIS_Os12g016800, 3.010433e-01,-8.445198e-01, 9.583089e-02,7.639409e-01,8.917550e-01,Not_significant,4.980656e-01,1.104572e+00,3.812185e-01,1.212929e-01,6.589351e-01,4.449683e-01,4.330838e-01,5.190824e-01
54944,AGIS_Os12g016810, 4.505479e-01,-1.073040e+00, 1.424699e-01,7.145877e-01,8.636339e-01,Not_significant,5.810765e-01,0.000000e+00,1.230296e+00,1.455515e-01,5.091771e-01,8.090332e-02,4.330838e-01,4.353594e-01
54948,AGIS_Os12g016850,-4.149724e-01, 4.605645e+00, 5.163348e+00,4.918712e-02,1.988918e-01,Not_significant,2.820296e+01,2.921302e+01,3.096534e+01,2.282732e+01,1.849511e+01,1.935612e+01,2.295344e+01,2.245450e+01
54949,AGIS_Os12g016860, 2.737936e-01, 1.799452e+00, 4.642533e-01,5.127974e-01,7.363261e-01,Not_significant,1.701724e+00,3.924137e+00,4.799888e+00,2.377341e+00,4.882110e+00,2.993423e+00,3.702867e+00,3.131239e+00
54950,AGIS_Os12g016870, 4.606656e-01, 5.397797e+00, 7.937949e+00,2.013750e-02,1.120249e-01,Not_significant,2.948963e+01,3.796239e+01,4.059977e+01,3.379220e+01,4.163272e+01,4.500247e+01,5.560796e+01,5.286268e+01
54955,AGIS_Os12g016920, 3.301019e+00,-7.661524e-01, 6.462785e+00,3.160437e-02,1.500248e-01,Not_significant,1.867746e-01,0.000000e+00,5.718278e-01,0.000000e+00,7.787415e-01,4.045166e-01,1.667373e+00,7.200175e-01
54957,AGIS_Os12g016940, 5.642563e-01, 5.991341e+00, 9.016765e+00,1.489427e-02,9.228203e-02,Not_significant,4.017729e+01,5.409495e+01,5.030352e+01,5.601306e+01,4.266605e+01,7.784922e+01,9.389257e+01,9.361902e+01
54959,AGIS_Os12g016960, 1.948066e-02, 3.089079e+00, 6.997471e-03,9.351657e-01,9.747375e-01,Not_significant,1.141400e+01,7.034378e+00,7.451090e+00,7.811263e+00,9.389826e+00,6.735201e+00,1.041567e+01,7.501578e+00
54960,AGIS_Os12g016970, 3.399108e-01, 2.702697e+00, 6.324728e-01,4.469220e-01,6.854253e-01,Not_significant,6.059798e+00,3.371851e+00,4.990497e+00,7.617194e+00,2.575837e+00,9.405011e+00,9.354610e+00,8.389041e+00
54969,AGIS_Os12g017060, 5.695437e-01, 3.833076e+00, 9.486448e+00,1.314492e-02,8.485904e-02,Not_significant,1.178755e+01,1.130733e+01,1.185243e+01,1.077081e+01,1.839028e+01,1.779873e+01,1.574260e+01,1.602458e+01
54970,AGIS_Os12g017070, 6.877233e-02, 4.707480e+00, 1.271463e-01,7.296288e-01,8.714909e-01,Not_significant,2.529758e+01,2.749802e+01,2.720514e+01,2.127477e+01,3.469892e+01,2.685990e+01,2.100456e+01,2.484898e+01
54971,AGIS_Os12g017080,-2.043041e-01, 3.419903e+00, 5.901805e-01,4.620363e-01,6.984291e-01,Not_significant,1.110271e+01,1.430130e+01,1.008496e+01,9.751949e+00,7.263262e+00,8.151010e+00,1.401026e+01,1.066631e+01
54974,AGIS_Os12g017110, 1.517030e+00, 4.243651e-01, 3.899493e+00,7.974582e-02,2.662735e-01,Not_significant,1.660219e-01,1.627790e+00,4.851872e-01,5.822059e-01,3.174869e+00,1.698970e+00,7.145883e-01,1.925628e+00
54983,AGIS_Os12g017200, 4.390968e-01, 5.340517e+00, 6.991190e+00,2.674145e-02,1.349207e-01,Not_significant,3.141964e+01,3.604392e+01,3.657965e+01,3.330703e+01,4.459793e+01,4.423389e+01,4.436944e+01,5.326455e+01
54984,AGIS_Os12g017210,-5.617104e-01, 2.922818e+00, 5.278079e+00,4.720843e-02,1.938072e-01,Not_significant,7.387972e+00,7.266920e+00,1.237227e+01,8.490503e+00,3.489361e+00,5.420522e+00,8.964835e+00,6.965751e+00
54986,AGIS_Os12g017230,-2.046495e-01, 1.363869e+00, 2.905747e-01,6.029337e-01,7.963114e-01,Not_significant,3.756244e+00,3.110242e+00,1.472890e+00,2.741219e+00,2.680668e+00,2.204615e+00,2.403615e+00,1.925628e+00
54987,AGIS_Os12g017240, 1.818637e+00,-1.418793e+00, 1.124469e+00,3.165941e-01,5.724010e-01,Not_significant,0.000000e+00,6.394889e-01,0.000000e+00,3.396201e-01,5.391287e-01,9.303882e-01,8.661676e-02,1.674459e-01
54998,AGIS_Os12g017350, 3.552277e-01, 1.802858e+00, 4.045711e-01,5.405788e-01,7.576355e-01,Not_significant,2.303553e+00,1.337113e+00,2.945780e+00,4.657647e+00,1.078257e+00,7.038589e+00,4.720614e+00,3.516365e+00
55005,AGIS_Os12g017420,-1.072563e+00, 2.136431e+00, 4.901634e+00,5.410393e-02,2.107636e-01,Not_significant,5.291947e+00,5.086844e+00,4.626607e+00,7.277574e+00,6.289835e-01,3.013649e+00,4.590688e+00,4.387084e+00
55008,AGIS_Os12g017450,-1.581634e+00,-9.882317e-01, 1.411977e+00,2.651479e-01,5.232580e-01,Not_significant,4.150546e-01,1.366181e+00,6.584684e-01,2.183272e-01,0.000000e+00,5.056458e-01,2.598503e-01,3.683811e-01
55009,AGIS_Os12g017460, 3.576856e-01, 2.096592e+00, 8.647969e-01,3.766768e-01,6.276135e-01,Not_significant,2.552586e+00,2.587023e+00,4.990497e+00,3.905631e+00,1.677289e+00,7.726267e+00,5.478510e+00,4.973144e+00
55010,AGIS_Os12g017470,-1.405920e-01, 2.315210e+00, 2.056723e-01,6.609212e-01,8.322673e-01,Not_significant,4.731623e+00,4.912438e+00,5.510341e+00,4.875974e+00,2.785498e+00,3.418165e+00,6.907687e+00,6.362946e+00
55013,AGIS_Os12g017500,-5.030326e-02, 3.926132e+00, 6.102250e-02,8.104316e-01,9.150010e-01,Not_significant,1.568907e+01,1.720807e+01,1.578591e+01,1.290556e+01,1.265455e+01,1.338950e+01,1.792967e+01,1.573992e+01
55014,AGIS_Os12g017510,-6.259340e-02, 1.855664e+00, 1.517860e-02,9.046559e-01,9.608698e-01,Not_significant,3.403448e+00,4.331084e+00,1.784796e+00,4.342286e+00,1.317870e+00,3.964263e+00,6.409640e+00,3.131239e+00
55026,AGIS_Os12g017640,-6.117578e-01, 2.095884e-01, 3.795808e-01,5.530937e-01,7.647396e-01,Not_significant,4.565601e-01,1.453384e+00,1.022359e+00,1.431256e+00,0.000000e+00,1.254001e+00,2.057148e+00,1.306078e+00
55027,AGIS_Os12g017650, 5.042441e-02, 1.809540e+00, 2.837890e-02,8.699474e-01,9.440359e-01,Not_significant,1.950757e+00,3.197445e+00,3.742873e+00,4.706164e+00,1.976805e+00,3.175455e+00,4.785576e+00,4.202893e+00
55030,AGIS_Os12g017680,-2.981849e-01, 2.584738e+00, 1.134807e+00,3.145044e-01,5.703245e-01,Not_significant,8.674642e+00,6.046077e+00,5.389044e+00,6.185938e+00,5.091771e+00,4.429457e+00,7.015958e+00,4.855932e+00
55057,AGIS_Os12g017950,-1.337942e+00,-2.945397e-01, 2.608037e+00,1.407913e-01,3.717634e-01,Not_significant,1.120648e+00,1.976602e+00,5.198435e-01,5.336887e-01,5.391287e-01,1.173098e+00,3.897754e-01,3.348919e-02
55086,AGIS_Os12g018240,-9.171868e-01, 1.688213e+00, 2.193675e+00,1.727274e-01,4.172184e-01,Not_significant,2.760113e+00,2.703294e+00,3.916154e+00,4.245251e+00,2.995160e-01,1.658518e+00,7.860471e+00,2.059585e+00
55087,AGIS_Os12g018250,-4.942522e-02, 3.501613e+00, 1.697622e-02,8.992014e-01,9.579309e-01,Not_significant,1.400809e+01,8.080815e+00,9.877026e+00,1.174115e+01,5.076796e+00,1.011292e+01,2.126442e+01,1.014722e+01
55103,AGIS_Os12g018410, 1.410017e-01, 2.376520e+00, 2.892306e-01,6.037604e-01,7.968446e-01,Not_significant,5.271194e+00,4.592693e+00,4.869200e+00,4.778940e+00,5.945392e+00,5.764362e+00,4.179259e+00,5.810374e+00
55110,AGIS_Os12g018480, 3.349306e-01, 2.542040e+00, 1.106859e+00,3.202008e-01,5.757012e-01,Not_significant,2.884630e+00,4.069475e+00,5.163778e+00,8.805864e+00,3.803853e+00,6.998137e+00,8.986489e+00,5.575950e+00
55111,AGIS_Os12g018490, 1.076212e-01, 4.353229e+00, 3.104162e-01,5.910137e-01,7.881931e-01,Not_significant,1.896800e+01,2.174262e+01,1.647904e+01,2.042572e+01,1.515551e+01,2.942858e+01,1.933719e+01,2.166750e+01
55120,AGIS_Os12g018580,-3.537401e-01, 3.326298e+00, 2.579087e+00,1.427579e-01,3.746795e-01,Not_significant,8.529373e+00,1.191775e+01,1.121129e+01,1.322093e+01,7.697560e+00,7.564460e+00,1.100033e+01,8.807656e+00
55129,AGIS_Os12g018670,-2.996727e-01,-6.967236e-01, 7.733929e-02,7.872214e-01,9.039974e-01,Not_significant,2.490328e-01,1.366181e+00,8.317495e-01,3.153615e-01,4.792255e-01,1.213550e-01,7.795509e-01,5.190824e-01
55130,AGIS_Os12g018680, 5.860074e-01,-3.806435e-01, 5.838596e-01,4.643704e-01,7.000939e-01,Not_significant,2.075273e-01,5.813536e-01,9.877026e-01,6.549816e-01,7.487899e-01,1.092195e+00,1.061055e+00,4.855932e-01
