,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmycLP_1,CPM.WTmycLP_2,CPM.WTmycLP_3,CPM.WTmycLP_4,CPM.WTmycHP_1,CPM.WTmycHP_2,CPM.WTmycHP_3,CPM.WTmycHP_4
190,AGIS_Os01g001900, 3.724256e-01, 4.815303e+00, 2.182929e+00,1.736768e-01,4.184421e-01,Not_significant,2.289026e+01,1.924280e+01,2.169480e+01,3.418034e+01,4.271098e+01,3.448504e+01,2.561691e+01,2.407873e+01
191,AGIS_Os01g001910, 3.950514e+00,-2.108535e+00, 3.756999e+00,8.455063e-02,2.749132e-01,Not_significant,0.000000e+00,0.000000e+00,2.772498e-01,0.000000e+00,3.893708e-01,3.236133e-01,3.248129e-01,1.674459e-01
192,AGIS_Os01g001920, 2.974154e-02, 3.840202e+00, 1.451675e-02,9.067464e-01,9.623606e-01,Not_significant,1.195357e+01,1.418503e+01,1.382784e+01,1.559827e+01,2.066660e+01,9.506140e+00,1.327402e+01,1.523758e+01
194,AGIS_Os01g001940,-3.859258e+00,-1.476373e+00, 8.340730e+00,1.794773e-02,1.040213e-01,Not_significant,2.490328e-01,1.249910e+00,5.371716e-01,4.609130e-01,2.995160e-02,8.090332e-02,6.496257e-02,0.000000e+00
197,AGIS_Os01g001970,-5.205445e-01, 6.230808e-01, 7.400520e-01,4.119809e-01,6.566985e-01,Not_significant,1.079142e+00,1.220843e+00,1.854108e+00,1.964945e+00,2.096612e-01,1.092195e+00,3.356400e+00,1.255845e+00
198,AGIS_Os01g001980,-6.061004e-01, 3.637135e+00, 7.868568e+00,2.054737e-02,1.133684e-01,Not_significant,1.274218e+01,1.421410e+01,1.874902e+01,1.404572e+01,9.225092e+00,1.270182e+01,9.852657e+00,7.702513e+00
199,AGIS_Os01g001990, 1.288573e-01, 9.271264e-01, 8.890875e-02,7.723404e-01,8.962506e-01,Not_significant,1.867746e+00,1.046436e+00,1.524874e+00,2.838254e+00,2.485983e+00,1.476486e+00,2.035494e+00,1.607481e+00
200,AGIS_Os01g002000, 3.912123e-01, 2.459042e+00, 2.147147e+00,1.768884e-01,4.226559e-01,Not_significant,5.831518e+00,4.941506e+00,3.742873e+00,4.342286e+00,6.274860e+00,5.663232e+00,4.937155e+00,7.920193e+00
201,AGIS_Os01g002010,-9.384357e-02, 4.919977e+00, 1.608801e-01,6.977066e-01,8.540484e-01,Not_significant,2.921985e+01,3.918323e+01,2.881666e+01,2.537447e+01,1.638352e+01,3.691214e+01,2.795556e+01,3.804372e+01
202,AGIS_Os01g002020,-3.037684e-01, 6.492903e+00, 1.764960e+00,2.167167e-01,4.705106e-01,Not_significant,8.591631e+01,1.042948e+02,9.525265e+01,1.015222e+02,4.127330e+01,8.391697e+01,1.150920e+02,9.296598e+01
203,AGIS_Os01g002030, 3.917169e-02, 7.113237e-01, 4.849912e-03,9.460025e-01,9.795721e-01,Not_significant,9.131202e-01,2.616091e+00,9.010620e-01,1.795135e+00,3.055063e+00,1.334905e+00,8.878218e-01,1.289334e+00
204,AGIS_Os01g002040,-1.081141e-01, 4.660160e+00, 3.654725e-01,5.604172e-01,7.695100e-01,Not_significant,2.618995e+01,3.398012e+01,2.323700e+01,2.156588e+01,2.986174e+01,2.540364e+01,2.098291e+01,2.074655e+01
205,AGIS_Os01g002050,-1.410651e-02, 3.693774e+00, 5.352375e-03,9.432795e-01,9.784194e-01,Not_significant,1.338551e+01,1.514426e+01,1.051817e+01,1.261446e+01,1.558981e+01,1.474463e+01,1.032905e+01,1.088399e+01
206,AGIS_Os01g002060, 1.871827e-01, 4.558376e+00, 1.170013e+00,3.075371e-01,5.644469e-01,Not_significant,1.988112e+01,2.389363e+01,2.465791e+01,1.928557e+01,2.122071e+01,2.360354e+01,3.187497e+01,2.376058e+01
207,AGIS_Os01g002070,-1.859137e+00, 2.566528e+00, 4.118341e+01,1.229160e-04,3.310264e-03,DOWN,9.816042e+00,8.778439e+00,5.666294e+00,1.297834e+01,2.845402e+00,2.730487e+00,2.122111e+00,2.210286e+00
208,AGIS_Os01g002080,-1.449334e+00, 4.226946e+00, 4.422647e+01,9.385170e-05,2.673064e-03,DOWN,2.396941e+01,3.084081e+01,2.283846e+01,3.187577e+01,1.231011e+01,9.344334e+00,9.831002e+00,8.539743e+00
209,AGIS_Os01g002090, 4.454697e-01, 3.476395e+00, 2.745274e+00,1.319334e-01,3.574535e-01,Not_significant,6.993671e+00,9.795808e+00,1.062213e+01,9.800466e+00,1.549995e+01,1.254001e+01,8.271901e+00,1.517060e+01
211,AGIS_Os01g002110,-1.665772e+00,-1.367564e+00, 9.943999e-01,3.447316e-01,5.988392e-01,Not_significant,2.490328e-01,4.069475e-01,2.425936e-01,1.091636e+00,2.396128e-01,5.663232e-01,4.330838e-02,0.000000e+00
227,AGIS_Os01g002270, 1.278928e+00, 2.114808e+00, 6.795827e+00,2.842328e-02,1.401105e-01,Not_significant,1.826240e+00,6.976243e-01,3.933482e+00,4.415061e+00,4.627522e+00,5.117135e+00,1.030739e+01,3.382408e+00
228,AGIS_Os01g002280, 5.330461e-01, 6.402504e+00, 2.452720e+00,1.517742e-01,3.880488e-01,Not_significant,6.238271e+01,1.953348e+01,1.024611e+02,1.159318e+02,1.021948e+02,6.310459e+01,1.416834e+02,6.912168e+01
229,AGIS_Os01g002290, 6.945518e-01, 5.983162e+00, 3.061092e+00,1.141271e-01,3.284094e-01,Not_significant,3.544567e+01,1.139453e+01,6.128954e+01,1.164169e+02,9.734269e+01,3.668966e+01,8.653015e+01,6.059868e+01
232,AGIS_Os01g002320, 1.969335e+00, 3.648542e+00, 5.078136e+01,5.517134e-05,1.811982e-03,UP,3.963772e+00,2.121941e+00,9.599776e+00,3.299167e+00,1.693763e+01,1.195347e+01,4.536553e+01,6.731327e+00
241,AGIS_Os01g002410, 8.049409e-01, 3.277617e+00, 1.154889e+01,7.897549e-03,6.006300e-02,Not_significant,9.006686e+00,5.493791e+00,4.921185e+00,9.363812e+00,1.205552e+01,1.169053e+01,1.147672e+01,1.322823e+01
242,AGIS_Os01g002420,-2.799967e-02, 1.900437e+00, 6.331416e-03,9.383209e-01,9.765469e-01,Not_significant,3.175168e+00,5.057776e+00,2.755170e+00,4.026924e+00,4.582594e+00,2.669810e+00,3.832792e+00,3.466131e+00
243,AGIS_Os01g002430, 6.211779e-01, 4.922857e+00, 1.011883e+01,1.117132e-02,7.623040e-02,Not_significant,2.050370e+01,2.069619e+01,2.195472e+01,3.325851e+01,4.190228e+01,3.571882e+01,3.150685e+01,3.678787e+01
244,AGIS_Os01g002440,-8.030132e-02, 4.811065e+00, 1.446943e-01,7.124832e-01,8.623746e-01,Not_significant,2.293177e+01,2.825378e+01,2.715316e+01,3.425311e+01,1.385261e+01,3.124891e+01,3.460340e+01,3.198217e+01
245,AGIS_Os01g002450,-1.307639e+00, 1.024866e+00, 1.017147e+01,1.102404e-02,7.556580e-02,Not_significant,2.303553e+00,2.063805e+00,2.859139e+00,4.002666e+00,7.188383e-01,1.193324e+00,8.228592e-01,2.026096e+00
248,AGIS_Os01g002480,-3.414275e-01,-1.071468e+00, 5.185857e-02,8.249511e-01,9.224139e-01,Not_significant,5.810765e-01,4.941506e-01,4.851872e-01,1.940686e-01,0.000000e+00,5.056458e-01,6.063173e-01,6.362946e-01
253,AGIS_Os01g002530, 1.592348e+00, 5.375959e+00, 1.365625e+01,4.958308e-03,4.423241e-02,UP,2.672952e+01,7.354123e+00,2.039519e+01,3.100246e+01,6.607322e+01,8.873072e+01,4.345996e+01,4.809047e+01
254,AGIS_Os01g002540, 3.592456e-01, 5.007953e+00, 2.562399e+00,1.439078e-01,3.766371e-01,Not_significant,3.351566e+01,3.961925e+01,1.802124e+01,2.066831e+01,3.699022e+01,5.143429e+01,3.847950e+01,1.838556e+01
255,AGIS_Os01g002550,-1.498110e-01, 4.272208e+00, 2.718863e-01,6.146601e-01,8.035414e-01,Not_significant,2.152058e+01,2.302160e+01,1.240693e+01,1.962519e+01,2.736078e+01,3.110733e+01,1.104364e+01,8.188106e+00
256,AGIS_Os01g002560,-4.963558e-01, 3.722828e+00, 4.559284e+00,6.150460e-02,2.267793e-01,Not_significant,1.732853e+01,1.749874e+01,1.743208e+01,9.727690e+00,9.255043e+00,9.667947e+00,1.405357e+01,1.036490e+01
257,AGIS_Os01g002570, 2.152793e+00,-7.018097e-01, 5.036902e+00,5.148953e-02,2.045133e-01,Not_significant,4.773128e-01,2.906768e-01,3.465623e-02,1.940686e-01,9.284995e-01,1.254001e+00,7.362425e-01,6.530391e-01
259,AGIS_Os01g002590, 4.285133e-01, 6.115260e+00, 1.672715e+00,2.281136e-01,4.839825e-01,Not_significant,5.397785e+01,2.369016e+01,6.712912e+01,1.092606e+02,8.033018e+01,7.643341e+01,7.327778e+01,7.014310e+01
260,AGIS_Os01g002600,-1.314257e+00, 3.515811e+00, 2.531808e+01,7.084408e-04,1.128941e-02,DOWN,1.728703e+01,1.787662e+01,1.514477e+01,1.426404e+01,7.547802e+00,3.944037e+00,8.120321e+00,7.049474e+00
261,AGIS_Os01g002610,-8.600766e-01, 2.192618e+00, 6.689711e+00,2.939184e-02,1.427368e-01,Not_significant,4.586354e+00,5.900739e+00,6.446059e+00,5.725025e+00,1.662314e+00,5.278942e+00,2.446924e+00,4.236382e+00
262,AGIS_Os01g002620, 1.167212e+00, 1.949637e+00, 1.102740e+01,8.933698e-03,6.506460e-02,Not_significant,1.411186e+00,2.470753e+00,2.755170e+00,2.862512e+00,6.199981e+00,4.126069e+00,6.236407e+00,4.487551e+00
263,AGIS_Os01g002630,-3.531480e+00, 3.960224e+00, 2.847224e+02,4.058587e-08,3.937465e-05,DOWN,2.050370e+01,2.726548e+01,3.406707e+01,3.240946e+01,1.482604e+00,2.770939e+00,2.750082e+00,3.030771e+00
264,AGIS_Os01g002640,-2.290976e+00, 4.071662e+00, 7.743715e+01,1.028139e-05,5.441054e-04,DOWN,2.648049e+01,2.607371e+01,3.299273e+01,2.493782e+01,2.920281e+00,7.483557e+00,7.340771e+00,6.028054e+00
265,AGIS_Os01g002650,-2.197863e-01, 2.023450e+00, 3.980231e-01,5.438037e-01,7.597046e-01,Not_significant,5.146677e+00,3.604392e+00,2.755170e+00,5.894835e+00,5.406263e+00,3.236133e+00,3.659558e+00,2.511689e+00
266,AGIS_Os01g002660, 1.487037e-01, 5.769019e+00, 8.231215e-01,3.879231e-01,6.371683e-01,Not_significant,4.959903e+01,4.618854e+01,5.250419e+01,5.885131e+01,5.804619e+01,5.732000e+01,5.837970e+01,5.503948e+01
271,AGIS_Os01g002710,-3.271569e-01, 9.993067e-01, 5.463730e-01,4.786437e-01,7.110778e-01,Not_significant,3.527964e-01,2.964903e+00,2.651202e+00,3.105098e+00,4.792255e-01,2.063035e+00,2.793391e+00,1.322823e+00
272,AGIS_Os01g002720,-3.558207e-01, 4.489608e+00, 1.365496e+00,2.726170e-01,5.315887e-01,Not_significant,1.570982e+01,2.540515e+01,2.760369e+01,2.447691e+01,5.106747e+00,2.188435e+01,3.479828e+01,2.444711e+01
276,AGIS_Os01g002760, 5.547969e-01, 1.455624e+00, 1.124806e+00,3.165258e-01,5.723201e-01,Not_significant,1.182906e+00,1.656858e+00,2.373952e+00,3.493235e+00,5.421239e+00,2.952971e+00,2.685120e+00,1.825161e+00
278,AGIS_Os01g002780, 1.505980e+00, 2.529490e+00, 2.647483e+01,6.075396e-04,1.025456e-02,UP,2.594091e+00,3.807866e+00,1.906093e+00,3.832856e+00,1.087243e+01,8.252139e+00,6.691145e+00,7.869959e+00
279,AGIS_Os01g002790, 3.181810e-01,-7.555265e-01, 1.376773e-01,7.191876e-01,8.666104e-01,Not_significant,6.848401e-01,2.325414e-01,5.891559e-01,4.609130e-01,8.685963e-01,5.258716e-01,3.464670e-01,6.697837e-01
280,AGIS_Os01g002800, 9.658385e-01, 6.058406e+00, 2.574080e+01,6.693465e-04,1.091765e-02,Not_significant,4.569752e+01,4.810701e+01,4.529569e+01,3.922612e+01,1.167363e+02,8.391697e+01,6.621851e+01,8.759097e+01
282,AGIS_Os01g002820, 3.108787e-01, 2.353144e+00, 1.133685e+00,3.147302e-01,5.706060e-01,Not_significant,5.001408e+00,4.912438e+00,3.292342e+00,4.778940e+00,7.757464e+00,4.368779e+00,5.781669e+00,4.654997e+00
283,AGIS_Os01g002830, 8.528900e-01, 3.233691e+00, 4.932665e+00,5.348976e-02,2.091544e-01,Not_significant,7.927543e+00,3.546257e+00,1.750140e+00,1.901873e+01,1.560478e+01,1.001179e+01,5.283622e+00,1.177145e+01
286,AGIS_Os01g002860, 1.464830e+00, 4.160076e-01, 4.438596e+00,6.441390e-02,2.334775e-01,Not_significant,4.150546e-01,3.488122e-01,7.624371e-01,4.366544e-01,5.451191e+00,4.045166e-01,1.429177e+00,9.879310e-01
290,AGIS_Os01g002900,-3.032801e-01, 4.849016e+00, 2.138597e+00,1.776675e-01,4.238207e-01,Not_significant,3.177243e+01,2.927115e+01,3.309670e+01,3.097821e+01,3.875737e+01,2.190457e+01,1.912065e+01,2.533457e+01
291,AGIS_Os01g002910,-1.825007e-01, 7.889964e+00, 6.793126e-01,4.311305e-01,6.726519e-01,Not_significant,2.515231e+02,2.682947e+02,2.732471e+02,2.004972e+02,3.387675e+02,1.657102e+02,2.076637e+02,1.915749e+02
292,AGIS_Os01g002920,-3.689970e-01, 2.129673e+00, 1.231209e+00,2.959479e-01,5.542070e-01,Not_significant,5.229688e+00,3.953204e+00,4.522638e+00,5.070043e+00,6.858916e+00,2.427100e+00,4.244221e+00,2.377732e+00
294,AGIS_Os01g002940,-1.792238e-01, 4.064397e+00, 8.534502e-02,7.768052e-01,8.991072e-01,Not_significant,1.143476e+01,1.462104e+01,1.183510e+01,3.037174e+01,1.187581e+01,1.828415e+01,3.139858e+01,3.750789e+00
296,AGIS_Os01g002960, 2.950896e+00,-1.663113e+00, 2.892206e+00,1.232339e-01,3.437613e-01,Not_significant,7.886038e-01,0.000000e+00,0.000000e+00,2.425858e-02,5.990319e-01,3.640649e-01,1.299251e-01,2.511689e-01
298,AGIS_Os01g002980, 5.590846e-01, 2.296705e+00, 4.217365e+00,7.021144e-02,2.459938e-01,Not_significant,4.399579e+00,3.371851e+00,3.188373e+00,4.512096e+00,8.775818e+00,4.348553e+00,4.460763e+00,5.894097e+00
299,AGIS_Os01g002990,-2.635785e-01, 2.056616e+00, 8.425925e-01,3.826045e-01,6.323606e-01,Not_significant,5.976787e+00,4.447355e+00,4.020123e+00,3.614528e+00,3.728974e+00,4.206973e+00,4.049334e+00,2.930304e+00
300,AGIS_Os01g003000, 7.335688e-01, 5.867839e+00, 1.170015e+01,7.625051e-03,5.852311e-02,Not_significant,5.044989e+01,3.938671e+01,3.886696e+01,3.915335e+01,1.207648e+02,5.117135e+01,4.625335e+01,8.075917e+01
301,AGIS_Os01g003010, 1.239005e+00,-2.305015e-01, 3.149433e+00,1.097075e-01,3.214179e-01,Not_significant,6.433347e-01,6.976243e-01,3.812185e-01,1.940686e-01,1.617386e+00,8.292590e-01,1.645718e+00,4.688486e-01
304,AGIS_Os01g003040, 1.089955e+00, 1.155014e+00, 6.599420e+00,3.024839e-02,1.454972e-01,Not_significant,1.618713e+00,8.720304e-01,1.611515e+00,1.382739e+00,1.827047e+00,2.649584e+00,2.988278e+00,4.504296e+00
305,AGIS_Os01g003050, 3.078822e-01, 1.188141e+00, 2.483844e-01,6.301708e-01,8.137929e-01,Not_significant,1.618713e+00,8.138950e-01,1.767468e+00,4.463579e+00,3.099990e+00,2.872068e+00,2.078802e+00,1.188866e+00
307,AGIS_Os01g003070,-9.122672e-01, 6.030601e+00, 3.129001e+01,3.373658e-04,6.741198e-03,Not_significant,8.967255e+01,7.406445e+01,9.334656e+01,8.371636e+01,5.325394e+01,4.055279e+01,4.893847e+01,3.913212e+01
308,AGIS_Os01g003080,-7.586644e-01, 3.402680e+00, 1.038381e+01,1.045375e-02,7.264277e-02,Not_significant,1.506648e+01,1.435943e+01,1.214701e+01,1.135302e+01,6.140077e+00,7.544235e+00,8.986489e+00,8.723933e+00
309,AGIS_Os01g003090, 1.006769e+00,-1.490013e+00, 4.073322e-01,5.392301e-01,7.565045e-01,Not_significant,0.000000e+00,2.906768e-01,1.732812e-01,2.425858e-01,2.096612e-01,1.375356e+00,4.330838e-02,2.009351e-01
311,AGIS_Os01g003110, 7.060476e-01, 1.016296e+00, 2.150626e+00,1.765727e-01,4.221513e-01,Not_significant,2.158284e+00,1.337113e+00,4.158748e-01,2.765478e+00,2.426079e+00,2.831616e+00,1.580756e+00,2.344243e+00
312,AGIS_Os01g003120,-4.701079e-01, 1.187691e+00, 1.423473e+00,2.633449e-01,5.214522e-01,Not_significant,3.486459e+00,2.238211e+00,2.373952e+00,2.280306e+00,1.542507e+00,1.415808e+00,2.165419e+00,2.411221e+00
313,AGIS_Os01g003130,-5.783318e-01, 5.032717e+00, 9.303703e+00,1.379376e-02,8.759057e-02,Not_significant,4.094514e+01,3.665434e+01,4.302571e+01,3.561159e+01,2.778011e+01,2.629358e+01,2.065810e+01,3.059237e+01
315,AGIS_Os01g003150,-1.121408e-02, 4.071987e+00, 2.918009e-03,9.581008e-01,9.837519e-01,Not_significant,1.838692e+01,1.999856e+01,1.251090e+01,1.671416e+01,1.756661e+01,1.745489e+01,1.825448e+01,1.336219e+01
316,AGIS_Os01g003160,-7.709248e-01,-1.282917e+00, 4.396393e-01,5.239190e-01,7.457569e-01,Not_significant,2.282800e-01,7.557597e-01,1.559530e-01,8.005331e-01,8.985479e-02,4.045166e-01,4.330838e-01,1.841905e-01
317,AGIS_Os01g003170,-2.740346e-01, 4.700340e+00, 1.313140e+00,2.813909e-01,5.398134e-01,Not_significant,2.745586e+01,2.709108e+01,2.902459e+01,2.736368e+01,3.610665e+01,2.479687e+01,1.411853e+01,2.170099e+01
321,AGIS_Os01g003210,-4.020513e-01, 2.881200e-02, 2.779082e-01,6.108258e-01,8.010165e-01,Not_significant,4.150546e-01,1.714993e+00,2.443264e+00,3.881373e-01,5.091771e-01,7.685815e-01,6.063173e-01,1.004676e+00
322,AGIS_Os01g003220,-1.755615e+00, 3.929312e+00, 2.871280e+01,4.577692e-04,8.450427e-03,DOWN,1.664369e+01,3.185818e+01,1.507546e+01,2.928011e+01,1.076760e+01,9.769076e+00,4.006025e+00,4.253127e+00
324,AGIS_Os01g003240, 1.292077e+00, 4.369844e+00, 2.486511e+01,7.534812e-04,1.184363e-02,UP,1.141400e+01,1.273164e+01,1.256288e+01,9.751949e+00,4.211195e+01,2.289564e+01,1.942381e+01,3.412548e+01
325,AGIS_Os01g003250,-5.274759e+00,-1.332833e+00, 5.839110e+00,3.884624e-02,1.712230e-01,Not_significant,1.162153e+00,2.906768e-01,9.703745e-01,1.940686e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.344243e-01
326,AGIS_Os01g003260, 1.240682e+00,-1.510280e+00, 7.577602e-01,4.066565e-01,6.530497e-01,Not_significant,4.150546e-01,2.616091e-01,1.732812e-01,0.000000e+00,6.289835e-01,1.618066e-01,4.114296e-01,4.018702e-01
328,AGIS_Os01g003280,-2.663860e+00, 3.170794e+00, 6.046574e+01,2.780577e-05,1.106661e-03,DOWN,1.840767e+01,1.351647e+01,1.526607e+01,1.319667e+01,6.110126e+00,2.427100e+00,1.407522e+00,1.440035e+00
329,AGIS_Os01g003290, 1.623562e-01, 4.478595e+00, 7.785093e-01,4.005567e-01,6.475052e-01,Not_significant,1.846993e+01,2.418431e+01,2.160816e+01,1.935835e+01,1.741685e+01,2.398783e+01,2.548698e+01,2.752811e+01
330,AGIS_Os01g003300, 1.758136e-01, 4.006627e+00, 5.446159e-01,4.793315e-01,7.114536e-01,Not_significant,1.658143e+01,1.342927e+01,1.557798e+01,1.288131e+01,2.798977e+01,1.527050e+01,1.063221e+01,1.587387e+01
332,AGIS_Os01g003320, 2.347014e-01, 3.671459e+00, 7.867736e-01,3.981677e-01,6.452812e-01,Not_significant,9.691526e+00,1.153987e+01,1.507546e+01,1.018860e+01,1.840526e+01,1.235798e+01,1.017747e+01,1.414918e+01
333,AGIS_Os01g003330, 7.027534e-01,-4.126283e-01, 6.848767e-01,4.293162e-01,6.711002e-01,Not_significant,3.320437e-01,1.162707e-01,1.178312e+00,8.490503e-01,7.188383e-01,7.281299e-01,1.169326e+00,5.693162e-01
335,AGIS_Os01g003350, 8.345680e-02,-1.099735e+00, 4.909235e-03,9.456738e-01,9.793729e-01,Not_significant,2.075273e-01,9.883011e-01,3.465623e-01,9.703432e-02,9.884027e-01,3.033875e-01,4.330838e-01,6.697837e-02
336,AGIS_Os01g003360,-3.571507e+00,-1.312099e+00, 4.498727e+00,6.294325e-02,2.297964e-01,Not_significant,7.678511e-01,1.046436e+00,4.505310e-01,2.183272e-01,0.000000e+00,1.213550e-01,3.897754e-01,0.000000e+00
337,AGIS_Os01g003370,-1.033698e+00,-3.479794e-01, 1.641464e+00,2.321601e-01,4.887179e-01,Not_significant,9.961311e-01,7.557597e-01,1.507546e+00,5.822059e-01,2.096612e-01,2.831616e-01,6.929341e-01,9.376972e-01
339,AGIS_Os01g003390,-2.935732e+00,-1.013940e+00, 2.375578e+00,1.576467e-01,3.963736e-01,Not_significant,4.150546e-01,1.511519e+00,1.074343e+00,7.277574e-02,0.000000e+00,0.000000e+00,5.197006e-01,1.339567e-01
342,AGIS_Os01g003420,-2.113961e+00,-1.815803e+00, 2.674507e+00,1.364076e-01,3.645659e-01,Not_significant,2.490328e-01,4.069475e-01,6.931246e-01,2.183272e-01,1.497580e-02,2.022583e-01,1.082710e-01,8.372297e-02
344,AGIS_Os01g003440,-1.444011e+00, 6.439881e-01, 6.377435e+00,3.248979e-02,1.530588e-01,Not_significant,1.743229e+00,2.848633e+00,2.460592e+00,1.698101e+00,1.377773e+00,3.236133e-01,1.104364e+00,6.697837e-01
345,AGIS_Os01g003450, 5.274544e-01, 3.549294e+00, 5.810879e+00,3.922054e-02,1.723713e-01,Not_significant,9.836795e+00,1.119106e+01,1.005031e+01,7.326091e+00,1.472121e+01,1.288385e+01,1.247281e+01,1.483571e+01
346,AGIS_Os01g003460,-1.669013e+00,-2.000031e-01, 4.609118e+00,6.035157e-02,2.248388e-01,Not_significant,1.224411e+00,2.034738e+00,6.238122e-01,1.164412e+00,1.198064e-01,6.472266e-01,5.630090e-01,3.683811e-01
347,AGIS_Os01g003470, 5.810163e-01,-4.490346e-01, 3.186798e-01,5.861986e-01,7.862760e-01,Not_significant,8.301093e-02,8.138950e-01,3.638904e-01,1.285705e+00,1.048306e+00,1.011292e+00,5.197006e-01,4.353594e-01
349,AGIS_Os01g003490,-7.593739e-01, 1.635147e+00, 2.014253e+00,1.895313e-01,4.383035e-01,Not_significant,2.241295e+00,1.627790e+00,8.542761e+00,3.274908e+00,4.133320e+00,1.496711e+00,2.230382e+00,9.376972e-01
350,AGIS_Os01g003500,-1.939177e+00, 6.315491e+00, 7.703990e+01,1.049893e-05,5.449104e-04,DOWN,1.098027e+02,1.430421e+02,1.596786e+02,9.123652e+01,3.616655e+01,2.241022e+01,4.720614e+01,2.734392e+01
351,AGIS_Os01g003510, 1.615349e-01,-3.741614e-01, 3.993811e-02,8.460456e-01,9.325080e-01,Not_significant,4.150546e-01,1.569655e+00,8.664058e-02,1.115895e+00,1.048306e+00,8.697107e-01,2.165419e-01,5.860608e-01
352,AGIS_Os01g003520, 6.708644e-01, 7.244532e+00, 8.520208e+00,1.706712e-02,1.009748e-01,Not_significant,8.045834e+01,1.223459e+02,1.247798e+02,1.415731e+02,2.223307e+02,1.474665e+02,1.649183e+02,2.089223e+02
353,AGIS_Os01g003530,-2.156290e-01,-1.233068e+00, 1.929178e-02,8.925925e-01,9.557633e-01,Not_significant,4.565601e-01,4.069475e-01,2.945780e-01,2.183272e-01,0.000000e+00,3.236133e-01,5.197006e-01,8.707189e-01
354,AGIS_Os01g003540, 5.875838e-01, 1.411704e+00, 2.421411e+00,1.541225e-01,3.912873e-01,Not_significant,2.241295e+00,2.470753e+00,3.032420e+00,9.218260e-01,3.983562e+00,2.548455e+00,3.378054e+00,2.360988e+00
356,AGIS_Os01g003560, 6.854513e-01, 2.053047e-01, 1.217735e+00,2.984449e-01,5.563107e-01,Not_significant,6.640874e-01,6.976243e-01,9.357182e-01,8.247917e-01,2.605789e+00,8.899365e-01,6.496257e-01,1.573992e+00
358,AGIS_Os01g003580, 1.397254e-01, 3.111418e+00, 3.132927e-01,5.893279e-01,7.874895e-01,Not_significant,1.010658e+01,5.522859e+00,6.134153e+00,1.045545e+01,1.549995e+01,5.825039e+00,7.578967e+00,7.669024e+00
359,AGIS_Os01g003590, 9.064941e-01, 1.543633e+00, 3.368988e+00,9.963566e-02,3.030133e-01,Not_significant,2.241295e+00,1.104572e+00,1.351593e+00,3.444718e+00,1.976805e+00,5.218264e+00,4.244221e+00,3.415897e+00
360,AGIS_Os01g003600, 3.300406e-02, 6.606075e+00, 3.490506e-02,8.559398e-01,9.372209e-01,Not_significant,1.106536e+02,8.240687e+01,8.963834e+01,9.878094e+01,1.396044e+02,8.854868e+01,8.863060e+01,8.072569e+01
362,AGIS_Os01g003620, 4.151441e+00,-1.443673e+00, 4.886525e+00,5.440617e-02,2.115330e-01,Not_significant,7.055929e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.637657e-01,5.258716e-01,3.031587e-01,2.679135e-01
369,AGIS_Os01g003690, 1.120516e+00, 1.631599e+00, 1.118176e+01,8.610450e-03,6.353123e-02,Not_significant,9.338729e-01,1.511519e+00,4.158748e+00,1.479773e+00,2.980184e+00,2.690035e+00,7.319116e+00,3.365663e+00
370,AGIS_Os01g003700,-5.166523e-02, 6.045110e+00, 8.862052e-02,7.726978e-01,8.964937e-01,Not_significant,7.060079e+01,7.345403e+01,6.425265e+01,5.999147e+01,5.494620e+01,7.079041e+01,6.156286e+01,7.235339e+01
372,AGIS_Os01g003720,-1.583424e-02,-5.293779e-01, 3.870184e-04,9.847338e-01,9.946246e-01,Not_significant,3.320437e-01,2.906768e-01,5.891559e-01,9.218260e-01,0.000000e+00,1.011292e+00,9.960928e-01,1.088399e+00
374,AGIS_Os01g003740,-7.301340e-01,-2.390330e-01, 1.154268e+00,3.106251e-01,5.667242e-01,Not_significant,1.058389e+00,9.010981e-01,8.490777e-01,1.164412e+00,9.584511e-01,5.663232e-01,6.279715e-01,3.516365e-01
375,AGIS_Os01g003750,-2.390003e-01, 2.204666e+00, 8.217029e-01,3.883151e-01,6.376249e-01,Not_significant,4.192052e+00,6.307686e+00,4.921185e+00,4.366544e+00,3.279700e+00,5.339619e+00,4.092642e+00,4.085681e+00
376,AGIS_Os01g003760, 2.750947e-01, 3.521163e+00, 1.339532e+00,2.769189e-01,5.358882e-01,Not_significant,8.114318e+00,9.883011e+00,1.126327e+01,1.181393e+01,1.524536e+01,9.142075e+00,1.074048e+01,1.530456e+01
377,AGIS_Os01g003770, 4.530104e-01, 2.027088e+00, 2.205104e+00,1.717251e-01,4.160796e-01,Not_significant,2.843124e+00,3.953204e+00,3.812185e+00,3.032322e+00,5.406263e+00,4.105844e+00,4.092642e+00,5.023378e+00
378,AGIS_Os01g003780,-7.126274e-02, 2.297607e+00, 5.307269e-02,8.229532e-01,9.212892e-01,Not_significant,3.943019e+00,5.842604e+00,6.099497e+00,3.978407e+00,6.095150e+00,5.946394e+00,3.572941e+00,3.533109e+00
