GeneID	WTmycLP_1	WTmycLP_2	WTmycLP_3	WTmycLP_4	WTmycHP_1	WTmycHP_2	WTmycHP_3	WTmycHP_4
AGIS_Os01g004660	228	189	363	193	261	181	98	245
AGIS_Os01g004670	459	234	427	198	90	51	70	44
AGIS_Os01g004680	32	10	16	16	130	40	20	74
AGIS_Os01g004690	119	56	114	55	94	114	122	62
AGIS_Os01g004700	51	56	110	32	72	129	180	200
AGIS_Os01g004710	0	0	16	8	0	6	0	14
AGIS_Os01g004720	0	0	10	0	8	2	0	12
AGIS_Os01g004730	4337	2703	4127	2848	8299	4445	2918	5972
AGIS_Os01g004740	26	68	82	46	40	42	92	30
AGIS_Os01g004750	36	46	46	25	16	45	41	44
AGIS_Os01g004760	7729	4272	7834	4329	11492	6644	4243	7779
AGIS_Os01g004770	0	0	0	0	0	0	0	0
AGIS_Os01g004780	62	129	187	171	54	73	165	61
AGIS_Os01g004790	3177	1869	2830	1678	5871	3233	2036	4055
AGIS_Os01g004800	134	92	162	99	80	129	176	129
AGIS_Os01g004810	0	0	5	0	14	0	0	0
AGIS_Os01g004820	0	14	29	54	0	8	0	0
AGIS_Os01g004830	283	101	258	156	191	244	215	408
AGIS_Os01g004840	0	0	0	10	0	0	3	28
AGIS_Os01g004850	0	0	0	0	0	0	0	0
AGIS_Os01g004860	0	0	0	0	0	0	0	0
AGIS_Os01g004870	0	0	0	0	0	0	0	0
AGIS_Os01g004880	0	0	0	0	0	0	0	0
AGIS_Os01g004890	0	0	0	0	0	0	0	0
AGIS_Os01g004900	0	0	0	0	0	0	0	0
AGIS_Os01g004910	0	0	0	0	0	10	0	0
AGIS_Os01g004920	0	0	0	0	0	0	0	1
AGIS_Os01g004930	0	0	0	1	11	0	0	1
AGIS_Os01g004940	0	0	0	0	0	0	0	0
AGIS_Os01g004950	0	0	0	0	0	0	0	0
AGIS_Os01g004960	0	0	0	0	0	0	0	0
AGIS_Os01g004970	0	0	0	0	0	0	0	0
AGIS_Os01g004980	0	0	0	0	0	0	0	0
AGIS_Os01g004990	2133	1040	1770	1074	2049	1318	937	1337
AGIS_Os01g005000	33	18	30	168	117	70	13	51
AGIS_Os01g005010	0	0	0	0	0	0	0	0
AGIS_Os01g005020	46	8	86	106	58	138	70	157
AGIS_Os01g005030	0	0	0	0	0	0	0	0
AGIS_Os01g005040	249	171	319	312	122	329	398	355
AGIS_Os01g005050	1493	953	1325	1050	2737	1250	1261	1721
AGIS_Os01g005060	2276	1320	2376	1553	3099	1764	1827	2230
AGIS_Os01g005070	0	0	0	0	0	0	0	0
AGIS_Os01g005080	393	424	535	255	3467	1365	3886	1719
AGIS_Os01g005090	0	0	0	0	0	0	0	0
AGIS_Os01g005100	0	0	0	0	0	0	0	0
AGIS_Os01g005110	18	4	46	16	0	0	0	8
AGIS_Os01g005120	0	0	0	0	0	0	0	0
AGIS_Os01g005130	0	0	0	0	0	0	0	0
AGIS_Os01g005140	0	0	0	0	0	0	1	0
AGIS_Os01g005150	0	0	0	0	0	0	0	0
AGIS_Os01g005160	0	0	0	0	0	0	0	0
AGIS_Os01g005170	0	0	0	0	0	0	0	0
AGIS_Os01g005180	0	0	0	0	0	0	0	0
AGIS_Os01g005190	0	0	0	0	0	0	0	0
AGIS_Os01g005200	0	0	0	0	0	0	0	5
AGIS_Os01g005210	0	0	0	0	0	4	0	0
AGIS_Os01g005220	70	70	111	70	26	111	36	124
AGIS_Os01g005230	10	48	101	55	18	41	56	38
AGIS_Os01g005240	4664	2948	4657	2978	5162	2327	1774	2882
AGIS_Os01g005250	651	348	771	495	859	839	735	984
AGIS_Os01g005260	788	490	1054	798	1118	861	786	894
AGIS_Os01g005270	12	57	68	20	156	56	119	48
AGIS_Os01g005280	12	39	39	18	0	42	62	40
AGIS_Os01g005290	238	211	338	159	125	270	293	359
AGIS_Os01g005300	0	0	0	0	0	2	6	0
AGIS_Os01g005310	0	10	0	0	0	0	0	0
AGIS_Os01g005320	388	277	679	490	511	417	663	809
AGIS_Os01g005330	35	10	26	24	8	16	30	14
AGIS_Os01g005340	0	0	0	0	0	0	0	0
AGIS_Os01g005350	539	252	136	1436	1721	949	382	1143
AGIS_Os01g005360	468	560	1083	454	445	623	699	620
AGIS_Os01g005370	1421	1381	2069	1507	716	929	1144	998
AGIS_Os01g005380	0	0	0	0	0	0	0	0
AGIS_Os01g005390	0	0	0	0	0	0	0	0
AGIS_Os01g005400	0	0	40	0	512	1	2	0
AGIS_Os01g005410	516	454	736	317	360	322	412	409
AGIS_Os01g005420	0	0	0	0	0	0	0	0
AGIS_Os01g005430	703	485	652	505	559	606	502	559
AGIS_Os01g005440	0	0	0	0	0	0	0	0
AGIS_Os01g005450	125	115	173	143	162	256	146	135
AGIS_Os01g005460	0	0	0	0	0	0	0	0
AGIS_Os01g005470	0	0	0	0	0	0	0	0
AGIS_Os01g005480	0	0	0	0	0	0	0	0
AGIS_Os01g005490	0	0	0	14	0	0	0	0
AGIS_Os01g005500	5	2	16	0	0	7	10	28
AGIS_Os01g005510	30	11	64	17	28	135	118	26
AGIS_Os01g005520	18	12	0	0	0	0	2	0
AGIS_Os01g005530	0	0	0	0	0	0	0	0
AGIS_Os01g005540	0	0	0	0	0	0	0	0
AGIS_Os01g005550	0	0	0	0	0	0	0	0
AGIS_Os01g005560	26	13	3	6	0	0	0	0
AGIS_Os01g005570	0	0	0	0	0	0	0	0
AGIS_Os01g005580	0	0	0	0	0	0	0	0
AGIS_Os01g005590	0	0	0	0	0	0	0	0
AGIS_Os01g005600	0	0	0	0	0	0	4	0
AGIS_Os01g005610	0	0	0	0	0	0	0	0
AGIS_Os01g005620	0	0	0	0	0	8	0	0
AGIS_Os01g005630	0	0	0	0	0	0	9	10
AGIS_Os01g005640	0	0	0	6	0	0	0	0
AGIS_Os01g005650	0	0	6	0	20	17	4	18
AGIS_Os01g005660	75	94	97	55	149	104	72	50
AGIS_Os01g005670	30	0	7	10	20	11	22	16
AGIS_Os01g005680	6	66	62	53	22	32	85	44
AGIS_Os01g005690	0	0	0	0	0	0	2	28
AGIS_Os01g005700	0	0	0	0	0	0	0	0
AGIS_Os01g005710	0	0	0	0	0	2	2	0
AGIS_Os01g005720	0	0	0	0	0	0	0	0
AGIS_Os01g005730	0	0	0	0	0	10	0	0
AGIS_Os01g005740	0	24	8	27	149	24	40	89
AGIS_Os01g005750	0	0	0	0	0	0	0	0
AGIS_Os01g005760	0	0	0	0	0	0	1	0
AGIS_Os01g005770	0	0	0	0	0	2	20	7
AGIS_Os01g005780	0	0	1	0	36	14	30	34
AGIS_Os01g005790	0	0	34	0	0	7	2	8
AGIS_Os01g005800	0	20	2	14	10	25	11	31
AGIS_Os01g005810	16	0	10	34	248	176	60	141
AGIS_Os01g005820	637	375	622	588	832	481	555	623
AGIS_Os01g005830	230	122	297	246	180	254	302	250
AGIS_Os01g005840	2	22	17	22	72	22	20	46
AGIS_Os01g005850	84	122	150	145	160	125	150	214
AGIS_Os01g005860	8	6	0	4	12	19	20	31
AGIS_Os01g005870	642	400	595	309	604	520	589	928
AGIS_Os01g005880	93	91	91	72	165	229	236	287
AGIS_Os01g005890	20	25	39	28	57	137	140	140
AGIS_Os01g005900	93	33	125	184	287	206	59	182
AGIS_Os01g005910	0	0	0	0	0	0	0	0
AGIS_Os01g005920	164	126	161	197	47	150	348	97
AGIS_Os01g005930	0	0	0	0	0	0	0	0
AGIS_Os01g005940	0	0	0	0	0	0	0	0
AGIS_Os01g005950	705	569	670	391	1503	904	721	1207
AGIS_Os01g005960	204	105	310	165	231	222	130	193
AGIS_Os01g005970	79	74	143	176	732	415	99	422
AGIS_Os01g005980	379	164	345	520	514	1271	597	1102
AGIS_Os01g005990	290	188	237	285	130	344	286	349
AGIS_Os01g006000	7	2	0	0	20	19	0	54
AGIS_Os01g006010	16	12	45	48	24	13	28	41
AGIS_Os01g006020	102	79	218	61	332	252	159	391
AGIS_Os01g006030	1818	1217	2203	1786	2727	2602	2478	2809
AGIS_Os01g006040	0	10	26	22	26	46	16	7
AGIS_Os01g006050	10	12	12	19	4	106	75	43
AGIS_Os01g006060	57	30	89	87	186	78	77	144
AGIS_Os01g006070	100	99	110	92	85	140	143	177
AGIS_Os01g006080	311	153	484	240	365	304	277	333
AGIS_Os01g006090	0	0	0	0	0	0	0	0
AGIS_Os01g006100	1850	1662	2285	1321	1369	1829	1442	2194
AGIS_Os01g006110	889	771	1000	644	679	589	398	487
AGIS_Os01g006120	820	525	788	674	830	552	450	728
AGIS_Os01g006130	1451	928	1444	957	3075	1225	1336	1941
AGIS_Os01g006140	631	560	1055	526	1364	806	733	1106
AGIS_Os01g006150	660	559	1054	835	738	720	569	890
AGIS_Os01g006160	1666	614	1538	1427	3793	2060	1157	2300
AGIS_Os01g006170	227	112	169	195	113	148	128	100
AGIS_Os01g006180	266	47	95	99	466	517	105	311
AGIS_Os01g006190	0	10	0	14	107	32	14	22
AGIS_Os01g006200	0	0	0	0	0	0	0	0
AGIS_Os01g006210	68	66	42	38	95	50	123	158
AGIS_Os01g006220	1497	1301	2704	1863	468	1818	2745	2405
AGIS_Os01g006230	881	298	554	823	1656	1046	754	1609
AGIS_Os01g006240	0	0	0	0	0	0	0	0
AGIS_Os01g006250	1059	832	1290	1396	3322	1311	1598	2512
AGIS_Os01g006260	817	450	553	607	965	610	302	775
AGIS_Os01g006270	114	65	44	78	57	56	41	72
AGIS_Os01g006280	0	0	0	0	0	0	0	0
AGIS_Os01g006290	740	202	668	864	1611	1172	1043	1565
AGIS_Os01g006300	424	189	129	317	444	450	408	585
AGIS_Os01g006310	228	112	223	103	218	226	171	190
AGIS_Os01g006320	58	64	51	60	72	15	49	116
AGIS_Os01g006330	158	86	183	127	227	121	183	251
AGIS_Os01g006340	0	0	0	8	0	6	12	46
AGIS_Os01g006350	837	550	579	625	826	668	664	817
AGIS_Os01g006360	27	2	8	12	0	8	0	0
AGIS_Os01g006370	5	0	11	0	0	0	0	0
AGIS_Os01g006380	0	0	0	0	0	0	0	0
AGIS_Os01g006390	0	0	0	0	0	0	0	0
AGIS_Os01g006400	0	0	0	0	0	0	0	0
AGIS_Os01g006410	272	210	415	247	465	302	215	287
AGIS_Os01g006420	0	0	0	0	0	0	0	0
AGIS_Os01g006430	592	429	698	514	815	555	674	776
AGIS_Os01g006440	242	170	290	188	396	236	188	309
AGIS_Os01g006450	687	589	971	639	665	705	658	685
AGIS_Os01g006460	122	130	269	191	206	309	251	224
AGIS_Os01g006470	8894	5881	10734	8876	14141	7352	7286	9714
AGIS_Os01g006480	12	24	57	77	409	122	79	173
AGIS_Os01g006490	1206	530	961	705	1600	515	330	722
AGIS_Os01g006500	12	6	9	6	17	1	15	0
AGIS_Os01g006510	26	83	55	6	50	34	44	24
AGIS_Os01g006520	908	375	902	629	880	633	437	685
AGIS_Os01g006530	0	0	0	0	0	0	0	0
AGIS_Os01g006540	0	0	0	0	0	0	0	0
AGIS_Os01g006550	0	0	0	0	0	0	0	0
AGIS_Os01g006560	79	40	125	127	72	28	28	45
AGIS_Os01g006570	0	0	0	0	0	0	0	0
AGIS_Os01g006580	844	891	1757	1332	1098	817	921	802
AGIS_Os01g006590	119	53	115	70	200	108	64	63
AGIS_Os01g006600	250	150	157	205	456	122	105	253
AGIS_Os01g006610	0	20	50	13	7	16	19	6
AGIS_Os01g006620	622	339	510	604	1452	933	761	1122
AGIS_Os01g006630	93	136	133	110	23	99	73	116
AGIS_Os01g006640	0	0	0	0	0	0	0	0
AGIS_Os01g006650	72	0	54	46	145	61	104	146
AGIS_Os01g006660	449	294	402	294	562	381	320	401
AGIS_Os01g006670	1617	1145	1876	1119	2512	1208	1043	1465
AGIS_Os01g006680	765	993	1159	1067	2011	919	682	1375
AGIS_Os01g006690	0	0	0	0	0	0	0	0
AGIS_Os01g006700	0	0	0	0	0	0	0	0
AGIS_Os01g006710	19	12	59	21	4	3	5	16
AGIS_Os01g006720	137	81	120	111	234	23	95	142
AGIS_Os01g006730	12	1	5	0	4	0	6	22
AGIS_Os01g006740	0	0	0	0	0	0	0	0
AGIS_Os01g006750	0	0	0	0	0	0	0	0
AGIS_Os01g006760	0	0	0	0	0	0	0	0
AGIS_Os01g006770	1458	825	1474	960	880	672	537	733
AGIS_Os01g006780	12	27	84	28	12	26	28	25
AGIS_Os01g006790	184	130	334	201	279	269	235	262
AGIS_Os01g006800	46	32	109	47	1	82	63	24
AGIS_Os01g006810	745	332	472	600	1424	561	259	576
AGIS_Os01g006820	664	324	291	487	788	324	174	379
AGIS_Os01g006830	189	144	209	403	387	573	306	678
AGIS_Os01g006840	53	16	54	53	212	105	129	157
AGIS_Os01g006850	529	139	338	437	1165	998	618	1125
AGIS_Os01g006860	0	0	0	0	0	0	0	0
AGIS_Os01g006870	10	0	0	12	14	6	6	0
AGIS_Os01g006880	1164	1099	1555	1556	954	1368	1488	1754
AGIS_Os01g006890	4912	4578	8196	4298	1327	359	902	857
AGIS_Os01g006900	0	0	5	0	0	0	0	0
AGIS_Os01g006910	0	0	0	0	0	0	0	0
AGIS_Os01g006920	18	0	38	9	11	6	29	8
AGIS_Os01g006930	1125	632	1528	838	448	1222	1277	1085
AGIS_Os01g006940	230	194	341	206	290	228	240	368
AGIS_Os01g006950	102	190	274	252	382	300	279	467
AGIS_Os01g006960	91	18	33	33	120	45	45	79
AGIS_Os01g006970	152	64	118	136	279	149	184	197
AGIS_Os01g006980	605	210	551	504	938	468	454	573
AGIS_Os01g006990	0	0	0	0	0	0	0	0
AGIS_Os01g007000	168	176	300	142	292	257	215	372
AGIS_Os01g007010	0	0	0	0	0	0	0	0
AGIS_Os01g007020	0	0	0	0	0	0	0	0
AGIS_Os01g007030	120	119	139	79	44	53	138	150
AGIS_Os01g007040	1035	433	1549	1068	3405	1006	1265	1628
AGIS_Os01g007050	0	0	0	0	0	0	0	0
AGIS_Os01g007060	1140	772	1744	1337	1725	1303	1123	1520
AGIS_Os01g007070	2188	1460	2152	1823	3036	2166	1598	2578
AGIS_Os01g007080	225	217	292	164	30	152	391	257
AGIS_Os01g007090	846	775	1362	995	433	1451	1218	1683
AGIS_Os01g007100	298	98	144	87	480	357	126	294
AGIS_Os01g007110	534	379	509	640	1104	964	516	913
AGIS_Os01g007120	54	20	79	18	52	56	59	18
AGIS_Os01g007130	0	0	0	0	14	4	0	0
AGIS_Os01g007140	111	193	132	348	726	422	309	404
AGIS_Os01g007150	0	0	0	0	0	0	0	0
AGIS_Os01g007160	0	0	0	0	0	0	0	0
AGIS_Os01g007170	0	0	0	0	0	0	0	0
AGIS_Os01g007180	142	146	314	172	56	105	188	142
AGIS_Os01g007190	170	82	197	149	296	167	115	228
AGIS_Os01g007200	0	0	0	0	8	1	0	6
AGIS_Os01g007210	181	112	133	157	132	169	207	171
AGIS_Os01g007220	52	35	114	34	110	112	87	121
AGIS_Os01g007230	4226	2727	4546	4842	4040	4576	3822	4855
AGIS_Os01g007240	0	0	0	0	0	0	0	0
AGIS_Os01g007250	598	500	726	361	1070	471	368	817
AGIS_Os01g007260	0	0	0	0	0	0	0	0
AGIS_Os01g007270	32	50	69	74	31	15	20	81
AGIS_Os01g007280	0	0	0	0	0	0	0	0
AGIS_Os01g007290	0	0	0	0	0	0	0	0
AGIS_Os01g007300	12	32	8	10	0	0	0	0
AGIS_Os01g007310	0	0	0	0	0	0	0	0
AGIS_Os01g007320	120	176	400	262	694	370	280	540
AGIS_Os01g007330	1224	770	1486	1081	2950	1423	961	2039
AGIS_Os01g007340	187	70	159	149	724	412	266	523
AGIS_Os01g007350	138	76	257	111	85	194	70	104
AGIS_Os01g007360	202	159	131	89	193	148	146	234
AGIS_Os01g007370	17294	12984	24937	16552	29996	22306	25532	32803
AGIS_Os01g007380	14	2	1	9	22	24	20	43
AGIS_Os01g007390	0	0	0	0	0	0	0	0
AGIS_Os01g007400	0	0	0	0	0	0	0	0
AGIS_Os01g007410	0	0	0	0	0	2	1	0
AGIS_Os01g007420	476	791	1248	973	303	889	1568	1062
AGIS_Os01g007430	398	220	423	386	616	511	422	472
AGIS_Os01g007440	487	410	488	434	798	442	476	503
AGIS_Os01g007450	489	343	673	304	1844	934	672	1192
AGIS_Os01g007460	12	16	34	52	102	0	24	36
AGIS_Os01g007470	0	4	4	12	22	24	2	16
AGIS_Os01g007480	707	503	875	488	1640	933	618	1559
AGIS_Os01g007490	327	261	402	263	594	381	163	432
AGIS_Os01g007500	16	63	102	65	48	69	60	103
AGIS_Os01g007510	2107	2393	4214	1990	3601	2477	2202	3613
AGIS_Os01g007520	24	0	67	6	89	15	18	10
AGIS_Os01g007530	274	242	247	271	459	241	338	369
AGIS_Os01g007540	211	73	120	167	338	160	129	145
AGIS_Os01g007550	0	0	4	0	0	0	29	8
AGIS_Os01g007560	34	12	30	26	0	32	39	26
AGIS_Os01g007570	81	87	159	89	94	100	125	120
AGIS_Os01g007580	0	12	0	0	0	14	36	25
AGIS_Os01g007590	331	279	570	454	399	382	489	615
AGIS_Os01g007600	0	0	0	0	0	0	0	3
AGIS_Os01g007610	416	219	438	309	739	443	438	502
AGIS_Os01g007620	737	582	846	518	1684	1110	845	1050
AGIS_Os01g007630	2708	2406	3494	2053	1446	2587	3243	3387
AGIS_Os01g007640	0	0	0	0	0	0	0	0
AGIS_Os01g007650	9	2	6	3	12	4	8	6
AGIS_Os01g007660	2253	1695	3224	1934	2802	3530	3797	4895
AGIS_Os01g007670	5003	3077	5024	5412	11302	6240	4787	6673
AGIS_Os01g007680	827	758	1059	721	1319	988	978	1642
AGIS_Os01g007690	372	245	468	641	204	188	115	146
AGIS_Os01g007700	6	0	0	0	0	0	0	0
AGIS_Os01g007710	0	0	0	0	0	0	0	0
AGIS_Os01g007720	1709	1098	2438	1417	5720	3996	2182	5227
AGIS_Os01g007730	0	0	0	0	0	0	6	0
AGIS_Os01g007740	131	72	288	148	458	100	288	229
AGIS_Os01g007750	0	0	0	0	0	0	0	0
AGIS_Os01g007760	460	324	534	326	613	471	359	493
AGIS_Os01g007770	0	0	0	0	0	2	0	0
AGIS_Os01g007780	0	10	0	0	38	0	0	0
AGIS_Os01g007790	277	43	127	142	107	60	14	109
AGIS_Os01g007800	0	0	0	0	0	0	0	0
AGIS_Os01g007810	0	0	0	0	0	0	0	0
AGIS_Os01g007820	0	0	0	0	0	0	0	0
AGIS_Os01g007830	72	33	0	0	6	0	1	16
AGIS_Os01g007840	3168	1989	3567	2404	2109	2579	2343	2960
AGIS_Os01g007850	0	0	0	0	0	0	0	0
AGIS_Os01g007860	0	0	0	0	0	0	0	0
AGIS_Os01g007870	821	1130	817	2536	1246	172	321	894
AGIS_Os01g007880	45	19	48	33	114	28	41	52
AGIS_Os01g007890	0	0	0	0	0	0	0	0
AGIS_Os01g007900	1893	1240	2717	1522	1815	2155	2771	3179
AGIS_Os01g007910	327	255	515	253	323	403	515	497
AGIS_Os01g007920	144	49	116	107	276	228	122	239
AGIS_Os01g007930	75	14	12	16	53	14	17	21
AGIS_Os01g007940	243	98	352	229	328	357	434	350
AGIS_Os01g007950	14	1	26	7	109	37	7	8
AGIS_Os01g007960	639	555	682	569	1733	982	1041	1486
AGIS_Os01g007970	84	20	87	62	8	68	72	95
AGIS_Os01g007980	18	41	96	44	20	54	108	58
AGIS_Os01g007990	5604	5015	9037	6468	8241	4028	4457	5081
AGIS_Os01g008000	0	0	0	0	0	0	0	0
AGIS_Os01g008010	12	1	8	6	0	23	0	0
AGIS_Os01g008020	0	0	0	0	0	0	2	0
AGIS_Os01g008030	0	0	0	0	0	6	0	0
AGIS_Os01g008040	0	0	20	6	12	16	19	8
AGIS_Os01g008050	0	6	0	1	0	0	0	0
AGIS_Os01g008060	0	0	0	0	0	0	0	0
AGIS_Os01g008070	0	0	12	20	0	0	0	0
AGIS_Os01g008080	311	220	457	321	757	404	318	939
AGIS_Os01g008090	1179	828	1289	896	1290	625	605	1034
AGIS_Os01g008100	0	0	0	0	0	0	0	0
AGIS_Os01g008110	182	52	94	108	621	183	485	444
AGIS_Os01g008120	146	166	280	153	114	116	160	212
AGIS_Os01g008130	213	32	39	91	169	185	90	232
AGIS_Os01g008140	0	0	0	0	0	0	0	0
AGIS_Os01g008150	0	0	0	0	0	0	0	0
AGIS_Os01g008160	12	0	32	10	0	12	11	0
AGIS_Os01g008170	5309	2768	4612	4260	8004	5981	3632	4126
AGIS_Os01g008180	0	0	0	0	0	0	0	0
AGIS_Os01g008190	0	0	0	0	0	0	0	0
AGIS_Os01g008200	0	0	30	0	0	2	60	44
AGIS_Os01g008210	212	138	116	174	202	299	335	383
AGIS_Os01g008220	3103	2106	4004	3730	5435	4623	4245	4817
AGIS_Os01g008230	4023	3361	6249	3308	6586	3777	3340	5665
AGIS_Os01g008240	227	88	123	233	344	481	188	327
AGIS_Os01g008250	1209	916	1410	1044	2493	1308	1305	1839
AGIS_Os01g008260	0	0	0	0	0	0	0	0
AGIS_Os01g008270	0	0	0	0	0	0	1	0
AGIS_Os01g008280	3100	2933	3944	2816	8172	3247	3645	6328
AGIS_Os01g008290	586	447	579	433	4614	1879	1766	3049
AGIS_Os01g008300	0	0	0	0	0	0	0	0
AGIS_Os01g008310	139	98	78	90	498	238	129	335
AGIS_Os01g008320	12	6	28	8	8	6	22	7
AGIS_Os01g008330	261	200	302	273	232	271	187	309
AGIS_Os01g008340	0	0	0	0	0	0	0	0
AGIS_Os01g008350	0	0	0	0	0	0	0	0
AGIS_Os01g008360	46	6	34	54	136	46	64	58
AGIS_Os01g008370	0	0	0	0	0	0	0	0
AGIS_Os01g008380	0	0	2	8	0	0	0	0
AGIS_Os01g008390	105	45	119	44	171	67	81	107
AGIS_Os01g008400	164	116	194	69	264	134	141	278
AGIS_Os01g008410	122	117	224	149	90	136	220	115
AGIS_Os01g008420	339	251	449	303	116	465	531	478
AGIS_Os01g008430	1240	818	1596	1166	2371	1497	638	1561
AGIS_Os01g008440	314	102	133	137	358	265	176	222
AGIS_Os01g008450	1430	902	1658	925	3509	1690	1543	2522
AGIS_Os01g008460	0	0	18	0	0	0	0	0
AGIS_Os01g008470	2661	1547	2473	1520	5131	2215	1555	2632
AGIS_Os01g008480	1023	1210	1789	1617	2122	944	1186	1525
AGIS_Os01g008490	198	65	391	435	252	603	528	501
AGIS_Os01g008500	6	10	0	4	32	0	14	11
AGIS_Os01g008510	439	389	440	1156	1862	855	543	1262
AGIS_Os01g008520	1448	1200	1676	1090	2030	1245	874	1526
AGIS_Os01g008530	0	0	0	1	0	0	20	14
AGIS_Os01g008540	0	0	0	0	0	0	0	0
AGIS_Os01g008550	0	0	0	0	0	0	0	0
AGIS_Os01g008560	0	0	0	0	0	0	0	0
AGIS_Os01g008570	0	0	0	0	0	0	0	0
AGIS_Os01g008580	0	0	0	0	0	0	0	0
AGIS_Os01g008590	307	120	192	80	955	947	608	1065
AGIS_Os01g008600	26	10	0	2	0	7	4	0
AGIS_Os01g008610	300	250	472	459	738	388	261	326
AGIS_Os01g008620	535	243	436	542	941	446	411	651
AGIS_Os01g008630	0	0	0	0	0	0	0	0
AGIS_Os01g008640	14	15	55	78	60	76	47	124
AGIS_Os01g008650	814	520	926	568	591	705	631	907
AGIS_Os01g008660	0	0	0	0	0	0	0	10
AGIS_Os01g008670	75	14	44	64	99	42	35	56
AGIS_Os01g008680	148	73	196	113	327	214	106	298
AGIS_Os01g008690	9	27	15	51	72	21	36	42
AGIS_Os01g008700	88	52	82	96	173	52	98	146
AGIS_Os01g008710	8	8	24	8	68	10	18	21
AGIS_Os01g008720	0	0	0	0	0	0	0	0
AGIS_Os01g008730	14	14	4	10	0	0	14	14
AGIS_Os01g008740	39	5	6	12	19	88	95	63
AGIS_Os01g008750	1519	1359	2161	1471	1745	1879	1844	2294
AGIS_Os01g008760	0	0	0	0	0	0	0	0
AGIS_Os01g008770	0	0	0	0	0	0	0	0
AGIS_Os01g008780	435	325	533	569	3860	981	739	2174
AGIS_Os01g008790	74	87	109	33	76	32	32	66
AGIS_Os01g008800	0	0	0	0	0	0	0	0
AGIS_Os01g008810	343	150	415	385	702	220	287	256
AGIS_Os01g008820	73	75	31	48	36	0	28	62
AGIS_Os01g008830	0	0	0	0	0	0	0	0
AGIS_Os01g008840	1009	715	1137	799	821	433	559	701
AGIS_Os01g008850	0	0	0	0	0	0	0	0
AGIS_Os01g008860	0	0	0	0	0	0	1	6
AGIS_Os01g008870	246	166	341	246	371	396	416	534
AGIS_Os01g008880	908	476	756	747	1340	1063	790	1095
AGIS_Os01g008890	8	14	26	25	16	39	17	41
AGIS_Os01g008900	0	0	0	0	21	12	4	0
AGIS_Os01g008910	193	163	218	320	647	489	425	533
AGIS_Os01g008920	221	146	319	176	233	201	136	246
AGIS_Os01g008930	492	368	492	291	523	326	316	526
AGIS_Os01g008940	0	0	0	0	26	1	4	0
AGIS_Os01g008950	0	0	0	0	0	0	0	0
AGIS_Os01g008960	0	0	0	0	0	0	0	0
AGIS_Os01g008970	641	473	702	280	2988	766	1713	1931
AGIS_Os01g008980	0	0	0	0	0	0	0	0
AGIS_Os01g008990	0	0	0	0	0	0	0	0
AGIS_Os01g009000	1046	604	1228	782	1000	701	845	1103
AGIS_Os01g009010	3895	4514	6303	4903	704	225	388	744
AGIS_Os01g009020	663	373	727	741	2388	1419	1218	1636
AGIS_Os01g009030	161	61	97	135	427	137	140	284
AGIS_Os01g009040	0	0	0	0	0	0	0	0
AGIS_Os01g009050	0	0	0	0	0	0	0	0
AGIS_Os01g009060	0	0	0	0	0	0	0	0
AGIS_Os01g009070	0	4	2	0	12	18	8	30
AGIS_Os01g009080	70	22	51	14	38	25	3	40
AGIS_Os01g009090	232	264	544	409	512	311	513	480
AGIS_Os01g009100	0	0	0	0	0	0	0	0
AGIS_Os01g009110	0	0	0	0	0	0	0	0
AGIS_Os01g009120	331	191	524	204	911	510	343	806
AGIS_Os01g009130	0	0	0	0	8	10	6	0
AGIS_Os01g009140	18	0	8	48	43	33	63	31
AGIS_Os01g009150	1052	931	1322	854	2432	1284	1165	1647
AGIS_Os01g009160	101	84	125	67	38	46	44	36
AGIS_Os01g009170	132	42	41	19	6	30	41	30
AGIS_Os01g009180	0	0	0	0	0	0	0	0
AGIS_Os01g009190	0	0	0	0	0	0	0	0
AGIS_Os01g009200	0	0	0	0	0	0	4	0
AGIS_Os01g009210	1405	803	1853	1301	2868	1233	966	1848
AGIS_Os01g009220	200	123	270	159	122	194	174	162
AGIS_Os01g009230	0	0	8	0	0	0	0	0
AGIS_Os01g009240	0	0	0	0	0	0	0	0
AGIS_Os01g009250	0	0	0	0	0	0	0	0
AGIS_Os01g009260	33	47	75	31	0	0	4	0
AGIS_Os01g009270	0	0	0	0	0	0	0	0
AGIS_Os01g009280	0	0	0	0	0	0	0	0
AGIS_Os01g009290	0	0	0	0	0	0	0	0
AGIS_Os01g009300	0	0	0	0	0	0	0	0
AGIS_Os01g009310	280	195	278	117	127	223	216	334
AGIS_Os01g009320	101	44	142	53	139	87	119	67
AGIS_Os01g009330	0	0	0	0	0	0	0	0
AGIS_Os01g009340	3743	1962	3132	2471	4443	2771	1999	2475
AGIS_Os01g009350	623	295	924	376	566	140	129	295
AGIS_Os01g009360	947	765	1318	1024	2082	1306	1228	1552
AGIS_Os01g009370	89	96	52	122	198	161	114	170
AGIS_Os01g009380	118	111	88	36	172	55	141	137
AGIS_Os01g009390	11	12	0	0	16	25	27	14
AGIS_Os01g009400	137	121	158	76	412	156	76	233
AGIS_Os01g009410	46	35	23	18	36	50	44	126
AGIS_Os01g009420	0	4	25	9	54	26	22	32
AGIS_Os01g009430	0	0	0	0	0	0	0	0
AGIS_Os01g009440	0	0	0	4	0	0	2	0
AGIS_Os01g009450	585	385	844	517	390	236	188	277
AGIS_Os01g009460	0	0	0	0	0	0	0	0
