,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2HPmock_1,CPM.phoHPmock_2,CPM.pho2HPmock_3,CPM.pho2HPmock_4,CPM.pho2HPmyc_1,CPM.pho2HPmyc_2,CPM.pho2HPmyc_3,CPM.pho2HPmyc_4
25131,AGIS_Os05g021670, 2.224229e-01, 2.153618e+00, 4.261049e-01,5.340977e-01,8.499249e-01,Not_significant,3.842765e+00,5.387252e+00,2.104209e+00,5.313577e+00,3.600583e+00,5.191501e+00,5.433584e+00,4.398134e+00
25133,AGIS_Os05g021690, 1.969174e-01, 3.437095e+00, 7.292548e-01,4.205059e-01,7.934725e-01,Not_significant,9.628998e+00,1.259189e+01,7.081473e+00,1.132930e+01,1.192085e+01,1.015891e+01,1.230343e+01,1.131873e+01
25137,AGIS_Os05g021730, 6.280649e-01, 3.796812e+00, 1.055867e+01,1.344475e-02,1.914276e-01,Not_significant,9.562743e+00,8.740762e+00,1.434504e+01,1.108260e+01,2.014380e+01,1.381910e+01,1.792736e+01,1.524794e+01
25138,AGIS_Os05g021740,-2.503248e-01, 3.923911e-01, 1.945856e-01,6.720132e-01,9.060943e-01,Not_significant,8.392246e-01,1.665937e+00,1.213967e+00,1.575096e+00,1.167757e+00,6.909552e-01,2.318790e+00,7.114629e-01
25141,AGIS_Os05g021770, 2.052933e+00, 1.411692e+00, 3.762075e+01,4.176964e-04,2.646274e-02,UP,5.742063e-01,1.254862e+00,1.780485e+00,6.641971e-01,2.627452e+00,4.183080e+00,5.623932e+00,4.220268e+00
25142,AGIS_Os05g021790, 7.314438e-01, 5.625992e+00, 1.930483e+01,2.940291e-03,8.435828e-02,Not_significant,4.752661e+01,2.505397e+01,4.343978e+01,3.391201e+01,7.823969e+01,5.208308e+01,5.918107e+01,5.533241e+01
25145,AGIS_Os05g021820,-7.670831e-02, 1.889036e+00, 1.448760e-02,9.075691e-01,9.758581e-01,Not_significant,7.067154e-01,5.170896e+00,6.960076e+00,3.396894e+00,4.281774e+00,2.502378e+00,3.703143e+00,2.603307e+00
25151,AGIS_Os05g021880,-6.882983e-01, 2.318820e+00, 4.244548e+00,7.704865e-02,4.257559e-01,Not_significant,4.085699e+00,5.214167e+00,6.069834e+00,8.824333e+00,2.554468e+00,3.790916e+00,6.350717e+00,2.700325e+00
25155,AGIS_Os05g021920, 3.287237e-01, 9.405829e-01, 6.081554e-01,4.602369e-01,8.156265e-01,Not_significant,1.280922e+00,1.363040e+00,1.557924e+00,2.523949e+00,2.749094e+00,2.222261e+00,1.747745e+00,1.600791e+00
25156,AGIS_Os05g021930,-2.153292e-01, 1.008547e+00, 1.560632e-01,7.041996e-01,9.157461e-01,Not_significant,2.959371e+00,3.851128e+00,9.711734e-01,1.195555e+00,1.848948e+00,1.213840e+00,2.353399e+00,1.406756e+00
25158,AGIS_Os05g021950,-6.778837e-01,-1.255457e+00, 6.821970e-01,4.352263e-01,8.017190e-01,Not_significant,2.208486e-01,5.408887e-01,1.011639e+00,2.087477e-01,1.702978e-01,2.614425e-01,3.980013e-01,2.263745e-01
25160,AGIS_Os05g021970,-3.497975e-01, 7.760887e+00, 2.939830e+00,1.287572e-01,5.265520e-01,Not_significant,2.549918e+02,1.728897e+02,2.676999e+02,2.789628e+02,2.410688e+02,1.778369e+02,1.658454e+02,1.756020e+02
25161,AGIS_Os05g021980,-3.438918e-01, 2.020254e+00, 8.846534e-01,3.772743e-01,7.689358e-01,Not_significant,4.196123e+00,3.288603e+00,5.078428e+00,5.104829e+00,4.865653e+00,4.145731e+00,1.816963e+00,3.654332e+00
25171,AGIS_Os05g022080, 7.917618e-01, 5.909349e+00, 1.223280e+01,9.514581e-03,1.585850e-01,Not_significant,5.814943e+01,3.524431e+01,3.641900e+01,4.774628e+01,6.824078e+01,8.745252e+01,8.114036e+01,6.610137e+01
25172,AGIS_Os05g022090,-2.802312e-02, 2.399422e+00, 8.822205e-03,9.277167e-01,9.809278e-01,Not_significant,4.394887e+00,5.711785e+00,7.142171e+00,3.966206e+00,4.184461e+00,6.050526e+00,4.066535e+00,6.370826e+00
25173,AGIS_Os05g022100,-2.085191e-02, 2.804401e+00, 4.197199e-03,9.500990e-01,9.867536e-01,Not_significant,6.603372e+00,5.603607e+00,1.072337e+01,5.446416e+00,6.665944e+00,8.272788e+00,4.931756e+00,7.324833e+00
25178,AGIS_Os05g022150, 4.360238e-01, 4.515420e+00, 8.034986e+00,2.438982e-02,2.505193e-01,Not_significant,1.998680e+01,1.897438e+01,1.905928e+01,1.941353e+01,3.067794e+01,2.481836e+01,2.417426e+01,2.554798e+01
25179,AGIS_Os05g022160, 3.498359e-01, 6.997360e+00, 2.233957e+00,1.772990e-01,5.967899e-01,Not_significant,5.998247e+01,1.340755e+02,1.881041e+02,8.744629e+01,1.172379e+02,1.649889e+02,1.492159e+02,1.207547e+02
25180,AGIS_Os05g022170, 6.723077e-02,-1.875189e+00, 2.734863e-03,9.597081e-01,9.883241e-01,Not_significant,3.533577e-01,2.163555e-01,2.023278e-02,3.415871e-01,4.865653e-02,1.680702e-01,2.768705e-01,4.204099e-01
25181,AGIS_Os05g022180,-7.931892e-01,-1.466295e+00, 6.557965e-01,4.438707e-01,8.071088e-01,Not_significant,2.871031e-01,5.408887e-01,4.248884e-01,3.226100e-01,4.865653e-01,1.120468e-01,1.384352e-01,2.910530e-01
25183,AGIS_Os05g022200, 8.876776e-01, 1.468797e+00, 4.794921e+00,6.347585e-02,3.917013e-01,Not_significant,3.886935e+00,1.622666e+00,1.173501e+00,1.480211e+00,3.162674e+00,2.801170e+00,3.149402e+00,4.543661e+00
25185,AGIS_Os05g022220,-6.450947e-01, 9.656478e-01, 1.809763e+00,2.191857e-01,6.471562e-01,Not_significant,1.082158e+00,1.774115e+00,3.176546e+00,3.491779e+00,1.216413e+00,1.643353e+00,2.111138e+00,8.084805e-01
25187,AGIS_Os05g022240, 2.242621e+00, 3.367457e+00, 1.702497e+01,4.404158e-03,1.061075e-01,Not_significant,5.123687e+00,1.016871e+00,8.133577e+00,2.618834e+00,1.637292e+01,2.039252e+01,1.486448e+01,1.371183e+01
25190,AGIS_Os05g022270,-1.716761e-01, 1.368866e+00, 1.262657e-01,7.324734e-01,9.243422e-01,Not_significant,5.212026e+00,2.942435e+00,1.922114e+00,1.119647e+00,3.041033e+00,1.288538e+00,1.886180e+00,2.959039e+00
25192,AGIS_Os05g022290, 4.602511e-01, 1.218774e+00, 3.949746e-01,5.494496e-01,8.566465e-01,Not_significant,3.158135e+00,3.526594e+00,3.641900e-01,1.537142e+00,1.775963e+00,1.848772e+00,3.114793e+00,2.975208e+00
25195,AGIS_Os05g022320, 7.751114e-01,-2.115908e+00, 1.751004e-01,6.877642e-01,9.104014e-01,Not_significant,2.208486e-01,0.000000e+00,3.844228e-01,3.795412e-02,2.432826e-02,4.108382e-01,2.076529e-01,2.263745e-01
25196,AGIS_Os05g022330, 3.393816e-01,-1.905310e-01, 1.745185e-01,6.882504e-01,9.106237e-01,Not_significant,1.082158e+00,1.644302e+00,1.213967e-01,4.934036e-01,1.313726e+00,3.734893e-01,3.806969e-01,1.309738e+00
25199,AGIS_Os05g022360, 1.040344e-01, 1.300930e+00, 2.448541e-02,8.799984e-01,9.693092e-01,Not_significant,4.593650e+00,4.218932e+00,5.260523e-01,1.328394e+00,2.676109e+00,1.307213e+00,2.214964e+00,2.554798e+00
25202,AGIS_Os05g022390, 1.238594e-01, 4.903417e-01, 5.928877e-02,8.143860e-01,9.513824e-01,Not_significant,1.943467e+00,1.557759e+00,8.093112e-01,8.160136e-01,1.775963e+00,1.008421e+00,7.094806e-01,2.312254e+00
25209,AGIS_Os05g022460,-1.014467e+00,-6.697443e-01, 2.030311e+00,1.958780e-01,6.220902e-01,Not_significant,9.275640e-01,6.274309e-01,3.641900e-01,1.119647e+00,2.676109e-01,6.722807e-01,1.211308e-01,6.144452e-01
25215,AGIS_Os05g022520,-3.427878e-01,-2.202212e-01, 3.096314e-01,5.946965e-01,8.764637e-01,Not_significant,4.416972e-01,1.471217e+00,8.295439e-01,9.868071e-01,6.325348e-01,6.349318e-01,1.072873e+00,4.850883e-01
25217,AGIS_Os05g022540,-1.037748e+00,-1.868942e-01, 2.403496e+00,1.636294e-01,5.790381e-01,Not_significant,1.325091e+00,3.461688e-01,1.375829e+00,1.632027e+00,4.865653e-01,5.602339e-01,5.883498e-01,4.042403e-01
25263,AGIS_Os05g023000,-6.482043e-01, 2.532460e-01, 1.578035e+00,2.480980e-01,6.751988e-01,Not_significant,7.067154e-01,8.870575e-01,2.083976e+00,2.106454e+00,8.514892e-01,6.536063e-01,1.280526e+00,6.467844e-01
25265,AGIS_Os05g023020,-1.848671e-01, 1.380471e+00, 3.106384e-01,5.941102e-01,8.764637e-01,Not_significant,1.855128e+00,2.834257e+00,2.529097e+00,3.738481e+00,2.359841e+00,1.643353e+00,2.734096e+00,2.813512e+00
25280,AGIS_Os05g023170,-1.571158e-02, 3.283307e+00, 1.073318e-03,9.747774e-01,9.927009e-01,Not_significant,9.540658e+00,1.421456e+01,2.690960e+00,1.502983e+01,6.982211e+00,9.860117e+00,1.071143e+01,8.537554e+00
25282,AGIS_Os05g023190,-4.366060e-01, 4.818892e+00, 3.630042e+00,9.709457e-02,4.698174e-01,Not_significant,1.863962e+01,3.028977e+01,4.339931e+01,3.878911e+01,2.041141e+01,2.586413e+01,3.055958e+01,1.752786e+01
25285,AGIS_Os05g023220,-1.034279e+00,-1.911678e+00, 6.124629e-01,4.587143e-01,8.141565e-01,Not_significant,3.533577e-01,3.894399e-01,3.237245e-01,7.590824e-02,2.189544e-01,5.602339e-02,5.191322e-02,3.557314e-01
25286,AGIS_Os05g023230, 2.447134e-02, 2.970283e+00, 5.736916e-03,9.416767e-01,9.848455e-01,Not_significant,9.408149e+00,1.092595e+01,3.257477e+00,8.596608e+00,7.614746e+00,6.685458e+00,7.181329e+00,8.715420e+00
25290,AGIS_Os05g023270, 2.712962e-01, 1.567434e+00, 2.284437e-01,6.469235e-01,8.968960e-01,Not_significant,6.404609e-01,2.488088e+00,3.722831e+00,4.687334e+00,2.992376e+00,3.118636e+00,3.893491e+00,1.843336e+00
25291,AGIS_Os05g023280, 1.207338e-01, 3.654617e+00, 4.478586e-01,5.241340e-01,8.466805e-01,Not_significant,1.261045e+01,1.265680e+01,1.106733e+01,1.167089e+01,1.089906e+01,1.488355e+01,1.370509e+01,1.293569e+01
25294,AGIS_Os05g023310, 1.972544e-01, 2.406808e+00, 7.224329e-02,7.958308e-01,9.451271e-01,Not_significant,7.398427e+00,1.174810e+01,1.254432e+00,2.391110e+00,5.230576e+00,2.409006e+00,4.239579e+00,7.454190e+00
25295,AGIS_Os05g023320,-8.334113e-01, 1.011683e+00, 3.921183e+00,8.683457e-02,4.469554e-01,Not_significant,2.252655e+00,2.120284e+00,2.468399e+00,3.169169e+00,1.532681e+00,2.147563e+00,1.245917e+00,8.893286e-01
25296,AGIS_Os05g023330,-3.106238e-01, 1.468331e+00, 9.042854e-01,3.723233e-01,7.655029e-01,Not_significant,3.864850e+00,1.774115e+00,3.520504e+00,2.694743e+00,4.403416e+00,1.549981e+00,1.713136e+00,2.328424e+00
25299,AGIS_Os05g023360,-5.418679e-01,-7.891239e-01, 3.430259e-01,5.758997e-01,8.679027e-01,Not_significant,6.625457e-01,2.812621e-01,7.081473e-01,7.590824e-01,8.758175e-01,4.295127e-01,6.921762e-02,5.497668e-01
25300,AGIS_Os05g023370, 9.850366e-01,-1.468652e+00, 8.988300e-01,3.736887e-01,7.661318e-01,Not_significant,2.208486e-01,3.894399e-01,0.000000e+00,4.364724e-01,3.892522e-01,5.975829e-01,1.038264e-01,4.365795e-01
25302,AGIS_Os05g023390,-2.157694e-01, 1.623992e+00, 4.427773e-01,5.264289e-01,8.469706e-01,Not_significant,2.451419e+00,3.202061e+00,2.367235e+00,5.389485e+00,3.041033e+00,2.651774e+00,2.491834e+00,2.748834e+00
25303,AGIS_Os05g023400, 1.204130e-01, 3.248371e-01, 5.929447e-02,8.143773e-01,9.513824e-01,Not_significant,1.545940e+00,1.795751e+00,9.307078e-01,5.693118e-01,9.488022e-01,1.475283e+00,1.263222e+00,1.180382e+00
25304,AGIS_Os05g023410,-3.149865e-01, 1.276898e+00, 7.632492e-01,4.103804e-01,7.873646e-01,Not_significant,3.136050e+00,2.790986e+00,1.557924e+00,3.112238e+00,2.189544e+00,1.363236e+00,2.093833e+00,2.829682e+00
25322,AGIS_Os05g023590,-4.603017e-01, 3.887426e+00, 1.367374e+00,2.804539e-01,7.037229e-01,Not_significant,6.205845e+00,1.265680e+01,2.450190e+01,2.848457e+01,1.299129e+01,8.478207e+00,1.427614e+01,1.047791e+01
25323,AGIS_Os05g023600,-8.055812e-03, 4.462448e+00, 1.962660e-03,9.658621e-01,9.900492e-01,Not_significant,2.181984e+01,1.564250e+01,2.249885e+01,2.933853e+01,2.170081e+01,2.069131e+01,2.176894e+01,2.258895e+01
25324,AGIS_Os05g023610, 6.730378e-01, 2.848617e+00, 5.881551e+00,4.464563e-02,3.333196e-01,Not_significant,7.045070e+00,6.144496e+00,2.893287e+00,6.679925e+00,8.831159e+00,8.104718e+00,8.600290e+00,9.006473e+00
25325,AGIS_Os05g023620,-2.058929e+00,-1.588413e+00, 1.467591e+00,2.638156e-01,6.886224e-01,Not_significant,3.091880e-01,2.596266e-01,9.711734e-01,1.897706e-01,2.919392e-01,0.000000e+00,1.730441e-02,3.233922e-01
25342,AGIS_Os05g023790, 1.936024e+00,-1.144424e+00, 2.266119e+00,1.745890e-01,5.929663e-01,Not_significant,2.208486e-01,6.490665e-01,0.000000e+00,1.138624e-01,4.379087e-01,5.975829e-01,6.575674e-01,6.144452e-01
25343,AGIS_Os05g023800, 9.284219e-02, 1.914227e+00, 9.197813e-02,7.702156e-01,9.360092e-01,Not_significant,4.394887e+00,3.829492e+00,2.023278e+00,4.364724e+00,2.846407e+00,4.818012e+00,3.253228e+00,4.301116e+00
25347,AGIS_Os05g023840, 3.880789e+00, 1.354497e+00, 9.418979e+01,2.101185e-05,3.844542e-03,UP,1.766789e-01,1.514488e-01,4.451211e-01,5.693118e-01,3.138346e+00,3.846940e+00,3.893491e+00,7.858431e+00
25348,AGIS_Os05g023850,-7.160142e-01, 2.206050e+00, 4.439779e+00,7.183417e-02,4.117175e-01,Not_significant,1.013695e+01,3.764585e+00,4.269116e+00,5.237669e+00,3.089689e+00,3.958986e+00,3.166706e+00,2.991378e+00
25356,AGIS_Os05g023930, 1.115684e-01, 3.125159e+00, 3.130847e-01,5.926911e-01,8.757141e-01,Not_significant,8.679349e+00,7.118095e+00,8.700095e+00,8.938195e+00,8.490564e+00,9.748070e+00,9.205944e+00,8.602233e+00
25363,AGIS_Os05g024000, 9.056978e-01, 6.983384e+00, 2.153249e+01,2.173566e-03,7.153221e-02,Not_significant,1.085471e+02,6.339216e+01,1.039156e+02,7.733152e+01,2.238200e+02,1.536535e+02,1.394043e+02,1.419045e+02
25368,AGIS_Os05g024050,-1.292330e-01, 5.430155e+00, 3.307331e-01,5.826683e-01,8.709298e-01,Not_significant,7.367508e+01,3.089556e+01,4.507863e+01,3.506961e+01,4.050656e+01,4.071033e+01,4.499146e+01,3.369747e+01
25369,AGIS_Os05g024060, 4.937993e-01, 2.214341e+00, 4.346361e+00,7.426954e-02,4.172898e-01,Not_significant,3.975274e+00,4.175661e+00,2.933753e+00,4.269839e+00,5.011622e+00,5.919805e+00,5.052887e+00,5.465328e+00
25372,AGIS_Os05g024090, 7.512642e-01, 3.422433e+00, 1.045857e+01,1.374091e-02,1.937318e-01,Not_significant,6.404609e+00,7.139731e+00,8.760793e+00,9.184897e+00,1.063145e+01,1.693774e+01,1.640458e+01,9.976650e+00
25377,AGIS_Os05g024140, 1.321605e-01, 4.052505e+00, 2.648484e-01,6.221581e-01,8.880522e-01,Not_significant,2.045058e+01,1.752479e+01,9.651036e+00,1.649107e+01,1.415905e+01,1.708713e+01,1.900024e+01,1.806145e+01
25378,AGIS_Os05g024150, 3.007691e-01, 4.400597e+00, 1.092886e+00,3.295891e-01,7.405104e-01,Not_significant,2.325536e+01,2.667663e+01,9.286846e+00,1.905297e+01,2.191976e+01,2.106480e+01,2.372434e+01,2.367231e+01
25382,AGIS_Os05g024190,-4.407737e-02, 3.717303e+00, 6.752723e-02,8.022142e-01,9.471256e-01,Not_significant,1.143996e+01,1.163993e+01,1.507342e+01,1.529551e+01,1.260204e+01,1.180226e+01,1.330709e+01,1.374417e+01
25383,AGIS_Os05g024200,-2.157137e-01, 4.539980e+00, 1.295444e+00,2.913402e-01,7.145222e-01,Not_significant,2.294617e+01,2.055377e+01,3.340432e+01,2.368337e+01,2.201708e+01,2.257743e+01,2.038459e+01,2.022818e+01
25384,AGIS_Os05g024210, 7.170299e-02, 5.880152e+00, 1.635345e-01,6.976151e-01,9.132211e-01,Not_significant,5.194358e+01,5.720439e+01,7.360685e+01,4.759447e+01,5.215980e+01,7.258764e+01,5.814280e+01,5.762849e+01
25385,AGIS_Os05g024220,-2.069580e-01, 4.541186e+00, 1.472171e+00,2.631356e-01,6.884221e-01,Not_significant,1.976595e+01,2.384237e+01,2.779984e+01,2.867434e+01,2.182245e+01,2.134491e+01,2.060955e+01,2.208769e+01
25386,AGIS_Os05g024230, 2.136077e-01, 4.431914e+00, 1.551555e+00,2.517415e-01,6.787468e-01,Not_significant,1.881630e+01,2.265242e+01,1.555901e+01,2.305713e+01,1.919500e+01,2.554667e+01,2.346477e+01,2.406038e+01
25388,AGIS_Os05g024250,-8.600716e-01, 7.973387e-01, 2.184842e+00,1.815502e-01,6.029924e-01,Not_significant,2.340995e+00,1.449582e+00,2.529097e+00,1.859752e+00,2.262528e+00,1.867446e+00,1.003656e+00,3.072226e-01
25391,AGIS_Os05g024280, 7.226005e-04, 3.514972e+00, 1.753738e-05,9.967718e-01,9.991731e-01,Not_significant,9.849846e+00,1.209427e+01,1.224083e+01,1.136726e+01,1.007190e+01,1.081251e+01,1.242456e+01,1.227273e+01
25393,AGIS_Os05g024300,-1.009532e-01, 4.740752e+00, 1.586276e-01,7.019191e-01,9.143487e-01,Not_significant,1.422265e+01,2.509724e+01,4.056672e+01,3.413973e+01,2.311185e+01,2.724604e+01,2.664879e+01,2.254044e+01
25404,AGIS_Os05g024410, 3.859467e-01,-1.219323e-01, 3.502947e-01,5.719753e-01,8.664623e-01,Not_significant,7.729700e-01,9.086930e-01,7.688456e-01,4.554494e-01,1.386711e+00,5.602339e-01,5.883498e-01,1.600791e+00
25405,AGIS_Os05g024420, 1.829832e-02, 3.994569e+00, 5.336515e-03,9.437445e-01,9.850040e-01,Not_significant,2.104687e+01,1.648629e+01,1.191711e+01,1.415689e+01,1.213980e+01,1.598534e+01,1.811771e+01,1.734999e+01
25406,AGIS_Os05g024430,-3.205419e-02, 5.870945e+00, 4.234718e-02,8.426322e-01,9.593876e-01,Not_significant,5.501338e+01,5.863234e+01,6.974239e+01,5.361019e+01,5.527381e+01,6.308234e+01,5.738141e+01,5.513837e+01
25407,AGIS_Os05g024440,-2.878249e-01, 2.583768e+00, 1.575650e+00,2.484231e-01,6.756337e-01,Not_significant,4.240293e+00,9.000388e+00,8.639397e+00,4.782219e+00,4.038492e+00,6.013178e+00,6.177673e+00,4.753865e+00
25408,AGIS_Os05g024450,-7.776126e+00, 1.223321e+00, 1.561211e+02,3.707310e-06,1.529004e-03,DOWN,2.208486e-01,1.674591e+01,9.711734e-01,4.174953e-01,0.000000e+00,7.469786e-02,0.000000e+00,0.000000e+00
25414,AGIS_Os05g024510,-1.955048e-02, 6.189320e+00, 1.637258e-02,9.016696e-01,9.741482e-01,Not_significant,6.771217e+01,7.165694e+01,8.200345e+01,7.205590e+01,6.845973e+01,7.764842e+01,8.041358e+01,6.353040e+01
25415,AGIS_Os05g024520, 5.643753e-02, 5.681136e+00, 1.310865e-01,7.276561e-01,9.222845e-01,Not_significant,4.335258e+01,5.177387e+01,5.713737e+01,4.897979e+01,4.914309e+01,5.966491e+01,5.025200e+01,4.985091e+01
25416,AGIS_Os05g024530, 3.818352e-01, 4.895190e+00, 1.895415e+00,2.097763e-01,6.360791e-01,Not_significant,3.403277e+01,2.959743e+01,1.296921e+01,2.956626e+01,3.364599e+01,2.732074e+01,3.526638e+01,3.534677e+01
25418,AGIS_Os05g024550, 8.155553e-02,-1.649927e+00, 8.127335e-03,9.306126e-01,9.821778e-01,Not_significant,3.533577e-01,3.461688e-01,4.046556e-02,3.605641e-01,6.325348e-01,1.867446e-01,8.652203e-02,2.587138e-01
25423,AGIS_Os05g024600, 1.575683e-01, 2.169489e+00, 4.288775e-01,5.328074e-01,8.487559e-01,Not_significant,4.659905e+00,3.937670e+00,4.046556e+00,4.136999e+00,5.206248e+00,4.556569e+00,3.651230e+00,5.481498e+00
25432,AGIS_Os05g024690, 3.447580e-01, 1.185454e+00, 1.211174e+00,3.063734e-01,7.240157e-01,Not_significant,1.766789e+00,2.964070e+00,1.416295e+00,1.802821e+00,2.238200e+00,3.155984e+00,1.816963e+00,2.716495e+00
25433,AGIS_Os05g024700, 5.533802e-01, 8.754452e-01, 5.741391e-01,4.727834e-01,8.217026e-01,Not_significant,1.965552e+00,3.072248e+00,2.832589e-01,1.271463e+00,2.140887e+00,1.120468e+00,2.266877e+00,2.247576e+00
25434,AGIS_Os05g024710,-1.198990e-01, 2.175733e+00, 2.371973e-01,6.406512e-01,8.941403e-01,Not_significant,3.864850e+00,6.122860e+00,5.017729e+00,3.738481e+00,4.719683e+00,4.948733e+00,4.049231e+00,3.379449e+00
25436,AGIS_Os05g024730, 7.462432e-01, 3.464861e+00, 1.613649e+01,4.747156e-03,1.113787e-01,Not_significant,6.316269e+00,9.541277e+00,8.335905e+00,8.881264e+00,1.333189e+01,1.445404e+01,1.303022e+01,1.411607e+01
25437,AGIS_Os05g024740, 2.593862e-01, 5.807545e+00, 2.562929e+00,1.520521e-01,5.638801e-01,Not_significant,4.081282e+01,4.950213e+01,5.934274e+01,5.478677e+01,5.926365e+01,5.998238e+01,6.921762e+01,5.483115e+01
25438,AGIS_Os05g024750,-7.160461e-01, 3.263264e+00, 5.237480e+00,5.475091e-02,3.652237e-01,Not_significant,7.818040e+00,7.312815e+00,1.622669e+01,1.669981e+01,6.884898e+00,5.938480e+00,1.102291e+01,4.592169e+00
25448,AGIS_Os05g024850,-1.403129e-01, 4.670127e+00, 4.755911e-01,5.119389e-01,8.405655e-01,Not_significant,1.903715e+01,2.659009e+01,2.587772e+01,3.634107e+01,2.335513e+01,2.627497e+01,2.405312e+01,2.182897e+01
25454,AGIS_Os05g024910,-3.720847e-01, 3.673995e+00, 4.338910e+00,7.446842e-02,4.176631e-01,Not_significant,1.194791e+01,1.365203e+01,1.715740e+01,1.480211e+01,1.009623e+01,1.239984e+01,1.124786e+01,1.049408e+01
25455,AGIS_Os05g024920,-1.839230e-01, 1.936051e+00, 3.180562e-01,5.898299e-01,8.742154e-01,Not_significant,4.439056e+00,4.521830e+00,2.124442e+00,5.370508e+00,2.992376e+00,3.902963e+00,3.599316e+00,3.347109e+00
25456,AGIS_Os05g024930,-1.267433e+00, 3.786746e+00, 1.957421e+01,2.830886e-03,8.292907e-02,Not_significant,4.227042e+01,1.047161e+01,1.642902e+01,1.193657e+01,8.441907e+00,5.770410e+00,9.136726e+00,5.675533e+00
25457,AGIS_Os05g024940,-5.443730e-02, 4.997114e+00, 6.040855e-02,8.126807e-01,9.510298e-01,Not_significant,2.597179e+01,2.948925e+01,4.570585e+01,2.859843e+01,2.530139e+01,4.485606e+01,2.927906e+01,2.596839e+01
25459,AGIS_Os05g024960, 3.382351e-01, 1.782351e+00, 6.925931e-01,4.319004e-01,7.996839e-01,Not_significant,1.347176e+00,1.817386e+00,4.147720e+00,5.579256e+00,3.989835e+00,2.577076e+00,4.274188e+00,3.460297e+00
25460,AGIS_Os05g024970,-3.784403e-01, 1.782464e+00, 5.809063e-01,4.701245e-01,8.201589e-01,Not_significant,1.523855e+00,3.526594e+00,5.746109e+00,5.009944e+00,3.454613e+00,3.566823e+00,1.747745e+00,2.635646e+00
25465,AGIS_Os05g025020,-6.700668e-01, 1.724533e+00, 4.062453e+00,8.236932e-02,4.373173e-01,Not_significant,2.561843e+00,3.526594e+00,5.564014e+00,4.326770e+00,1.581337e+00,3.286706e+00,1.920789e+00,3.347109e+00
25466,AGIS_Os05g025030,-6.858119e-01, 2.415631e+00, 6.702307e+00,3.500588e-02,2.972938e-01,Not_significant,6.007081e+00,6.057954e+00,6.231696e+00,7.590824e+00,3.551926e+00,5.938480e+00,3.374359e+00,3.621993e+00
25468,AGIS_Os05g025050, 7.577960e-01, 1.998610e+00, 1.252167e+00,2.999837e-01,7.193192e-01,Not_significant,4.814499e+00,4.997812e+00,4.451211e-01,3.074284e+00,3.332972e+00,3.977661e+00,5.000973e+00,5.998925e+00
25469,AGIS_Os05g025060,-8.988063e-03, 3.688209e+00, 2.524592e-03,9.612864e-01,9.883560e-01,Not_significant,1.640905e+01,1.252698e+01,1.090547e+01,1.189862e+01,1.411039e+01,1.103661e+01,1.194004e+01,1.398671e+01
25477,AGIS_Os05g025140, 2.186551e-01, 4.067577e+00, 1.869811e+00,2.124722e-01,6.387246e-01,Not_significant,1.274296e+01,1.672428e+01,1.657065e+01,1.597868e+01,1.698113e+01,1.783411e+01,1.834267e+01,1.864356e+01
25478,AGIS_Os05g025150,-8.289962e-02, 1.379806e+00, 5.170422e-02,8.264182e-01,9.545897e-01,Not_significant,3.423153e+00,2.401546e+00,1.962580e+00,2.599857e+00,1.678650e+00,2.894542e+00,1.782354e+00,3.751350e+00
25479,AGIS_Os05g025160,-3.629592e-02, 3.882246e+00, 5.060361e-02,8.282402e-01,9.552410e-01,Not_significant,1.561399e+01,1.369530e+01,1.650995e+01,1.377735e+01,1.440233e+01,1.303478e+01,1.569510e+01,1.492455e+01
25481,AGIS_Os05g025180, 2.386840e-01, 4.786932e+00, 2.411815e+00,1.629962e-01,5.777281e-01,Not_significant,2.246030e+01,3.059267e+01,2.492678e+01,2.355053e+01,2.914526e+01,3.129840e+01,2.901949e+01,2.954188e+01
25483,AGIS_Os05g025200,-8.735876e-01, 2.620193e+00, 1.519266e+01,5.549005e-03,1.208264e-01,Not_significant,5.962912e+00,5.928140e+00,1.248362e+01,7.552870e+00,3.114018e+00,3.865614e+00,5.468192e+00,4.495152e+00
25484,AGIS_Os05g025210, 2.334936e-01, 1.727833e+00, 4.945223e-01,5.039182e-01,8.358748e-01,Not_significant,3.909020e+00,3.223697e+00,1.618622e+00,3.567687e+00,2.968048e+00,3.940312e+00,3.443577e+00,3.508805e+00
25485,AGIS_Os05g025220, 8.594467e-02, 4.051447e+00, 2.987556e-01,6.011117e-01,8.783304e-01,Not_significant,1.360427e+01,1.780606e+01,1.962580e+01,1.326497e+01,1.432935e+01,1.727388e+01,2.109407e+01,1.532879e+01
25486,AGIS_Os05g025230, 1.194637e-01, 4.814277e+00, 6.400015e-01,4.491839e-01,8.100838e-01,Not_significant,2.548593e+01,2.297695e+01,3.166430e+01,2.783935e+01,2.941287e+01,2.666714e+01,3.249767e+01,2.821597e+01
25488,AGIS_Os05g025250, 3.675125e-01, 2.104720e+00, 3.794985e-01,5.573223e-01,8.601440e-01,Not_significant,5.874572e+00,7.096460e+00,9.711734e-01,2.694743e+00,4.354759e+00,2.969240e+00,4.724103e+00,5.416819e+00
25492,AGIS_Os05g025290, 5.236024e-02, 1.197384e+00, 2.642363e-02,8.753187e-01,9.678339e-01,Not_significant,2.716437e+00,1.579395e+00,2.367235e+00,2.106454e+00,2.311185e+00,1.587329e+00,3.357055e+00,2.005032e+00
