,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2HPmock_1,CPM.phoHPmock_2,CPM.pho2HPmock_3,CPM.pho2HPmock_4,CPM.pho2HPmyc_1,CPM.pho2HPmyc_2,CPM.pho2HPmyc_3,CPM.pho2HPmyc_4
6226,AGIS_Os01g062260,-1.626075e-01, 2.242406e+00, 3.311177e-01,5.824539e-01,8.708947e-01,Not_significant,5.764148e+00,6.274309e+00,3.439572e+00,4.516540e+00,3.527598e+00,4.463197e+00,4.412624e+00,5.141936e+00
6227,AGIS_Os01g062270,-2.130975e-01, 3.667423e+00, 1.340250e+00,2.837865e-01,7.063686e-01,Not_significant,1.448767e+01,1.116394e+01,1.479016e+01,1.391019e+01,1.347786e+01,1.081251e+01,9.776989e+00,1.291952e+01
6228,AGIS_Os01g062280,-2.013592e-01, 3.056158e+00, 7.735393e-01,4.073945e-01,7.853734e-01,Not_significant,1.022529e+01,1.034179e+01,5.867506e+00,9.355691e+00,8.101311e+00,7.077622e+00,7.648547e+00,7.615886e+00
6229,AGIS_Os01g062290, 4.404961e-01, 3.448532e+00, 5.448799e+00,5.113461e-02,3.542578e-01,Not_significant,8.944367e+00,1.044997e+01,8.882190e+00,8.634562e+00,1.323457e+01,1.127938e+01,1.181891e+01,1.377651e+01
6230,AGIS_Os01g062300, 2.396827e-02, 4.554715e+00, 1.943200e-02,8.929376e-01,9.720592e-01,Not_significant,1.956718e+01,2.388565e+01,2.810333e+01,2.189953e+01,2.435259e+01,2.298827e+01,2.265147e+01,2.425442e+01
6231,AGIS_Os01g062310,-1.246379e+00, 2.296616e+00, 8.932500e+00,1.950211e-02,2.267201e-01,Not_significant,3.732341e+00,5.819963e+00,5.300988e+00,1.269565e+01,1.532681e+00,2.745146e+00,5.018278e+00,2.134389e+00
6232,AGIS_Os01g062320,-2.185953e-01, 6.137345e+00, 1.648496e+00,2.387620e-01,6.660560e-01,Not_significant,6.495157e+01,7.066170e+01,9.183658e+01,7.606006e+01,6.128289e+01,7.303583e+01,6.245160e+01,6.254405e+01
6234,AGIS_Os01g062340,-3.182258e-01, 5.120206e+00, 4.221945e+00,7.768407e-02,4.268619e-01,Not_significant,4.688615e+01,3.420580e+01,3.775437e+01,3.556301e+01,3.491106e+01,2.916951e+01,2.678722e+01,3.266261e+01
6235,AGIS_Os01g062350,-4.153378e-01, 4.008290e+00, 4.867548e+00,6.192550e-02,3.868748e-01,Not_significant,1.837460e+01,1.650792e+01,1.938300e+01,1.876831e+01,1.379412e+01,1.555583e+01,1.572971e+01,1.031621e+01
6237,AGIS_Os01g062370,-7.580247e-01,-1.410329e+00, 2.715765e-01,6.178478e-01,8.858324e-01,Not_significant,4.416972e-02,1.514488e-01,7.688456e-01,5.503347e-01,5.838783e-01,0.000000e+00,3.633925e-01,2.425442e-01
6238,AGIS_Os01g062380,-1.064042e-01, 4.909056e+00, 4.410013e-01,5.272356e-01,8.474366e-01,Not_significant,3.118382e+01,3.080902e+01,2.697029e+01,3.541119e+01,3.323241e+01,2.461294e+01,2.799853e+01,2.983293e+01
6239,AGIS_Os01g062390,-5.430721e-01, 1.351728e+00, 5.759032e-01,4.724940e-01,8.216376e-01,Not_significant,8.723519e+00,1.752479e+00,7.283800e-01,2.467018e+00,1.265070e+00,1.886121e+00,2.111138e+00,1.196551e+00
6240,AGIS_Os01g062400,-1.080631e+00, 3.313277e+00, 1.457898e+01,6.165018e-03,1.284230e-01,Not_significant,1.311841e+01,1.220245e+01,1.294898e+01,1.440359e+01,3.551926e+00,6.984250e+00,1.019230e+01,5.804890e+00
6241,AGIS_Os01g062410,-1.591599e-01, 2.579284e+00, 2.001110e-01,6.677220e-01,9.045717e-01,Not_significant,6.515033e+00,3.699679e+00,7.647990e+00,7.059466e+00,6.568631e+00,6.778831e+00,6.212282e+00,3.023717e+00
6242,AGIS_Os01g062420,-3.839756e-01, 3.693473e+00, 2.333092e+00,1.691248e-01,5.850285e-01,Not_significant,2.042849e+01,1.497180e+01,9.307078e+00,1.446052e+01,1.058279e+01,9.113139e+00,1.197465e+01,1.235358e+01
6243,AGIS_Os01g062430,-1.644302e-01, 3.435020e+00, 8.182881e-01,3.948128e-01,7.779491e-01,Not_significant,1.196999e+01,1.181301e+01,7.991948e+00,1.398609e+01,9.123099e+00,1.088721e+01,8.340724e+00,1.209487e+01
6244,AGIS_Os01g062440,-2.045896e-01, 4.113947e+00, 8.132412e-01,3.962000e-01,7.786928e-01,Not_significant,1.844086e+01,2.276060e+01,9.448708e+00,2.508767e+01,1.403741e+01,1.503294e+01,1.387813e+01,1.951672e+01
6245,AGIS_Os01g062450, 3.855545e-01, 1.843471e+00, 9.714430e-01,3.561372e-01,7.585353e-01,Not_significant,3.069795e+00,3.396781e+00,1.213967e+00,5.446416e+00,3.819537e+00,3.902963e+00,3.772361e+00,3.767519e+00
6247,AGIS_Os01g062470, 2.644532e-01,-1.100341e+00, 6.798949e-02,8.015555e-01,9.470646e-01,Not_significant,8.171397e-01,8.654219e-02,4.046556e-02,1.024761e+00,2.189544e-01,2.614425e-01,2.076529e-01,7.438021e-01
6250,AGIS_Os01g062500,-4.346569e-01, 1.948687e+00, 1.457526e+00,2.653186e-01,6.896820e-01,Not_significant,2.672268e+00,2.661172e+00,6.170998e+00,5.693118e+00,1.581337e+00,3.529474e+00,6.056542e+00,2.182897e+00
6251,AGIS_Os01g062510, 3.535686e-01, 2.845821e+00, 2.841948e+00,1.343173e-01,5.356255e-01,Not_significant,5.300366e+00,7.247909e+00,6.838679e+00,5.788003e+00,8.539220e+00,8.515556e+00,7.838896e+00,7.130798e+00
6252,AGIS_Os01g062520, 1.505675e+00, 3.670875e-01, 1.798306e+00,2.217068e-01,6.501384e-01,Not_significant,1.126328e+00,1.709208e+00,0.000000e+00,6.452200e-01,1.459696e+00,1.381910e+00,1.488179e+00,2.182897e+00
6253,AGIS_Os01g062530,-7.020431e-01, 3.790493e+00, 1.011297e+01,1.483014e-02,2.002002e-01,Not_significant,1.724827e+01,1.622666e+01,1.242293e+01,2.298122e+01,9.706977e+00,1.202636e+01,1.038264e+01,9.394544e+00
6255,AGIS_Os01g062550,-6.205356e-03, 5.090445e+00, 4.145061e-04,9.843149e-01,9.956447e-01,Not_significant,1.978803e+01,3.347019e+01,3.536690e+01,5.040307e+01,3.897388e+01,3.144780e+01,3.742943e+01,2.537012e+01
6256,AGIS_Os01g062560,-1.618566e-01, 6.221931e+00, 9.947458e-01,3.507763e-01,7.557154e-01,Not_significant,7.181996e+01,7.773653e+01,1.002332e+02,6.700800e+01,7.033301e+01,7.232620e+01,7.245355e+01,6.492099e+01
6257,AGIS_Os01g062570,-1.636955e+00, 2.448955e+00, 3.238744e+01,6.606189e-04,3.544159e-02,DOWN,1.393555e+01,6.945011e+00,6.676817e+00,4.801196e+00,5.425203e+00,1.251189e+00,2.439921e+00,1.940353e+00
6258,AGIS_Os01g062580,-5.425361e-01, 1.836966e+00, 3.162629e+00,1.172022e-01,5.070817e-01,Not_significant,6.603372e+00,3.678043e+00,2.711192e+00,4.136999e+00,2.773422e+00,2.763821e+00,2.734096e+00,2.878191e+00
6259,AGIS_Os01g062590,-2.911698e-01,-3.374381e-01, 1.021747e-01,7.582710e-01,9.330517e-01,Not_significant,1.347176e+00,1.752479e+00,2.023278e-01,4.174953e-01,6.082066e-01,2.987914e-01,5.537410e-01,8.569893e-01
6260,AGIS_Os01g062600,-2.547553e-01, 2.448865e+00, 1.184735e+00,3.113278e-01,7.276890e-01,Not_significant,6.978815e+00,6.101225e+00,5.907971e+00,4.668357e+00,5.181920e+00,4.183080e+00,5.468192e+00,4.883222e+00
6261,AGIS_Os01g062610, 2.788483e+00, 3.206957e+00, 5.615856e+01,1.182709e-04,1.169261e-02,UP,1.766789e+00,2.055377e+00,3.783530e+00,1.859752e+00,1.381845e+01,1.874916e+01,1.045186e+01,2.103666e+01
6262,AGIS_Os01g062620,-3.365882e-01, 2.582895e+00, 8.060740e-01,3.981836e-01,7.800772e-01,Not_significant,3.356898e+00,7.485900e+00,7.202869e+00,8.862287e+00,6.811914e+00,5.135478e+00,4.793320e+00,3.977724e+00
6263,AGIS_Os01g062630,-1.083883e-01, 4.233548e+00, 4.431239e-01,5.262718e-01,8.469706e-01,Not_significant,1.462018e+01,2.018597e+01,2.464352e+01,1.884422e+01,1.501054e+01,2.042986e+01,1.912137e+01,1.731765e+01
6264,AGIS_Os01g062640,-2.346939e-01, 1.789702e+00, 5.221534e-01,4.926228e-01,8.308747e-01,Not_significant,6.117506e+00,1.752479e+00,4.046556e+00,3.226100e+00,4.549385e+00,2.539727e+00,2.128442e+00,3.007548e+00
6265,AGIS_Os01g062650,-1.837314e-01, 3.402905e+00, 7.151588e-01,4.248267e-01,7.964550e-01,Not_significant,1.132953e+01,7.832069e+00,1.092570e+01,1.506779e+01,7.639074e+00,9.561326e+00,1.104021e+01,1.089832e+01
6267,AGIS_Os01g062670,-1.180277e+00, 4.225981e+00, 4.682440e+00,6.713450e-02,4.000009e-01,Not_significant,1.450975e+01,2.505397e+01,3.516457e+01,2.332281e+01,2.741795e+01,7.581833e+00,5.848889e+00,1.052642e+01
6268,AGIS_Os01g062680, 5.356057e-01, 5.238715e+00, 7.509604e-01,4.148244e-01,7.894743e-01,Not_significant,7.016359e+01,1.226736e+01,4.378373e+01,8.786379e+00,6.658645e+01,2.276417e+01,1.806580e+01,5.935864e+01
6271,AGIS_Os01g062710,-1.268219e+00, 3.223742e+00, 5.010121e+00,6.014295e-02,3.812092e-01,Not_significant,1.199208e+01,1.213754e+01,9.124983e+00,1.743992e+01,5.984753e+00,6.162573e+00,1.008847e+01,1.503774e+00
6274,AGIS_Os01g062740,-2.153364e+00,-8.074138e-01, 1.127480e+00,3.231032e-01,7.360351e-01,Not_significant,3.533577e-01,4.759821e-01,6.879145e-01,4.554494e-01,2.067902e+00,0.000000e+00,0.000000e+00,2.910530e-01
6275,AGIS_Os01g062750, 2.836632e-01, 5.466804e+00, 1.374566e+00,2.781938e-01,7.015073e-01,Not_significant,2.087019e+01,4.171334e+01,5.762295e+01,4.378008e+01,4.403416e+01,5.544448e+01,5.030391e+01,3.971256e+01
6276,AGIS_Os01g062760, 7.137090e-01,-3.234654e-01, 9.975785e-01,3.501332e-01,7.551579e-01,Not_significant,6.625457e-01,2.596266e-01,1.052105e+00,2.846559e-01,1.143428e+00,1.493957e+00,9.344379e-01,2.587138e-01
6279,AGIS_Os01g062790,-1.086274e+00,-1.705605e+00, 6.454183e-01,4.473495e-01,8.090805e-01,Not_significant,1.545940e-01,2.812621e-01,6.069834e-01,3.226100e-01,2.432826e-01,2.987914e-01,2.422617e-01,0.000000e+00
6280,AGIS_Os01g062800, 6.426872e-01, 3.067856e+00, 1.645655e+00,2.403042e-01,6.680779e-01,Not_significant,4.262378e+00,5.949776e+00,1.608506e+01,3.055307e+00,1.160458e+01,1.258659e+01,6.021933e+00,7.211646e+00
6285,AGIS_Os01g062850,-2.684855e-01, 3.612385e+00, 2.461944e+00,1.592504e-01,5.732558e-01,Not_significant,1.400180e+01,1.272170e+01,1.373806e+01,1.280952e+01,1.148294e+01,1.071914e+01,1.017499e+01,1.188466e+01
6288,AGIS_Os01g062880, 1.308409e+00,-1.508124e+00, 1.943635e+00,2.046059e-01,6.305556e-01,Not_significant,2.208486e-01,2.812621e-01,2.023278e-01,5.693118e-02,4.379087e-01,4.108382e-01,3.806969e-01,5.012579e-01
6289,AGIS_Os01g062890, 2.593507e-02, 3.622625e+00, 1.787574e-02,8.972841e-01,9.730036e-01,Not_significant,1.068907e+01,1.298133e+01,1.175524e+01,1.298031e+01,1.398875e+01,1.456608e+01,9.465510e+00,1.180382e+01
6292,AGIS_Os01g062920,-2.721564e-01, 1.426310e+00, 2.609174e-01,6.247094e-01,8.890157e-01,Not_significant,5.410790e+00,5.062718e+00,8.902423e-01,1.271463e+00,3.211331e+00,1.419259e+00,1.159395e+00,2.797343e+00
6294,AGIS_Os01g062940, 7.929421e-02, 4.810933e+00, 1.320528e-02,9.117329e-01,9.765003e-01,Not_significant,4.836584e+01,5.768037e+01,5.907971e+00,1.442257e+01,2.756392e+01,1.322152e+01,2.154399e+01,3.555697e+01
6298,AGIS_Os01g062980,-2.290817e+00,-1.174484e+00, 6.153680e-01,4.584380e-01,8.141411e-01,Not_significant,0.000000e+00,1.363040e+00,7.283800e-01,3.605641e-01,4.865653e-01,0.000000e+00,0.000000e+00,3.233922e-01
6300,AGIS_Os01g063000, 5.612568e-01, 2.424307e+00, 3.387355e+00,1.069068e-01,4.896038e-01,Not_significant,2.915201e+00,7.507535e+00,3.540736e+00,3.852343e+00,7.030868e+00,6.480039e+00,6.454543e+00,4.850883e+00
6301,AGIS_Os01g063010, 1.296102e+00, 2.458881e+00, 1.929868e+01,2.942850e-03,8.435828e-02,Not_significant,3.467323e+00,3.310239e+00,3.419340e+00,2.277247e+00,9.658320e+00,4.892710e+00,7.648547e+00,8.990303e+00
6302,AGIS_Os01g063020, 9.950396e-01, 3.615015e+00, 2.290207e+01,1.826681e-03,6.500227e-02,Not_significant,5.874572e+00,7.702255e+00,1.096617e+01,8.425815e+00,1.449964e+01,1.473415e+01,1.538362e+01,2.009883e+01
6304,AGIS_Os01g063040, 7.690157e-01, 2.423038e+00, 3.337427e+00,1.091693e-01,4.939312e-01,Not_significant,2.053892e+00,4.348745e+00,5.806808e+00,3.548710e+00,1.021787e+01,4.444523e+00,5.987325e+00,6.192961e+00
6306,AGIS_Os01g063060, 4.772560e-01,-7.195108e-01, 3.535127e-01,5.702559e-01,8.654992e-01,Not_significant,6.625457e-01,3.461688e-01,3.641900e-01,3.795412e-01,3.162674e-01,3.361404e-01,8.133071e-01,1.293569e+00
6307,AGIS_Os01g063070,-7.553987e-02, 4.424762e+00, 2.384031e-01,6.398170e-01,8.938962e-01,Not_significant,2.173150e+01,2.284714e+01,2.142651e+01,2.193748e+01,2.099529e+01,1.990698e+01,2.280721e+01,1.985628e+01
6308,AGIS_Os01g063080,-7.295257e-01, 1.399802e+00, 5.476776e+00,5.067939e-02,3.523386e-01,Not_significant,2.451419e+00,2.552995e+00,5.462850e+00,2.618834e+00,1.192085e+00,2.072866e+00,2.612965e+00,1.827166e+00
6309,AGIS_Os01g063090,-9.586115e-02, 2.848295e+00, 1.929186e-01,6.733223e-01,9.064959e-01,Not_significant,8.016803e+00,5.690149e+00,9.003587e+00,6.964581e+00,6.592959e+00,7.170994e+00,8.167680e+00,5.691703e+00
6311,AGIS_Os01g063110,-5.803014e-01,-1.137191e+00, 3.590818e-01,5.673056e-01,8.643358e-01,Not_significant,4.858669e-01,6.490665e-02,6.474489e-01,9.108989e-01,5.108935e-01,1.680702e-01,1.211308e-01,4.204099e-01
6312,AGIS_Os01g063120, 9.953901e-01, 5.485642e+00, 6.679462e+00,3.616650e-02,3.012200e-01,Not_significant,4.428014e+01,2.299859e+01,4.524049e+01,1.370144e+01,6.935988e+01,5.148550e+01,4.101144e+01,7.006292e+01
6313,AGIS_Os01g063130, 3.389927e-01, 5.934280e+00, 1.313659e+00,2.885777e-01,7.118773e-01,Not_significant,7.170953e+01,4.004740e+01,7.350569e+01,3.364633e+01,9.157158e+01,5.622881e+01,4.554520e+01,7.664395e+01
6316,AGIS_Os01g063160,-7.017532e-01, 5.114005e+00, 5.577092e+00,4.945182e-02,3.486083e-01,Not_significant,1.180436e+02,9.454735e+00,1.784531e+01,1.510574e+01,9.098770e+01,6.704133e+00,4.879843e+00,1.380885e+01
6322,AGIS_Os01g063220, 4.013052e-01, 3.792653e+00, 3.783110e+00,9.151215e-02,4.564952e-01,Not_significant,1.303007e+01,1.276497e+01,1.100663e+01,1.058920e+01,1.595934e+01,1.206370e+01,1.593736e+01,1.919333e+01
6324,AGIS_Os01g063240,-8.595287e-02,-1.315460e+00, 8.048502e-03,9.309489e-01,9.822651e-01,Not_significant,8.833943e-02,4.327110e-01,6.069834e-01,3.415871e-01,1.216413e-01,6.349318e-01,1.384352e-01,5.174275e-01
6325,AGIS_Os01g063250,-6.330047e-02, 1.423655e+00, 3.384767e-02,8.590834e-01,9.639988e-01,Not_significant,3.997359e+00,2.769350e+00,1.537691e+00,2.770651e+00,2.481483e+00,2.707797e+00,2.561052e+00,2.328424e+00
6326,AGIS_Os01g063260, 5.819487e-01, 5.311979e+00, 6.545621e+00,3.662100e-02,3.029643e-01,Not_significant,4.262378e+01,1.813059e+01,3.720808e+01,3.161578e+01,5.994484e+01,4.668616e+01,4.142675e+01,3.985809e+01
6327,AGIS_Os01g063270, 9.976064e-02, 5.555389e+00, 3.014613e-01,5.995013e-01,8.775037e-01,Not_significant,3.730132e+01,4.123736e+01,5.808831e+01,4.598142e+01,4.661295e+01,5.258729e+01,4.448963e+01,4.959219e+01
6328,AGIS_Os01g063280,-9.151980e-02, 5.091208e+00, 2.363897e-01,6.412114e-01,8.944710e-01,Not_significant,3.125007e+01,2.996523e+01,4.963101e+01,3.114136e+01,2.938854e+01,3.479053e+01,3.242846e+01,3.379449e+01
6329,AGIS_Os01g063290, 8.554813e-01, 2.583853e+00, 1.558330e+01,5.197568e-03,1.174507e-01,Not_significant,5.145772e+00,4.132390e+00,4.006090e+00,3.662573e+00,9.269068e+00,7.469786e+00,6.333413e+00,7.632056e+00
6330,AGIS_Os01g063300,-4.537668e-02, 5.747398e+00, 3.553361e-02,8.556623e-01,9.630652e-01,Not_significant,7.957174e+01,4.117245e+01,6.183137e+01,3.501268e+01,8.522190e+01,4.649942e+01,3.303411e+01,4.713441e+01
6331,AGIS_Os01g063310, 1.372230e-01, 1.906592e+00, 2.119913e-01,6.587348e-01,9.012757e-01,Not_significant,2.848947e+00,2.315004e+00,4.795169e+00,3.985183e+00,1.946261e+00,3.678869e+00,5.052887e+00,5.028749e+00
6333,AGIS_Os01g063330, 8.867896e-02, 3.095168e+00, 2.033787e-01,6.652181e-01,9.034429e-01,Not_significant,7.530936e+00,8.935482e+00,9.792665e+00,6.869696e+00,8.514892e+00,8.496881e+00,9.257857e+00,8.650742e+00
6335,AGIS_Os01g063350, 8.691227e-01, 6.042493e+00, 7.947214e+00,2.522735e-02,2.543090e-01,Not_significant,3.674920e+01,2.918635e+01,9.624733e+01,3.727095e+01,6.403199e+01,1.010289e+02,8.557029e+01,7.688650e+01
6336,AGIS_Os01g063360, 1.474429e-01, 1.352965e+00, 1.326442e-01,7.261212e-01,9.218344e-01,Not_significant,2.738522e+00,3.786221e+00,1.294898e+00,1.973614e+00,2.432826e+00,2.521053e+00,3.357055e+00,2.021201e+00
6337,AGIS_Os01g063370, 4.101993e-01, 4.915014e+00, 2.082588e+00,1.910669e-01,6.157597e-01,Not_significant,1.358219e+01,1.510161e+01,5.137103e+01,3.098954e+01,2.625020e+01,3.333392e+01,4.327832e+01,2.711644e+01
6338,AGIS_Os01g063380, 4.685508e+00,-1.406570e+00, 5.904934e+00,4.432630e-02,3.325324e-01,Not_significant,4.858669e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.379087e-01,8.776998e-01,5.364366e-01,3.557314e-01
6339,AGIS_Os01g063390, 1.763922e-01, 2.814870e+00, 3.974251e-01,5.478161e-01,8.557853e-01,Not_significant,6.581288e+00,5.517065e+00,8.437069e+00,5.674141e+00,9.171755e+00,7.040273e+00,5.122104e+00,8.440537e+00
6340,AGIS_Os01g063400, 3.292429e-01, 4.993537e+00, 2.225626e+00,1.780104e-01,5.975343e-01,Not_significant,3.420944e+01,2.089994e+01,3.757227e+01,2.189953e+01,3.848731e+01,3.884289e+01,3.071532e+01,3.191881e+01
6341,AGIS_Os01g063410,-4.857432e-01, 5.754065e+00, 1.829962e+00,2.181068e-01,6.464258e-01,Not_significant,1.627433e+02,2.695789e+01,4.204371e+01,4.463405e+01,4.673459e+01,3.645255e+01,2.732366e+01,4.457962e+01
6342,AGIS_Os01g063420, 4.573515e-01, 4.013347e+00, 4.211653e+00,7.797566e-02,4.270883e-01,Not_significant,2.133397e+01,9.433099e+00,1.296921e+01,1.191759e+01,1.783262e+01,1.563053e+01,1.887911e+01,2.087497e+01
6343,AGIS_Os01g063430, 5.772750e-01, 5.046860e+00, 8.529717e+00,2.152275e-02,2.374590e-01,Not_significant,2.398416e+01,1.979653e+01,3.643924e+01,2.723208e+01,3.590852e+01,4.149466e+01,3.806969e+01,4.120017e+01
6344,AGIS_Os01g063440, 2.992771e-01, 4.748840e+00, 1.491035e+00,2.603619e-01,6.860181e-01,Not_significant,2.853364e+01,1.572904e+01,3.328292e+01,2.036239e+01,2.780720e+01,3.495860e+01,2.914062e+01,2.496588e+01
6345,AGIS_Os01g063450, 7.348252e-01, 7.672219e-01, 1.738223e+00,2.275793e-01,6.555975e-01,Not_significant,1.678449e+00,6.923376e-01,2.468399e+00,6.072659e-01,1.484024e+00,2.259610e+00,1.834267e+00,2.263745e+00
6346,AGIS_Os01g063460, 7.929664e-02, 2.867303e+00, 8.229209e-02,7.822595e-01,9.401148e-01,Not_significant,6.912560e+00,6.166131e+00,9.347544e+00,5.825957e+00,8.612205e+00,6.722807e+00,5.520106e+00,8.957964e+00
6347,AGIS_Os01g063470, 3.530011e-01,-6.002050e-01, 2.762052e-01,6.149224e-01,8.848329e-01,Not_significant,5.962912e-01,3.894399e-01,6.474489e-01,5.123806e-01,1.021787e+00,7.469786e-01,3.980013e-01,6.629540e-01
6348,AGIS_Os01g063480, 2.380966e-01, 3.068943e+00, 8.757025e-01,3.795664e-01,7.706366e-01,Not_significant,4.814499e+00,1.140193e+01,9.812898e+00,5.617210e+00,7.590418e+00,8.889045e+00,9.534728e+00,9.151999e+00
6349,AGIS_Os01g063490,-2.924746e-01, 3.919194e+00, 3.271887e+00,1.120393e-01,4.987255e-01,Not_significant,1.526064e+01,1.793587e+01,1.810834e+01,1.520063e+01,1.367248e+01,1.314682e+01,1.482988e+01,1.256379e+01
6350,AGIS_Os01g063500, 7.855114e-01, 2.667690e+00, 6.721639e+00,3.481304e-02,2.966792e-01,Not_significant,5.366620e+00,6.079589e+00,2.124442e+00,5.579256e+00,6.374005e+00,7.563158e+00,6.887154e+00,1.052642e+01
6351,AGIS_Os01g063510, 1.249673e-01, 4.246711e+00, 5.375715e-01,4.865202e-01,8.286554e-01,Not_significant,1.808750e+01,1.726517e+01,1.897835e+01,1.781946e+01,2.043574e+01,2.225996e+01,2.133633e+01,1.537730e+01
6352,AGIS_Os01g063520, 6.358909e-02, 2.305745e+00, 7.515740e-02,7.916357e-01,9.432161e-01,Not_significant,3.533577e+00,4.413652e+00,6.919610e+00,4.478586e+00,3.722224e+00,4.986082e+00,5.918107e+00,5.255123e+00
6353,AGIS_Os01g063530, 2.592898e-01, 2.254655e+00, 5.274141e-01,4.905250e-01,8.302965e-01,Not_significant,8.414331e+00,2.488088e+00,3.115848e+00,4.118022e+00,4.354759e+00,4.519220e+00,3.945405e+00,6.904424e+00
6358,AGIS_Os01g063580, 2.989699e-01, 3.955607e+00, 2.075414e+00,1.915395e-01,6.166690e-01,Not_significant,1.024737e+01,1.456072e+01,1.385945e+01,1.700345e+01,1.814888e+01,1.307213e+01,1.839458e+01,1.851420e+01
6359,AGIS_Os01g063590, 2.773264e-01, 4.368728e+00, 2.312652e+00,1.707673e-01,5.875985e-01,Not_significant,1.925800e+01,2.009942e+01,1.582203e+01,1.929967e+01,2.121425e+01,1.916000e+01,2.526443e+01,2.483652e+01
6360,AGIS_Os01g063600,-7.256335e-01, 3.693525e+00, 1.352934e+01,7.437254e-03,1.421213e-01,Not_significant,1.163872e+01,1.453909e+01,1.889742e+01,1.960330e+01,8.490564e+00,1.040168e+01,1.091908e+01,8.699250e+00
6361,AGIS_Os01g063610,-4.386766e-02, 5.511216e+00, 9.045050e-02,7.720671e-01,9.365048e-01,Not_significant,4.469975e+01,4.286002e+01,4.760773e+01,4.981478e+01,4.658862e+01,3.972059e+01,4.647963e+01,4.677868e+01
6362,AGIS_Os01g063620, 4.785684e-02, 2.579553e+00, 2.874567e-02,8.700126e-01,9.664942e-01,Not_significant,6.161675e+00,7.594078e+00,5.300988e+00,4.421655e+00,5.960424e+00,4.705965e+00,6.264195e+00,7.098459e+00
6363,AGIS_Os01g063630,-1.561637e+00, 4.422143e+00, 2.908194e+00,1.318051e-01,5.306454e-01,Not_significant,1.464889e+02,1.903928e+00,3.864461e+00,5.484370e+00,5.473859e+00,4.351150e+00,1.107482e+00,2.603307e+00
6364,AGIS_Os01g063640, 6.058444e-01, 1.872726e+00, 3.265917e-01,5.855079e-01,8.722494e-01,Not_significant,2.248238e+01,2.163555e-01,4.653539e-01,2.467018e-01,2.432826e+00,1.400585e+00,5.537410e-01,1.261230e+00
6365,AGIS_Os01g063650,-3.217276e-01, 3.335250e+00, 2.325657e+00,1.697198e-01,5.857530e-01,Not_significant,1.607778e+01,8.221508e+00,8.841724e+00,1.212634e+01,1.033951e+01,7.805926e+00,9.136726e+00,7.890770e+00
6368,AGIS_Os01g063680, 2.298792e-01, 1.992005e+00, 6.587451e-01,4.428907e-01,8.068067e-01,Not_significant,3.621917e+00,2.552995e+00,3.925159e+00,4.497563e+00,3.649239e+00,4.631267e+00,4.724103e+00,3.896876e+00
6369,AGIS_Os01g063690, 6.060718e-02, 4.872953e+00, 1.408297e-01,7.182213e-01,9.197840e-01,Not_significant,2.572886e+01,2.646028e+01,3.040987e+01,3.218509e+01,3.021570e+01,3.180261e+01,2.831001e+01,2.899211e+01
6370,AGIS_Os01g063700, 7.270223e-01, 6.309547e+00, 1.181003e+01,1.035011e-02,1.677204e-01,Not_significant,4.900630e+01,5.077863e+01,6.486629e+01,7.566154e+01,1.171649e+02,9.637891e+01,9.224979e+01,8.810821e+01
6373,AGIS_Os01g063730,-4.305640e-01,-6.971914e-02, 5.548655e-01,4.798364e-01,8.255568e-01,Not_significant,1.170497e+00,1.103413e+00,7.283800e-01,9.298759e-01,1.240741e+00,1.157817e+00,2.076529e-01,7.923109e-01
6375,AGIS_Os01g063750, 3.020215e-02, 5.947330e+00, 1.476716e-02,9.065866e-01,9.756877e-01,Not_significant,4.706283e+01,5.415378e+01,8.995494e+01,5.520427e+01,7.794775e+01,6.394137e+01,5.431853e+01,5.075641e+01
6376,AGIS_Os01g063760,-1.414696e-01, 3.568324e+00, 4.861610e-01,5.074314e-01,8.382680e-01,Not_significant,1.148413e+01,1.105577e+01,1.466876e+01,1.239202e+01,1.296696e+01,1.090589e+01,9.361684e+00,1.175531e+01
6379,AGIS_Os01g063790, 1.722744e+00, 5.827819e+00, 1.211956e+02,8.891891e-06,2.543616e-03,UP,2.181984e+01,2.174373e+01,2.512911e+01,3.746072e+01,6.709735e+01,7.677072e+01,9.143648e+01,1.125890e+02
6380,AGIS_Os01g063800, 1.912862e+00, 4.190688e+00, 1.733152e+01,4.204711e-03,1.037134e-01,Not_significant,9.518574e+00,3.223697e+00,1.841183e+01,4.099045e+00,2.374438e+01,3.809591e+01,2.993662e+01,1.872441e+01
6381,AGIS_Os01g063810, 1.041089e+01, 7.831523e-01, 1.339769e+02,2.310804e-04,1.818499e-02,UP,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.055196e-01,4.761988e+00,4.378015e+00,3.524975e+00
6382,AGIS_Os01g063820, 7.775553e+00,-1.115026e-02, 4.596296e+01,2.228630e-04,1.791527e-02,UP,2.208486e-02,0.000000e+00,0.000000e+00,0.000000e+00,5.108935e-01,2.222261e+00,2.543748e+00,2.247576e+00
